scDblFinder_score	scDblFinder_DropletType
0.172080948944791	singlet
0.173233457423703	singlet
0.37986619771558	singlet
0.123624537242129	singlet
0.178535964571951	singlet
0.124314433186093	singlet
0.1637825701961	singlet
0.172032115787856	singlet
0.260907157995301	singlet
0.0608183709959069	singlet
0.110884834296123	singlet
0.451362345936875	doublet
0.277595119786055	singlet
0.169938965490352	singlet
0.14602650103283	singlet
0.150220442681542	singlet
0.559207716742131	doublet
0.533158215142706	doublet
0.152630654353424	singlet
0.169929746396095	singlet
0.157929117203673	singlet
0.329305946259297	singlet
0.173065056184203	singlet
0.282821325732207	singlet
0.289470493330225	singlet
0.226897184590609	singlet
0.29256345361507	singlet
0.114599940976103	singlet
0.386769639653546	singlet
0.537034323688572	doublet
0.183039810039981	singlet
0.140074592476946	singlet
0.300552190141128	singlet
0.174875014022955	singlet
0.168191741524743	singlet
0.0992518857689464	singlet
0.277105403393126	singlet
0.206992876550936	singlet
0.302265133641016	singlet
0.12360493786208	singlet
0.344547714972019	singlet
0.126529261619282	singlet
0.418347392564458	singlet
0.0970020371482268	singlet
0.150824581416078	singlet
0.278204221632504	singlet
0.391311166245142	singlet
0.121374609567744	singlet
0.445539455574549	doublet
0.0535460908673669	singlet
0.395729862151593	singlet
0.120233550546597	singlet
0.160205033072292	singlet
0.0792202865499442	singlet
0.316198109801258	singlet
0.127595628855715	singlet
0.177092951846456	singlet
0.296391147097787	singlet
0.220739156769952	singlet
0.0660622052519289	singlet
0.077623601298809	singlet
0.153706510882031	singlet
0.194163920999282	singlet
0.096646686053805	singlet
0.282156744261961	singlet
0.179871032033992	singlet
0.159113326330523	singlet
0.374996025768078	singlet
0.352128874136808	singlet
0.568992215990736	doublet
0.139820627331547	singlet
0.216106283145278	singlet
0.304356278111146	singlet
0.081122632291664	singlet
0.168961362076028	singlet
0.110419554528845	singlet
0.674732903723616	doublet
0.0537942448413794	singlet
0.124826179512079	singlet
0.110849431473093	singlet
0.104985175089294	singlet
0.398566420161634	singlet
0.0903893462226084	singlet
0.253119203919603	singlet
0.17350308918231	singlet
0.111165669854624	singlet
0.20852684961696	singlet
0.0945487645138641	singlet
0.164038907281584	singlet
0.18376397975419	singlet
0.119907970251414	singlet
0.125472140803249	singlet
0.303706461205092	singlet
0.351700921447884	singlet
0.437419534095138	doublet
0.216190293328174	singlet
0.232566964284522	singlet
0.277306021018784	singlet
0.212764796503723	singlet
0.359027203157154	singlet
0.029748139558536	singlet
0.148776556200271	singlet
0.112219866149143	singlet
0.19211185449039	singlet
0.164063849035308	singlet
0.435770542029021	singlet
0.193621252545598	singlet
0.569724148019404	doublet
0.155909442089618	singlet
0.324444317689338	singlet
0.117114232599541	singlet
0.283115691073256	singlet
0.456280959635212	doublet
0.10539612960856	singlet
0.0544353983251352	singlet
0.25258099917607	singlet
0.183210202495277	singlet
0.138369749647077	singlet
0.0446197997168667	singlet
0.2972212199411	singlet
0.10081201043411	singlet
0.230996696336215	singlet
0.115773923505105	singlet
0.102485485763845	singlet
0.209862435002467	singlet
0.0641415792822137	singlet
0.0666295141651016	singlet
0.144657474657056	singlet
0.19620512672748	singlet
0.351034992611801	singlet
0.20928817132001	singlet
0.208883965711392	singlet
0.305806424115964	singlet
0.0369712618628817	singlet
0.39952016633995	singlet
0.250196483435927	singlet
0.188899500037866	singlet
0.12499656730732	singlet
0.0648340758224033	singlet
0.250701226503327	singlet
0.702105936588871	doublet
0.39041548419368	singlet
0.725325444549978	doublet
0.202113690207776	singlet
0.241022065620814	singlet
0.102486488102578	singlet
0.130640439954086	singlet
0.243989071966294	singlet
0.0766325033897291	singlet
0.102171105703516	singlet
0.0476818077491958	singlet
0.0334616225948561	singlet
0.19883178039901	singlet
0.0928430281217941	singlet
0.149021117346048	singlet
0.414124674381413	singlet
0.149970494370764	singlet
0.178986178742567	singlet
0.151647167029167	singlet
0.297059963155498	singlet
0.0737319629277845	singlet
0.654397226966766	doublet
0.212863941650571	singlet
0.329061695279042	singlet
0.0968731204418189	singlet
0.108423427067101	singlet
0.344475699748901	singlet
0.099262975761068	singlet
0.174269978386562	singlet
0.199001126615962	singlet
0.0898335666613291	singlet
0.262383408536402	singlet
0.446553334480885	doublet
0.182301012865846	singlet
0.148785454510531	singlet
0.156094061019868	singlet
0.331722416597943	singlet
0.403179795583794	singlet
0.286959379861677	singlet
0.606911613410578	doublet
0.697094986945078	doublet
0.39436430735607	singlet
0.216402873823782	singlet
0.290050488805818	singlet
0.0858842303784426	singlet
0.238047833565399	singlet
0.321692185728692	singlet
0.0971207643694621	singlet
0.426470081110005	singlet
0.0646363112990146	singlet
0.0697889808593784	singlet
0.236525946424337	singlet
0.168730420236259	singlet
0.14879923076279	singlet
0.20939072012958	singlet
0.41724749274095	singlet
0.114441629793716	singlet
0.342604199502032	singlet
0.140801839032207	singlet
0.182290392082671	singlet
0.22775891414785	singlet
0.252352522080869	singlet
0.343159602722746	singlet
0.0884841391033818	singlet
0.139664477112604	singlet
0.252184949664799	singlet
0.295129596739971	singlet
0.171610338206333	singlet
0.155744017121029	singlet
0.342419648788919	singlet
0.363290836639055	singlet
0.137643886095361	singlet
0.331792439292082	singlet
0.347254765151061	singlet
0.157820270878136	singlet
0.359154569584	singlet
0.239532368525959	singlet
0.123888698446354	singlet
0.268924644789158	singlet
0.104484479651354	singlet
0.127035148782622	singlet
0.643451229293833	doublet
0.436017811492303	singlet
0.272337077123374	singlet
0.0629504234467591	singlet
0.257070651025821	singlet
0.0890060278199672	singlet
0.260274184553548	singlet
0.205317128494612	singlet
0.0389950987566729	singlet
0.04686180318023	singlet
0.0621523916293036	singlet
0.219581952740693	singlet
0.244461169965434	singlet
0.292582263247653	singlet
0.0961326692861398	singlet
0.391061864637474	singlet
0.078689587717299	singlet
0.0771235066097881	singlet
0.0776997800816471	singlet
0.0325173914198923	singlet
0.459997459698625	doublet
0.0694631413424817	singlet
0.150915844319446	singlet
0.0660776958545231	singlet
0.312845885768819	singlet
0.0640249417359989	singlet
0.229889355525264	singlet
0.0532805326146118	singlet
0.186656901990091	singlet
0.076234218905092	singlet
0.0961567374478071	singlet
0.178610284260593	singlet
0.320198046449288	singlet
0.221366052413489	singlet
0.201629638430544	singlet
0.139618028504265	singlet
0.181182752364456	singlet
0.507873819034814	doublet
0.270754200673573	singlet
0.115065721831757	singlet
0.0242034257884153	singlet
0.155565449646502	singlet
0.179116561790976	singlet
0.327728316856014	singlet
0.146442768795965	singlet
0.376860100047887	singlet
0.218633484246139	singlet
0.273149409078316	singlet
0.176714287799773	singlet
0.0994079727399741	singlet
0.100813163895932	singlet
0.140907409750861	singlet
0.187609611745841	singlet
0.245760899645971	singlet
0.411723321591982	singlet
0.111584975129936	singlet
0.388033809286589	singlet
0.210522473711853	singlet
0.0454113472056342	singlet
0.138513911662861	singlet
0.151515521534879	singlet
0.307415140509522	singlet
0.149546673036413	singlet
0.194363121498001	singlet
0.0980837555296065	singlet
0.11285414468587	singlet
0.26527183782425	singlet
0.549607359143506	doublet
0.155703807150123	singlet
0.0824919513095762	singlet
0.287354254044123	singlet
0.189593943282604	singlet
0.062860062435201	singlet
0.0692275750116145	singlet
0.36446286386804	singlet
0.302044611338048	singlet
0.430842154885462	singlet
0.087246153762978	singlet
0.167380754893564	singlet
0.140705663752042	singlet
0.225381617001642	singlet
0.0623983600346374	singlet
0.138830630869074	singlet
0.296046072107276	singlet
0.147401969427736	singlet
0.135848655616401	singlet
0.0809617649918945	singlet
0.388389284709808	singlet
0.544246464246394	doublet
0.203706002328924	singlet
0.176435933370322	singlet
0.163772948685912	singlet
0.300766681121074	singlet
0.34196812987182	singlet
0.14291268830572	singlet
0.201468513509468	singlet
0.0483328427215965	singlet
0.0674250325886602	singlet
0.118803736143647	singlet
0.126991738223423	singlet
0.280828007588915	singlet
0.177353231223592	singlet
0.314494181591263	singlet
0.181308380834847	singlet
0.235855197567065	singlet
0.104357170806449	singlet
0.25178303651645	singlet
0.0548682311992568	singlet
0.308743044153386	singlet
0.0428129539258737	singlet
0.376063630002059	singlet
0.0396096428788162	singlet
0.107495026411909	singlet
0.222786233846385	singlet
0.170457459180225	singlet
0.317505997199104	singlet
0.139480380480188	singlet
0.402957709353353	singlet
0.0811074310258201	singlet
0.23234557837962	singlet
0.0888511064461839	singlet
0.138960611349864	singlet
0.231758375842069	singlet
0.376903115739387	singlet
0.192149012474429	singlet
0.365823987368082	singlet
0.121785387698217	singlet
0.313381581881725	singlet
0.286393384733151	singlet
0.297542457947599	singlet
0.275265512335063	singlet
0.170570516578239	singlet
0.289891901223021	singlet
0.293154121544776	singlet
0.232490149342206	singlet
0.11181804637398	singlet
0.211774802155035	singlet
0.253239479028389	singlet
0.481329282942201	doublet
0.110696004309024	singlet
0.511646255499891	doublet
0.124220221504966	singlet
0.0389777041987011	singlet
0.320805170637965	singlet
0.0311960286510177	singlet
0.121420787639592	singlet
0.168830213114656	singlet
0.0953738780706299	singlet
0.118503569409761	singlet
0.146979425606613	singlet
0.205046586269699	singlet
0.173138701457256	singlet
0.113638408787275	singlet
0.101387935268338	singlet
0.126115044347326	singlet
0.513543709675476	doublet
0.252505778096774	singlet
0.450312900080161	doublet
0.220416289504843	singlet
0.299844878971704	singlet
0.11831409885536	singlet
0.144710104716122	singlet
0.357722254629122	singlet
0.129400656943905	singlet
0.15776431924041	singlet
0.117587743784103	singlet
0.380952344912232	singlet
0.137372132640707	singlet
0.221429837745479	singlet
0.358124623172081	singlet
0.328933618567996	singlet
0.0828255101840894	singlet
0.18241094022189	singlet
0.220749997205079	singlet
0.111596900510837	singlet
0.0573060165102756	singlet
0.12450682893149	singlet
0.123026854127694	singlet
0.284109176540675	singlet
0.177831150554075	singlet
0.115253788942987	singlet
0.207801731648951	singlet
0.118977820082847	singlet
0.0835855816474096	singlet
0.116093817417609	singlet
0.15508618364875	singlet
0.0716451939644887	singlet
0.209879647898307	singlet
0.334407856674366	singlet
0.134807161877015	singlet
0.261461818956323	singlet
0.236589492385744	singlet
0.0619611370046888	singlet
0.517490569732487	doublet
0.0114104901387831	singlet
0.733347170673514	doublet
0.116290946104485	singlet
0.165478840390499	singlet
0.286683988270447	singlet
0.445279855015095	doublet
0.109285638794311	singlet
0.180943560327071	singlet
0.333310919269566	singlet
0.0284849593479127	singlet
0.053228107593068	singlet
0.247417502715523	singlet
0.211594485767334	singlet
0.063260942133906	singlet
0.133855908595066	singlet
0.15596544724833	singlet
0.427879218568774	singlet
0.0901447801488	singlet
0.233385245000596	singlet
0.0976068236898284	singlet
0.0995566995147565	singlet
0.761411237454223	doublet
0.172489349855026	singlet
0.102673116232384	singlet
0.131906474914656	singlet
0.203422580947356	singlet
0.0814149510030199	singlet
0.11711064406169	singlet
0.259225161527683	singlet
0.0675575133170331	singlet
0.244736357324556	singlet
0.12971848736856	singlet
0.448418395722646	doublet
0.187692536548988	singlet
0.34596781289986	singlet
0.158746616491643	singlet
0.262767542825665	singlet
0.243429542038662	singlet
0.121505088006425	singlet
0.0544798749253422	singlet
0.226932553764091	singlet
0.108968782263739	singlet
0.0815305382187118	singlet
0.145618840766623	singlet
0.0641194234757357	singlet
0.0851391582048341	singlet
0.202781610510953	singlet
0.0854188214197179	singlet
0.108660829389743	singlet
0.151734010056759	singlet
0.2485634988433	singlet
0.184467590358526	singlet
0.142257018542251	singlet
0.540160336403579	doublet
0.155789154426589	singlet
0.338861860000304	singlet
0.12702335783562	singlet
0.122862488735913	singlet
0.376562159628527	singlet
0.29840073692432	singlet
0.414838217683827	singlet
0.057297831820349	singlet
0.565077285851015	doublet
0.0189954181717765	singlet
0.136432771583925	singlet
0.132979681730406	singlet
0.251546409688844	singlet
0.326155166068339	singlet
0.253300692825518	singlet
0.104543364238606	singlet
0.0869055480979089	singlet
0.088865240692036	singlet
0.111179701202019	singlet
0.557546384718337	doublet
0.332123596923869	singlet
0.545998318226884	doublet
0.477778388168791	doublet
0.0450894357004128	singlet
0.415558499687005	singlet
0.0668928583709296	singlet
0.156300709019807	singlet
0.1431996092967	singlet
0.464715039254821	doublet
0.124974892968314	singlet
0.242727636681271	singlet
0.222612137173765	singlet
0.218991908366454	singlet
0.178397208852725	singlet
0.177690864425478	singlet
0.124436510603097	singlet
0.275749468568862	singlet
0.0633908651074312	singlet
0.155432909510362	singlet
0.201369367274238	singlet
0.0505274705037752	singlet
0.123967984423139	singlet
0.1857874195972	singlet
0.146443828070382	singlet
0.0799657192035544	singlet
0.173317731440025	singlet
0.0379758167051506	singlet
0.0914024887573475	singlet
0.366952990213963	singlet
0.142592936709658	singlet
0.204545929502411	singlet
0.205181954783481	singlet
0.126872132351296	singlet
0.453055006536222	doublet
0.0866860313893625	singlet
0.268961883183229	singlet
0.141636734597614	singlet
0.0504825943538919	singlet
0.0303237355784897	singlet
0.115105102757892	singlet
0.0513234569234742	singlet
0.109442936604062	singlet
0.157228755004651	singlet
0.126528721352592	singlet
0.50573154312163	doublet
0.0883372799403266	singlet
0.359393874866675	singlet
0.220319662092746	singlet
0.259913435029896	singlet
0.212259697876286	singlet
0.204698332855834	singlet
0.075482682007816	singlet
0.211842301937555	singlet
0.152360534575475	singlet
0.245354782680546	singlet
0.100345163024163	singlet
0.0626085783207515	singlet
0.133932565339705	singlet
0.0859322014972505	singlet
0.298837953104305	singlet
0.208646104840947	singlet
0.0742947310036146	singlet
0.0542673126497421	singlet
0.262375609609939	singlet
0.143811268463531	singlet
0.134460056672135	singlet
0.0598847077661002	singlet
0.215778805315356	singlet
0.102306228780631	singlet
0.31080594216789	singlet
0.0700849189791912	singlet
0.678420488771955	doublet
0.0836446829299909	singlet
0.173703521342824	singlet
0.0701325946865595	singlet
0.347191436775588	singlet
0.26116626998124	singlet
0.228222369645652	singlet
0.310302464414134	singlet
0.210908819802934	singlet
0.330161512900751	singlet
0.159139104725973	singlet
0.25331523316817	singlet
0.0753043769048602	singlet
0.116777882102958	singlet
0.499569321969948	doublet
0.596139366054091	doublet
0.079459280382972	singlet
0.213558556212686	singlet
0.0957323161971579	singlet
0.218313969050999	singlet
0.25977509252163	singlet
0.41262067643412	singlet
0.298151292760585	singlet
0.190447273417133	singlet
0.0568665628199289	singlet
0.142100879395717	singlet
0.264730572350682	singlet
0.124392274441536	singlet
0.298864550753299	singlet
0.0903486077811747	singlet
0.498321711959753	doublet
0.192253871920984	singlet
0.275157315942641	singlet
0.16300838864187	singlet
0.0696991896103952	singlet
0.212708017401515	singlet
0.121730614314726	singlet
0.0526391535314363	singlet
0.317806161558796	singlet
0.418287725059441	singlet
0.481567331208778	doublet
0.0457121418662794	singlet
0.189565382151505	singlet
0.201273458090478	singlet
0.0755289720291852	singlet
0.258512311045736	singlet
0.177224934984796	singlet
0.0380513397434412	singlet
0.121614112032327	singlet
0.193663448652151	singlet
0.404221707571287	singlet
0.0481095889940148	singlet
0.064584750678225	singlet
0.0353973613081048	singlet
0.114846445142212	singlet
0.300668795049703	singlet
0.204475616790592	singlet
0.0904875162781053	singlet
0.270949229754337	singlet
0.137652554617866	singlet
0.189615099450588	singlet
0.0415121297331282	singlet
0.380723300768809	singlet
0.407892995310996	singlet
0.377311210774491	singlet
0.165003887403114	singlet
0.292202876823238	singlet
0.204106741695762	singlet
0.0961856112287976	singlet
0.208885020780094	singlet
0.357573508196388	singlet
0.362949736523655	singlet
0.074236411168362	singlet
0.272353453855693	singlet
0.168251371199214	singlet
0.248064036292269	singlet
0.042563721547766	singlet
0.0812353548266221	singlet
0.133367854550257	singlet
0.234761851645986	singlet
0.0717881098825354	singlet
0.0728142587310366	singlet
0.110500798058952	singlet
0.331646048072111	singlet
0.0919464444003187	singlet
0.286915424667991	singlet
0.241958389597088	singlet
0.149107005269	singlet
0.168143600878562	singlet
0.170510998264297	singlet
0.161619101627749	singlet
0.061955451922672	singlet
0.357911979582615	singlet
0.189837130674363	singlet
0.0673262297231405	singlet
0.125008931742629	singlet
0.150214390007925	singlet
0.395131621008025	singlet
0.716607350318853	doublet
0.173161168387515	singlet
0.17273402581968	singlet
0.165076808159877	singlet
0.228304422170177	singlet
0.202904989970497	singlet
0.187255787095519	singlet
0.237076704301014	singlet
0.269632649752059	singlet
0.517308938065383	doublet
0.0279893225375758	singlet
0.0531602809239093	singlet
0.205415177653561	singlet
0.145036924867247	singlet
0.254094939104375	singlet
0.0530064018381744	singlet
0.103922097106357	singlet
0.254033193274511	singlet
0.144137079611286	singlet
0.206347946795608	singlet
0.154758660203246	singlet
0.23876926429745	singlet
0.143673388090866	singlet
0.193890985334405	singlet
0.166093655562381	singlet
0.121382312779847	singlet
0.0427060691480991	singlet
0.215370158164068	singlet
0.290918925592643	singlet
0.262454868367764	singlet
0.103870957334917	singlet
0.0953310910035939	singlet
0.091610386770088	singlet
0.138754039089973	singlet
0.0937401470616834	singlet
0.0561297579993601	singlet
0.207731944596525	singlet
0.100382125980851	singlet
0.12829229699985	singlet
0.442265994974846	doublet
0.149725404488146	singlet
0.431613038127895	singlet
0.206567634902958	singlet
0.0674626392004977	singlet
0.265208370305827	singlet
0.179855647385823	singlet
0.191375047998856	singlet
0.19505488165181	singlet
0.186628234794983	singlet
0.0926359397437307	singlet
0.0729694315852884	singlet
0.042024585948018	singlet
0.141268845754977	singlet
0.274973027676202	singlet
0.23865516767458	singlet
0.0886438415787769	singlet
0.268241132070039	singlet
0.240032419367849	singlet
0.267159301484711	singlet
0.364788107331538	singlet
0.378932803594749	singlet
0.103781111507599	singlet
0.0849037144002002	singlet
0.066000155625015	singlet
0.678197726553371	doublet
0.180122156098153	singlet
0.679371772523702	doublet
0.234682368466075	singlet
0.0920088648057356	singlet
0.752354615385691	doublet
0.124914258497069	singlet
0.171633733440384	singlet
0.237850368097289	singlet
0.0629748661532054	singlet
0.129567717273272	singlet
0.314250826120067	singlet
0.0406361180189533	singlet
0.122835539187987	singlet
0.275107504308218	singlet
0.178867069467103	singlet
0.301482907237118	singlet
0.224495672591945	singlet
0.613378249879226	doublet
0.551847307958597	doublet
0.174342038547167	singlet
0.127493056799397	singlet
0.181672595933581	singlet
0.367042934315502	singlet
0.232486587525544	singlet
0.425013155923845	singlet
0.414702895648223	singlet
0.064806729410642	singlet
0.204689503181801	singlet
0.168537152223662	singlet
0.487275405559822	doublet
0.333895816774929	singlet
0.21023479186457	singlet
0.247384887946191	singlet
0.314235973339093	singlet
0.188881262127566	singlet
0.155268920998917	singlet
0.120041215785989	singlet
0.19541818959898	singlet
0.206624502214101	singlet
0.126785349019984	singlet
0.154292140773648	singlet
0.0825191724809954	singlet
0.103852398787801	singlet
0.036180923584384	singlet
0.216405332648754	singlet
0.330650937406256	singlet
0.0484774771133081	singlet
0.0597377887457438	singlet
0.206319513029262	singlet
0.21157295088813	singlet
0.17918332516241	singlet
0.201249028083856	singlet
0.156155915136267	singlet
0.119005986495056	singlet
0.0892626529895252	singlet
0.140951889895565	singlet
0.120750689830738	singlet
0.47131184623825	doublet
0.336946914212807	singlet
0.499395810980949	doublet
0.210732703615224	singlet
0.0494461121023414	singlet
0.262283877034089	singlet
0.249948499211156	singlet
0.356613426722315	singlet
0.114653489654882	singlet
0.427903450965697	singlet
0.181296516189966	singlet
0.0884003692437865	singlet
0.26071902506223	singlet
0.171834104950827	singlet
0.0880787110719205	singlet
0.184873393588049	singlet
0.0996808980512435	singlet
0.117496325298337	singlet
0.192521985671453	singlet
0.190171026027062	singlet
0.130868987499022	singlet
0.331771834329316	singlet
0.27601817964811	singlet
0.101286915809629	singlet
0.45228931658353	doublet
0.251913445224004	singlet
0.143460233232915	singlet
0.061158045823766	singlet
0.264630385472317	singlet
0.199775775040674	singlet
0.118465158713162	singlet
0.32306126868309	singlet
0.271313380491472	singlet
0.0995664511689034	singlet
0.266935184290507	singlet
0.0809247666417423	singlet
0.467226832977726	doublet
0.44124329550344	doublet
0.0489888559440313	singlet
0.244654844467257	singlet
0.397523500334748	singlet
0.10319092833062	singlet
0.410839612334235	singlet
0.223263783906752	singlet
0.0740229876621157	singlet
0.230024647200602	singlet
0.0506925160829173	singlet
0.323896847409038	singlet
0.12116820029414	singlet
0.143486313393967	singlet
0.0843987934492757	singlet
0.0602403078766649	singlet
0.516856987256553	doublet
0.124398617621547	singlet
0.420606383410673	singlet
0.275728929436661	singlet
0.347598363076898	singlet
0.0668564661445741	singlet
0.0960798777475236	singlet
0.0520063933649362	singlet
0.123309379758426	singlet
0.336594132099116	singlet
0.20116924103072	singlet
0.182183200362002	singlet
0.0987223649122176	singlet
0.25323413527441	singlet
0.141516050902662	singlet
0.182833395712028	singlet
0.276882932243861	singlet
0.195154491703046	singlet
0.182514708543206	singlet
0.398699828463638	singlet
0.152605877803889	singlet
0.273501703436188	singlet
0.147451446641046	singlet
0.0752927587659002	singlet
0.224392966278436	singlet
0.245180251619633	singlet
0.299712006482178	singlet
0.393987136051746	singlet
0.653451103097634	doublet
0.132652139034428	singlet
0.0735609468346977	singlet
0.302902908658668	singlet
0.0995306603678712	singlet
0.0894866162682809	singlet
0.14282854983198	singlet
0.145838153891	singlet
0.18276756431007	singlet
0.614141234700215	doublet
0.162469942073033	singlet
0.204197282376531	singlet
0.327944554679002	singlet
0.0366148652718711	singlet
0.0774345530831755	singlet
0.341216500954053	singlet
0.272636434827953	singlet
0.394179515550067	singlet
0.259178699442603	singlet
0.0773216729536511	singlet
0.103600175063854	singlet
0.14831425919148	singlet
0.192262362884727	singlet
0.207938247089881	singlet
0.108305900873332	singlet
0.18098844915929	singlet
0.24920142150615	singlet
0.224331775408181	singlet
0.131827398734816	singlet
0.153390944407631	singlet
0.33777387275755	singlet
0.212318609206039	singlet
0.211142096956484	singlet
0.42833335805671	singlet
0.483374039411088	doublet
0.0716380604807532	singlet
0.0646360925549247	singlet
0.223383284985179	singlet
0.317721722918521	singlet
0.328891703157142	singlet
0.366777031688157	singlet
0.18020703321988	singlet
0.418344874382806	singlet
0.299820143553382	singlet
0.236974190542859	singlet
0.215939059436257	singlet
