Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Coronavirus disease	25/232	3.75053957308347e-15	8.13867087359112e-13	9.09714061887975	302.178598069973	RPL23;RPL28;RPL11;RPL13;RPL12;RPL41;RPS27;RPS26;RPS29;RPS28;RPL5;RPL6;RPL7;RPL8;RPS14;STAT1;FOS;RPS7;RPSA;TNF;RPS5;NFKBIA;CGAS;RPL36A;RPS4X	1	KEGG_2021_Human
Ribosome	21/158	9.54061533997959e-15	1.03515676438779e-12	11.411256973162	368.392101202753	RPL23;RPS7;RPSA;RPL28;RPL11;RPL13;RPL12;RPS5;RPL41;RPS27;RPS26;RPS29;RPS28;RPL5;RPL6;RPL7;RPL8;RPS14;MRPL32;RPL36A;RPS4X	2	KEGG_2021_Human
Salmonella infection	24/249	1.63382518137152e-13	1.1818002145254e-11	7.99630769230769	235.432746208832	PFN1;CYFIP2;AHNAK;MYL12B;ACTB;MYL12A;TUBB;PTPRC;FOS;TUBA1C;TUBA1B;TNF;HSP90B1;M6PR;ARPC5;ARPC3;ARPC2;ACTG1;ACTR3;ACTR2;NFKBIA;CDC42;GAPDH;HSP90AB1	3	KEGG_2021_Human
Regulation of actin cytoskeleton	21/218	5.71017184787539e-12	3.0977682274724e-10	7.91142807511918	204.817157605553	PFN1;CYFIP2;MYL12B;ACTB;MYL12A;CXCR4;RAC2;PPP1CA;PPP1CC;CFL1;ARPC5;ARPC3;ARPC2;ACTG1;ACTR3;ACTR2;ITGA4;MSN;CDC42;ITGB2;ITGB7	4	KEGG_2021_Human
Pathogenic Escherichia coli infection	19/197	5.87351457692501e-11	2.54910532638546e-09	7.86987492050032	185.398378273771	CYFIP2;ACTB;TUBB;FOS;TUBA1C;TUBA1B;PTPN6;TNF;ARPC5;ARPC3;ARPC2;NCL;ACTG1;ACTR3;ACTR2;NFKBIA;TMBIM6;CDC42;GAPDH	5	KEGG_2021_Human
Yersinia infection	16/137	1.137809624025e-10	4.11507814022375e-09	9.66818798569138	221.370043604321	CD4;TNF;ACTB;FYB1;ARPC5;ARPC3;ARPC2;ACTG1;ACTR3;ACTR2;ITGA4;NFKBIA;LCP2;FOS;CDC42;RAC2	6	KEGG_2021_Human
Antigen processing and presentation	11/78	1.30643361571075e-08	4.04994420870334e-07	11.8166858017604	214.512784746366	HSPA5;HSPA8;TAPBP;CD4;HSPA1A;HSPA1B;TNF;PDIA3;HLA-C;KIR3DL2;HSP90AB1	7	KEGG_2021_Human
Tight junction	15/169	1.98736232612504e-08	5.39072030961417e-07	7.08323275237773	125.613146154976	MYL6;MYL12B;ACTB;ARPC5;MYL12A;ARPC3;ARPC2;ACTG1;ACTR3;ACTR2;MSN;RAP1A;CDC42;TUBA1C;TUBA1B	8	KEGG_2021_Human
Leukocyte transendothelial migration	12/114	8.12369885860309e-08	1.95871405812986e-06	8.48356401384083	138.501776749806	MYL12B;ACTB;MYL12A;ACTG1;RASSF5;ITGA4;MSN;RAP1A;CDC42;ITGB2;CXCR4;RAC2	9	KEGG_2021_Human
Shigellosis	17/246	9.23516341980171e-08	2.00403046209697e-06	5.41810182686489	87.7605844286945	PFN1;MYL12B;ACTB;MYL12A;TNF;ARPC5;ARPC3;ARPC2;ACTG1;UBC;UBB;ACTR3;ACTR2;NFKBIA;CGAS;CDC42;CCL5	10	KEGG_2021_Human
Rap1 signaling pathway	15/210	3.49242251853754e-07	6.88959715020587e-06	5.58221332570775	82.9935567548019	PFN1;SKAP1;CALM1;ACTB;FYB1;RASSF5;APBB1IP;RAP1A;RAC2;ACTG1;LCP2;CDC42;EVL;ITGB2;KRIT1	11	KEGG_2021_Human
Human immunodeficiency virus 1 infection	14/212	2.19309828423208e-06	3.82939372689674e-05	5.11133557800224	66.601700683529	CD4;CALM1;HLA-C;CD3G;CD3E;FOS;CXCR4;RAC2;TNF;CFL1;PDIA3;TAPBP;NFKBIA;CGAS	12	KEGG_2021_Human
T cell receptor signaling pathway	10/104	2.29410684099805e-06	3.82939372689674e-05	7.61841900916291	98.9264428527276	CD4;PTPN6;TNF;NFKBIA;PTPRC;LCP2;CD3G;CD3E;FOS;CDC42	13	KEGG_2021_Human
Measles	11/139	4.88386449466839e-06	7.56998996673601e-05	6.16609432234432	75.4087052451127	HSPA1A;HSPA1B;HSPA8;MSN;NFKBIA;CDK6;TNFAIP3;CD3G;CD3E;STAT1;FOS	14	KEGG_2021_Human
Fc gamma R-mediated phagocytosis	9/97	9.92175454278355e-06	0.000143534715718935	7.2996694214876	84.0978911938731	CFL1;ARPC5;ARPC3;ARPC2;ACTR3;ACTR2;PTPRC;CDC42;RAC2	15	KEGG_2021_Human
