Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Hematopoietic cell lineage	9/99	1.03989277076019e-06	0.000144311080356224	9.7519801980198	134.347111298908	CD4;CD7;CD8B2;CD8A;IL5RA;ITGA1;CD3E;CD3D;CD38	1	KEGG_2021_Human
T cell receptor signaling pathway	9/104	1.57717027711721e-06	0.000144311080356224	9.23637311099531	123.396820515889	CD4;CBLB;CD8B2;CD8A;CD3E;CD3D;CTLA4;FOS;CD40LG	2	KEGG_2021_Human
Primary immunodeficiency	6/38	2.67492490477056e-06	0.000163170419191004	18.0704268292683	231.8722946633	CD8B2;CD4;CD8A;CD40LG;CD3E;CD3D	3	KEGG_2021_Human
Autoimmune thyroid disease	6/53	1.95006169094713e-05	0.000892153223608314	12.2939283860924	133.328445770912	CD80;CTLA4;GZMB;HLA-B;CD40LG;PRF1	4	KEGG_2021_Human
Allograft rejection	5/38	4.71240735484281e-05	0.00172474109187247	14.5307443365696	144.765832710543	GZMB;HLA-B;CD40LG;CD80;PRF1	5	KEGG_2021_Human
Graft-versus-host disease	5/42	7.71757637288973e-05	0.00235386079373137	12.9572290737339	122.697510107893	GZMB;KIR3DL1;HLA-B;CD80;PRF1	6	KEGG_2021_Human
Viral protein interaction with cytokine and cytokine receptor	7/100	9.19255087054731e-05	0.00240319544187165	7.26713050811723	67.5445770331518	CCL4L2;IL19;XCL2;CXCL3;IL2RB;CXCR5;CCL5	7	KEGG_2021_Human
Measles	8/139	0.000116030956725179	0.00265420813508847	5.9137366976272	53.5882330460294	CBLB;BCL2;TNFAIP3;CD3E;CD3D;FOS;IL2RB;CDKN1B	8	KEGG_2021_Human
Epstein-Barr virus infection	9/202	0.000304315459063984	0.00618774766763433	4.52377776637767	36.6310448234729	RUNX3;HES1;HLA-B;CD3E;CD3D;CDKN1B;BCL2L11;BCL2;TNFAIP3	9	KEGG_2021_Human
Viral myocarditis	5/60	0.000424906226232783	0.0071666953231881	8.70873786407767	67.6115235496751	CAV1;CD80;HLA-B;CD40LG;PRF1	10	KEGG_2021_Human
Th1 and Th2 cell differentiation	6/92	0.000430784964781798	0.0071666953231881	6.70550198525241	51.9669799875256	RUNX3;CD4;CD3E;CD3D;FOS;IL2RB	11	KEGG_2021_Human
Apoptosis	7/142	0.000787063719389337	0.0120027217206874	4.99557007988381	35.7043452085133	LMNA;BCL2L11;PRF1;BCL2;CTSW;GZMB;FOS	12	KEGG_2021_Human
Cell adhesion molecules	7/148	0.00100349920489303	0.013134812097117	4.78153247114449	33.0129538128243	CD4;CD80;CD8B2;HLA-B;CD8A;CTLA4;CD40LG	13	KEGG_2021_Human
Transcriptional misregulation in cancer	8/192	0.00101367984393843	0.013134812097117	4.19897194260013	28.9484186690099	MYCN;CDK14;DUSP6;NFKBIZ;ID2;GZMB;IL2RB;CDKN1B	14	KEGG_2021_Human
Type I diabetes mellitus	4/43	0.00107662394238664	0.013134812097117	9.78570543787935	66.8747781422708	GZMB;HLA-B;CD80;PRF1	15	KEGG_2021_Human
Cytokine-cytokine receptor interaction	10/295	0.00120598725235152	0.0137934791987706	3.4047307323034	22.8813456349815	CD4;IL19;CD40LG;CXCR5;CCL4L2;IL5RA;XCL2;CXCL3;IL2RB;CCL5	16	KEGG_2021_Human
Antigen processing and presentation	5/78	0.00140939434954791	0.0151717156451334	6.55539300438888	43.0335014913566	CD4;CD8B2;KIR3DL1;HLA-B;CD8A	17	KEGG_2021_Human
Rheumatoid arthritis	5/93	0.00305581717378484	0.0310674746001459	5.43385922330097	31.465893351111	CD80;CXCL3;CTLA4;FOS;CCL5	18	KEGG_2021_Human
NF-kappa B signaling pathway	5/104	0.0049278708877086	0.0474631774974039	4.82740021574973	25.6472448019503	CCL4L2;BCL2;TNFAIP3;CXCL3;CD40LG	19	KEGG_2021_Human
Th17 cell differentiation	5/107	0.0055544573851961	0.0508232850745443	4.68470397867885	24.3283917405588	CD4;CD3E;CD3D;FOS;IL2RB	20	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	7/219	0.0087654850306668	0.076384940981525	3.16867832038476	15.0098182486739	CD4;HLA-B;CD3E;CD3D;FOS;IL2RB;SLC25A6	21	KEGG_2021_Human
NOD-like receptor signaling pathway	6/181	0.0125807534343967	0.104648994477027	3.28039024390244	14.3536333590265	GBP5;BCL2;TNFAIP3;CXCL3;TXNIP;CCL5	22	KEGG_2021_Human
PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	0.0146430245093942	0.116507542835614	4.47945439045183	18.9202800334648	CD4;CD3E;CD3D;FOS	23	KEGG_2021_Human
Chemokine signaling pathway	6/192	0.01639497016677	0.125011647521621	3.0846577498033	12.6803515080339	CCL4L2;XCL2;CXCL3;GRK7;CXCR5;CCL5	24	KEGG_2021_Human
IL-17 signaling pathway	4/94	0.0175652371360523	0.125268491375371	4.22952227589909	17.0950247935627	TNFAIP3;CXCL3;FOS;FOSB	25	KEGG_2021_Human
Endocytosis	7/252	0.0177977091571565	0.125268491375371	2.73725490196078	11.0275392127211	CBLB;HLA-B;EHD4;SPART;CAV1;GRK7;IL2RB	26	KEGG_2021_Human
Chagas disease	4/102	0.02295084096928	0.155555699902898	3.88267770876467	14.6547814603034	CD3E;CD3D;FOS;CCL5	27	KEGG_2021_Human
Toll-like receptor signaling pathway	4/104	0.0244373755845268	0.159310355688072	3.80463768115942	14.1214512332006	CD80;CCL4L2;FOS;CCL5	28	KEGG_2021_Human
Human immunodeficiency virus 1 infection	6/212	0.0252459033604049	0.159310355688072	2.78233483305707	10.236464099394	CD4;HLA-B;CD3E;CD3D;FOS;BCL2	29	KEGG_2021_Human
Necroptosis	5/159	0.0268843531424206	0.163994554168766	3.09466019417476	11.1909437067964	FTH1;BCL2;TNFAIP3;HMGB1;SLC25A6	30	KEGG_2021_Human
HIF-1 signaling pathway	4/109	0.0284038957638173	0.164853900063917	3.62254428341385	12.9007096415511	BCL2;LDHB;GAPDH;CDKN1B	31	KEGG_2021_Human
JAK-STAT signaling pathway	5/162	0.0288269114865866	0.164853900063917	3.0350627666811	10.7636859097747	IL5RA;PDGFB;IL19;BCL2;IL2RB	32	KEGG_2021_Human
TNF signaling pathway	4/112	0.0309570921101418	0.171671147156241	3.52138128466631	12.2373392946163	TNFAIP3;CXCL3;FOS;CCL5	33	KEGG_2021_Human
Amphetamine addiction	3/69	0.0364859304090459	0.196380154848688	4.31009615384615	14.2699894465989	GRIN3B;FOS;FOSB	34	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	4/131	0.0501881879720419	0.26241252568239	2.99166951957092	8.95100214399231	HLA-B;PRF1;GZMB;KIR3DL1	35	KEGG_2021_Human
