p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.22916706041679	0.972	0.577	0	Type 1 helper T cells	ANXA1
0	1.70594735612897	0.985	0.595	0	Type 1 helper T cells	IL7R
0	1.39766078048	0.997	0.808	0	Type 1 helper T cells	FOS
3.7938404337786e-306	0.46690782961236	1	1	1.27237820468067e-301	Type 1 helper T cells	EEF1A1
2.09365162033538e-287	0.492970161822496	1	1	7.0216888042808e-283	Type 1 helper T cells	RPLP1
4.40892513304564e-287	0.477798067360849	1	0.999	1.47866531112085e-282	Type 1 helper T cells	RPS14
3.54890003154758e-285	0.460332027681075	1	1	1.19023009258043e-280	Type 1 helper T cells	RPL10
2.65271359400259e-278	0.43114056874229	1	1	8.8966708515659e-274	Type 1 helper T cells	RPS27A
3.53936290598401e-269	1.4408492922111	0.706	0.283	1.18703153140892e-264	Type 1 helper T cells	CD40LG
1.62382102896158e-263	0.404759826509964	1	0.999	5.44597096693135e-259	Type 1 helper T cells	RPS3
5.11551034913871e-253	0.464920775699674	1	1	1.71563986089414e-248	Type 1 helper T cells	TPT1
3.86829337335056e-231	0.407679983426182	1	0.999	1.29734823155431e-226	Type 1 helper T cells	RPL32
5.39299135404312e-231	1.05250989712906	0.895	0.577	1.80870144031898e-226	Type 1 helper T cells	FOSB
1.7841217963732e-219	0.444741358627806	1	1	5.98358768067643e-215	Type 1 helper T cells	RPL34
1.01639829562554e-217	0.855861932095228	0.992	0.921	3.40879660386895e-213	Type 1 helper T cells	DUSP1
4.05122111104947e-212	0.406348877715951	1	1	1.35869853622377e-207	Type 1 helper T cells	RPS12
5.28825862993544e-197	0.472138725998404	1	0.998	1.77357617930775e-192	Type 1 helper T cells	RPLP0
7.75505346229628e-195	0.527240983197928	0.998	0.981	2.60088983018493e-190	Type 1 helper T cells	EEF1B2
5.0155560825179e-193	0.389218010640761	1	0.999	1.68211719895485e-188	Type 1 helper T cells	RPL39
1.24673103705666e-192	0.866071832197352	0.875	0.508	4.18128655208064e-188	Type 1 helper T cells	KLRB1
5.12480899007508e-190	0.698729155854863	0.991	0.908	1.71875843909138e-185	Type 1 helper T cells	VIM
2.15540075071975e-187	0.351832024122134	1	1	7.22878303776389e-183	Type 1 helper T cells	RPL30
1.71292206994792e-186	0.353752021014339	1	0.999	5.74479803819135e-182	Type 1 helper T cells	RPS3A
2.22946348631214e-184	0.370798994829241	1	0.999	7.47717464039364e-180	Type 1 helper T cells	RPS25
