Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	76/158	7.7974683722112e-105	1.50491139583676e-102	104.763666947014	25113.69854267	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPS7;RPSA;FAU;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS20;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	79/232	3.15159621759915e-94	3.04129034998318e-92	59.1737568321676	12739.8192839553	RPL22;RPL21;RPL24;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS20;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;JUN;RPS15A;RPS27A;FOS;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;RPS5;RPS2;RPS3;RPL13A;RPS3A;NFKBIA;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Antigen processing and presentation	14/78	7.94159354091902e-13	5.1090918446579e-11	18.2470868644068	508.391069366352	CD74;HSP90AA1;HSPA8;HLA-DRA;HSPA1A;B2M;HLA-C;HLA-A;HLA-B;HLA-E;CD8A;PSME1;HLA-DRB1;HSP90AB1	3	KEGG_2021_Human
Salmonella infection	19/249	3.73058207431464e-10	1.80000585085681e-08	6.98061358930924	151.544141447628	PFN1;MYL12B;ACTB;S100A10;MYL12A;RHOA;JUN;PTPRC;ARPC1B;FOS;TUBA1B;RPS3;ARPC3;ARPC2;ACTG1;HSP90AA1;NFKBIA;GAPDH;HSP90AB1	4	KEGG_2021_Human
Viral myocarditis	10/60	3.39007253528838e-09	1.30856799862131e-07	16.4166666666667	320.164638352643	HLA-DRA;ACTB;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRB1;ACTG1;PRF1;RAC2	5	KEGG_2021_Human
Shigellosis	17/246	1.43054270950973e-08	4.04251953385599e-07	6.21955882077328	112.341570179486	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;ARPC1B;RPS27A;UBE2D3;ARPC3;ARPC2;ACTG1;UBC;UBB;NFKBIA;UBA52;CCL5	6	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	16/219	1.75983640035949e-08	4.04251953385599e-07	6.58397541156162	117.55990890135	RAN;B2M;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRB1;JUN;CD3E;CD3D;FOS;ZFP36;NFKBIA;HLA-DRA;LCK;SLC25A6	7	KEGG_2021_Human
Yersinia infection	13/137	1.80270280530677e-08	4.04251953385599e-07	8.68170681910984	154.806931817293	ACTB;FYB1;ARPC3;CD8A;ARPC2;ACTG1;RHOA;JUN;NFKBIA;ARPC1B;FOS;LCK;RAC2	8	KEGG_2021_Human
Allograft rejection	8/38	1.88511273599502e-08	4.04251953385599e-07	21.7300275482094	386.505331444531	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRA;HLA-DRB1;PRF1	9	KEGG_2021_Human
Graft-versus-host disease	8/42	4.35766744023632e-08	8.41029815965609e-07	19.1696645600389	324.90173375343	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;HLA-DRA;HLA-DRB1;PRF1	10	KEGG_2021_Human
