gene	avg_expr
B2M	91.9642857142857
EEF1A1	88.9642857142857
MALAT1	76
TMSB4X	72.0357142857143
RPLP1	64.5714285714286
ACTB	63.8928571428571
RPL10	50.8571428571428
MT-CO1	46.2142857142857
RPL13	45.7142857142857
RPS12	45.4642857142857
TPT1	41.6785714285714
RPS15A	40.4285714285714
RPS27	40.0357142857143
RPL28	36.7142857142857
MT-CO2	36.3928571428571
RPL32	36.1428571428571
HLA-B	35.75
CCL5	35.1428571428571
RPL30	35
RPS19	34.5
RPS3	32.6428571428571
RPS3A	31.25
RPS27A	31.0357142857143
RPL19	30.3571428571429
RPS18	29.5357142857143
RPS14	28.1785714285714
RPL11	27.8571428571429
RPS8	27.5357142857143
RPS4X	27.1785714285714
RPL39	26.2857142857143
CCL4	25.9285714285714
RPL34	25.6071428571429
MT-CO3	25.25
RPL18A	25.2142857142857
RPS23	24.8571428571429
RPL26	24.4285714285714
RPS2	23.8928571428571
RPS6	23.8214285714286
ACTG1	23.6428571428571
MT-ATP6	22.8571428571429
RPS15	22.7857142857143
HLA-A	22.3571428571429
RPL37	22.1785714285714
RPL3	21.4285714285714
RPS13	21.2857142857143
RPS28	21.1785714285714
JUNB	21.1785714285714
MT-ND4L	21.1071428571429
RPL18	20.8571428571429
FOS	20.6428571428571
RPL7A	20.1785714285714
PFN1	19.9642857142857
RPL35A	19.9285714285714
RPS7	19.8928571428571
CD74	19.8571428571429
RPS25	19.5357142857143
RPS24	19.5357142857143
TMSB10	19.5
RPL29	19.2142857142857
RPLP0	18.6785714285714
GAPDH	18.3214285714286
MT-CYB	18.1071428571429
RPLP2	18.0714285714286
RPL14	17.8214285714286
RPL23A	17.75
RPL6	17.5357142857143
RPL12	17.4642857142857
HLA-C	17.1071428571429
FTH1	16.6428571428571
RPL8	16.3571428571429
RPL15	16.0357142857143
FAU	15.9642857142857
PTMA	15.8928571428571
MT-ATP8	15.8571428571429
RPSA	15.5714285714286
SH3BGRL3	15.3571428571429
RPL17	15.0357142857143
ZFP36	14.3571428571429
RPS16	14.3214285714286
RACK1	14.2142857142857
RPL21	13.7142857142857
RPL5	13.7142857142857
RPS26	13.6785714285714
EIF1	13.5357142857143
CD52	13.3928571428571
RPS9	13.3571428571429
RPS21	12.8571428571429
IL32	12.7142857142857
NKG7	12.5
RPL36	12.3928571428571
RPL13A	12.1785714285714
FTL	12
NACA	11.8928571428571
H3F3B	11.8928571428571
RPS5	11.8214285714286
RPL10A	11.75
RPL24	11.3214285714286
BTG1	11.3214285714286
ZFP36L2	11.2857142857143
UBA52	10.8571428571429
DUSP1	10.6428571428571
RPL37A	10.4285714285714
HSPA8	10.3928571428571
HLA-E	10.3928571428571
RPL9	10.2857142857143
RPL35	10.2857142857143
RPS29	10.2142857142857
MT-ND3	10.1071428571429
CD3E	9.85714285714286
VIM	9.78571428571429
CFL1	9.64285714285714
MT-ND1	9.60714285714286
PTPRCAP	9.53571428571428
PABPC1	8.89285714285714
RPL41	8.89285714285714
SARAF	8.85714285714286
CD7	8.85714285714286
RPL22	8.82142857142857
RPL4	8.75
UBC	8.67857142857143
GZMB	8.57142857142857
IFITM1	8.35714285714286
TNFAIP3	8.32142857142857
ARHGDIB	8.32142857142857
DUSP2	8.21428571428571
EEF1D	8.17857142857143
EEF2	8.14285714285714
SRGN	8.14285714285714
PPIA	8.14285714285714
CORO1A	8.07142857142857
RPL27	8.07142857142857
EEF1B2	7.96428571428571
MT-ND5	7.46428571428572
BTF3	7.46428571428571
CD69	7.21428571428572
HNRNPA1	7.14285714285714
TSC22D3	7.14285714285714
RAC2	7.10714285714286
MYL12A	7.10714285714286
JUN	7.03571428571428
PTPRC	6.96428571428572
GZMA	6.92857142857143
KLF6	6.89285714285714
DNAJB1	6.89285714285714
HSP90AA1	6.75
EEF1G	6.71428571428571
XCL2	6.67857142857143
S100A4	6.53571428571429
COTL1	6.39285714285714
RPL31	6.28571428571429
DDX5	6.28571428571429
CALM1	6.21428571428571
RPL38	6.17857142857143
SERF2	6.17857142857143
CD8A	6.14285714285714
XCL1	6.10714285714286
NPM1	6
ATP5F1E	5.96428571428571
MYL6	5.96428571428571
PFDN5	5.89285714285714
RPL7	5.82142857142857
RPS11	5.82142857142857
RARRES3	5.60714285714286
RPL27A	5.57142857142857
ARPC2	5.57142857142857
CYBA	5.53571428571429
ZFP36L1	5.5
LAPTM5	5.39285714285714
CD3D	5.39285714285714
GNLY	5.35714285714286
ITM2B	5.35714285714286
HNRNPA2B1	5.35714285714286
HSPA1A	5.32142857142857
PNRC1	5.28571428571429
COX4I1	5.25
NR4A2	5.17857142857143
IFITM2	5.14285714285714
CXCR4	5.10714285714286
CCL4L2	5.07142857142857
RPL36AL	4.85714285714286
OAZ1	4.85714285714286
PCBP1	4.85714285714286
CLIC1	4.85714285714286
H3F3A	4.71428571428572
MT-ND4	4.67857142857143
YWHAZ	4.60714285714286
BTG2	4.60714285714286
HSP90AB1	4.60714285714286
HLA-DRB1	4.57142857142857
ATP5MC2	4.53571428571428
ATP5MG	4.5
ARPC3	4.5
NFKBIA	4.5
CRIP1	4.42857142857143
HCST	4.39285714285714
COX7C	4.39285714285714
RPS20	4.35714285714286
HMGN2	4.35714285714285
RHOA	4.32142857142857
ANXA1	4.32142857142857
LINC02446	4.32142857142857
EVL	4.28571428571429
FYB1	4.28571428571429
MT-ND2	4.28571428571429
UBB	4.28571428571428
CST7	4.28571428571428
IL7R	4.25
S100A6	4.10714285714286
CCNI	4.10714285714286
SLC25A6	4.07142857142857
HMGB1	4.07142857142857
YBX1	4.03571428571429
PSME1	4.03571428571429
TOMM7	4
EIF3K	3.92857142857143
HSPA1B	3.89285714285714
LSP1	3.89285714285714
MYL12B	3.85714285714286
TMA7	3.82142857142857
SRP14	3.78571428571429
PPDPF	3.75
LDHB	3.75
SRSF7	3.71428571428571
RGS1	3.71428571428571
HINT1	3.64285714285714
TAGAP	3.53571428571429
UQCRB	3.5
LIMD2	3.5
LCK	3.46428571428571
CD99	3.46428571428571
PCBP2	3.46428571428571
PRF1	3.42857142857143
ARPC1B	3.42857142857143
KLRB1	3.39285714285714
LCP1	3.35714285714286
IER2	3.32142857142857
CNN2	3.32142857142857
MIF	3.32142857142857
CD2	3.28571428571429
PSMB9	3.28571428571429
TXNIP	3.25
CD37	3.21428571428572
HLA-DRA	3.21428571428571
TRBC2	3.21428571428571
YWHAB	3.17857142857143
CD48	3.17857142857143
CHCHD2	3.17857142857143
HNRNPK	3.14285714285714
EIF3F	3.14285714285714
ALDOA	3.07142857142857
