statistic	p.value	sumsq	meansq	gene	method	p_adjust
566.763553828576	8.53091972709792e-114	282.154010512613	141.077005256306	HLA-J	anova	1.25046221359801e-109
477.293288974348	1.48756190948617e-103	269.63963983718	134.81981991859	HLA-H	anova	1.09023412346241e-99
472.90152359915	5.13024327545945e-103	268.93791567501	134.468957837505	IFITM3	anova	2.50663686438949e-99
306.070185150135	2.16919406118597e-79	233.015157822264	116.507578911132	RNR2	anova	7.94901163721597e-76
277.814695627948	1.32155384912166e-74	224.374786844911	112.187393422455	RPL21	anova	3.87426726408506e-71
229.792592905324	9.19916605277746e-66	206.999172716711	103.499586358355	ND4	anova	2.24735626669353e-62
221.087784405712	4.73540021938656e-64	203.411197106966	101.705598553483	H3F3A	anova	9.91592805939546e-61
206.814705187714	3.65223417805122e-61	197.184375316907	98.5921876584533	CYTB	anova	6.69180607273434e-58
206.401964684963	4.44221476068879e-61	196.997581365933	98.4987906829667	RPL17	anova	7.23488710690848e-58
181.976168507299	7.01857513668843e-56	185.198037275198	92.5990186375992	LOC100996809	anova	1.02878274353579e-52
180.727864147597	1.32162593926432e-55	184.552850347188	92.2764251735939	IFITM2	anova	1.76112663797604e-52
162.230888798249	2.02833756205443e-51	174.451375698294	87.225687849147	ATP5E	anova	2.47761433204949e-48
161.711848271791	2.67782331547666e-51	174.152440254097	87.0762201270483	ND4L	anova	3.01934878140438e-48
158.844249434144	1.25187882913557e-50	172.484683429376	86.2423417146882	ATP6	anova	1.31071713410495e-47
149.209809352167	2.45081812894398e-48	166.672754111769	83.3363770558845	HLA-G	anova	2.39493947560406e-45
142.819302717323	8.83074878474235e-47	162.63012242853	81.3150612142648	RPS26	anova	8.09006973042209e-44
139.395416955112	6.20167133146256e-46	160.398945915115	80.1994729575577	RPL21P28	anova	5.3472999045046e-43
116.868891797124	3.92647675626516e-40	144.463837950892	72.2319189754461	RNR1	anova	3.19746090518526e-37
100.351977867112	1.34404606597939e-35	131.189584188959	65.5947920944796	RPS14P3	anova	1.03689617026978e-32
97.903365163541	6.64929564896871e-35	129.090462467687	64.5452312338433	PABPC1	anova	4.87326878112917e-32
97.695206638882	7.62218205119951e-35	128.910346247087	64.4551731235435	HLA-DRB5	anova	5.32028307173726e-32
94.6346356397391	5.74216893700962e-34	126.231292292204	63.115646146102	MT2A	anova	3.82585055812214e-31
92.1695206998146	2.96767725688433e-33	124.030680411808	62.0153402059041	NPM1	anova	1.89131361875698e-30
91.4727281176313	4.73363334825867e-33	123.401577112974	61.7007885564872	ZFP36L2	anova	2.89106656744898e-30
89.9897115000894	1.28373103070047e-32	122.052070688072	61.026035344036	GSTM1	anova	7.52677177920297e-30
88.444680424507	3.65048433898244e-32	120.630648710794	60.3153243553968	FKBP5	anova	2.05803074772325e-29
85.4336371071964	2.84620536924066e-31	117.814089702222	58.9070448511109	GNLY	anova	1.54517327045665e-28
80.8221853359379	6.91154152033413e-30	113.377494138352	56.6887470691759	ATP8	anova	3.61819198589492e-27
80.5366259553301	8.43612047418774e-30	113.097724423394	56.5488622116969	EEF1A1	anova	4.26402254864289e-27
76.6275468091568	1.32003324908738e-28	109.206848168866	54.6034240844331	TMSB10	anova	6.24536497407184e-26
76.6267023905062	1.32082353797399e-28	109.205995193123	54.6029975965613	IFITM1	anova	6.24536497407184e-26
75.9525837082638	2.13117417425914e-28	108.523293953391	54.2616469766956	ND5	anova	9.76210970196577e-26
75.7659096513011	2.43360017692662e-28	108.333622761013	54.1668113805064	ND1	anova	1.08096095131486e-25
66.2365168463754	2.42115009849452e-25	98.2790066402983	49.1395033201492	TNFAIP3	anova	1.0438005336392e-22
59.3541925283307	4.17087388869809e-23	90.5326119080079	45.266305954004	RGS1	anova	1.74676198458676e-20
57.7360197970405	1.42919440741703e-22	88.6478883904271	44.3239441952136	ENTPD1	anova	5.81920322886632e-20
55.6336193344362	7.16684402714164e-22	86.1615471150168	43.0807735575084	CD8A	anova	2.83923242567141e-19
54.3456124629803	1.93788544827684e-21	84.6168815998261	42.3084407999131	LAPTM5	anova	7.47513813180052e-19
