p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_clusters
6.18367796380565e-08	0.407603233500891	0.195	0.147	0.00207388191550114	ASMTL	c7
6.2398185587623e-08	0.445315407631113	0.176	0.13	0.0020927103482377	MBD2	c7
6.25295069585503e-08	0.427665563585923	0.079	0.049	0.00209711460437586	ZDBF2	c7
6.29408942488425e-08	0.272880471999034	0.46	0.401	0.00211091171131768	STMP1	c7
6.36160229650912e-08	1.24432728199242	0.017	0.006	0.00213355417820323	HPCAL4	c7
6.38221745804051e-08	0.527446866441054	0.174	0.129	0.00214046809107762	UBALD1	c7
6.440838628928e-08	0.468548445379115	0.162	0.118	0.00216012845936987	SLC35B3	c7
6.5360665851844e-08	0.344720461878236	0.271	0.216	0.00219206601133914	CCDC186	c7
6.55432947665166e-08	0.470152208672757	0.209	0.161	0.00219819101987943	POR	c7
6.80084042907557e-08	0.28801206849734	0.506	0.452	0.00228086586310336	ABHD14B	c7
6.86715892676707e-08	0.380900334976029	0.303	0.248	0.00230310776085914	MRPL47	c7
6.90460054988963e-08	0.343061210708006	0.363	0.308	0.00231566493242198	PSMB7	c7
6.97526944436117e-08	0.100080111158676	0.7	0.638	0.00233936586624985	VPS28	c7
7.00158118638583e-08	0.252549326734623	0.174	0.127	0.00234819029829008	LMNA	c7
7.16143592316712e-08	0.299078146490678	0.285	0.232	0.00240180237991179	TRIM38	c7
7.39508000242103e-08	0.311411118521371	0.273	0.22	0.00248016193121197	SPATA13	c7
7.39623313047105e-08	0.227784589902911	0.31	0.252	0.00248054866729738	TBL1XR1	c7
7.44227764220968e-08	0.864955393420023	0.049	0.026	0.00249599107564428	TRAV41	c7
7.49340864833235e-08	0.514025413091348	0.16	0.117	0.0025131393924777	YIPF1	c7
7.56063879041539e-08	0.331327880192451	0.297	0.241	0.00253568703752952	SLU7	c7
7.56756781106699e-08	0.371978042799156	0.106	0.07	0.00253801089247565	TTTY15	c7
7.62049519185593e-08	0.595844959414303	0.106	0.07	0.00255576167744464	NFKBIE	c7
7.63973337055925e-08	0.27204145207065	0.327	0.271	0.00256221377781816	B4GALT1	c7
7.86171183507556e-08	0.37995614196003	0.182	0.135	0.00263666091524764	CNOT11	c7
8.0874635160676e-08	0.479480099075315	0.169	0.125	0.00271237351401875	BROX	c7
8.32256976220179e-08	0.275786444921991	0.344	0.285	0.00279122344684724	PABPC4	c7
8.38348419883916e-08	0.312179073460479	0.255	0.203	0.00281165293060668	ITFG1	c7
8.39938703457137e-08	0.381945303606997	0.3	0.244	0.00281698642365455	PLIN2	c7
8.4483222701332e-08	0.569354264030614	0.178	0.133	0.00283339832295727	LINC00847	c7
8.52556765243654e-08	0.142443508754652	0.624	0.556	0.00285930487927417	ACTR2	c7
8.6582653311103e-08	1.4676449584046	0.026	0.011	0.00290380902674777	KCNK12	c7
8.71355623925532e-08	0.256810491820686	0.236	0.184	0.00292235249152145	ELP2	c7
8.94572148606761e-08	0.495190049260674	0.15	0.108	0.00300021607199736	RIOK2	c7
9.07389700220467e-08	0.338454020191896	0.108	0.071	0.0030432035765994	GALNT10	c7
9.12827120500616e-08	0.204037277418206	0.374	0.314	0.00306143959673497	TMEM165	c7
9.17505036714274e-08	0.346338878137147	0.291	0.237	0.00307712839213233	UBE2K	c7
9.26276466483702e-08	0.324023705748521	0.348	0.288	0.00310654601329304	PLSCR3	c7
9.4115439411406e-08	0.221391491269778	0.247	0.196	0.00315644360697974	UPF2	c7
9.53028766461857e-08	0.217520712508591	0.506	0.443	0.00319626787695978	MRPL54	c7
9.54006716373096e-08	0.537950015041005	0.068	0.04	0.00319954772537209	MTERF2	c7
9.67418601210392e-08	0.641312800737972	0.106	0.071	0.00324452850473941	LXN	c7
9.69390073414646e-08	0.241251254953746	0.502	0.445	0.00325114042821804	KDELR1	c7
9.88771226998135e-08	0.307972402404926	0.206	0.157	0.00331614094110634	ING5	c7
9.89152224756051e-08	0.423232676598472	0.262	0.211	0.00331741873138685	OSTM1	c7
9.94824314215023e-08	0.327594692430732	0.375	0.321	0.00333644178501435	S1PR4	c7
1.01785939061612e-07	0.43465245518866	0.253	0.202	0.00341369682424833	MRPS14	c7
1.02666075825586e-07	0.518445890265512	0.23	0.179	0.00344321485103849	TMEM70	c7
1.02806406726225e-07	0.123752040227545	0.847	0.764	0.00344792126878415	CAPZB	c7
1.02871906086602e-07	0.368537627275308	0.234	0.183	0.00345011798633245	ANKRD39	c7
1.04765367780179e-07	0.198791395592702	0.582	0.525	0.00351362090461165	ATP6V1F	c7
1.06021790342567e-07	0.304304701593568	0.226	0.175	0.003555758804509	CCAR2	c7
1.07541223358465e-07	0.31494824055162	0.287	0.232	0.0036067175489962	HMG20B	c7
1.07557118082902e-07	0.619826188960891	0.112	0.076	0.00360725062626437	NCDN	c7
1.08460912220663e-07	1.37708800742538	0.025	0.011	0.00363756207405658	NTRK1	c7
1.09935225871161e-07	1.52353298027869	0.015	0.005	0.003687007605267	TCN2	c7
1.11862692918255e-07	0.992044282652064	0.033	0.015	0.00375165099509243	VSIG10	c7
1.14693706775128e-07	0.32582970730528	0.306	0.251	0.00384659753782424	UQCC2	c7
1.19029300898068e-07	1.01105522931045	0.028	0.012	0.00399200469351939	AC084018.2	c7
1.19582848110932e-07	0.991592640463894	0.034	0.016	0.00401056955994443	SLC43A2	c7
1.196233235778e-07	0.404449324045028	0.235	0.186	0.00401192702615224	RFFL	c7
1.19636161509101e-07	0.532410510949277	0.095	0.062	0.00401235758469222	AP1AR	c7
1.20498598310978e-07	0.590641129373949	0.081	0.051	0.00404128199015359	TRIM32	c7
1.21071427208114e-07	0.375917704133547	0.228	0.18	0.00406049352570574	LRRFIP2	c7
1.21571351085027e-07	0.65179963675758	0.097	0.063	0.00407725997268964	IMPACT	c7
1.21997327917608e-07	0.745350513636594	0.102	0.068	0.00409154638370073	SLC35E3	c7
1.22729408312588e-07	0.398183624664804	0.255	0.203	0.00411609889598757	BET1L	c7
1.28792561064613e-07	0.294702631050298	0.42	0.364	0.004319444912985	PTDSS1	c7
1.30094450468946e-07	1.03913099786708	0.092	0.059	0.00436310767982752	TRAV17	c7
1.3037241435782e-07	2.08062911588505	0.012	0.004	0.00437243003273256	NDN	c7
1.31953596163362e-07	0.143895658474719	0.621	0.557	0.00442545970812685	LPXN	c7
