Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Oxidative phosphorylation	70/133	3.79522015535526e-31	1.18031346831549e-28	8.73476063038953	611.838497379546	ATP6V1E1;SDHC;SDHA;UQCRQ;UQCRC2;UQCRC1;ATP6V0D1;NDUFB11;UQCR10;UQCR11;COX6A1;NDUFV2;COX8A;ATP6V0C;ATP6V0B;ATP6AP1;ATP6V1B2;ATP6V1A;ATP6V1D;COX17;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;ATP6V1F;CYC1;ATP6V0A1;COX10;NDUFC2;NDUFC1;ATP5F1D;ATP5F1E;COX6C;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;ATP5ME;COX7C;COX7B;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;ATP5MG;ATP5MF;ATP6V1G1;ATP5PF;ATP6V0E1;NDUFA7;ATP5PD;NDUFA6;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;NDUFAB1;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;ATP5F1A;ATP5F1C	1	KEGG_2021_Human
Parkinson disease	91/249	5.09019618039193e-25	6.26167714797332e-23	4.54587681452647	254.284124926904	PSMC4;PSMC5;PSMC2;UQCRC2;BAX;UQCRC1;CALM2;CALM3;UQCR10;UQCR11;PSMD7;PSMD8;PSMD4;PSMD1;COX8A;ATP5F1D;ATP5F1E;COX6C;MAPT;COX7C;COX7B;ATP5PF;ATP5PD;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;NDUFAB1;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;GNAI2;PSMB7;ATP5F1A;ATP5F1C;PSMB6;PSMB3;PSMB4;PSMB1;SDHC;SDHA;UQCRQ;NDUFB11;PARK7;COX6A1;TUBA3D;KIF5B;NDUFV2;MAP3K5;SEM1;BCL2L1;UBA1;TXN2;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;UBC;CYC1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;ADORA2A;NDUFS3;NDUFS2;PSMD11;NDUFB6;NDUFB5;NDUFB4;ITPR2;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;VDAC1;SLC25A6;SLC25A5;CAMK2D	2	KEGG_2021_Human
Amyotrophic lateral sclerosis	115/364	6.04020303663022e-25	6.26167714797332e-23	3.66597934752209	204.437699723356	ATG13;MAPK13;PSMC4;PSMC5;PSMC2;UQCRC2;BAX;UQCRC1;PFN1;OPTN;UQCR10;UQCR11;ACTB;PSMD7;PSMD8;PSMD4;PSMD1;COX8A;GABARAPL2;GABARAP;TBK1;NUP62;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;ACTR1B;ATP5PF;ATP5PD;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;HNRNPA2B1;NDUFAB1;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;PSMB7;ATP5F1A;ATP5F1C;PSMB6;PSMB3;PSMB4;PSMB1;ANXA7;RAC1;SDHC;SDHA;UQCRQ;SQSTM1;NDUFB11;TANK;COX6A1;TUBA3D;KIF5B;NDUFV2;MAP3K5;MAP2K3;TRAF2;SEM1;BCL2L1;VCP;UQCRB;ACTG1;ATP5MC3;COX7A2;ATP5MC2;UQCRH;TPR;CYC1;GPX7;NDUFC2;WIPI2;NDUFC1;TNFRSF1B;NDUFS8;NDUFS7;NDUFS6;BCL2;NDUFS3;NUP58;NDUFS2;PIK3C3;PSMD11;SEH1L;DNAH8;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;CASP1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;MTOR;SOD1;VDAC1;BECN1;DCTN5;RB1CC1;UBQLN2;HNRNPA3;HNRNPA1	3	KEGG_2021_Human
Huntington disease	102/306	2.89592776395171e-24	2.25158383647245e-22	3.95565610859729	214.391563909691	ATG13;PSMC4;PSMC5;PSMC2;UQCRC2;BAX;UQCRC1;UQCR10;UQCR11;PSMD7;PSMD8;PSMD4;PSMD1;AP2S1;COX8A;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;CLTB;CLTA;BBC3;ACTR1B;ATP5PF;ATP5PD;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;NDUFAB1;PLCB2;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;PSMB7;ATP5F1A;ATP5F1C;PSMB6;PSMB3;PSMB4;PSMB1;SDHC;SDHA;UQCRQ;NDUFB11;COX6A1;TUBA3D;KIF5B;NDUFV2;MAP3K5;TRAF2;CREB1;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;CYC1;AP2M1;GPX7;NDUFC2;WIPI2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;PIK3C3;PSMD11;DNAH8;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;MTOR;SOD1;VDAC1;SLC25A6;SLC25A5;BECN1;DCTN5;RB1CC1;POLR2E;POLR2I;POLR2J;POLR2K	4	KEGG_2021_Human
Diabetic cardiomyopathy	78/203	3.22449806310498e-23	2.0056377952513e-21	4.90569024171889	254.059221322963	MAPK13;UQCRC2;UQCRC1;PDHB;UQCR10;UQCR11;AKT2;COX8A;PRKCB;PRKCZ;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;ATP5PF;ATP5PD;PARP1;COX6B1;NDUFAB1;PLCB2;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;ATP5F1A;ATP5F1C;RAC1;RAC2;GSR;SDHC;PPP1CA;SDHA;UQCRQ;NDUFB11;COX6A1;PPP1CC;NDUFV2;NFKB1;UQCRB;NCF4;ATP5MC3;COX7A2;ATP5MC2;UQCRH;MPC2;CYC1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;GSK3B;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;PIK3R3;UQCRFS1;NDUFA7;NDUFA6;NDUFA4;NDUFA3;NDUFA2;NDUFA1;MTOR;TBC1D4;VDAC1;SLC25A6;SLC25A5;GAPDH;CAMK2D;PTEN	5	KEGG_2021_Human
Prion disease	93/273	5.38803026629887e-23	2.79279568803158e-21	4.07652095538531	209.02474225572	MAPK13;PSMC4;PSMC5;PSMC2;UQCRC2;BAX;UQCRC1;UQCR10;UQCR11;PSMD7;PSMD8;PSMD4;PSMD1;COX8A;CSNK2B;ATP5F1D;ATP5F1E;COX6C;COX7C;COX7B;ATP5PF;ATP5PD;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;NDUFAB1;COX5A;RYR1;NDUFA13;NDUFA10;NDUFA11;COX5B;PSMB7;ATP5F1A;ATP5F1C;PSMB6;PSMB3;PSMB4;PSMB1;RAC1;RAC2;SDHC;SDHA;UQCRQ;NDUFB11;ATF6B;COX6A1;TUBA3D;KIF5B;NDUFV2;CREB1;SEM1;UQCRB;NCF4;ATP5MC3;COX7A2;ATP5MC2;UQCRH;CYC1;HSPA8;CAV1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;PSMD11;GSK3B;NDUFB6;NDUFB5;NDUFB4;ITPR2;NDUFB3;NDUFB2;NDUFB1;PIK3R3;UQCRFS1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;SOD1;VDAC1;SLC25A6;SLC25A5;MAPK3	6	KEGG_2021_Human
Alzheimer disease	110/369	1.15999764750176e-21	5.15370383390066e-20	3.3616158003079	162.049610816536	TPTEP2-CSNK1E;ATG13;PSMC4;PSMC5;PSMC2;UQCRC2;UQCRC1;CALM2;CALM3;UQCR10;UQCR11;PSMD7;PSMD8;PSMD4;PSMD1;AKT2;COX8A;FZD3;WNT10A;CSNK2B;CSNK1A1;ATP5F1D;ATP5F1E;COX6C;MAPT;COX7C;COX7B;IDE;ATP5PF;ATP5PD;MME;ADAM10;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;NDUFAB1;CDK5R1;PLCB2;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;PSMB7;ATP5F1A;IKBKB;ATP5F1C;PSMB6;PSMB3;PSMB4;PSMB1;SDHC;SDHA;FAS;UQCRQ;NDUFB11;CSF1;COX6A1;TUBA3D;KIF5B;NDUFV2;MAP3K5;TRAF2;NFKB1;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;CYC1;NDUFC2;WIPI2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;PIK3C3;PSMD11;GSK3B;NDUFB6;NDUFB5;NDUFB4;ITPR2;NDUFB3;NDUFB2;NDUFB1;PIK3R3;APH1A;UQCRFS1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;MTOR;VDAC1;SLC25A6;SLC25A5;GAPDH;BECN1;RB1CC1;HSD17B10;MAPK3	7	KEGG_2021_Human
Pathways of neurodegeneration	129/475	3.19023442263821e-21	1.2402036318006e-19	2.96182270249087	139.78083092641	TPTEP2-CSNK1E;ATG13;PSMC4;PSMC5;PSMC2;UQCRC2;BAX;UQCRC1;OPTN;PSMD7;PSMD8;PSMD4;PSMD1;GABARAPL2;FZD3;WNT10A;PRKCB;GABARAP;TBK1;CSNK1A1;ATXN1;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PLCB2;NDUFA13;NDUFA10;NDUFA11;PSMB7;PSMB6;PSMB3;PSMB4;PSMB1;UQCRQ;SQSTM1;CSF1;PARK7;TANK;TUBA3D;MAP3K5;MAP2K3;TRAF2;NFKB1;BCL2L1;UQCRB;UQCRH;GPX7;NDUFC2;WIPI2;NDUFC1;TNFRSF1B;BCL2;PIK3C3;NDUFB6;NDUFB5;NDUFB4;ITPR2;NDUFB3;NDUFB2;NDUFB1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA2;NDUFA1;MTOR;SLC25A6;SLC25A5;BECN1;HSD17B10;BAK1;MAPK13;CALM2;CALM3;UQCR10;UQCR11;COX8A;CSNK2B;ATP5F1D;ATP5F1E;COX6C;MAPT;COX7C;COX7B;ACTR1B;ATP5PF;ATP5PD;NDUFAB1;CDK5R1;COX5A;RYR1;COX5B;ATP5F1A;ATP5F1C;RAC1;SDHC;SDHA;FAS;NDUFB11;COX6A1;KIF5B;NDUFV2;SEM1;UBA1;VCP;ATP5MC3;COX7A2;ATP5MC2;UBC;CYC1;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;PSMD11;GSK3B;DNAH8;UQCRFS1;SOD1;VDAC1;CAMK2D;DCTN5;RB1CC1;MAPK3	8	KEGG_2021_Human
Thermogenesis	78/232	4.13211254706633e-19	1.42787444681959e-17	3.97531653664151	168.27645281274	ACSL4;MAPK13;UQCRC2;UQCRC1;UQCR10;UQCR11;ACTB;COX8A;NDUFAF3;GRB2;SIRT6;ATP5F1D;ATP5F1E;COX6C;ATP5ME;COX7C;COX7B;ATP5MG;ATP5MF;ATP5PF;ATP5PD;COX6B1;NDUFAB1;PNPLA2;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;ATP5F1A;ATP5F1C;SDHC;SDHA;UQCRQ;NDUFB11;COX6A1;NDUFV2;MAP3K5;MAP2K3;CREB1;FGFR1;COX17;COX16;UQCRB;ACTG1;ATP5MC3;COX7A2;ATP5MC2;UQCRH;CYC1;COX10;SMARCE1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;COA6;SMARCC1;SMARCC2;NDUFA7;NDUFA6;NDUFA4;NDUFA3;NDUFA2;NDUFA1;MTOR;RPS6KB2;RPS6KA2	9	KEGG_2021_Human
Non-alcoholic fatty liver disease	61/155	4.59520559736101e-19	1.42910894077928e-17	5.07213815136535	214.166485094676	SDHC;MAPK13;SDHA;FAS;UQCRQ;UQCRC2;BAX;UQCRC1;NDUFB11;UQCR10;UQCR11;COX6A1;AKT2;NDUFV2;MAP3K5;COX8A;TRAF2;NFKB1;MAP3K11;UQCRB;COX7A2;UQCRH;CYC1;IL6R;NDUFC2;NDUFC1;COX6C;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFS2;COX7C;GSK3B;COX7B;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;PIK3R3;SOCS3;UQCRFS1;NDUFA7;NDUFA6;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6B1;CDC42;NDUFAB1;CEBPA;COX5A;NDUFA13;NDUFA10;NDUFA11;COX5B;IKBKB;RAC1	10	KEGG_2021_Human
