Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Antigen processing and presentation	24/78	1.00416106431971e-22	2.22923756278976e-20	24.082486919052	1219.84345753871	CD74;TAP1;TAPBP;IFNG;HLA-DQB1;HLA-DRA;B2M;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-C;CD8B2;HLA-A;HLA-B;HLA-E;HLA-F;CD8B;CD8A;PSME2;HLA-DPB1;PSME1;HLA-DRB1;HLA-DPA1;HLA-DMA	1	KEGG_2021_Human
Cell adhesion molecules	27/148	6.71082238412418e-19	7.44901284637784e-17	12.150560967727	508.445026354925	CD2;PDCD1;HLA-DOA;HLA-DRB5;HLA-C;CD8B2;HLA-A;HLA-B;HLA-E;HLA-F;CD8B;CD8A;SELL;HLA-DRB1;CD99;PTPRC;HLA-DQB1;HLA-DRA;PECAM1;HLA-DQA1;HLA-DPB1;ITGB2;SELPLG;ITGAL;HLA-DPA1;HLA-DMA;TIGIT	2	KEGG_2021_Human
Viral myocarditis	19/60	1.62141595876434e-18	1.19984780948561e-16	24.7838198054112	1015.22535701066	HLA-DQB1;HLA-DRA;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;HLA-DPB1;HLA-DRB1;ITGB2;PRF1;ITGAL;HLA-DPA1;FYN;RAC2;HLA-DMA	3	KEGG_2021_Human
Allograft rejection	16/38	3.94400333125096e-18	2.18892184884428e-16	38.6164079822616	1547.52688513535	HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;IFNG;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;PRF1;HLA-DPA1;HLA-DMA;HLA-DOA;HLA-DQA1	4	KEGG_2021_Human
Graft-versus-host disease	16/42	2.75295227521463e-17	1.2223108101953e-15	32.6687513028976	1245.7010643871	HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;IFNG;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;PRF1;HLA-DPA1;HLA-DMA;HLA-DOA;HLA-DQA1	5	KEGG_2021_Human
Type I diabetes mellitus	16/43	4.30816896537173e-17	1.59402251718754e-15	31.4571916089531	1185.41499127216	HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;IFNG;HLA-DQB1;HLA-DRA;HLA-DPB1;HLA-DRB1;PRF1;HLA-DPA1;HLA-DMA;HLA-DOA;HLA-DQA1	6	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	27/219	1.79376091925723e-14	5.68878462964437e-13	7.62949546089385	241.487850481326	E2F3;B2M;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;PIK3R1;HLA-DRB1;NFATC2;HLA-DQB1;CD3E;CD3D;PPP3CC;HLA-DQA1;HLA-DPB1;HLA-DPA1;TSPO;HLA-DMA;CCND3;HLA-DOA;MAD1L1;HLA-DRA;LCK;ITGB2;ITGAL	7	KEGG_2021_Human
Autoimmune thyroid disease	15/53	4.52749967217223e-14	1.25638115902779e-12	20.8858463726885	641.73896393162	HLA-DQB1;HLA-DRA;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;HLA-DPB1;HLA-DRB1;PRF1;HLA-DPA1;HLA-DMA	8	KEGG_2021_Human
Hematopoietic cell lineage	18/99	5.38127255477182e-13	1.32738056351038e-11	11.8280351195883	334.15005090431	CD2;HLA-DOA;HLA-DRB5;CD8B2;CD8B;CD8A;HLA-DRB1;HLA-DQB1;HLA-DRA;MS4A1;CD3E;CD3D;CD37;HLA-DQA1;HLA-DPB1;CD44;HLA-DPA1;HLA-DMA	9	KEGG_2021_Human
Epstein-Barr virus infection	24/202	1.1949329932724e-12	2.65275124506474e-11	7.25960969840331	199.297564171263	E2F3;B2M;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;PIK3R1;HLA-DRB1;HLA-DQB1;CD3E;CD3D;HLA-DQA1;HLA-DPB1;CD44;HLA-DPA1;HLA-DMA;TAP1;CCND3;HLA-DOA;TAPBP;HLA-DRA;ITGAL	10	KEGG_2021_Human
Human cytomegalovirus infection	25/225	1.83102251505269e-12	3.69533634856088e-11	6.74131944444444	182.191887271023	CALM2;GNG2;E2F3;B2M;HLA-C;HLA-A;PRKCB;HLA-B;HLA-E;HLA-F;PIK3R1;IL10RA;NFATC2;ARHGEF1;PPP3CC;CXCR4;RAC2;TAP1;PXN;CCL4L2;TAPBP;CCL3L1;CCL5;CCL4;CCL3	11	KEGG_2021_Human
