p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
4.76958236568398e-43	7.74362267606765	0.027	0	1.59962253380309e-38	OR13A1	Plasmablast
5.52120311835623e-42	-4.88525000443234	0.147	0.932	1.85170110183431e-37	CD2	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	AL390038.1	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	AC092811.2	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	OR2L13	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	AC138655.1	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	ACVR2B-AS1	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	AL158068.2	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	EXTL3-AS1	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	AL355493.2	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	SGCA	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	CARD14	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	PLCB4	Plasmablast
6.32846986846172e-33	8.1586601753465	0.013	0	2.12244222448469e-28	WFDC2	Plasmablast
1.64714052107159e-30	1.8326159719869	0.787	0.235	5.5241798795699e-26	CCR7	Plasmablast
1.98934973432691e-28	3.80317952074811	0.173	0.015	6.67188113898558e-24	AK5	Plasmablast
3.57184985533295e-28	2.23763072889482	0.453	0.087	1.19792700448156e-23	ACTN1	Plasmablast
1.13432368177886e-26	2.25107279390416	0.533	0.125	3.80429476394994e-22	S1PR1	Plasmablast
3.66891577250027e-26	6.74362267606765	0.027	0	1.23048097178114e-21	SMARCA1	Plasmablast
8.39287890213895e-24	-1.80952235086815	0.787	0.984	2.81480372619936e-19	SRGN	Plasmablast
2.69865583352345e-23	1.59049291716832	0.72	0.234	9.05075193447096e-19	SELL	Plasmablast
6.62793021783849e-23	-1.96454203862048	0.813	0.973	2.22287523645867e-18	IL32	Plasmablast
9.79796450044218e-23	-2.14446326916173	0.573	0.902	3.2860413341583e-18	CD99	Plasmablast
2.19129865495822e-22	1.75390564932952	0.733	0.271	7.34917742899887e-18	LEF1	Plasmablast
2.4031540155518e-22	1.75270604744289	0.8	0.328	8.05969793735762e-18	TCF7	Plasmablast
5.08481580108186e-22	2.54903562039107	0.32	0.057	1.70534552336684e-17	FHIT	Plasmablast
5.43081046718294e-21	-1.92568846846062	0.92	0.984	1.82138521448381e-16	SH3BGRL3	Plasmablast
1.09592445925769e-20	1.50951683416742	0.813	0.339	3.67551145145843e-16	KLF2	Plasmablast
1.51285094624742e-20	-3.72739925888036	0.093	0.688	5.07379950352458e-16	CST7	Plasmablast
1.72890829259242e-20	-0.859663787187163	1	1	5.79841263169645e-16	B2M	Plasmablast
7.37966001251847e-20	1.85217648485016	0.467	0.118	2.47499037499844e-15	C1orf162	Plasmablast
2.32035948513892e-19	-2.26453825294878	0.987	0.991	7.7820216412589e-15	GAPDH	Plasmablast
3.22518818060017e-19	-1.38802154054507	0.973	0.987	1.08166361200969e-14	UBC	Plasmablast
4.39073959475029e-19	-2.22204643086342	0.547	0.895	1.47256624528735e-14	KLF6	Plasmablast
6.70122524960523e-19	6.1586601753465	0.027	0	2.2474569242126e-14	NRCAM	Plasmablast
6.70122524960523e-19	6.1586601753465	0.027	0	2.2474569242126e-14	PHYHD1	Plasmablast
6.70122524960523e-19	6.1586601753465	0.027	0	2.2474569242126e-14	MPPED2	Plasmablast
8.67071270403243e-19	2.70653335733243	0.293	0.057	2.9079836266784e-14	SCML1	Plasmablast
