2	9	14	1	3	6	15	0	11	7	4	5	12	13	8	16	10	17
Glycolysis / Gluconeogenesis	0.860008632839727	0.730212820795152	0.863032799093165	0.813395565177995	0.749150712817424	0.964722130996247	1.86215532197604	0.845205424723665	1.26108563126106	0.966707554271723	0.615350358143696	1.04104218714154	1.18016584184945	0.889809682135641	1.01651998996553	1.34269409166982	0.841673082638042	1.15706817250409
Citrate cycle (TCA cycle)	0.836995617125972	0.706966779948579	0.812325411955393	0.759119471213884	0.709746793177974	0.996610787117573	1.87022631757116	0.817891115948293	1.26340267161777	0.977205657670503	0.579855671155362	1.03381633334375	1.14648420286805	0.958177698833718	1.06359820029786	1.39230844323165	0.835834175257061	1.23943465166545
Pentose phosphate pathway	0.794434813323382	0.709485209965491	0.806391993047917	0.74217878236022	0.685345428086865	0.937535868770436	1.83391210578642	0.756172809919671	1.23189778852716	0.923262707915221	0.577426611063463	1.01586161871721	1.13549934286601	0.97164298730341	1.15257227479394	1.60187999781165	0.828651609940676	1.29584804980085
Pentose and glucuronate interconversions	0.839203736234111	0.784952807528255	0.838884302458089	0.788068689077919	0.747195452971744	0.979086680119618	1.76474284276557	0.800241379420378	1.24113180474006	0.952320085923005	0.625515055146593	1.03766120722819	1.19568580653286	0.934353755182069	1.04523878291467	1.2555570004449	0.842100350641124	1.32806026067084
Fructose and mannose metabolism	0.86841062445796	0.765571318782208	0.870645338642453	0.856104412094333	0.756986883412934	0.941692492139027	1.7012351123235	0.824559498082919	1.22626306169047	0.923214038664242	0.634759097591333	1.06041709427893	1.16986018474539	0.947342332687164	1.06076049431355	1.31940855360298	0.845022539220223	1.22774692327038
Galactose metabolism	0.831045294681859	0.772422654321408	0.887656564105998	0.833376717704274	0.788122312709764	0.945330676726273	1.70464754674965	0.804817397750324	1.1836609222234	0.884768557244557	0.636292618212855	1.02657977119259	1.15125450770759	0.876385122408551	1.09830173903968	1.41732024536041	0.815595122094988	1.34242222976583
Ascorbate and aldarate metabolism	0.839326078749923	0.702552620771474	0.780729154700139	0.798392020184433	0.686043769688108	0.963165033262146	1.78154350731662	0.734904053316662	1.43019482595317	0.964897082824007	0.529314608518124	1.08391131171401	1.18558632797922	1.09898668700466	1.05820119809757	1.28704100851689	0.821257654405897	1.25395305699696
Starch and sucrose metabolism	0.822378982227361	0.782308302935974	0.806867623660784	0.779059107310445	0.741133713630067	0.966748893950582	1.56813987196672	0.879058565431866	1.21523642855565	0.893866515662861	0.694755314372088	1.01343812845265	1.2057785596387	0.928939568113862	1.08853411897184	1.31601778527692	0.871769852156795	1.42596866768483
Amino sugar and nucleotide sugar metabolism	0.841346071575949	0.758555396405202	0.848059763628532	0.822345925400291	0.753048226385421	0.935494381369153	1.72289262876695	0.823025638099262	1.19929540018481	0.898088024891885	0.615455089334956	0.991208519592649	1.07196410955821	0.976073334611707	1.10170379150991	1.39171219028296	0.852650598038417	1.39708091036373
