gene	avg_expr
MALAT1	75
B2M	44
ACTB	34
HLA-A	22
MT-CO1	19
MT-ATP8	18
HLA-B	15
MT-ATP6	14
MT-CO2	13
PTPRC	12
IL32	12
MT-CO3	12
DUSP2	9
FTH1	9
PFN1	9
EEF1A1	8
CORO1A	8
YWHAB	8
CITED2	7
UBC	7
RPLP1	7
MT-CYB	7
RPS8	6
S100A4	6
TRBV11-2	6
PABPC1	6
PTPRCAP	6
CCND2	6
ARHGDIB	6
RPS26	6
ZFP36L1	6
ACTG1	6
TMSB10	5
PTMA	5
ARPC1B	5
TRBC2	5
TMSB4X	5
CFL1	5
SRGN	5
GAPDH	5
ALOX5AP	5
EIF1	5
DDX5	5
TNRC6B	5
HNRNPR	4
RPL11	4
SH3BGRL3	4
H3F3A	4
EML4	4
MBNL1	4
CLIC1	4
HNRNPA2B1	4
GIMAP4	4
RPL10	4
RPS24	4
SLC2A3	4
MYCBP2	4
SERF2	4
AKAP13	4
RPL27	4
RNF213	4
CD7	4
ICAM3	4
FXYD5	4
HCST	4
ITGB2	4
MT-ND4L	4
HP1BP3	3
MFSD14A	3
RPS27A	3
MIR4435-2HG	3
WIPF1	3
CD28	3
ACSL3	3
HCLS1	3
GOLGB1	3
RPL35A	3
G3BP2	3
RPS3A	3
SDHA	3
FYB1	3
IRF1	3
RPS14	3
GPSM3	3
CROT	3
KMT2C	3
MSN	3
DOCK11	3
SEPT6	3
HCFC1	3
SARAF	3
MTDH	3
TUT7	3
RPL7A	3
CD44	3
CD3D	3
HSPA8	3
YME1L1	3
ARID5B	3
KLRB1	3
KIAA1551	3
MYL6	3
HMGB1	3
LCP1	3
TRAV3	3
CREBBP	3
LITAF	3
UBB	3
LGALS3BP	3
NOP56	3
PSMA7	3
RPS15	3
KLF2	3
GMFG	3
TGFB1	3
RAC2	3
TIAM1	3
MT-ND6	3
TNFRSF4	2
ENO1	2
LAPTM5	2
LCK	2
RBBP4	2
SFPQ	2
PDE4B	2
ACADM	2
GBP2	2
RPL5	2
SARS	2
CD2	2
TENT5C	2
ANP32E	2
MCL1	2
PSMD4	2
TPM3	2
PRRC2C	2
BTG2	2
ATP2B4	2
SNRPE	2
HNRNPU	2
RPS7	2
TRIB2	2
PUM2	2
THUMPD2	2
AAK1	2
TGOLN2	2
EIF5B	2
RNF149	2
BAZ2B	2
STK17B	2
SF3B1	2
TADA3	2
XPC	2
RPL15	2
CMTM7	2
RPSA	2
RPL14	2
SETD2	2
TMA7	2
NDUFAF3	2
RHOA	2
GNAI2	2
TWF2	2
SPCS1	2
BBX	2
CD47	2
GSK3B	2
DTX3L	2
PLSCR1	2
YEATS2	2
EIF4G1	2
SLBP	2
MXD4	2
GRSF1	2
TSPAN5	2
DDX60L	2
NIPBL	2
PIK3R1	2
CAST	2
CHD1	2
AP3S1	2
AFF4	2
CD74	2
ADAM19	2
SFXN1	2
RACK1	2
WRNIP1	2
HLA-E	2
HLA-C	2
LTB	2
PSMB8	2
WDR46	2
RPS10	2
CCND3	2
HSP90AB1	2
THEMIS	2
TNFAIP3	2
DYNLT1	2
RNASET2	2
MDH2	2
GIMAP7	2
CD99	2
DDX3X	2
ITM2A	2
NDUFA1	2
DUSP4	2
LEPROTL1	2
TCEA1	2
PAG1	2
RPL30	2
ST3GAL1	2
DDX58	2
MRPL50	2
AKNA	2
RPL12	2
SPTAN1	2
SET	2
IFITM2	2
LSP1	2
TRIM22	2
CD6	2
CD5	2
EEF1G	2
SF1	2
NEAT1	2
RPS3	2
TMEM123	2
CD3E	2
DDX6	2
APLP2	2
PRKCQ	2
SMC3	2
FAM160B1	2
CD27	2
SLC38A1	2
ITGB7	2
RPL41	2
AGAP2	2
TBC1D15	2
GLIPR1	2
ATP2B1	2
SELPLG	2
ELF1	2
TRAC	2
ACIN1	2
KLHL28	2
RPL36AL	2
FOS	2
BATF	2
DDX24	2
