Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	24/158	2.37439290246169e-19	5.22366438541572e-17	15.5456346585656	666.664826032544	RPS8;RPS7;RPSA;RPL27;RPL11;RPL10;RPL12;RPL36AL;RPL15;RPL14;RPS3;RPL41;RPS26;RPS24;RPL5;RPL30;RPS15;RPS10;RPS14;RPS3A;RPS27A;RPL35A;RPLP1;RPL7A	1	KEGG_2021_Human
Coronavirus disease	27/232	1.48662708828644e-18	1.63528979711508e-16	11.5435852564804	473.864426649301	RPL27;RPL11;RPL10;RPL12;RPL36AL;RPL15;RPL14;RPL41;RPS26;PIK3R1;RPS24;RPL5;RPL30;RPS15;RPS10;RPS14;RPS27A;FOS;RPLP1;RPS8;RPS7;RPSA;RPS3;DDX58;RPS3A;RPL35A;RPL7A	2	KEGG_2021_Human
Viral myocarditis	10/60	3.39007253528838e-09	2.48605319254481e-07	16.4166666666667	320.164638352643	CD28;ACTB;HLA-C;HLA-A;HLA-B;HLA-E;EIF4G1;ITGB2;ACTG1;RAC2	3	KEGG_2021_Human
Measles	13/139	2.14753349693968e-08	1.18114342331683e-06	8.54303127720849	150.838842309086	CCND3;CCND2;DDX58;PIK3R1;HSPA8;MSN;CD28;GSK3B;TNFAIP3;CD3E;CD3D;FOS;RACK1	4	KEGG_2021_Human
Cell adhesion molecules	13/148	4.55730669666087e-08	2.00521494653078e-06	7.96983903734959	134.721752080571	CD2;CD6;HLA-C;HLA-A;HLA-B;HLA-E;ICAM3;CD99;PTPRC;CD28;ITGB2;SELPLG;ITGB7	5	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	15/219	1.16165062976851e-07	4.25938564248454e-06	6.11576971214018	97.6581623378175	B2M;CREBBP;HLA-C;HLA-A;HLA-B;HLA-E;PIK3R1;CD3E;CD3D;FOS;TGFB1;CCND3;CCND2;LCK;ITGB2	6	KEGG_2021_Human
Epstein-Barr virus infection	14/202	2.67837533943997e-07	8.41775106681133e-06	6.17264695275875	93.4099580673653	PSMD4;B2M;HLA-C;HLA-A;HLA-B;HLA-E;PIK3R1;CD3E;CD3D;CD44;CCND3;CCND2;DDX58;TNFAIP3	7	KEGG_2021_Human
T cell receptor signaling pathway	10/104	7.25445404390041e-07	1.99497486207261e-05	8.71276595744681	123.167841875034	PIK3R1;PRKCQ;RHOA;PTPRC;CD28;GSK3B;CD3E;CD3D;FOS;LCK	8	KEGG_2021_Human
Yersinia infection	11/137	1.23712965097103e-06	3.02409470237364e-05	7.16822740253703	97.5073663056892	ACTB;FYB1;PIK3R1;ACTG1;RHOA;GSK3B;ARPC1B;FOS;LCK;WIPF1;RAC2	9	KEGG_2021_Human
PD-L1 expression and PD-1 checkpoint pathway in cancer	9/89	1.71774500534166e-06	3.77903901175164e-05	9.18205394190871	121.887158255267	BATF;EML4;CD28;CD3E;CD3D;FOS;LCK;PIK3R1;PRKCQ	10	KEGG_2021_Human
