Gene	Rank
PLCB1	0.292454199394021
THEM4	0.203979100026929
HYI	0.166070477639937
RBKS	0.140132016930254
ACSS2	0.104944764854867
PFKFB2	0.102262968011434
ELOVL4	0.0997773474085748
GLUL	0.072830993608157
INPP4B	0.062814212317918
OLAH	0.0615028132013355
PIK3CB	0.0598081871566897
ENPP1	0.0530746247620037
CA9	0.0530736540483684
ACSM3	0.0491591743220983
ACSM1	0.0458523600175716
ADH1C	0.0384465351882784
GAD1	0.0384460650580228
HK2	0.0347291383096966
COX6B2	0.0323874226116754
CYB5R1	0.0323443388323963
ACSL6	0.0305541032895189
HKDC1	0.0302567758895306
ME1	0.0238197289614388
PLCD3	0.0233739517521035
CA2	0.0223774841365218
PYGM	0.0203167357760653
FBP1	0.0188359986575745
OCRL	0.0143750465214977
PIP5KL1	0.0117025214896037
ELOVL6	0.00937499493531762
KHK	0.00726495968083273
TKTL1	0.00715971909031649
ATP6V1E2	0.00666623816062203
AMT	0.00455934841268365
CA5B	0.00298519063775966
PFKM	0.0023947776990753
AMY2B	0.000468215827734684
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
CHIA	0
HAO2	0
HMGCS2	0
PKLR	0
CHIT1	0
ATP6V1B1	0
G6PC2	0
ACADL	0
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
UGT1A1	0
AGXT	0
PLCH1	0
SI	0
COX7B2	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B28	0
UGT2B4	0
UGT2A1	0
UGT2A2	0
PDHA2	0
ADH4	0
ADH6	0
ADH1A	0
ADH1B	0
ADH7	0
TKTL2	0
ACOT12	0
ALDH7A1	0
ELOVL2	0
PGK2	0
HMGCLL1	0
PRPS1L1	0
AKR1B10	0
MGAM2	0
GYG2	0
RGN	0
PGAM4	0
CA3	0
ATP6V0D2	0
FBP2	0
ALDOB	0
LDHC	0
ALDH3B2	0
ALDH3B1	0
NDUFC2-KCTD14	0
TREH	0
GAD2	0
ACSM6	0
HOGA1	0
RPEL1	0
ENO4	0
ACSM4	0
PIK3C2G	0
PLCZ1	0
GYS2	0
LALBA	0
ACSS3	0
ATP4B	0
PYGL	0
COX8C	0
LDHAL6B	0
CA12	0
ALDH1A3	0
ACSM5	0
ACSM2A	0
ACSM2B	0
COX6A2	0
CA7	0
CA5A	0
ALDH3A1	0
G6PC	0
CA4	0
HAO1	0
PLCB4	0
COX4I2	0
PCK1	0
ATP4A	0
COX7A1	0
ALDH6A1	-0.000797215719975799
MTMR8	-0.00186072265916607
ENO2	-0.00350685264306092
PIK3CA	-0.00671307734293326
AACS	-0.00720323432582979
CYB5RL	-0.00821142090649489
INPP5A	-0.00899832403025741
PGM3	-0.0108569293212541
GFPT2	-0.0121084021284627
B4GALT2	-0.0123603247816245
ALDH1B1	-0.0143243207666649
THEM5	-0.0146270618315571
GAPDHS	-0.0146275981097884
INPP5J	-0.0146279092538335
CA14	-0.0146280436380715
GCK	-0.0146288652097472
ELOVL7	-0.0146292107205304
ACSBG2	-0.0146292822706473
ATP6V1G3	-0.0146293891459359
CPS1	-0.0146296133690054
PGAM2	-0.0146302158355698
ATP6V0A4	-0.0146304837696568
KL	-0.0146307763992765
PLCB3	-0.0153425457102717
PLCD1	-0.0179437860582981
HK3	-0.0206895686012659
MTMR7	-0.0206898037090336
GLUD2	-0.020690687484917
LCT	-0.0206915920939867
PLCH2	-0.0212539210227641
ELOVL3	-0.025339615568965
ATP12A	-0.0253399576155253
LDHAL6A	-0.0253401597363544
NDUFA4L2	-0.0253418496156218
ACOT1	-0.0253421134836138
PLCD4	-0.0253431790101684
PAPSS2	-0.0253436583114262
CPT1C	-0.0253446248647113
ACACA	-0.0256373581061459
GALE	-0.0261909316990592
ACACB	-0.0288556105570886
ITPKC	-0.0288558830406059
CA1	-0.0292648941973992
ENPP3	-0.0292661093003866
ALDH2	-0.0292669994774698
MIOX	-0.0292680807234134
CPT1B	-0.0295200954404217
ACADSB	-0.0309875323969005
ABHD17C	-0.0315033594272078
PFKFB1	-0.0327257196181831
CA6	-0.0327270829445072
BCKDHB	-0.0336662696446424
PIP4K2B	-0.0343887847907361
AMDHD2	-0.0349254437366131
CYB5R2	-0.0351644367219182
INPP5E	-0.0371035697421089
UGP2	-0.037962384346192
PIK3C2B	-0.0399769074022307
CRYL1	-0.0420817349058599
GFPT1	-0.0427662599636506
OXCT2	-0.043923772017467
MTMR3	-0.0449575800505072
MGAM	-0.0456783090982298
HSD17B12	-0.0457541019120637
PGM1	-0.0457776141405564
PLCE1	-0.0463039975100624
CA13	-0.0466158775512924
GNPDA1	-0.0469737185420896
ENO3	-0.0484440621805279
ATP6V1G2	-0.0485692633340592
CA8	-0.0488784791057423
LHPP	-0.0498426852907578
ACSBG1	-0.0507325235188443
LDHD	-0.0507335443895522
OGDHL	-0.0507343192842015
ME3	-0.0507371443480809
ISYNA1	-0.0508732977976492
UAP1	-0.0511817945262334
UQCRHL	-0.0516039750608517
PFKFB4	-0.0522328866990794
UGDH	-0.0525685442279947
GANC	-0.0525954460485173
ACSL1	-0.0527834871532099
ITPKA	-0.0528119181769228
DHDH	-0.0548116632374348
FUK	-0.0549254559455872
EHHADH	-0.0571407039333473
NDUFV3	-0.0584577593849481
IPMK	-0.0585023270790758
DLAT	-0.0593057777674707
ATP6V1C2	-0.0598899532501713
ISPD	-0.0604203731684738
GMPPB	-0.0609556534135294
PPT2	-0.0609571041941333
DBT	-0.0618882873187961
PMM2	-0.0638374649613857
PFKFB3	-0.0653362812797138
ACSL3	-0.0654060177911465
ACO1	-0.0656011893755617
PGM2L1	-0.066099826818501
GALT	-0.066752675850868
L2HGDH	-0.0675588757008589
OXSM	-0.0677265140356547
PIK3C2A	-0.0685545301558465
ITPKB	-0.069250522880138
ATP6V0A1	-0.0693494230574901
SORD	-0.0697047095190111
ALDOC	-0.0706868830580408
IMPAD1	-0.0710338841981662
UXS1	-0.0739468549793278
MTM1	-0.0759927132042307
BDH1	-0.0771255218113034
PAPSS1	-0.0771778091359914
MTMR4	-0.0774166864756128
GNE	-0.0777332031330221
SUCLG2	-0.0786147447060081
PCCA	-0.0792532792502726
ACOT4	-0.0798541422973822
NAGK	-0.0801039099420376
GNPNAT1	-0.0803820885485771
ALDH5A1	-0.0808749084871088
MCAT	-0.0813392610825356
PPT1	-0.0824393453547463
PC	-0.0839144659961042
MECR	-0.0840161664972472
MCEE	-0.0843049372919172
HACD1	-0.0845069944384758
GLO1	-0.0863413425723393
CPT1A	-0.0879491191699585
ADPGK	-0.0879919708772867
IDH3A	-0.0880909192597011
SUOX	-0.0886837122985571
GNPDA2	-0.0890304514044701
PI4K2B	-0.0894947162534284
AGL	-0.0899708081154263
HACD2	-0.0912026730769322
