Gene	Rank
PLCB1	0.233478917597159
HYI	0.130815377775188
ACSL6	0.091130513001068
INPP5E	0.0714386819367824
ELOVL6	0.0686412364075627
RBKS	0.0644734881630897
FBP1	0.0640726635772569
GLO1	0.0635298177631385
PFKFB3	0.0614950926112384
HACD4	0.056240519690388
ACSM1	0.0555987472986834
MTMR7	0.0555981941413929
ELOVL4	0.0539322074235236
PLCD1	0.0536963576088508
INPP4B	0.0513336856262272
GMPPB	0.0497946457968328
CA5B	0.0477161143003938
PIK3CB	0.0460370741668913
PIP5KL1	0.0459377671503865
OXSM	0.0415336455293242
GMPPA	0.0413824835817888
CYB5R1	0.040984782346166
ATP6V1G1	0.0387910101578748
DBT	0.0366373374796007
PLCH2	0.0365828522923665
MTM1	0.034417816497064
ATP12A	0.0313177062779223
PLCB3	0.0308567842983201
NPL	0.0304967835614317
SACM1L	0.0303213871483633
ENO2	0.0262162693766036
PFKFB2	0.0260633071206103
NDUFV3	0.0244082988194735
PIP4K2A	0.0243556756525521
GALM	0.0241690226554004
PIP4K2B	0.0229687037300084
ACO1	0.0224365294876
PPA1	0.0207829176542722
IMPAD1	0.0197077758180492
DHDH	0.0195591470683342
UQCRHL	0.0191964984723059
TCIRG1	0.0191412936660137
PFKM	0.0168305387756701
AMY2B	0.0166470984851035
GBE1	0.0160079593888096
ACSL5	0.0159349978373979
GNPDA1	0.0158875071475373
ALDH1B1	0.0153562865068518
CA4	0.0150305622463149
PGAM2	0.0150305349871331
ALDH7A1	0.0150304849405065
PGM1	0.014138536338139
ACSS2	0.0126735725252815
HACD3	0.0126570608121807
CPT1A	0.011693718746476
CYB5R3	0.0105092936779777
GFPT1	0.0101613711642247
DLAT	0.0100751160562883
SUCLG2	0.00918598776151357
PGK1	0.00809840996031803
CA13	0.0074234972602224
GYS1	0.00716294161034152
OCRL	0.00705435151752266
AMT	0.00705429452883205
PGM3	0.0066769167920112
UGDH	0.00603241779858214
GALK1	0.00506421354395717
B4GALT2	0.00498463440458329
CYB5RL	0.0049846252226169
GFPT2	0.00478292901371175
ME1	0.0045224475786662
GLB1	0.00415127355753453
MTMR8	0.00378579021321332
MCEE	0.0031044616154291
GNE	0.00291577157878998
GYG1	0.00289359343760451
NAGK	0.00195078214030037
SQOR	0.00193595386339666
PRPS2	0.00174063945616411
HACD2	0.00164853248729589
CAT	0.00138042181362935
INPP5A	0.00132425754369483
PCCA	0.00122876213585765
PYGB	0.000830342620397788
DLST	0.000419383352503816
CDIPT	8.37671608127956e-06
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
CHIA	0
HAO2	0
HMGCS2	0
CA14	0
THEM5	0
PKLR	0
ATP6V1B1	0
LCT	0
G6PC2	0
GAD1	0
ACADL	0
PLCD4	0
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
UGT1A1	0
AGXT	0
PLCH1	0
SI	0
COX7B2	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B28	0
UGT2B4	0
UGT2A1	0
UGT2A2	0
PDHA2	0
ADH4	0
ADH6	0
ADH1A	0
ADH1B	0
ADH1C	0
ADH7	0
TKTL2	0
ELOVL7	0
ACOT12	0
HK3	0
ELOVL2	0
PGK2	0
HMGCLL1	0
PRPS1L1	0
AKR1B10	0
ATP6V0A4	0
MGAM	0
MGAM2	0
GYG2	0
RGN	0
PFKFB1	0
PGAM4	0
GLUD2	0
CA1	0
CA3	0
ATP6V0D2	0
CA9	0
FBP2	0
ALDOB	0
LDHC	0
LDHAL6A	0
ALDH3B2	0
ALDH3B1	0
NDUFC2-KCTD14	0
TREH	0
OLAH	0
GAD2	0
OGDHL	0
PAPSS2	0
ACSM6	0
HOGA1	0
RPEL1	0
ENO4	0
ACSM4	0
PIK3C2G	0
PLCZ1	0
GYS2	0
LALBA	0
NDUFA4L2	0
ACSS3	0
ATP4B	0
PYGL	0
COX8C	0
LDHAL6B	0
CA12	0
ALDH1A3	0
ACSM5	0
ACSM2A	0
ACSM2B	0
CA7	0
CA5A	0
G6PC	0
HAO1	0
COX4I2	0
PCK1	0
ACSBG2	0
GAPDHS	0
ATP4A	0
COX7A1	0
CPT1C	0
COX6B2	0
INPP5J	0
ACAA2	-0.000211623138004115
IMPA2	-0.00037411662936222
GLA	-0.000863347268229228
