Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	75/158	8.02677620202963e-103	1.54916780699172e-100	101.550774526678	23872.909634936	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPS7;RPSA;FAU;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	77/232	1.05089731434632e-90	1.0141159083442e-88	56.2675741189633	11657.6855955998	RPL22;RPL21;RPL24;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;JUN;RPS15A;RPS27A;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;RPS5;RPS2;RPS3;RPL13A;RPS3A;NFKBIA;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Antigen processing and presentation	15/78	4.044399397612e-14	2.60189694579705e-12	19.9463019250253	615.12117753046	CD74;HSP90AA1;HSPA8;IFNG;CALR;B2M;HLA-C;HLA-A;HLA-B;HLA-E;CD8B;CD8A;PSME2;PSME1;HSP90AB1	3	KEGG_2021_Human
Shigellosis	18/246	2.14944618903627e-09	1.03710778621e-07	6.64314882032668	132.584333611365	PFN1;MYL12B;ACTB;MYL12A;GABARAP;RHOA;JUN;ARPC1B;RPS27A;UBE2D3;ARPC3;ARPC2;ACTG1;UBC;UBB;NFKBIA;UBA52;CCL5	4	KEGG_2021_Human
Yersinia infection	13/137	1.80270280530677e-08	6.95843282848413e-07	8.68170681910984	154.806931817293	ACTB;FYB1;ARPC3;CD8B;CD8A;ARPC2;ACTG1;RHOA;JUN;NFKBIA;ARPC1B;LCK;RAC2	5	KEGG_2021_Human
T cell receptor signaling pathway	11/104	7.48677966193514e-08	2.40824745792247e-06	9.72812345345751	159.614594051922	CD8B;CD8A;RHOA;JUN;NFKBIA;PTPRC;IFNG;CD3G;CD3E;CD3D;LCK	6	KEGG_2021_Human
Salmonella infection	16/249	1.05463681762408e-07	2.80248214431654e-06	5.72744946993874	92.0108983618112	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;PTPRC;ARPC1B;RPS3;ARPC3;ARPC2;ACTG1;HSP90AA1;NFKBIA;GAPDH;HSP90AB1	7	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	15/219	1.16165062976851e-07	2.80248214431654e-06	6.11576971214018	97.6581623378175	B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CALR;CD3G;CD3E;CD3D;ZFP36;NFKBIA;LCK;SLC25A6;SLC25A5	8	KEGG_2021_Human
Allograft rejection	7/38	3.97583133121608e-07	8.52594941027449e-06	18.3237753882915	270.05326904818	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;IFNG;PRF1	9	KEGG_2021_Human
Human immunodeficiency virus 1 infection	14/212	4.82250118168985e-07	9.30742728066141e-06	5.85790104434172	85.2020163326959	CALM1;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CALR;CD3G;CD3E;CD3D;RAC2;CFL1;NFKBIA	10	KEGG_2021_Human
Viral myocarditis	8/60	7.78121947555139e-07	1.30995729972823e-05	12.5225683407502	176.147237166712	ACTB;HLA-C;HLA-A;HLA-B;HLA-E;ACTG1;PRF1;RAC2	11	KEGG_2021_Human
Graft-versus-host disease	7/42	8.14481222628953e-07	1.30995729972823e-05	16.2263374485597	227.504844147068	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;IFNG;PRF1	12	KEGG_2021_Human
Type I diabetes mellitus	7/43	9.62554234534517e-07	1.37210628100937e-05	15.7748056698674	218.539037639695	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;IFNG;PRF1	13	KEGG_2021_Human
Kaposi sarcoma-associated herpesvirus infection	13/193	9.95310255654469e-07	1.37210628100937e-05	5.96366619784341	82.4191271776234	CALM1;HLA-C;HLA-A;HLA-B;HLA-E;GABARAP;JUN;RPS27A;ZFP36;UBC;UBB;NFKBIA;UBA52	14	KEGG_2021_Human
Fluid shear stress and atherosclerosis	11/139	1.42814306693607e-06	1.83754407945774e-05	7.05550470711297	94.9609939595415	CALM1;ACTB;CYBA;ACTG1;RHOA;HSP90AA1;JUN;IFNG;HSP90AB1;SUMO2;RAC2	15	KEGG_2021_Human
Epstein-Barr virus infection	13/202	1.66082970099432e-06	2.0033758268244e-05	5.67707007791396	75.5515457507807	VIM;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CALR;CD3G;CD3E;CD3D;NFKBIA;TNFAIP3	16	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	10/131	5.97102302317916e-06	6.77886731455046e-05	6.75929752066116	81.3048340061636	HLA-C;HLA-A;HLA-B;HLA-E;PRF1;IFNG;HCST;GZMB;LCK;RAC2	17	KEGG_2021_Human
Primary immunodeficiency	6/38	7.09296158487612e-06	7.60523103267273e-05	15.1521516393443	179.650085727	LCK;PTPRC;CD8B;CD8A;CD3E;CD3D	18	KEGG_2021_Human
Th17 cell differentiation	9/107	7.97236795698769e-06	8.09824745104539e-05	7.48869506308748	87.9137528690827	HSP90AA1;JUN;NFKBIA;IFNG;CD3G;CD3E;CD3D;LCK;HSP90AB1	19	KEGG_2021_Human
Parkinson disease	13/249	1.6189635557076e-05	0.000156229983125783	4.53554315955088	50.0322083982507	CALM1;ATP5F1E;COX7C;RPS27A;PARK7;UQCRB;ATP5MC2;UBC;UBB;COX4I1;SLC25A6;UBA52;SLC25A5	20	KEGG_2021_Human
Glycolysis / Gluconeogenesis	7/67	2.01308831250008e-05	0.000178792170184339	9.45336076817558	102.221604830151	TPI1;ALDOA;LDHB;LDHA;PGK1;PKM;GAPDH	21	KEGG_2021_Human
