ranks
GNLY	0.979379037347647
GZMB	0.927394023338212
ISG20	0.89845788678682
RPS26	0.818834380565562
CEBPD	0.702859941904051
FKBP5	0.702171592624054
CD52	0.696573706605147
CLIC3	0.674467237553387
CD38	0.656455637919238
BHLHE40	0.593027263491185
PRF1	0.592289904859022
MIR4435-2HG	0.572760450870441
NEAT1	0.569060324227865
LITAF	0.56724441272035
HMGB1	0.55682691872767
S1PR4	0.552195111503878
CTLA4	0.547241821443685
CD55	0.544632240785179
CYTOR	0.536910340134531
IFITM2	0.534190056107666
ID2	0.53037090570834
UCP2	0.520795144029397
AL157402.2	0.517968735024086
TMSB10	0.517599849725355
LY6E	0.515788645532092
RGS2	0.510266555791953
BTF3	0.510071039966292
CD7	0.509684119203872
LINC02446	0.504618325347026
RGS1	0.501505077931625
HIGD2A	0.499968004608484
FGFBP2	0.4981981847417
UBE2L6	0.497737010479592
RARRES3	0.496251098287794
PDE3B	0.492727613556736
TNFAIP3	0.490116184211975
HAVCR2	0.488964697540118
MT2A	0.48834240566113
LDHB	0.483715249980758
LAG3	0.479307241050884
GBP2	0.478964347248503
MTHFD2	0.471696075218215
ADAM19	0.470522237853653
SPOCK2	0.469812554665491
ZNF683	0.465648985535287
CLEC2B	0.46510224964465
ATP5MG	0.462530690141536
PTPRCAP	0.461784847458551
PDE4D	0.458254903941826
SH3BGRL3	0.456793021336912
RPS15A	0.454625167695359
CXCR6	0.45430326496405
TAP1	0.444861979478693
RPS4Y1	0.444193763593888
SRGN	0.442508929874798
RGS10	0.440373124710384
BCL2L11	0.439818138827172
GZMH	0.434931775225302
CASP4	0.431953248463008
STAT1	0.431197591832175
BTG1	0.430008392862928
SAT1	0.428340300758794
PSMB9	0.427602468326078
LEPROTL1	0.426428453612104
SELPLG	0.424409728605464
RUNX2	0.423296821109277
GBP5	0.421202368099213
LINC01871	0.421110790964636
NFKBIZ	0.420207077205253
IFITM3	0.416777356974665
YPEL3	0.416606853503462
HSH2D	0.41501301363259
TSC22D3	0.414399461240748
CCND3	0.414203416956385
TNFRSF14	0.410732569884879
SLC25A5	0.410544987682303
NPDC1	0.409499293694955
LIMD2	0.409469144334677
SUB1	0.408137297138596
CYTIP	0.406122495869778
FAM107B	0.405820043166055
GMFG	0.404177386570266
PSME2	0.403891239314808
CDC25B	0.403344675139587
CBLB	0.402986563289953
RNF213	0.402348311185081
RORA	0.400377566486887
HLA-B	0.399474700371317
GAPDH	0.399239095244918
FTH1	0.399137537807958
C12orf75	0.398884527021109
NOSIP	0.398333107249407
SMAP2	0.397469991586391
CENPM	0.397388394048988
DUSP5	0.396123818348621
FCGR3A	0.395814821805786
ARRB2	0.392793165782749
AES	0.391253425235593
ATP5MC2	0.384133622475544
RACK1	0.383544877946613
ZFP36L2	0.381254841420067
PMAIP1	0.380191337440129
HOPX	0.378679896765806
SLA2	0.378058571298112
SSR2	0.377174326723702
GBP4	0.375962321737024
TRBV6-2	0.375615279017092
MRPL10	0.374269703793274
FOSL2	0.373612168318064
BRK1	0.371683182210541
ANXA1	0.371307397135353
GPSM3	0.370765589184456
GPR34	0.370098285902623
TPM4	0.368088641427461
CD2	0.367782310866032
TSPAN14	0.367518727721785
PSME1	0.367025127423191
CREM	0.366445045037031
RAC2	0.364345958189304
ARHGDIB	0.364022891731177
CD8B	0.363890265297052
RASA3	0.362434861112421
UBE2D3	0.360592322808798
JAK3	0.357925386085163
SUMO2	0.356011490035859
LYAR	0.355105185702914
ZNHIT1	0.353941248200577
CCL5	0.353490497818165
CD74	0.352783805353557
FURIN	0.351685997285275
SP100	0.350530109719124
PSMB8	0.349910604498314
NKG7	0.349443499843217
IL7R	0.348318216547746
BIN2	0.347064269104027
TMEM258	0.346743130104484
VPS37B	0.346575605141229
TNFRSF25	0.344084820425885
IDH2	0.343921530445312
RPL28	0.343498336648887
SELL	0.343091398780123
PSMB4	0.342979358840484
TNFSF10	0.34238359462084
MT1F	0.34232900723439
ARL4C	0.341492662161332
LINC00426	0.341463229890161
EIF3H	0.341090375074105
SYTL3	0.340304983987611
FXYD5	0.33985118847774
NOP10	0.339804871099589
ATP5MC3	0.338106839309408
RHBDF2	0.337688369156138
BIN1	0.337195313240936
CD8A	0.336848212269346
CD3D	0.336096428792622
GZMA	0.336068711790735
PTGER2	0.335872224946631
KLF2	0.335155311300201
FDFT1	0.334760518256289
AC016831.7	0.332593523061831
NDUFB5	0.331658239568019
NDUFS5	0.331244154152792
ADA	0.33124167258785
DOCK5	0.331103387701078
FKBP11	0.331030894290302
COTL1	0.330346805723492
IFITM1	0.330262444803902
CD3E	0.327903451923569
DUSP10	0.327431928255116
RUNX3	0.327115952056076
FAM177A1	0.325839044537397
PRR5	0.324838275823438
NSD3	0.323767758219186
EEF1D	0.323417581145151
RPS19	0.322160483345234
POMP	0.320874232575529
GPR171	0.319331888107729
SYTL2	0.319053455969497
PXN	0.31871776558353
HAPLN3	0.318495230975336
NSA2	0.317707828517239
SERF2	0.317651472382267
RPL37	0.317221183494084
TP53INP1	0.317205160897399
MT-CO2	0.316934756998513
