p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
4.42859730237226e-48	1.26184794350329	0.953	0.727	1.48526296326961e-43	CD96	CD4 TEM
2.76026408695888e-29	2.32798185131903	0.209	0.047	9.2573736948427e-25	KIR2DL4	CD4 TEM
2.92400285928004e-29	1.57410679459322	0.329	0.1	9.8065207894534e-25	CD160	CD4 TEM
2.96398514596959e-27	-2.77424701364471	0.115	0.467	9.94061338255282e-23	CD28	CD4 TEM
1.9818601742847e-25	2.36887577639899	0.184	0.042	6.64676265251604e-21	AC068775.1	CD4 TEM
6.19538062724342e-25	2.28944024213846	0.235	0.065	2.0778067547649e-20	KLRC2	CD4 TEM
1.74089509940713e-24	-0.959973982040781	0.855	0.928	5.83861398439162e-20	CD2	CD4 TEM
7.53745644308067e-24	0.992220874634414	0.325	0.112	2.5279121418804e-19	XCL2	CD4 TEM
5.761495102372e-21	-1.56894570881371	0.53	0.684	1.93229022743352e-16	CD27	CD4 TEM
1.79869275909502e-20	0.805827855431042	0.303	0.107	6.03245577545288e-16	XCL1	CD4 TEM
6.70230968208583e-19	5.91058507916626	0.013	0	2.24782062117794e-14	APOC2	CD4 TEM
2.32220226004913e-18	1.09544231071621	0.615	0.371	7.78820193975279e-14	HOPX	CD4 TEM
2.3018682154464e-16	1.57167280464802	0.231	0.081	7.72000562096414e-12	KLRC3	CD4 TEM
2.54291378855533e-15	1.03750766056375	0.56	0.337	8.52842426405687e-11	ITGA1	CD4 TEM
1.5952723422861e-14	1.16256429649106	0.419	0.219	5.35022438155912e-10	TMIGD2	CD4 TEM
1.8281191214457e-13	0.549680717471272	0.996	0.991	6.13114590950458e-09	FTL	CD4 TEM
2.34839853029671e-13	3.77934054588801	0.026	0.002	7.87605899090909e-09	LTF	CD4 TEM
3.14642266025443e-13	1.77526911465409	0.141	0.042	1.05524723179613e-08	TRDC	CD4 TEM
3.38764859851396e-13	2.13799557526933	0.124	0.034	1.13614958696961e-08	FES	CD4 TEM
4.929770105757e-13	2.04064561973063	0.141	0.043	1.65334629806878e-08	TRDV1	CD4 TEM
7.7490238249893e-13	2.199614693533	0.098	0.024	2.59886761042491e-08	SPECC1	CD4 TEM
9.61835973091219e-13	3.25251664895031	0.06	0.01	3.22580548655333e-08	TRDV2	CD4 TEM
1.38699922388436e-12	4.75858198572121	0.017	0.001	4.65171799706337e-08	ZNF730	CD4 TEM
