Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	75/158	8.02677620202963e-103	1.55719458319375e-100	101.550774526678	23872.909634936	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPS7;RPSA;FAU;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	78/232	1.84282607209918e-92	1.7875412899362e-90	57.7049229839928	12188.8105450376	RPL22;RPL21;RPL24;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;JUN;RPS15A;RPS27A;FOS;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;RPS5;RPS2;RPS3;RPL13A;RPS3A;NFKBIA;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Antigen processing and presentation	12/78	2.33957806284991e-10	1.51292714730961e-08	15.0374331550802	333.468318145267	CD74;HSP90AA1;HSPA8;HSPA1A;CALR;B2M;HLA-C;HLA-A;HLA-B;HLA-E;PSME1;HSP90AB1	3	KEGG_2021_Human
Salmonella infection	17/249	1.71225629840573e-08	8.30444304726777e-07	6.13819002515909	109.768446707852	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;PTPRC;ARPC1B;FOS;RPS3;ARPC3;ARPC2;ACTG1;HSP90AA1;NFKBIA;GAPDH;HSP90AB1	4	KEGG_2021_Human
Human immunodeficiency virus 1 infection	15/212	7.58454450584683e-08	2.94280326826857e-06	6.33534938978291	103.865317546087	CALM1;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CALR;CD3E;CD3D;FOS;RAC2;CFL1;TNFRSF1B;NFKBIA	5	KEGG_2021_Human
Yersinia infection	12/137	1.56242846445741e-07	5.05185203507896e-06	7.91596638655462	124.057872108084	ACTB;FYB1;ARPC3;ARPC2;ACTG1;RHOA;JUN;NFKBIA;ARPC1B;FOS;LCK;RAC2	6	KEGG_2021_Human
Fluid shear stress and atherosclerosis	12/139	1.8321135454456e-07	5.07757182594924e-06	7.79051148018262	120.851286326241	CALM1;ACTB;CYBA;ACTG1;RHOA;HSP90AA1;JUN;DUSP1;FOS;HSP90AB1;SUMO2;RAC2	7	KEGG_2021_Human
Shigellosis	15/246	5.20498083508043e-07	1.262207852507e-05	5.39347886156397	78.0354390483316	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;ARPC1B;RPS27A;ARPC3;ARPC2;ACTG1;UBC;UBB;NFKBIA;UBA52	8	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	14/219	7.13493927631027e-07	1.40736408451668e-05	5.65584952459694	80.0477581549585	B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CALR;CD3E;CD3D;FOS;ZFP36;NFKBIA;LCK;SLC25A6	9	KEGG_2021_Human
T cell receptor signaling pathway	10/104	7.25445404390041e-07	1.40736408451668e-05	8.71276595744681	123.167841875034	RHOA;JUN;NFKBIA;PTPRC;CD3E;CD3D;CTLA4;ICOS;FOS;LCK	10	KEGG_2021_Human
