Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Salmonella infection	108/249	1.67681238582697e-17	5.26519089149667e-15	0	0	3.15433940002095	121.842831964634	CYFIP2;CSE1L;ARPC5L;GCC2;ACTG1;PYCARD;AKT2;KIF5B;KPNA3;MAP3K7;SKP1;KPNA1;MAP2K3;VPS18;MAP2K1;VPS33A;DYNC1LI1;ELMO1;PFN1;RAF1;RAB5B;RAB5C;TXN;KLC1;MYL12A;MYL12B;HSP90B1;NCKAP1L;SNX9;RIPK1;FADD;MAP2K7;S100A10;MAP2K6;M6PR;ARPC4;TNFRSF10A;NFKB1;NFKBIA;PTPRC;ARPC2;ARPC3;BCL2;PLEKHM1;CYCS;TAB1;RAB5A;MYD88;ARF1;HSP90AB1;ARPC1B;ARPC1A;BRK1;PIK3CD;WASL;PIK3CB;PIK3CG;IKBKB;ACTR1A;TUBA1B;CASP7;TUBA1A;CASP8;CASP4;ACTR3;ACTR2;HSP90AA1;ANXA2;RIPK3;EXOC7;TUBB;DYNLT3;RHOG;RHOH;TRAF2;FOS;IRAK4;RHOA;TNFRSF1A;TRAF6;EXOC4;ARF6;RAB7A;BIRC3;DCTN6;DYNC1I2;DCTN5;RALA;AHNAK;DCTN2;DCTN1;DCTN4;LEF1;STX10;CDC42;CYTH3;CYTH4;RPS3;FLNA;FLNB;CYTH1;DYNC1H1;TUBB4B;MAPK13;ABI1;CTNNB1;RAB9A;PKN1
Spliceosome	75/150	1.13336127734257e-16	1.77937720542784e-14	0	0	4.10020554984584	150.543859127823	TCERG1;DDX46;EIF4A3;HNRNPU;PRPF19;SART1;SNRPD2;SNRPD1;SNRNP70;DHX15;TXNL4A;BCAS2;CTNNBL1;RBM17;AQR;NCBP2;THOC3;PRPF40A;THOC2;PLRG1;WBP11;CDC40;PRPF4;PRPF6;DDX39B;SNRPG;SRSF2;SRSF3;SRSF4;SRSF5;SNRNP200;SNRPC;SRSF6;SRSF7;SLU7;SRSF9;RBM22;SF3B4;DDX5;SF3B2;SF3B3;DHX8;SF3B6;DDX23;SRSF1;U2AF1;PRPF8;ZMAT2;PUF60;U2AF2;PCBP1;TRA2B;HNRNPA1;SF3B1;SF3A3;HSPA8;PRPF38B;HNRNPA3;SF3A1;PRPF38A;SF3A2;FUS;HSPA6;U2SURP;CHERP;LSM8;HNRNPK;SNW1;RNU5A-1;ACIN1;PRPF31;HNRNPC;RBMX;HSPA1B;HSPA1A
Yersinia infection	70/137	2.72978568008791e-16	2.85717567849201e-14	0	0	4.28044534831616	153.398912306675	ITGB1;GSK3B;WIPF1;WIPF2;ARPC1B;ARPC1A;ARPC5L;PIK3CD;PIK3CB;WASL;ACTG1;CRKL;PYCARD;IKBKB;TBK1;AKT2;RPS6KA1;RAC2;MAP3K7;MAP2K3;ACTR3;ACTR2;MAP2K1;ARHGEF12;ITGA4;RHOG;TRAF2;FOS;IRAK4;TICAM1;RHOA;VAV1;ZAP70;IRF3;CD8A;LCK;TRAF6;ELMO1;ARHGEF1;LCP2;ITGA5;ARHGEF7;ARF6;ROCK1;PXN;WAS;PIK3R3;PIK3R1;CDC42;PIP5K1A;PIP5K1C;PLCG1;MAP2K7;WASF2;MAP2K6;GIT2;NFATC2;ARPC4;NFATC1;NFKB1;MAPK13;NFKBIA;CD4;ARPC2;ARPC3;PKN2;TAB1;PKN1;LAT;MYD88
Protein processing in endoplasmic reticulum	81/171	3.92276226097415e-16	3.07936837486471e-14	0	0	3.69240864642306	130.986592099108	HSP90AB1;UBXN1;UBE2D2;UBE2D3;NGLY1;HERPUD1;SEC61A1;MAN1A2;CAPN2;CAPN1;SEC62;UBXN4;MAP3K5;SKP1;PDIA3;HSP90AA1;SEC13;SSR4;SSR2;RAD23A;TRAF2;PDIA6;RAD23B;DDOST;PDIA4;DNAJC3;DNAJC1;DAD1;DDIT3;CANX;PLAA;PPP1R15A;VCP;SEC23A;RPN2;SAR1A;ATF6B;SAR1B;RPN1;CUL1;DERL1;DERL2;RNF5;HSP90B1;UBE2J1;ATXN3;DNAJB1;ERLEC1;LMAN1;GANAB;HSPH1;OS9;LMAN2;UBQLN1;SSR1;MAP2K7;SEC23B;UBQLN4;SEC31A;BCAP31;HSPA8;MBTPS1;XBP1;SEC24B;HSPA5;EIF2AK1;HSPA6;SYVN1;EIF2AK2;EIF2AK4;UBE2G2;SVIP;DNAJA1;BCL2;STT3A;CALR;P4HB;SEC24C;HSPA1B;NFE2L2;HSPA1A
Ribosome	76/158	1.10172857421519e-15	6.91885544607141e-14	0	0	3.79949978374109	130.861976469773	RPL4;RPL30;MRPS15;RPL3;RPL32;RPL31;MRPS14;RPL34;RPLP1;MRPS12;RPLP0;MRPS10;RPL10A;RPL8;MRPL34;RPL9;RPL6;RPL7;RPS15;RPS14;MRPL3;RPS16;RPS19;RPS18;RPLP2;RPL38;RPL37;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS5;RPL22;RPS6;RPL13A;RPS3A;MRPS7;MRPS5;RPL37A;RPL27;RPL26;RPL28;UBA52;RPL10;MRPL18;RPL12;MRPL19;RPL11;RPL36A;MRPL14;MRPL15;MRPL13;RPS15A;RPL14;RPS3;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPL23A;MRPL23;RPS26;RPS27;RPS29;RPL27A;RNR2;RPL22L1;RNR1;RPS21;RSL24D1;RPL26L1;RPS23
Endocytosis	104/252	3.94150334303494e-15	1.82477976128793e-13	0	0	2.8895760891619	95.8391890537524	TFRC;WIPF1;WIPF2;ARPC5L;CBLB;KIF5B;VPS35;VPS36;SH3GLB1;USP8;HLA-C;HLA-A;HLA-G;RNF41;ACAP2;ACAP1;HGS;RAB35;STAMBP;STAM2;RAB5B;RAB5C;AGAP2;VPS26B;PLD2;SNX3;SNX4;RAB11FIP1;SNX2;GRK5;GRK6;PIP5K1A;PIP5K1C;RAB11FIP4;SNX6;SMAD2;HSPA8;RAB4A;CAV1;HSPA6;ARPC4;STAM;EHD1;EHD4;ARPC2;ARPC3;CHMP2B;RAB5A;ARF3;ARF1;SH3KBP1;ARPC1B;ARPC1A;CLTC;SNX12;CLTA;AP2A1;WASL;ARRB2;RAB22A;CAPZB;CHMP1B;CHMP1A;LDLRAP1;RAB8A;ACTR3;ACTR2;PDCD6IP;ARAP2;EPS15L1;ARAP1;VPS37B;ARFGAP3;RHOA;EPN1;TGFBR2;TRAF6;CHMP7;ARF6;RAB7A;VPS4B;VPS4A;CXCR4;CBL;IL2RG;CDC42;CYTH3;CYTH4;PARD6A;AP2S1;LDLR;CYTH1;ARFGEF1;GIT2;GBF1;RAB11A;RAB11B;ITCH;NEDD4;IL2RB;SMAP2;SMAP1;HSPA1B;HSPA1A
Amyotrophic lateral sclerosis	136/364	4.06798035955909e-15	1.82477976128793e-13	0	0	2.46085718080113	81.5420523977839	NUP107;NUP188;NDUFA10;ACTG1;GLE1;PSMD8;PSMD9;PSMD6;PSMD7;TBK1;PSMD4;PSMD2;KIF5B;PSMD3;PSMD1;MAP3K5;MAP2K3;GABARAPL2;GABARAPL1;ANXA11;SDHD;SDHA;SDHB;COX6B1;ATXN2L;DDIT3;SRSF3;VDAC1;MATR3;ND1;NUP98;UQCRC2;PFN1;ND3;ND2;SQSTM1;SRSF7;OPTN;ND5;ND4;ND6;PSMD12;VCP;SEH1L;PSMD11;UQCRB;ATP8;ATP6;KLC1;GABARAP;NUP160;UQCRH;PPP3R1;TPR;COX3;COX2;COX1;NRBF2;MAP2K6;XBP1;HSPA5;FUS;SETX;CHMP2B;BCL2;CYCS;CYTB;RAB5A;BCL2L1;COX7B;COX4I1;ACTR1A;TUBA1B;PPP3CC;TUBA1A;RB1CC1;ANXA7;UQCRFS1;RAB8A;SEC13;APAF1;NUP133;TUBB;NDUFC2;NDUFC1;TRAF2;WIPI1;WIPI2;TNFRSF1B;TNFRSF1A;PSMA6;PSMA3;PSMA1;ALS2;PSMA2;NUP50;CAT;NDUFS2;NUP54;DCTN6;BECN1;DCTN5;NDUFB7;DCTN2;DCTN1;NDUFB5;DCTN4;NDUFB3;DERL1;NDUFB1;UQCR11;AMBRA1;COX5A;TANK;PSMA7;PSMB1;UBQLN1;NUP43;HNRNPA1;UBQLN4;RANBP2;NDUFA8;HNRNPA3;NDUFA7;NDUFA4;NDUFA3;ADRM1;ND4L;TUBB4B;UQCRHL;MAPK13;PINK1;PSMC6;VAPB;HNRNPA2B1;NDUFAB1
Shigellosis	101/246	1.4612463968785e-14	5.73539210774813e-13	0	0	2.86260056727973	91.1935844027049	UBE2D2;UBE2D3;ARPC5L;CRKL;ACTG1;PYCARD;TBK1;CAPNS1;AKT2;CAPN2;CAPN1;MAP3K7;SKP1;CAST;GABARAPL2;GABARAPL1;FNBP1;IL1R1;FBXW11;RRAGA;RRAGB;ELMO1;UBE2V2;PRKCQ;VDAC1;RBCK1;UBE2V1;PFN1;TLN1;UBA52;SQSTM1;PPID;PXN;CUL1;PIK3R3;ITPR2;BCL10;PIK3R1;FOXO3;GABARAP;MYL12A;MYL12B;UBB;UBC;RIPK1;PLCG1;ATG5;ARPC4;NFKB1;NFKBIA;DIAPH1;ARPC2;ARPC3;BCL2;CYCS;ATM;TAB1;MYD88;BCL2L1;ITGB1;GSK3B;ARF1;CALCOCO2;ARPC1B;ARPC1A;PIK3CD;WASL;PIK3CB;HK1;IKBKB;CASP4;ACTR3;ACTR2;TRAF2;WIPI1;WIPI2;RHOA;TNFRSF1A;IRF3;TRAF6;HCLS1;ARHGEF2;ITGA5;PLCB2;CD44;ARF6;BECN1;ROCK1;U2AF1;MALT1;CDC42;CYTH3;CYTH4;CCL5;RPS27A;WASF2;CYTH1;BNIP3;MAPK13;RPS6KB1;TNIP1
Parkinson disease	97/249	2.0812554714913e-12	7.26126908942521e-11	0	0	2.6187559499524	70.4394279879212	NDUFA10;PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD2;KIF5B;PSMD3;PSMD1;MAP3K5;SDHD;SDHA;SDHB;COX6B1;DDIT3;VDAC3;VDAC2;VDAC1;ND1;UQCRC2;ND3;UBA52;ND2;ND5;ND4;ND6;PSMD12;PSMD11;UQCRB;ATP8;ATP6;ITPR2;TXN;KLC1;UQCRH;UBE2J1;UBB;UBC;COX3;COX2;COX1;PLCG1;XBP1;HSPA5;GNAS;CYCS;CALM3;UBA1;CYTB;CALM1;CALM2;BCL2L1;NFE2L2;COX7B;COX4I1;TUBA1B;TUBA1A;UQCRFS1;APAF1;DUSP1;TUBB;NDUFC2;NDUFC1;PSMA6;PSMA3;PSMA1;PSMA2;NDUFS2;SLC25A5;SLC25A6;CAMK2D;NDUFB7;NDUFB5;NDUFB3;GNAI3;NDUFB1;UQCR11;COX5A;PSMA7;PSMB1;MFN1;MFN2;RPS27A;CAMK2G;NDUFA8;NDUFA7;NDUFA4;NDUFA3;ADRM1;ND4L;UBE2G2;TUBB4B;UQCRHL;PINK1;PSMC6;NDUFAB1
Epstein-Barr virus infection	83/202	3.03679429111035e-12	9.53553407408648e-11	0	0	2.8577962595955	75.7893817084923	CDKN1A;CDKN1B;PIK3CD;TNFAIP3;CD3G;PIK3CB;CD3E;CD3D;ICAM1;PSMD8;IKBKB;PSMD6;CCND3;PSMD7;TBK1;CASP8;PSMD4;AKT2;PSMD2;PSMD3;PSMD1;POLK;B2M;JAK3;MAP3K7;JAK1;IFNAR2;MAP2K3;PDIA3;ENTPD1;APAF1;HLA-C;TAP1;TRAF2;HLA-A;TYK2;IRAK4;HLA-G;TAPBP;IRF3;TRAF6;IRF7;CD44;IRF9;IFNAR1;PSMD12;PSMD11;HDAC1;PIK3R3;PIK3R1;BCL2L11;RIPK1;FADD;CD58;MAP2K7;MAP2K6;HLA-DRB5;HLA-DRB4;GADD45B;GADD45A;STAT1;STAT3;ADRM1;EIF2AK2;ISG15;NFKB1;GADD45G;MAPK13;NFKBIA;MAVS;SNW1;PSMC6;NEDD4;BCL2;FAS;CYCS;CALR;TAB1;CD247;VIM;MAP3K14;HLA-DRB1;MYD88
