Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	45/158	2.86909946941261e-33	7.05798469475502e-31	15.3735891049759	1151.96316891591	RPL22;RPS8;RPS9;RPL24;RPS7;RPSA;FAU;RPL26;RPL28;RPL29;RPL11;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPS2;RPL19;RPL18;MRPL10;RPS26;RPS28;RPS24;RPL6;RPL31;RPL4;RPL32;RPL7;RPS15;RPS19;RPL37;RPL39;RPS11;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPL35A;UBA52;RPLP0;RPLP1;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	51/232	1.40933697642848e-31	1.73348448100703e-29	10.9707349740499	779.328303513151	RPL22;RPL24;MAPK13;RPL26;RPL28;RPL29;RPL11;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPS26;RPS28;RPS24;RPL6;RPL31;RPL4;RPL32;RPL7;RPS15;RPS19;RPL37;RPL39;RPS11;RPS13;TLR3;RPS15A;STAT1;FOS;RPLP0;RPLP1;RPL18A;JAK1;RPS8;RPS9;RPS7;RPSA;FAU;TNF;RPS2;ISG15;RPL13A;RPS3A;RPL37A;RPL35A;UBA52;RPS4X;RPL7A	2	KEGG_2021_Human
Oxidative phosphorylation	32/133	1.71164684621904e-21	1.40355041389962e-19	11.9292676349347	570.419774189191	SDHC;UQCRC2;NDUFB11;NDUFB10;UQCR11;COX6A1;NDUFV2;COX8A;ATP6V0C;COX7A2L;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;ATP6V1F;ATP5F1D;COX6C;NDUFS5;COX7C;COX7B;NDUFB5;NDUFB4;NDUFB3;UQCRFS1;COX4I1;ATP5MG;ATP6V1G1;COX6B1;COX5A;ATP5F1B;ATP5F1C	3	KEGG_2021_Human
Prion disease	42/273	7.00515582049181e-20	4.30817082960246e-18	6.93470418470418	305.855512499733	MAPK13;UQCRC2;UQCR11;COX8A;COX7A2L;CSNK2B;ATP5F1D;COX6C;COX7C;COX7B;COX6B1;PSMA1;COX5A;ATP5F1B;ATP5F1C;TUBA1B;PSMB3;PSMB1;RAC2;SDHC;NDUFB11;NDUFB10;TNF;COX6A1;NDUFV2;CYBA;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;NDUFS5;NDUFB5;NDUFB4;NDUFB3;UQCRFS1;COX4I1;SLC25A6;SLC25A5;CCL5;FYN	4	KEGG_2021_Human
Parkinson disease	40/249	1.1072556311644e-19	5.44769770532883e-18	7.27915728955879	317.715068564045	UQCRC2;CALM3;UQCR11;UBE2L6;COX8A;COX7A2L;ATP5F1D;COX6C;COX7C;COX7B;COX6B1;PSMA1;COX5A;ATP5F1B;ATP5F1C;TUBA1B;PSMB3;PSMB1;SDHC;NDUFB11;NDUFB10;PARK7;COX6A1;NDUFV2;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;UBB;NDUFS5;NDUFB5;NDUFB4;NDUFB3;UQCRFS1;COX4I1;SLC25A6;UBA52;SLC25A5	5	KEGG_2021_Human
Diabetic cardiomyopathy	36/203	2.74529242953196e-19	1.12556989610811e-17	8.15230715040507	348.423323531917	MAPK13;UQCRC2;UQCR11;COX8A;COX7A2L;ATP5F1D;COX6C;COX7C;COX7B;COX6B1;COX5A;ATP5F1B;ATP5F1C;RAC2;SDHC;PPP1CA;NDUFB11;NDUFB10;COX6A1;PPP1CC;NDUFV2;CYBA;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;NDUFS5;NDUFB5;NDUFB4;NDUFB3;UQCRFS1;COX4I1;SLC25A6;SLC25A5;GAPDH	6	KEGG_2021_Human
Amyotrophic lateral sclerosis	43/364	5.82260841286257e-16	2.04623095652028e-14	5.09540266191016	178.744754201176	MAPK13;UQCRC2;UQCR11;COX8A;GABARAPL2;GABARAPL1;COX7A2L;GABARAP;ATP5F1D;COX6C;COX7C;COX7B;COX6B1;PSMA1;COX5A;ATP5F1B;ATP5F1C;TUBA1B;PSMB3;PSMB1;SDHC;SRSF3;NDUFB11;NDUFB10;TNF;COX6A1;NDUFV2;SEM1;UQCRB;ACTG1;ATP5MC3;COX7A2;ATP5MC2;UQCRH;TNFRSF1B;NDUFS5;BCL2;NDUFB5;NDUFB4;NDUFB3;UQCRFS1;COX4I1;HNRNPA1	7	KEGG_2021_Human
Pathways of neurodegeneration	49/475	1.21186887344181e-15	3.72649678583357e-14	4.4037558685446	151.254097256989	UQCRC2;GABARAPL2;GABARAPL1;WNT10A;GABARAP;COX6B1;PSMA1;TUBA1B;PSMB3;PSMB1;PARK7;TNF;UQCRB;UQCRH;TNFRSF1B;BCL2;NDUFB5;NDUFB4;NDUFB3;COX4I1;SLC25A6;UBA52;SLC25A5;MAPK13;CALM3;UQCR11;UBE2L6;COX8A;COX7A2L;CSNK2B;ATP5F1D;COX6C;COX7C;COX7B;COX5A;ATP5F1B;ATP5F1C;SDHC;NDUFB11;NDUFB10;COX6A1;NDUFV2;SEM1;ATP5MC3;COX7A2;ATP5MC2;UBB;NDUFS5;UQCRFS1	8	KEGG_2021_Human
Non-alcoholic fatty liver disease	28/155	1.70579978402551e-15	4.66251940966972e-14	8.22600553309215	279.723198414982	SDHC;MAPK13;UQCRC2;NDUFB11;NDUFB10;TNF;UQCR11;COX6A1;BCL2L11;NDUFV2;COX8A;COX7A2L;UQCRB;COX7A2;UQCRH;COX6C;NDUFS5;COX7C;COX7B;NDUFB5;NDUFB4;NDUFB3;SOCS3;UQCRFS1;COX4I1;FOS;COX6B1;COX5A	9	KEGG_2021_Human
Alzheimer disease	40/369	1.11495619257063e-13	2.74279223372376e-12	4.5953121808811	137.054225806293	UQCRC2;CALM3;UQCR11;COX8A;WNT10A;COX7A2L;CSNK2B;ATP5F1D;COX6C;COX7C;COX7B;COX6B1;PSMA1;COX5A;ATP5F1B;ATP5F1C;TUBA1B;PSMB3;PSMB1;SDHC;NDUFB11;NDUFB10;TNF;COX6A1;NDUFV2;SEM1;UQCRB;ATP5MC3;COX7A2;ATP5MC2;UQCRH;NDUFS5;NDUFB5;NDUFB4;NDUFB3;UQCRFS1;COX4I1;SLC25A6;SLC25A5;GAPDH	10	KEGG_2021_Human
