Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	50/158	4.08903903184204e-40	9.03677626037091e-38	18.7548427088176	1700.97221742113	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPL23;RPS7;RPL26;RPL28;RPL29;RPL11;RPL10;RPL13;RPL12;RPL15;RPS5;RPL19;RPL18;RPS27;RPS28;RPS21;RPS23;RPS25;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL34;RPL9;RPL7;RPL8;RPS15;RPL37;RPL36;RPL39;RPS14;RPS13;RPS3A;RPS15A;MRPS21;RPL35A;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A	1	KEGG_2021_Human
Coronavirus disease	52/232	2.37038080189908e-33	2.61927078609848e-31	11.7084967320261	879.56870586344	RPL22;RPL21;RPL24;RPL23;RPL26;RPL28;RPL29;RPL11;RPL10;RPL13;RPL12;RPL15;RPL19;RPL18;RPS27;RPS28;RPS21;RPS23;RPS25;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL34;RPL9;RPL7;RPL8;RPS15;RPL37;RPL36;RPL39;RPS14;RPS13;RPS15A;STAT3;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;IL6ST;RPS5;IL6R;RPS3A;RPL35A;RPL10A;RPS4X	2	KEGG_2021_Human
Cytokine-cytokine receptor interaction	20/295	0.000121340031260756	0.00857734019862055	2.74831782390837	24.7813448522297	CD4;TNFSF8;GDF7;IL16;LIF;CD27;EBI3;CCR7;CCR4;IFNGR2;CD40LG;IL21;CXCR5;CXCL13;IL6ST;TNFRSF10A;IL6R;TNFRSF4;LTB;LTA	3	KEGG_2021_Human
Cell adhesion molecules	13/148	0.000155245976445621	0.00857734019862055	3.61569219705142	31.711427525144	CD4;PDCD1;CLDN1;CDH2;SELL;PTPRC;CD28;CTLA4;ICOS;CD40LG;ITGB2;ITGB8;TIGIT	4	KEGG_2021_Human
Inflammatory bowel disease	7/65	0.00159236557912814	0.0639322254653004	4.49725329273943	28.9737098660459	NFATC1;FOXP3;TLR5;IFNGR2;STAT3;MAF;IL21	5	KEGG_2021_Human
T cell receptor signaling pathway	9/104	0.00173571652846969	0.0639322254653004	3.53702464253118	22.4825134113818	CD4;PDCD1;NFATC1;PTPRC;CD28;LAT;CTLA4;ICOS;CD40LG	6	KEGG_2021_Human
Th17 cell differentiation	9/107	0.0021135893155987	0.0667290341067589	3.42821752978648	21.1156522505132	FOXP3;CD4;IL6ST;IL6R;NFATC1;LAT;IFNGR2;STAT3;IL21	7	KEGG_2021_Human
PD-L1 expression and PD-1 checkpoint pathway in cancer	8/89	0.0024314645701452	0.0671692087502613	3.68300094966762	22.1689458186586	NFATC1;BATF;CD4;CD28;PDCD1;LAT;IFNGR2;STAT3	8	KEGG_2021_Human
Primary immunodeficiency	5/38	0.00307603956263133	0.06878042370304	5.63155455124862	32.573544318035	PTPRC;CD4;CD40LG;CD79A;ICOS	9	KEGG_2021_Human
p53 signaling pathway	7/73	0.00311223636665339	0.06878042370304	3.95050311173152	22.8039383719721	CCNG2;ATM;CD82;GADD45A;TNFRSF10A;SESN1;SESN3	10	KEGG_2021_Human
Signaling pathways regulating pluripotency of stem cells	10/143	0.00472277445990833	0.0918502467870689	2.80706592736668	15.0328453363735	IL6ST;FZD3;WNT10A;SMAD1;FGFR1;TCF7;FGFR2;LIF;ID3;STAT3	11	KEGG_2021_Human
