Gene	p_val	p_val_adj
CDHR4	0.000224464744268502	0.00111033901011903
ARSA	0.00022528050902048	0.00111411451733765
TGOLN2	0.000227065395752614	0.00112267989659461
CCDC124	0.000227576956624109	0.00112490880871508
DIAPH1	0.000227622243392433	0.00112490880871508
CENPC	0.000228147485294112	0.00112724197671166
PHF6	0.00022836966897273	0.0011280770423575
C7orf49	0.000228719962280858	0.00112954439472781
KLHL7	0.000229902940479528	0.00113512236099923
UVRAG	0.000230072231466483	0.00113569391875126
TNKS	0.000230658964148699	0.00113832532760614
CHRAC1	0.000231631846446832	0.00114286075679442
IL27RA	0.000233396975757273	0.00115130207804378
MYSM1	0.000234260869496411	0.00115529488778146
TSSC1	0.000234959137986493	0.00115846922415093
PDXP	0.000235103019816965	0.00115890930958102
LY6E	0.000235657221468181	0.00116137133813448
FAM57B	0.000236392898401567	0.00116472636611418
CGRRF1	0.000237016197411482	0.00116725525633287
COPS8	0.000236978761151769	0.00116725525633287
RSAD1	0.000237478860133653	0.00116926235706558
MED8	0.000237799286901808	0.00117056836912036
SLC25A5	0.000238412506787828	0.0011733147167735
ILKAP	0.000239653470094783	0.00117914842799882
MCUR1	0.000241532176855591	0.00118811654629451
RFC2	0.000241955926044965	0.00118992511056328
TPRG1	0.000242189020668935	0.0011907954258429
UBXN8	0.000243082668698863	0.00119491239553176
LRRC45	0.000244126380175263	0.00119976494829705
SHC1	0.000244246651912606	0.00120007803774383
HPGD	0.000244856638338716	0.00120279658230938
PGM3	0.000245442369415896	0.00120539474757584
LOC101927963	0.000245888233054901	0.00120730496470557
NTRK2	0.000247537869000776	0.00121512342173079
PPP1R3E	0.000249177479903821	0.00122288906167926
URI1	0.000249364959560456	0.00122352612905519
RIPK1	0.000249850893443303	0.00122562694920072
POM121	0.000250877747814621	0.00123037963421984
NAA40	0.000251028852688604	0.0012308361771762
SLC33A1	0.000252414835776096	0.00123734592324992
NUP62	0.000252711253541259	0.00123851281014815
ACOX1	0.000253105913933725	0.00124016052425356
NF1	0.000257151402075692	0.00125969156001798
SLC46A3	0.000257388567272978	0.00126056229068871
PDLIM7	0.000257950792942397	0.00126302423795659
SLC16A1-AS1	0.000258128995481783	0.00126360516108479
R3HDM4	0.000258396111157759	0.00126462096754856
FAR2	0.000258975098199013	0.00126716228860477
KANSL2	0.00025986016435249	0.00127119973412553
LOC101060181	0.000260415865976319	0.00127362448422166
MAST2	0.000261179396686881	0.00127706431899259
ZSCAN26	0.000261316597207501	0.00127744076644109
JMJD6	0.000261720871018128	0.00127912232193518
HLA-F-AS1	0.000262015211112227	0.00128026594172202
LOC100506870	0.000263119551737663	0.00128536597045044
TIFA	0.000263377771731171	0.0012863312166318
SF3A1	0.000264132740858584	0.00128972157193457
ATE1	0.000264420718953876	0.0012908306427348
CEP95	0.000264902031301626	0.00129258544068429
HAPLN3	0.000264888318160576	0.00129258544068429
LOC441601	0.000265576450736088	0.00129528045490043
MFAP1	0.000265531207831196	0.00129528045490043
RNMT	0.000267236093646646	0.00130307537642088
HIST2H2BC	0.000268374698234623	0.00130832665389379
SP140	0.000268599879703598	0.00130912360390341
ARV1	0.000269159231647173	0.00131154852058485
ZNF791	0.000270823498253804	0.00131935507209018
GOLT1B	0.000272602624114994	0.00132771746400911
ZBED4	0.00027284256932133	0.00132846771156049
LOC101928983	0.000272881895125406	0.00132846771156049
TOR1A	0.000274144332561969	0.00133430744657828
FUNDC1	0.000274266318281119	0.00133459500198445
CCDC12	0.000274332536653628	0.00133461112076207
IGFL2	0.000274415341799102	0.00133470790729247
LOC101929536	0.000274892556055996	0.00133672254624892
HBP1	0.000276302782076053	0.00134327218710484
ZNF718	0.0002765874487771	0.00134434806718326
OGFOD3	0.000276765009647629	0.00134490298778839
ANAPC11	0.000277206690610976	0.00134674081703743
C6orf120	0.000277363042588818	0.00134719192114569
STXBP3	0.000277986448168293	0.00134991084557988
TIMM21	0.000278626322025468	0.00135270847782433
ELAC2	0.000279069500668773	0.00135455010894273
BCL10	0.000281295185222417	0.00136504086223211
ZNF749	0.000281409238221753	0.00136510369572144
C1orf216	0.000281436819621303	0.00136510369572144
PSMD10	0.000281561230094618	0.00136539498461426
ALOX5AP	0.000282648210892041	0.0013702830289428
POR	0.000282698379415659	0.0013702830289428
CCT4	0.000282926435757752	0.00137107520809421
PRRG4	0.000283550439963143	0.00137378536977804
LOC728730	0.000284534193437733	0.00137823686026825
ZNF254	0.000287585405986529	0.00139269846459945
TTLL3	0.000288385867477518	0.00139625617626723
PPARG	0.000289016816719915	0.00139899173705903
HDAC10	0.000289343743446098	0.00140009709695787
TXNDC11	0.00028937715734164	0.00140009709695787
DOCK10	0.000289484160393682	0.00140029547353223
RRAGB	0.000291160183138433	0.00140808170628334
FAM65C	0.000292185529348165	0.00141271836614646
FIP1L1	0.00029256460627982	0.00141422891019199
ZNF778	0.000294839413440374	0.00142490045456742
PDE3B	0.000295799196935751	0.00142921333686834
CBX4	0.000297380357240116	0.00143627971712167
ANP32A	0.000297397096404388	0.00143627971712167
RAD51C	0.000298294362766964	0.00144028520720617
PIGC	0.000298872838774424	0.00144274997666398
HIST1H1E	0.000299355399793252	0.00144442214282775
MKRN9P	0.00029935499808091	0.00144442214282775
TBCC	0.000299633256596461	0.00144543410003422
FRMD6-AS1	0.000302362928875857	0.00145827049307347
FAM177A1	0.000302829096978437	0.00145993894108194
FBXO10	0.000302846496969344	0.00145993894108194
MANEA-AS1	0.000303326649638976	0.0014619214445117
RAB5B	0.000304864000250885	0.00146899719039809
INO80E	0.000305362857163332	0.00147106684322826
ATF1	0.000305962477372221	0.00147362086718026
FOSL2	0.000306435926991183	0.00147556618861664
CRAMP1L	0.000306891613978383	0.00147742511508177
C14orf169	0.000307544225909724	0.00148023101109363
TMEM132E	0.000308277326415745	0.00148342294335143
SETD4	0.000309182241915201	0.00148744001008456
SBDSP1	0.000311384811948136	0.00149769670602849
NYX	0.000312973340716046	0.00150499601011596
OVCA2	0.000313896707439747	0.00150909416384357
SLC1A1	0.00031491172217395	0.00151363096910796
MFSD6	0.000315033928341922	0.00151387538475702
LOC102724476	0.000316363413272659	0.00151991987680995
RDH14	0.000317648146279241	0.00152540132898605
LOC100506797	0.000317607553424481	0.00152540132898605
CXorf21	0.000317950622042196	0.00152650834968256
IFRD1	0.000318075450581383	0.00152676216279064
EPB41L4A-AS2	0.000318275829381302	0.00152737842030168
RACGAP1	0.000318501143171327	0.00152811403290884
PIN1	0.000319241592784828	0.0015309741484003
LINC00158	0.000319236406952512	0.0015309741484003
CCDC81	0.000319866303865739	0.00153362339046678
SRP19	0.000320909259245101	0.00153827628652148
MARK3	0.000321000231413183	0.00153836478646083
PPIAL4G	0.000323223702108217	0.00154867074614452
ECD	0.000323805734760741	0.00155075902227627
RAB3GAP2	0.00032377279762754	0.00155075902227627
VPS29	0.000324930550197474	0.00155579475355216
LARP4	0.000325007685505353	0.00155581296382707
BBS9	0.000325665563364104	0.00155861055545518
SFT2D1	0.000325985012352443	0.00155978755572157
HMG20A	0.000326125575681064	0.00156010827816222
PSKH1	0.00032677903632804	0.00156288188339398
HAGLROS	0.000327389760538765	0.00156544988947272
HEPHL1	0.000327706881419723	0.00156661315822461
LOC101929577	0.000327940257843151	0.00156737565001133
GLTSCR1L	0.000328195855100319	0.00156824397788477
IL10	0.00032943952250095	0.00157383222458459
LOC102723610	0.000331623808004591	0.0015839105606991
ZBTB1	0.000332849600060952	0.00158904975582654
THAP1	0.000332825376172921	0.00158904975582654
RPS9	0.000333388247286563	0.00159126322934347
STX5	0.000333471215247856	0.00159130123767398
BAG5	0.000334016908475069	0.00159354682487229
THADA	0.000334343450961375	0.00159474610062872
TUBA1C	0.000335548107114181	0.00160013230850404
LOC101929409	0.000336319898037719	0.00160345234983556
NEDD1	0.000338572858453706	0.00161383099639493
PLAGL1	0.000338936368669751	0.00161520080810814
EARS2	0.000341162216347766	0.00162544297822461
SARS2	0.000341344953335064	0.00162594848000824
VAC14	0.000342461664142815	0.00163090160863164
TGFA	0.000343811610585941	0.00163696300049177
LINC00824	0.000343917743782948	0.00163710093159054
LOC101060400	0.000344720512347044	0.0016405541475897
ZDHHC6	0.000346394212355976	0.00164807056446447
DCP1B	0.000346455256292965	0.00164807056446447
MINK1	0.000347515621115571	0.00165274409719524
P2RX4	0.000348017785805702	0.00165476139481259
PTPLAD1	0.000348419826415313	0.00165630182326401
PRR29	0.000349957022487492	0.00166286409610182
ZNF3	0.000349904712448938	0.00166286409610182
MED28	0.00035037824176554	0.00166449278488529
PIM1	0.000350481547669304	0.00166461081606267
NDNL2	0.000350615204302299	0.00166487291281951
RSBN1L	0.000351464421370633	0.00166853192298039
LOC100129034	0.000351832563263175	0.00166990596469609
WDR20	0.00035238588464958	0.0016721581142307
LOC101927719	0.000353973359452884	0.00167931547275322
RNFT1	0.000354654432045747	0.00168217045166165
B4GALNT3	0.000355307276755126	0.00168489029585086
MARK4	0.000356594041416376	0.00169061434250052
ETV6	0.000356726547341668	0.0016908647069707
RNF144A	0.000356919533359933	0.00169102858511124
TPP1	0.000356920531868784	0.00169102858511124
IFT20	0.000357617017707796	0.00169395013344242
SEC14L1	0.000357959025974344	0.00169519167300707
CDK5RAP2	0.000358123649124862	0.00169522317826851
FYCO1	0.000358125484775615	0.00169522317826851
TTC9C	0.000358376994497385	0.00169603531457875
HCCS	0.000358836697827704	0.00169782401073766
C1orf159	0.00035891500226991	0.00169782401073766
LOC100506476	0.000359648518638315	0.00170091461690381
EML4	0.000359882317388363	0.00170164101754212
PERP	0.000360148312332594	0.00170251929466317
CENPV	0.000361332502652047	0.00170773677350542
C14orf119	0.000361557567200575	0.00170803948913992
OTUD7B	0.000361511464803099	0.00170803948913992
LINC00176	0.000363051342521521	0.00171433280279025
SLC22A17	0.000362982047573494	0.00171433280279025
TSR2	0.000363377437398577	0.0017154908126053
YWHAB	0.000364083058394425	0.00171843963668434
GPSM3	0.000366224270228316	0.00172816150292793
RIOK1	0.000366484542306526	0.00172900512554486
GCDH	0.00036762265012071	0.0017339889161763
MCRS1	0.00036773410825213	0.00173412910439591
SPDL1	0.000368488512166822	0.00173730050536251
DZIP3	0.000369021634778491	0.00173942746133314
NOTCH1	0.000369150581220751	0.00173964876303409
THOC3	0.000370458865697451	0.00174542644784302
RPRD1B	0.000371708861865762	0.0017509270011865
SP100	0.000371815097876077	0.00175103864962017
C6orf203	0.000371978807092296	0.00175142085469821
UHRF2	0.00037225501867838	0.00175233247754171
TP73	0.000372454833023505	0.00175288414761018
OSBPL7	0.000373276935569841	0.00175636359836987
ATP6V0B	0.000373476690776871	0.00175691385177874
FDPS	0.000374214141376139	0.00175999273408028
WDPCP	0.000374506867011977	0.00176097909807759
RNF31	0.00037534877646617	0.00176454678517755
NKIRAS1	0.000375855531570772	0.00176653765126396
SMKR1	0.000376366346624206	0.00176815509521239
BCDIN3D	0.000376330465587984	0.00176815509521239
TYMS	0.000376800284360993	0.00176980182267054
LOC102725174	0.000376942609877614	0.00177007844425929
CDC14C	0.000377216241667625	0.00177097140589076
VWA9	0.00037761093933977	0.00177243223208685
CYP51A1	0.000378776158309627	0.00177747062953712
RASA2	0.000378851913026341	0.00177747062953712
CORO7	0.000379324782249865	0.00177929572854591
PAFAH1B2	0.000382934136721844	0.00179582905497141
NUFIP1	0.000383301274341981	0.00179706282527213
EID2	0.000383366626469724	0.00179706282527213
TBCD	0.000383702919675385	0.00179824191381334
SYTL2	0.000383903479331829	0.00179878450033217
COASY	0.000385454485229264	0.00180565298269465
ZNF331	0.000385723879233962	0.00180633483814241
FAM219A	0.000385770322003359	0.00180633483814241
KANSL1	0.000387131256030456	0.00181230730978423
AP5Z1	0.00038747085127305	0.00181349692932032
NDUFAF3	0.000390470334466295	0.00182713246935088
C1orf35	0.000391778714337975	0.00183285054099107
PDCD10	0.000392265560413261	0.00183472357357313
LINC00909	0.000393317285074136	0.00183923727576215
LOC101927254	0.000393963289079516	0.00184185216860093
INPP1	0.000394989355016917	0.00184624237850604
B3GALTL	0.000395800228258353	0.00184962503143815
SLC30A9	0.000396348573843454	0.00185177963943244
ZNF460	0.000397145631694586	0.00185509505108594
PRPF39	0.000397757487751198	0.00185754410304412
NGFR	0.000398230281142469	0.00185934279153139
ZNF208	0.00039875306358216	0.00186096458358098
FN3KRP	0.000398701968551025	0.00186096458358098
ARHGAP11B	0.000399062389717442	0.00186199860572801
ARHGAP5	0.000399700259342567	0.00186456479819963
ABCF3	0.000400212411908064	0.00186654353287349
AP4E1	0.000401295898090919	0.00187118544481251
CEP63	0.000401727722316127	0.00187278737786397
HIVEP1	0.000401886383755237	0.00187311544766061
RIC8A	0.000403125364276218	0.00187847742773649
RPAP2	0.000403626968701867	0.0018804017935834
GPX2	0.000403934329713965	0.00188142057940976
NDUFA5	0.000404262345011361	0.00188214476809372
TMBIM4	0.000404267237377597	0.00188214476809372
SAMHD1	0.00040602685254778	0.00188992226934044
C5orf34	0.000407653171110611	0.0018970760426152
HSD17B7	0.000409211078465836	0.00190390838612526
LZIC	0.000409700366175104	0.00190576693022824
LOC101928548	0.000411292081285888	0.00191275159942161
COPS7A	0.000411577259215737	0.00191365836763556
GTF2A1	0.000412408064219779	0.00191668115892373
GNG4	0.000412395455479016	0.00191668115892373
ZNF480	0.000412580118716568	0.00191706084071194
MCAM	0.000412940505651015	0.00191831525462928
ZNF76	0.000413305968092554	0.00191959269243687
EXOSC4	0.000413645546497443	0.00192074937940244
SNX5	0.000414859730984115	0.00192596587583348
LSM4	0.000416125086121344	0.0019314175950887
PUS10	0.000416307440802533	0.00193184135259548
MICAL2	0.000416419452766977	0.0019319385764059
MTG2	0.00041862744335093	0.00194175772587086
MAP1LC3A	0.00041986015222526	0.00194704983379478
TRIB1	0.00042177092566336	0.00195548338262104
EBF4	0.000421871884594065	0.00195552412137813
LILRB5	0.000423573744564463	0.00196298395908249
PAK1	0.000426272293498919	0.00197505852344902
SNX4	0.000426701956732041	0.00197661762315
VAMP3	0.00042825481676587	0.00198337790711738
SUCLA2	0.000429168616796433	0.00198688781213377
POLR2D	0.000429199983173505	0.00198688781213377
SDHAF1	0.000429677805236188	0.00198866586297796
TMOD3	0.000429932291800592	0.00198940970618132
BTG2	0.000430287855187431	0.00199062083202279
EXOSC6	0.000431492044397499	0.00199575653236044
ARMC1	0.000431809316569998	0.00199678867923912
NUTM2A-AS1	0.000432138448836524	0.00199787520821872
SLC35A4	0.000432960967175971	0.0020012418038356
PPP4R2	0.000434614796662215	0.00200844860073743
ZNF692	0.000434799219330132	0.00200886329209671
CIZ1	0.000435042653751557	0.00200955039015742
ZNF765	0.000437078705087479	0.00201851584830996
HIATL2	0.000438248236563582	0.00202347651511055
DAPK3	0.000443654634431501	0.00204799319497361
LOC100996782	0.00044606690329165	0.00205868075271604
DBR1	0.000446694773369446	0.00206113012435976
LOC389641	0.000447439423396084	0.0020641171573758
ADRBK1	0.00044921292878521	0.002071848151545
ENDOD1	0.000450209010645168	0.0020759909519339
DNAJC5	0.000451282873228707	0.00208049053420692
CXorf56	0.000452583017285378	0.00208603113072487
NLRP6	0.000454668316621485	0.00209518744688128
TRAPPC9	0.000455829096507118	0.00210008037166015
LAP3	0.0004580353995395	0.00210978702488711
COL9A2	0.000460088837427425	0.00211878549486873
CDK5RAP3	0.000461054966148075	0.0021227739066401
CFAP36	0.000461667290135467	0.00212513196517988
TCF12	0.000462344465819407	0.00212778745918103
LOC729468	0.000463700711660681	0.00213356631936521
TMEM154	0.000466645211431273	0.00214620677426827
PARP11	0.000466650256867436	0.00214620677426827
FRMPD3	0.000467023366691209	0.0021474572491809
TEX2	0.000467293113349706	0.0021482320027795
MARCH3	0.000469360911050209	0.00215727059983562
EXOSC7	0.000470238012228348	0.0021608338027803
ANKRD27	0.000471942179776144	0.00216819516806641
CPSF6	0.000472493960286296	0.00217026019948778
RASGRF2	0.000472663449533071	0.00217056877603758
OAS2	0.000474680548022012	0.00217935998849492
H1F0	0.00047621569277111	0.00218593512285415
BRD9	0.000479840351611115	0.00220209666878248
ITFG2	0.000480714518574079	0.00220563132051636
LOC100996873	0.000480876069268635	0.00220589549958992
SEC23A	0.000481173075475383	0.00220678079751097
ALG11	0.000484025537129825	0.00221890358594347
LOC100505812	0.000483933203277956	0.00221890358594347
UTP6	0.000484253066737451	0.00221946706932421
SDC4	0.00048440084311764	0.00221966485692956
PSMD1	0.000486499694386096	0.00222880101837517
TMEM199	0.00048680761327479	0.00222973020795292
MS4A6A	0.000487060195214524	0.00223040559069099
SCAP	0.000489052445983861	0.00223904546698179
NDUFB4	0.00048929757331707	0.00223968442621251
TRIM9	0.000490975695598462	0.00224688100902005
CCP110	0.000492149471907184	0.00225176691739979
ZBTB26	0.000492470561811812	0.00225275020254407
TXNDC15	0.000492609446086875	0.00225289976464306
C2CD3	0.000492835048820668	0.00225344577495243
ZNF790	0.00049304262131509	0.00225390912601184
CWF19L1	0.000494937354420472	0.00226208335014751
UTP11L	0.000496413347619051	0.00226834063818346
PLEKHA2	0.000498154706642369	0.00227580754869175
PSMD3	0.000500792444093135	0.00228736544539934
PLIN1	0.00050123722508768	0.00228890421167891
GTF3C6	0.00050204600264967	0.00229210415154194
SFPQ	0.000502764530229707	0.00229489076449085
MN1	0.000503433391671068	0.0022974495241328
AAAS	0.000503837297114572	0.00229879830012533
ZFYVE1	0.000505796608499849	0.00230724163533279
FXYD3	0.000507310468482703	0.00231347494400568
APC	0.000507381170553281	0.00231347494400568
SMARCD1	0.000508416036508389	0.00231769545134551
MTO1	0.000509184948854465	0.00232070201394121
ATP1A1	0.000512431123364924	0.00233499542811646
HS3ST3B1	0.000513868270677934	0.00234104127779752
CHST7	0.000517276855489225	0.00235606392573195
NUDCD2	0.000517531720998225	0.00235671882221471
CBFA2T2	0.00051770150740816	0.00235698609038015
SOD1	0.000518290979112957	0.00235916357280852
RAB35	0.000518949511160412	0.00236165440342756
SACS	0.000520834360776994	0.00236972373970506
SFR1	0.000521707787518813	0.00237154467989634
KRI1	0.000521793484434205	0.00237154467989634
CYB5B	0.000521718739663238	0.00237154467989634
KIF15	0.000521780902976508	0.00237154467989634
C3orf38	0.000521782672372608	0.00237154467989634
DNAH3	0.000522322239561709	0.00237343941626498
SIGMAR1	0.000522458653659781	0.00237355091992418
PFDN6	0.000523471032906166	0.00237764106917945
PDCD5	0.000523732958226608	0.00237785154994973
ZNF678	0.000523741529643433	0.00237785154994973
ACSL1	0.000524896712089397	0.00238258635936856
NSL1	0.000527879256865477	0.00239561204570224
SEC31A	0.000529873548762421	0.00240414824861923
ATP2B1	0.000530508181968607	0.00240651306150224
MARCH7	0.00053120189086784	0.00240914478765543
RTF1	0.000531408561345783	0.00240956700951317
NDUFV1	0.000532215860382811	0.00241271190040208
C12orf73	0.000534489992027151	0.00242250366820082
VTA1	0.000536241297843005	0.00242992212196437
ANKRA2	0.000536406733253532	0.00243015273386866
ZNF562	0.000539476602719389	0.00244353877098517
TBCK	0.000539802383701067	0.00244449250215621
TMEM222	0.000542669825951702	0.00245695327089017
RNU4-2	0.000543263670977598	0.00245911714176674
NSUN2	0.000545286790690495	0.00246774841111125
ZNF614	0.000545954973208107	0.00246971870183011
LOC101929087	0.000545866315390107	0.00246971870183011
ECE1	0.000546535165774178	0.0024718162602995
MTTP	0.000551505807132571	0.00249376538877337
IFT88	0.000553579674649473	0.00250260949869235
YTHDC1	0.000555480185681099	0.00251066630153605
SCAND1	0.000559525012109686	0.00252745267567386
SMEK1	0.000559387459502897	0.00252745267567386
SLC35A5	0.000559551527980776	0.00252745267567386
ADAM23	0.00056177420244536	0.00253641231731874
ITPR2	0.000561679663294361	0.00253641231731874
LOC101927582	0.000562873589001403	0.00254083533281995
SENCR	0.000563572543647813	0.00254344928441438
MRPS22	0.000567961061794735	0.00256270988665187
HSPA12A	0.000568203953334021	0.00256326070039009
ATP8A2	0.000569123326870644	0.00256631679126197
NSMF	0.000569059117144799	0.00256631679126197
DCAF17	0.000571259505488923	0.00257485482652496
KLHL20	0.00057123478570141	0.00257485482652496
RUNDC3B	0.000571424704730979	0.00257505236524479
UBQLN2	0.000571944617281787	0.00257684795078581
RNVU1-19	0.000572566692826605	0.00257910296284697
LUZP1	0.000574093087513761	0.00258542962103416
GGCT	0.000574538954579066	0.0025868884678161
PGBD1	0.00057542504944852	0.00259032842119665
ORAI2	0.000578069137586273	0.00260167900361272
TOM1L2	0.000578801579412647	0.00260442297111744
DNMT3A	0.00057906128702151	0.00260503907240211
NSG1	0.000579205275627026	0.0026051344345353
LRRC8A	0.000579422196427421	0.00260555771924633
TXNDC16	0.000580966984806641	0.00261195074161002
DNAH11	0.000584828465446966	0.00262875439044975
TRIM39	0.000587721083098446	0.00264063754744105
EPN2	0.000587706327849204	0.00264063754744105
TMEM102	0.000589455063088364	0.00264786758807595
ACVR2A	0.000589940155818416	0.00264948567862903
LOC100128993	0.000590706724574384	0.00265236695631114
SUPT20H	0.000591094469863221	0.00265354639708381
CHD3	0.000592699620764167	0.00266018937045326
BTF3L4	0.000593855570161241	0.00266481382752557
GMEB2	0.000595362546456548	0.00267101116211083
RAB22A	0.000596248565562552	0.00267442062726746
OCIAD2	0.000597202080422319	0.00267813133338405
IGFBP7	0.000598566572578472	0.00268368309463754
THRB	0.000599199749130097	0.00268595433711053
LOC102723347	0.000600423802061101	0.00269087270480108
ZNF442	0.000601153790281835	0.00269357525123958
PSMD8	0.000601457475087653	0.00269436693231834
PLBD2	0.000602285404752181	0.00269750625864941
ANKRD34A	0.000602827797377178	0.00269936567099076
MLST8	0.000603996144345967	0.0027040266297624
IPO8	0.000604396901370124	0.00270524992815792
ELP6	0.000605196725536309	0.00270825853806757
PRPF8	0.000606792927953855	0.00271482892439245
SV2A	0.00060721592150914	0.00271614863814841
ATP6V1C1	0.000608208770317115	0.00272001628816356
C6orf136	0.000609443064728274	0.00272496186749738
HNRNPA1P10	0.000612786940035798	0.00273933580273904
ADPRH	0.000613724254453985	0.00274294792131783
DMXL2	0.00061680237260619	0.00275612450236161
GLCCI1	0.000617424088534992	0.00275832163873624
ZNF639	0.000619182859121504	0.00276559653455196
NCOA5	0.000619932553771942	0.00276661528414504
ZNF682	0.000619771052534854	0.00276661528414504
PSMC3	0.000619818649437503	0.00276661528414504
LOC101927440	0.000619887740023316	0.00276661528414504
ZNF583	0.000620823939020782	0.00277001066041323
MRPL33	0.000621602664451792	0.00277290204562852
UFD1L	0.000622411050024102	0.00277549490717075
PDE9A	0.000622445549034616	0.00277549490717075
ZNF565	0.000623409780968393	0.00277921032003056
MRPS5	0.000625791321980098	0.00278924132082558
GLE1	0.000626094230327083	0.00279000529103537
EIF2B5	0.000627019310129212	0.00279354088275963
AHSA1	0.000628350876961057	0.00279888561948473
TCEA3	0.000628926164595743	0.00280086009825006
LRRC75A	0.000630436393322923	0.00280699654160318
LINC00654	0.000631239343227686	0.00280998193577813
SCART1	0.000632414324724139	0.00281462184043367
EIF2AK3	0.000633742569239089	0.00281935046109803
MRPS35	0.000633737407790291	0.00281935046109803
GARS	0.000634390873580033	0.00282164292953333
LOC283788	0.000635111467842387	0.00282366406155576
CNTRL	0.000635014286289211	0.00282366406155576
COX19	0.000635722032315882	0.00282578643151346
LOC101930499	0.000638240238011103	0.0028363856073824
MTCH2	0.000640835113152056	0.00284732099699142
BAIAP3	0.000641979082327173	0.00285180657676995
ZNF184	0.000642359082684491	0.0028528972782571
ZNF77	0.000642975029040116	0.00285503520638658
ANKRD20A4	0.000643518173891667	0.00285684904316502
BPNT1	0.000644852828047138	0.00286217523009374
KRIT1	0.000646550960472531	0.00286911214753927
ARHGAP12	0.00064708216167997	0.0028708689130494
TRIT1	0.000648939522024211	0.0028785074010591
TFG	0.000649339348973627	0.00287967885197
CKAP5	0.000651407913825593	0.0028882487564731
SNORA14B	0.000651977403150547	0.00289016978379482
PSMD12	0.000654774460227551	0.00290196259623725
XBP1	0.000655142104630875	0.00290298556638443
ZNF318	0.000655516976153268	0.00290404012655413
KIAA1109	0.000656969100988351	0.00290986564646532
FUBP3	0.000662767677405051	0.00293493613939168
CHST10	0.000662911820004892	0.00293496184750079
ARFRP1	0.000663161156690971	0.00293545318179755
PRPF38A	0.00066492002040789	0.00294262477116683
MTHFD2P1	0.000666125301575751	0.00294734398294706
C3orf17	0.000666746992264062	0.00294947960547838
APOOL	0.000667001862709707	0.00294999197816326
NCKAP1	0.000667519989501201	0.00295166821535171
TMEM205	0.000667927789938105	0.00295285600986181
LGMN	0.000669281295363767	0.00295822332550785
SCAPER	0.000672816636230726	0.00297323010920039
USP30-AS1	0.000673105790071187	0.00297388847191801
C3orf18	0.000673749348392677	0.00297611204986447
PODXL	0.000677552085664366	0.00299228664643114
FRMD8	0.000677869182560031	0.00299306401190294
TRIO	0.000678416550341898	0.00299485758053552
GGA3	0.000678713825268116	0.0029955466022235
USP7	0.000679603688483627	0.00299885021939863
TMEFF2	0.00068083709440189	0.0030033838417082
ORAI3	0.000680914228818649	0.0030033838417082
TCP11L1	0.000682576230904206	0.00301008882038321
MAP3K11	0.000683129785872278	0.00301190389382092
LOC728613	0.000685791848500262	0.00302301264445908
LOC101930464	0.000686783675155947	0.0030261271966996
CD101	0.000686652636505049	0.0030261271966996
RANGRF	0.000688055166447688	0.00303110016847055
SERPINE2	0.000688509181336588	0.00303213479816541
LOC100652999	0.000688575860556229	0.00303213479816541
ARHGEF18	0.000691848589141958	0.00304528208863813
FASN	0.000691759982611267	0.00304528208863813
LOC101059921	0.000692160378169933	0.0030460225229731
PLEKHM1P	0.000692415973511889	0.00304651540730573
POLR2K	0.000696866888918596	0.00306546297227803
LYPLA2P2	0.000697364793104995	0.00306638164777525
GeneID:101927520	0.000697234914760757	0.00306638164777525
ZNF619	0.000698480552637547	0.00307065134785706
CANX	0.000699185770334911	0.0030731148339394
RPL35A	0.000699849757756719	0.0030753961185929
OSTM1	0.000700756248892323	0.00307874188786488
TDRKH	0.000702535776275908	0.00308528234930028
TMEM39A	0.0007024436047933	0.00308528234930028
BOD1	0.000703085336623626	0.00308641806368857
CD96	0.00070296386920154	0.00308641806368857
XYLB	0.000703896953560933	0.00308934169771385
WDR60	0.000705975545445217	0.00309782361368474
LOC101927257	0.000707620518405	0.00310439969364774
KLHL21	0.000708306205693481	0.00310676544552262
ZNF878	0.000709681863977519	0.0031121559376079
LOC102723345	0.000712525365618709	0.0031239797803196
HEXB	0.000714362833369451	0.00313138881668725
TRANK1	0.000717103343682569	0.00314275243535827
LOC101928767	0.000717293331729916	0.00314293583766664
DPF2	0.000717834634825913	0.00314465818964827
NPEPPS	0.000719874801257006	0.00315294462912235
GCSAM	0.000720095259394206	0.00315325924113673
EFHC1	0.000721366388579154	0.00315817360711831
MESDC2	0.000721759097693892	0.00315924097723821
ST3GAL4	0.000725882115113828	0.00317663262257735
RAPGEF1	0.000727171196439249	0.00318161767450095
UBAP2L	0.000728049741517403	0.00318480480742953
LIPT2	0.000729560580584542	0.00319075598385521
MB21D2	0.000731163727995048	0.00319710833741611
GSTM2	0.000731585689026245	0.00319826324260475
HN1L	0.000731880092517254	0.00319826324260475
TRA2B	0.00073179580138119	0.00319826324260475
NAGS	0.0007322485836991	0.00319921456996707
STRBP	0.000732955806854956	0.00320164513037569
NHP2L1	0.000736931273288443	0.00321834785798428
BNIP2	0.000739535797962082	0.00322905772577969
BCL11B	0.000740106224972352	0.00323088347099042
LOC102723784	0.000741799539601785	0.00323760934626445
GALK1	0.000742490697593217	0.00323929316062876
KIAA0196	0.000742371611199951	0.00323929316062876
SP7	0.000743471933799806	0.00324290718492942
HPS6	0.00074463576563004	0.00324731601307439
HTRA2	0.000746770406666428	0.00325530072517126
R3HDM1	0.000746773596785847	0.00325530072517126
