Gene	p_val	p_val_adj
COX7C	0.0365130211221286	0.0987583192410863
HNRNPUL2-BSCL2	0.0366731279113535	0.0991787229786201
MTRNR2L10	0.0366797126847968	0.0991838878818059
SEC23IP	0.0367234323773991	0.0992894534623294
ACADM	0.0367854179949679	0.0994443715827268
HEATR5B	0.0368478655618898	0.0996004988866166
IDE	0.0368766447370103	0.0996655916866764
CPOX	0.036897085376735	0.0997081344227243
MTDH	0.0369047647981056	0.0997161856796496
CUEDC1	0.0369143745724004	0.099716752091679
PLK1	0.0369101220244616	0.099716752091679
MED4-AS1	0.0369319966360002	0.0997516538038676
TPBGL	0.0369771206414144	0.0998608186772209
PYGO2	0.0369910589204551	0.0998857459661925
ANAPC13	0.0370093033527934	0.0999222931958343
CMAHP	0.0370391497235146	0.0999774300933952
MSANTD2	0.0370386090449012	0.0999774300933952
NS3BP	0.0370546636588773	0.100006582392411
FCGR2B	0.0370638529677979	0.100018659954821
LOC101928149	0.0370722687371187	0.100028647275431
TSR1	0.0371030458055626	0.10009895979283
LPCAT3	0.037156187527751	0.100229583545933
SMC2	0.037230833035666	0.1004181736187
B9D2	0.0372819780824582	0.100543338883619
SMARCA5-AS1	0.0373182507652354	0.100628369119882
NOMO1	0.0373281835451715	0.100642361430215
VARS2	0.0373619449530149	0.100720587563299
NABP2	0.0374148976345826	0.100850523213734
TMLHE	0.0374248447543162	0.10086452061834
NDUFB6	0.0374615441794275	0.100950606034642
TSNAXIP1	0.0375273114159513	0.101114990983086
RNF219-AS1	0.0375642004899133	0.10120153366273
INTS4L1	0.0375887048670436	0.10125469304967
AGPAT6	0.0376086887898458	0.101295663496936
ATP6V1E1	0.0376358967152123	0.101356078282552
DISC1	0.0377116930549617	0.101547313092279
BDH2	0.0377220158028865	0.101562219197213
LINCR-0001	0.0377457552132689	0.101604528757253
BIN3	0.03774730843065	0.101604528757253
MKL1	0.0377776013551286	0.101660272748656
ERI1	0.0377758614135117	0.101660272748656
CGREF1	0.0378259575248037	0.101764584687577
ATP6V0A1	0.0378255948182882	0.101764584687577
MCM4	0.0378463785496376	0.101806614341208
PGBD2	0.037895610038368	0.101926123551472
IL9R	0.0379027054762372	0.101932285382665
ZNF223	0.0379148947354853	0.101952142802035
FBXW8	0.0379408681914875	0.102009055829502
PAX8-AS1	0.0379742000341398	0.102085735925534
ITPA	0.0379792998092241	0.102086510167553
SLC12A2	0.0380254975803805	0.10219773963331
INTS12	0.0380439385448903	0.1022343508763
HIP1R	0.0380607213692008	0.102266497539129
PIGF	0.0380722017913245	0.102284390680605
THTPA	0.0380928893370484	0.102327011923882
DIS3L	0.0381563955776045	0.102484629519491
HIVEP2	0.0381646089575116	0.102493714385135
WTAP	0.0381989219298136	0.102572880352225
SERPIND1	0.0382101109445976	0.102589941002352
LOC102723773	0.0382374198692496	0.102650272041756
ZNF324B	0.0383684323926707	0.102988950106642
ALDH16A1	0.0383903603667134	0.103034773629373
AQR	0.038451754322472	0.103186493764934
CCDC142	0.0384637662311872	0.103192623212047
LOC440434	0.0384617162843355	0.103192623212047
SLC25A30	0.0385049619792801	0.103290083873107
REPS2	0.0385383616647846	0.103361241982162
NHLH1	0.0385412323397851	0.103361241982162
YIPF1	0.0386079291626791	0.103527025419034
LOC101928239	0.0386227455901007	0.103553667438339
FKBPL	0.0386291896775759	0.103557857998414
GNN	0.0386537758622968	0.103610677030258
CEND1	0.0386900123812165	0.103694707261229
FAM131A	0.0387590973584123	0.103866743659982
CASP10	0.0387777971476569	0.103903731281219
CDC27	0.0387828495983562	0.103904146619362
CLDN7	0.0388312856571811	0.104020777336206
IQCB1	0.0388455222073331	0.104045776941141
LOC101060341	0.0389008917126976	0.104180928878641
ST8SIA1	0.0389647496448262	0.104338776784631
HNRNPD	0.0390413568183385	0.104530720123406
ZNF33B	0.0390475958863103	0.104534232722266
APBB1	0.0391123763341104	0.10469444566042
SNHG16	0.0391758509203628	0.10485112313945
FBXL16	0.0391987049084477	0.10489905692957
CREBBP	0.0392227925645524	0.104950279612756
KIF18B	0.0392514197960225	0.105006888260998
SELP	0.0392538476054852	0.105006888260998
ASF1B	0.039308978037836	0.105141109184409
FGFR1OP	0.0393546532132275	0.105228102600598
C18orf25	0.03935638169946	0.105228102600598
LOC102724907	0.0393473822640744	0.105228102600598
VAT1	0.039382735664372	0.105285297360801
WBP1L	0.0393953600076775	0.105303588256763
ANKRD39	0.0393995043166566	0.105303588256763
IPO4	0.0394844242268355	0.105517262173642
OSGEP	0.0395057841705149	0.105561047476277
FLJ10038	0.0395190052618941	0.105582422482284
SARS	0.0395237367719787	0.105582422482284
LOC100996419	0.0395353061740961	0.10560003220315
TNPO3	0.039554187331933	0.105637164958999
UBL7	0.0395855255733863	0.105707553249209
NBPF14	0.0395976034187132	0.105726498128797
MEFV	0.0396051944408496	0.105733459828497
HIST2H2AA4	0.0396172725781453	0.105752397460736
LOC101930576	0.0396748481278023	0.1058927636029
HIST1H3C	0.0397189642809192	0.105997175620627
ST6GALNAC3	0.0397466080553333	0.106057607408119
FAM102B	0.0397725826103678	0.10611357050573
RFC1	0.0398564771781942	0.106323893379313
FRYL	0.039861437025785	0.106323893379313
LOC101927973	0.0398866407696985	0.106377746143296
LSG1	0.039900867363089	0.106402312968237
ZNF192P1	0.0399516689177637	0.106524394590835
LINC00528	0.0400033753873649	0.106635458250827
FAM89A	0.0400007473093283	0.106635458250827
CHTF18	0.0400141910367157	0.106650889074744
SCGB1A1	0.0400262100855946	0.106669523071973
LOC101927646	0.0400504073853372	0.106693802497151
CDYL	0.0400477174339917	0.106693802497151
ZFP90	0.0400447472414367	0.106693802497151
MAN2C1	0.040063098304255	0.106714211377662
ZFYVE9	0.0401156690869973	0.106840827937451
GeneID:101929118	0.0401459534774784	0.106894647211117
LAMTOR3	0.0401436684761561	0.106894647211117
KLHL8	0.0401543691019619	0.106903638457425
ABCF1	0.0401866563984455	0.106958443576383
HDGFRP3	0.0401866448251771	0.106958443576383
AZIN2	0.0401900788174456	0.106958443576383
B4GALT5	0.0402083581961198	0.106993669570911
ABCD4	0.0402136560221651	0.106994347399831
LOC101927620	0.0402634392647517	0.107113370212034
TAS2R13	0.0402785948405077	0.107140254279866
RSAD2	0.0403104278844429	0.107198049385352
TMEM231	0.0403077781626244	0.107198049385352
CCDC15	0.0403187562381444	0.107206759286686
CIRBP	0.0403902691510757	0.107383452419702
SLC4A10	0.0405132254441073	0.107696853905799
HEXIM1	0.0405493670388958	0.107779425093612
FBXL3	0.0405989607916229	0.107897726688597
RPLP0P2	0.0406222749267029	0.107946165436489
NR3C2	0.0406733511872429	0.108068355515159
DUT	0.0406860607491996	0.108088588136116
RAPGEF2	0.0407297396264659	0.108191079994378
MTRNR2L6	0.0408347853599968	0.108456535578079
C4orf29	0.0408695702374956	0.108521752460414
TIMMDC1	0.0408655770405793	0.108521752460414
RSPH9	0.040880379628094	0.108536870753303
UXT	0.0409348435790001	0.108655741770382
GPRIN1	0.0409353951720713	0.108655741770382
SOCS3	0.0409747949036819	0.108746716121656
NRIP1	0.0409963428350674	0.108790295133057
DAP	0.0410113106314735	0.108816403996666
PLEKHO1	0.041021749610331	0.108830491400873
RNU5E-1	0.0410346811309937	0.108851187156184
NISCH	0.041188870382082	0.10924654007079
LOC102724113	0.0412197848361157	0.109314869385379
ELK4	0.0412338264099405	0.109338440334121
CRK	0.0412559371618427	0.109383399503331
C2orf76	0.0413107304245006	0.109514988964914
PACRG	0.0413256172090437	0.109540766455156
SNAP23	0.0413813721182347	0.109674852075012
RRAGC	0.0414796890498512	0.109921694089638
LOC101927811	0.0415041775872017	0.109972852715133
DNAJC15	0.0415236461480738	0.109996963001315
HBG2	0.0415213833524786	0.109996963001315
FAM217B	0.0415923619243973	0.110137737217675
MRPL53	0.0415903654659498	0.110137737217675
LOC101929774	0.0415830921719742	0.110137737217675
PHF3	0.0416363795227439	0.110226781626471
DNAJC24	0.0416321550961387	0.110226781626471
LOC101927502	0.0416844092407827	0.11034016549625
TTC28-AS1	0.0417039422464927	0.110378098640418
CPSF7	0.0418249034856945	0.110684439609891
SREK1	0.0418787906347555	0.110813223011595
TLE2	0.0418974101386115	0.110848666105597
PMM2	0.0420183035872739	0.111154654477257
APOLD1	0.0420528878364015	0.11123227382335
UBXN1	0.0420639268939942	0.111247603214034
LOC102724967	0.0421109711050115	0.111358140715932
PTK2	0.0421468647390841	0.111439167784697
SORT1	0.0422369994101342	0.111663573767652
PIK3C2A	0.0422827548350733	0.111770611335773
PML	0.0422965209571892	0.111793071960599
ZBED1	0.0423550776302361	0.111933897235063
SPSB1	0.0424196365610871	0.112090547923779
PAK3	0.0424483693058229	0.112152503510877
LOC100131047	0.0425112880457153	0.112304754971721
KIFC1	0.0425992065490511	0.112523003753071
NEIL2	0.0426115932248021	0.112541710675638
ITGA7	0.0426337953311699	0.11258633330173
GINS1	0.0426622933270091	0.112647568789773
FBXO21	0.0426920864936298	0.112712208443112
LMO7	0.0427248413838122	0.112784650342038
PI4K2A	0.042732415029446	0.112790609264086
LOC101927543	0.0427467516372538	0.112814415068538
RINL	0.0428295342049166	0.113018830558646
CCL28	0.0428785909859028	0.113134210465976
BRMS1L	0.0429548084460821	0.113311483366118
IFIH1	0.042957292065511	0.113311483366118
MAML1	0.0429618011028023	0.113311483366118
LOC101928123	0.043026681259539	0.113468498396815
RAB6B	0.0430793482520312	0.113593270260389
ATL1	0.0431946184673458	0.113883065167542
KLHL42	0.04321699425096	0.113927901345473
DDX26B-AS1	0.0432280824869498	0.113942974039399
TCEAL4	0.0432426348479247	0.113953017132477
ITGA2B	0.0432413344667854	0.113953017132477
ACIN1	0.0432558792113622	0.113973762214141
TRPC3	0.0432897677118164	0.11404889007499
PABPC1L	0.0433595636665716	0.114184551751979
AKAP7	0.0433536653796088	0.114184551751979
NCBP1	0.0433627890962336	0.114184551751979
CCDC34	0.0433608940523432	0.114184551751979
ACCS	0.0434060535836367	0.114284292979702
LOC100506472	0.0434276158265699	0.114326876458184
RELL2	0.0434689193645799	0.114421413553217
PDCL	0.0435144370285531	0.114527018483784
ERGIC2	0.0435937896914195	0.114721637570473
TM4SF5	0.0436104602274524	0.114751274238575
FBXO32	0.0436307320209619	0.114790378293245
EML3	0.0437196041593618	0.115009934512712
ZMYM6	0.0437992873974199	0.115205266727456
LOC101928005	0.0438332742595294	0.115280370235549
EFCAB7	0.0438650642803433	0.115349678206713
EID3	0.0438736851964597	0.115358049960105
ZNF408	0.0439115695557404	0.115443353122006
RGL1	0.0439282815119454	0.115472979873304
SLC9A6	0.0439530365754257	0.115523739343934
NOP56	0.0439781279087295	0.115575369963038
HOXA-AS3	0.0440348820194271	0.115710187877652
SPDYE2	0.0441725320580979	0.116043145139253
MAGOHB	0.0441674498087988	0.116043145139253
MUTYH	0.0442358046578104	0.116194977296039
SP1	0.0442638307440835	0.116235626930493
PLEKHN1	0.0442638523052653	0.116235626930493
LINC01215	0.0442677161386871	0.116235626930493
PTTG1IP	0.0442877757428738	0.116273907952087
ERVK13-1	0.044335629999166	0.116385143041612
LINC01521	0.0443523892108553	0.116414733328901
MOGS	0.0444721784477734	0.11671471275952
XPR1	0.0445281738286879	0.116837754401252
TNPO1	0.0445300755132224	0.116837754401252
MBOAT7	0.0445903209961779	0.116981359002709
WDR4	0.0446853473592743	0.117216163399402
C12orf5	0.0448088212135088	0.117525522421288
PCNA	0.0450125826376195	0.118045358867705
MAP7	0.0450441527026	0.118098954984968
LOC102725444	0.0450423950252978	0.118098954984968
HTR3A	0.0450569113475448	0.11811780935988
ZNF407	0.0450728559831038	0.118123126019084
CYP4V2	0.0450697326454186	0.118123126019084
ZNF689	0.045075642357207	0.118123126019084
DAG1	0.0451050857560913	0.118185685982615
TRIM41	0.0451576092446374	0.118308698164266
ZNF420	0.0452849473463645	0.11862303705027
SCRIB	0.0452928704864214	0.11862303705027
DRAM2	0.045294363835984	0.11862303705027
AGPS	0.0454255853323067	0.118952014121232
MRPL32	0.0455234828906939	0.119193658275819
ERGIC3	0.0455500896545811	0.119222549569349
RBM17	0.0455520225862565	0.119222549569349
LOC101928422	0.0455569951620809	0.119222549569349
TRNAU1AP	0.0455446687175926	0.119222549569349
EPC2	0.0455756985365147	0.119256785909065
OSGEPL1-AS1	0.0455964642575685	0.119296409629865
MRPL38	0.0456538893262186	0.119387762349939
LOC101930023	0.0456493419611821	0.119387762349939
ACAD10	0.0456510192552054	0.119387762349939
KIF2C	0.0456383353321311	0.119387762349939
TAF10	0.0456975653274116	0.119487249936698
BAD	0.0457060718090245	0.119494765187956
RDH13	0.0457540068752386	0.119605348677312
LDLR	0.0457603322844883	0.119607146698005
ANAPC7	0.0458157388589367	0.119737215524908
CDK2AP1	0.045825547114498	0.119748097990047
MBD6	0.045852718112961	0.119798524809613
DPM3	0.0458561378195166	0.119798524809613
KBTBD12	0.0458760680963733	0.119835836091191
LOC102724235	0.0459168276445255	0.119927540970855
DUS2	0.045954997323321	0.120012459774936
TLK1	0.0459878896621748	0.120083577485871
LOC101927179	0.045999137254865	0.120098165887179
ALK	0.0460497032888807	0.120215393746388
LY6G6C	0.0461757628243654	0.120499998042034
LGALS9B	0.0461744848623458	0.120499998042034
IL4	0.0461671764440202	0.120499998042034
TMX1	0.0462466595384871	0.120670167109647
MRPL11	0.0463160903503626	0.120836469856529
ZDHHC8	0.0463289643840573	0.120855195914442
DNAJC25-GNG10	0.0463818451534402	0.120978267368501
LOC101927799	0.0464016552316205	0.12101506052785
ZNF587B	0.0464234247980861	0.12102720330747
HOXB8	0.0464203432969652	0.12102720330747
BCAT1	0.0464171472226748	0.12102720330747
THOC5	0.0464547730348597	0.121093935106542
ZNF517	0.046460437017687	0.121093935106542
LOC441242	0.0464833277401581	0.121138715309568
TPRG1L	0.0465286716267147	0.121241991799604
DAP3	0.0465369920997049	0.121248781086496
DKK3	0.0466742050767847	0.121591347606712
TBC1D15	0.0466951503195411	0.121630977185928
MPDU1	0.0467072760013093	0.121632695181512
SLC2A13	0.0467045399084626	0.121632695181512
PTN	0.0467771838585336	0.121799795378332
TCAIM	0.0469182408719577	0.122152092077489
POPDC2	0.0470307469832666	0.122429978895335
NFE2L3	0.0470433144317182	0.122447670099783
FBXO48	0.0470698971413159	0.122501832403111
SPIN3	0.0471142574436288	0.122598992079756
LOC100508782	0.0471236411249594	0.122598992079756
TEX264	0.0471245654416671	0.122598992079756
LINC01011	0.0472271994830794	0.122820821798604
SPTBN4	0.0472250865845718	0.122820821798604
PCNP	0.0472186526547245	0.122820821798604
TPM4	0.0472847484319293	0.122946261617654
FAM192A	0.0472870236990975	0.122946261617654
NT5DC2	0.0472931719901132	0.122947180117907
ZNF554	0.0473416431008565	0.12305811076057
C21orf2	0.0474333826986078	0.123266370325044
FPGS	0.0474313488453034	0.123266370325044
DYNC1LI1	0.0474966162551327	0.123415579971696
NTRK1	0.0475548631080071	0.123551797171134
SH3PXD2A	0.0475811075922956	0.123589713354327
KRBA2	0.0475799628132781	0.123589713354327
CCDC51	0.0476154931465204	0.123663888186629
GLT8D2	0.0476888904364956	0.123839351224075
CORO2A	0.0477150839933944	0.123892206829501
TRIM17	0.047728079773087	0.123910785666399
TCP10L	0.047764664375089	0.123990593341721
CLPX	0.0478471921369465	0.124189629113954
CDK13	0.0478823480038905	0.124265675260005
TRIP13	0.0479675522645356	0.124471573978032
TAF1D	0.0480276650602385	0.124612320156295
MARCH5	0.0480439563855034	0.124639346866574
FLII	0.0480666188326948	0.124682893404383
LDB1	0.0481082276443335	0.124764663134289
EPT1	0.048109903332467	0.124764663134289
ZNF69	0.0481209787705038	0.124778133169764
COBLL1	0.0481443757489455	0.124823545874328
ATG101	0.048171562309624	0.124863514472936
TMCO6	0.0481685042026294	0.124863514472936
DHX57	0.0482219123691319	0.124978755536709
EXOSC10	0.0482976734933829	0.125159819327667
LINC01481	0.0483826098435889	0.125364612902001
FAM45B	0.0483891904425183	0.125366352964766
FEM1A	0.0484141322671575	0.125415656920637
SLCO4A1	0.0484374016121246	0.125460616848106
FAM117A	0.0484828193819168	0.125562926758636
UBE2D4	0.0485066902523438	0.125609415402627
ZNF483	0.0486105696309996	0.125863051658688
GAR1	0.0486641101468339	0.125971799301181
FLJ33360	0.0486644450920286	0.125971799301181
LOC101930306	0.0486907881130142	0.126024613957022
LOC101930307	0.048788250370307	0.126261468633378
JKAMP	0.0488086844194669	0.126268143963347
ZFP91	0.0487990112867426	0.126268143963347
LSM12	0.0488054333089778	0.126268143963347
C5orf66	0.0488309038580327	0.126310223878569
DEPDC1	0.0489023423617681	0.126479592289074
ALOX15P1	0.049000128800849	0.126717056635643
LOC101927509	0.0490214284720499	0.126756688173432
UNQ6494	0.0490295412448818	0.126762216311408
EXOC7	0.0490387841217625	0.126770664545792
ACTR10	0.0490737712506279	0.126820206709687
LPXN	0.0490754247198641	0.126820206709687
SMURF1	0.0490758812729323	0.126820206709687
LOC101929356	0.0491038276496414	0.126876970821434
HIPK1	0.0491178489730763	0.126891479868415
TLR9	0.0491214047963467	0.126891479868415
FBXL20	0.0491366923845721	0.126915518094848
SLC25A26	0.0491616550712294	0.126964537308728
EGR3	0.0492180686091997	0.127094759446541
LOC100996288	0.049241253800028	0.12713915548514
TTC5	0.0492543878545419	0.127157592202721
C3AR1	0.0493007650615144	0.12726183617777
PITPNM1	0.0493608118372095	0.127386303080671
LOC102723701	0.0493609915924867	0.127386303080671
LINC00092	0.0493917237831387	0.127450110895533
MEGF11	0.0494010989750174	0.127458800420038
UNC119B	0.0494101492379677	0.127466649590555
AGO2	0.0494179968607821	0.127471394698888
OXCT1-AS1	0.0494540315788492	0.12754883709906
LIN7B	0.0494693415445824	0.127572815146452
MGST2	0.0494846415685528	0.127596761730483
POU2F2	0.0495055517139664	0.127635166504254
GOLGA5	0.0495165592778287	0.12764803422095
LLPH	0.0496220028202702	0.127904314401027
SLC45A4	0.0496388627956609	0.127932229479196
ZNF567	0.0496958770171117	0.128063613117338
UBA6-AS1	0.0497446742502483	0.128173792675889
FAM83G	0.0498053587653976	0.128314570924915
KIF11	0.0499518696340212	0.128650745800734
NPIPB4	0.0499470369994389	0.128650745800734
RRP9	0.0499540367602964	0.128650745800734
MFSD8	0.0499869849269499	0.128719974779727
AP1B1	0.0500366707424231	0.128832282338744
HIST1H2BG	0.0500566804786602	0.128868163212626
FLT1	0.0501138246957913	0.128983974856958
ZNF587	0.0501085371800542	0.128983974856958
CD93	0.0501303389251602	0.129006132757288
LEPROT	0.0501345948616061	0.129006132757288
LRRC48	0.0501554805316431	0.129044224467541
SNX29P2	0.0502321865400457	0.1292259087709
PSMG3-AS1	0.0502773012998165	0.129326288115532
HDAC8	0.0503307504732115	0.129448078802237
C12orf29	0.0503721096832901	0.129538748974628
ZNF396	0.0503928091510501	0.129560571855148
EHMT1	0.0503885780780067	0.129560571855148
DHX8	0.0504387556733085	0.129662988048578
STARD5	0.0504802925308375	0.129754044867246
GMIP	0.0505330578534318	0.129873937664253
MRPS33	0.050566289003659	0.12994360313731
MYL7	0.0505761967237521	0.129953323203479
DHRS4L1	0.0506182667225718	0.130045670475428
RILPL1	0.0506711652273782	0.130165812018895
C16orf70	0.0507432843339992	0.130335293030282
LAGE3	0.0508688802599036	0.130642072823401
DDX41	0.0509304437321306	0.130784349336829
CTH	0.0509502644654591	0.130819413154929
SPINT1	0.0510093330987269	0.130955228826548
HRAS	0.0510364183751928	0.131008911342782
LOC101927840	0.0510769475473137	0.131081228881554
YPEL3	0.0510763768083181	0.131081228881554
SLC29A2	0.0510890123063187	0.131096333465271
RPL3	0.0511387015324102	0.131197852646341
FAM104A	0.0511409427500586	0.131197852646341
WWTR1	0.0511578553851843	0.13122537297208
ARIH2OS	0.0512111614101252	0.131346228297536
GPATCH4	0.0512201292880065	0.131353349809543
ID1	0.0512366993901399	0.131379963048249
CISD1	0.0512612801780048	0.131427108188103
ZNF527	0.0513601595431277	0.131664710592919
CD72	0.0513779074257619	0.13169429551105
CNEP1R1	0.0513956863201811	0.131723952762619
UBXN2A	0.0514096429615344	0.131743807835719
RAB3D	0.0514390430919906	0.131803229255999
LOC646021	0.0514945750954895	0.131929586429888
PTGER1	0.051584436322799	0.132143854265214
CCNB1	0.0516211412418791	0.132221916284886
C6orf100	0.0516465549188449	0.132271041665646
CTXN1	0.0516611121841425	0.132285292092172
CHEK1	0.0516645894737809	0.132285292092172
SUV420H1	0.0516931928257681	0.132342558102027
C11orf74	0.0517226928145187	0.132402105544502
HM13	0.0517326524171478	0.132411624283051
LOC101928829	0.0517550823308257	0.132453055094186
GORASP2	0.051867059113902	0.132723619124417
ZNF16	0.0519041024992707	0.132802392501752
TAF2	0.0519194370573837	0.132825609141378
C9orf64	0.0520215760992481	0.133070865507795
RIC8B	0.0520966527149217	0.133246845569594
GUF1	0.0521218769953917	0.133280370538698
BBS1	0.0521223243947765	0.133280370538698
CXADR	0.052215642644556	0.133502901222813
LOC101929625	0.052271671330039	0.133630049275588
LOC102724330	0.0522865701148239	0.133643965146077
MC1R	0.052289713172963	0.133643965146077
HNRNPUL2	0.0523196825886554	0.133698456803102
LOC100507316	0.0523236372000452	0.133698456803102
CNTLN	0.0525966421079465	0.134379860183308
B4GALT1-AS1	0.0526774474671693	0.134570105414023
LOC100129518	0.0527212117579574	0.134665690904987
ZNF608	0.052883262433057	0.135063355697573
SEC61G	0.0528938314041769	0.135074088477494
SPTLC1	0.0529189392217704	0.135121941813585
NOL8	0.0529815377325211	0.135265499943823
NUP160	0.0530118180287167	0.135326522836873
SNCA	0.0531238566017485	0.135596215310719
GPR64	0.0531478731484083	0.135641197728453
MFGE8	0.0531915020525821	0.135736216928985
HIST1H1C	0.0532646430454093	0.135906514353747
DUSP10	0.0533094301696789	0.136004433679643
TSC22D1	0.053316916530924	0.136007178203689
TTC39B	0.0533776049388262	0.136145619906484
RMRP	0.0534242740156434	0.136231898739891
TWISTNB	0.053423208009264	0.136231898739891
LOC100130950	0.0534379635502558	0.136248327149787
MORN3	0.0534435604515709	0.136248327149787
MED13L	0.0534534387561378	0.136257137648711
CLN8	0.0534898985433536	0.136333696239283
ADPRHL1	0.053525132640226	0.136407112804208
BMF	0.0535547757533563	0.136466264999184
GeneID:102723993	0.0535746309025164	0.136500464660476
LOC102723444	0.0536251269934881	0.136612715453151
USF1	0.053678975643308	0.136733479078932
LOC285484	0.0537919258935851	0.137004741867743
VDAC1	0.0538299424714763	0.137085110968052
TARBP1	0.0538517050385717	0.137124072743439
RHOD	0.053861911439599	0.13713360291642
CIDEB	0.0538743721066916	0.137148869524306
ALG9	0.0539208728018647	0.13724744012813
MTVR2	0.0539260303972518	0.13724744012813
EGOT	0.0539333641978007	0.137249640736541
ASTN2	0.0539750127382442	0.137339154504028
FAM168B	0.0540500599426489	0.137513619348032
LOC102723652	0.0541070244642302	0.13760904231996
FARSA	0.0540950729354761	0.13760904231996
LOC101928044	0.0541039054200529	0.13760904231996
LOC101928969	0.0541181484938473	0.137620836443182
ARRDC2	0.0541932216042322	0.137795228853714
LINC00632	0.0542405889065863	0.137899141311221
BAIAP2	0.0542679234297747	0.137952104419614
DOLPP1	0.0543725633103425	0.138201545847877
LOC653786	0.0544108862573576	0.138282386540021
BCORL1	0.0544186147070518	0.138285462884754
WASL	0.054516370925093	0.13851728449662
HTATIP2	0.0545264176675905	0.138526221678314
TMEM216	0.0545724985633907	0.138626691752981
LOC101927789	0.0546378800724754	0.13877615989676
EPS8L2	0.0546766521884349	0.138841394713325
NEU3	0.0546762146110317	0.138841394713325
SUCO	0.0547413484865418	0.138989043739884
LINC00926	0.0547564717862428	0.139010805961102
LOC101928431	0.0547974301449963	0.139098142851907
LOC729218	0.0548078745702426	0.139108011350911
KIAA0930	0.0548271243548154	0.139140223721503
YKT6	0.0548787370309329	0.139254549078851
KCMF1	0.0548924488409857	0.139272685315756
FUT1	0.0549648823230768	0.139424877811451
NAPRT	0.0549655768295145	0.139424877811451
IWS1	0.0550243828552892	0.139557358835364
ATF7IP2	0.0550349966038808	0.139567593586891
TTC32	0.0550570852999791	0.139606922639459
UTP14A	0.0551122933412861	0.139730212180775
CPB2-AS1	0.0551196541403951	0.139732176155171
LOC100506746	0.0551606552732325	0.139819410068925
FAM98C	0.0551728866416862	0.139833707202248
GXYLT2	0.0552189508589113	0.139933738822583
CLIP3	0.0552365872345895	0.139945000569507
AHCYL2	0.0552355002841824	0.139945000569507
KIR2DS2	0.0552581714149071	0.13998296892402
LOC101929715	0.0552865084002582	0.140038032738763
E2F1	0.0553424988525118	0.140163119930153
VWCE	0.0554380615264691	0.140388387842632
ZBTB22	0.0554462992712908	0.140392491387959
LOC654342	0.0554842804512243	0.140471896665057
DCTN6	0.0554978869245202	0.14048957988195
LOC102724699	0.0555481506303518	0.140600043399373
SPOP	0.0555718098147407	0.140643148876242
RMND1	0.0556912668558752	0.140895053376371
NMT1	0.0556855214603383	0.140895053376371
LEAP2	0.0556804656720933	0.140895053376371
APPL2	0.0557013932557957	0.140903870193748
EXOC6	0.0558059688114889	0.141151577766398
C11orf45	0.0558151246147925	0.141157907238936
TM9SF2	0.0558507612108123	0.141231197836543
XPOT	0.0559021784370772	0.141344371078659
C17orf80	0.0559581809234662	0.14146910944617
LOC100288175	0.0560496052876291	0.141683358248819
OGT	0.0561135414003402	0.141828078907507
AMZ1	0.0561447313137632	0.141890008285027
ARCN1	0.0562326832943645	0.14209535597585
TSPYL1	0.0562504485197228	0.142123319732576
ASB7	0.0562579196684202	0.142125270741272
SS18	0.0562926723584543	0.142196134868075
LOC729609	0.0563091016036181	0.142220702335995
TSTA3	0.0563167446166627	0.142223075084766
CSTF3	0.0563493412120045	0.14228845788549
THAP9	0.0564892957926322	0.142616646356118
ALDH1A1	0.0564947759699286	0.142616646356118
PCNXL3	0.0565061995319347	0.142616646356118
USP42	0.0565008980340926	0.142616646356118
ANO9	0.0565279466807531	0.142654563670615
NUDCD3	0.0565701662042055	0.142744130136587
TCL1A	0.0565789539095729	0.142749326453264
DNAJC13	0.056589861618906	0.142759869691642
PAPOLG	0.0566046718657916	0.142780254227159
MAP4K4	0.0566489337118819	0.142874914126401
VPS13B	0.0566722510398829	0.142916733396191
C11orf88	0.0567013690901824	0.142961015787771
KCNAB3	0.0567032875119763	0.142961015787771
HAUS8	0.0567519294580309	0.143066651067203
PABPC4	0.0567784101998547	0.1431164014257
PLAC9	0.0567949288787564	0.143141032441399
RLIM	0.0569066389930195	0.143388509842744
EDC3	0.0569024922401757	0.143388509842744
AP1G2	0.0569386489615317	0.143435095745412
SLC7A6OS	0.0569338584948464	0.143435095745412
LOC414300	0.0569801784315623	0.143522671922596
ADAT3	0.0570100687981668	0.143580914010198
PANK1	0.057152519643634	0.143922594274106
PROS1	0.0572116989781127	0.144054522373563
TMEM130	0.0572502914902663	0.144134589326865
LOC101929143	0.0572672603105363	0.144160203458512
PDE8A	0.0573414876787732	0.144329932683931
ZNF233	0.0574846567906661	0.144673129118716
PROSC	0.0574921857135766	0.144674915442918
HNRNPUL1	0.0575289889467956	0.144741878328543
LOC100093631	0.0575324406082486	0.144741878328543
LOC101928529	0.0576157280739494	0.144934228932524
LOC100996251	0.0576400129762882	0.144978128666856
FAN1	0.057685168506527	0.145074506286685
BCAS1	0.0576928272839358	0.145076570304134
ACTL6A	0.0577646521647413	0.145239969225782
TMEM238	0.0578083569176715	0.145332634241654
CENPL	0.0578729893591472	0.145466866095747
KIAA0895L	0.0578754627033465	0.145466866095747
PCIF1	0.0579236013429914	0.145570614320411
FLJ31945	0.057946182749857	0.145610116453982
PEX13	0.057986134822715	0.14569325395532
PIGP	0.058043949154275	0.145821246330029
FAM167A	0.0581377175717026	0.146039523561596
PACS1	0.058162326602071	0.146084044180128
PPIE	0.0582423782857088	0.146267790922064
