p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	5.29808616008175	0.123	0.003	0	c22	SLC4A10
2.39901057103288e-176	2.67806677494784	0.383	0.087	7.37143978161273e-172	c22	NCR3
3.21778610907109e-111	0.930387520149519	0.968	0.692	9.88729137734274e-107	c22	IL7R
2.09962380758325e-108	4.29423283977462	0.04	0.002	6.45151407356106e-104	c22	ME1
2.51641230843267e-93	1.12403344183674	0.668	0.308	7.73218010012108e-89	c22	LYAR
3.6843900573285e-87	4.15729436490441	0.032	0.001	1.13210253291533e-82	c22	SPTSSB
9.69786857585566e-83	3.28529688686949	0.074	0.008	2.97986407730317e-78	c22	TLE1
6.68337780565766e-74	1.72233983880093	0.579	0.315	2.05360149834443e-69	c22	KLRB1
4.07621040008921e-72	0.644110454308038	0.655	0.304	1.25249716963541e-67	c22	GZMK
2.29984062010151e-71	0.366745475175435	1	0.998	7.06672027338592e-67	c22	EEF1A1
7.70818809716497e-71	0.867900964089908	0.72	0.379	2.36849495661588e-66	c22	KLF2
4.4825512732198e-68	0.405704479575791	0.999	0.973	1.37735352972225e-63	c22	RPL3
4.96499075862833e-67	0.471802062652304	0.997	0.949	1.52559271040373e-62	c22	RPLP0
2.94780767360813e-64	1.19582072498406	0.466	0.205	9.05772863869571e-60	c22	CD55
2.08978913020108e-63	0.432670219171237	0.606	0.299	6.42129506036886e-59	c22	GNLY
4.55025720680746e-63	3.54727018358561	0.047	0.004	1.39815753193573e-58	c22	COLQ
4.70836978508543e-62	1.57556590358547	0.24	0.074	1.4467407838632e-57	c22	NSG1
6.39140310294523e-62	1.16092044933982	0.465	0.207	1.96388643144198e-57	c22	PTGER2
1.05867088205865e-61	5.58289322056271	0.011	0	3.25297801930161e-57	c22	MPPED2
3.51141355376477e-61	0.304418273018686	1	0.996	1.0789520426653e-56	c22	RPL13
3.42768010444358e-58	0.338511979004882	1	0.995	1.05322326569238e-53	c22	RPS12
3.68903063767556e-58	0.310008158544057	1	0.991	1.13352844403857e-53	c22	RPL34
1.15544126321523e-55	1.27150436043003	0.277	0.097	3.55032436948144e-51	c22	MYBL1
7.57270407889752e-54	1.22973359325167	0.434	0.2	2.32686478232284e-49	c22	ICAM2
3.05509837526598e-53	0.288322106873816	0.999	0.993	9.38740077767977e-49	c22	RPL32
