Gene	Rank
GLUL	0.0509206179487604
ABHD17C	0.0459835423483801
ME3	0.0440980860435525
BPGM	0.0365818442612523
COX6B2	0.0300745624826245
LDHAL6A	0.0300735272864634
ELOVL3	0.0300732987463628
PIK3CB	0.0251294600231461
HKDC1	0.0235919268791847
PLCB1	0.0234584801292525
ELOVL4	0.0176915346661712
OCRL	0.0119996435449753
PIP4K2A	0.00749021360151357
EHHADH	0.00661035064835953
PI4K2A	0.005149194499277
ATP6V1G2	0.00441605795940736
LDHD	0.00214948432171551
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
CHIA	0
HAO2	0
HMGCS2	0
PKLR	0
CHIT1	0
ATP6V1B1	0
G6PC2	0
ACADL	0
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
UGT1A1	0
AGXT	0
PLCH1	0
SI	0
COX7B2	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B28	0
UGT2B4	0
UGT2A1	0
UGT2A2	0
PDHA2	0
ADH4	0
ADH6	0
ADH1A	0
ADH1B	0
ADH7	0
TKTL2	0
ACOT12	0
ALDH7A1	0
ELOVL2	0
PGK2	0
HMGCLL1	0
PRPS1L1	0
AKR1B10	0
MGAM2	0
GYG2	0
RGN	0
PGAM4	0
CA3	0
ATP6V0D2	0
FBP2	0
ALDOB	0
LDHC	0
ALDH3B2	0
ALDH3B1	0
NDUFC2-KCTD14	0
TREH	0
GAD2	0
ACSM6	0
HOGA1	0
RPEL1	0
ENO4	0
ACSM4	0
PIK3C2G	0
PLCZ1	0
GYS2	0
LALBA	0
ACSS3	0
ATP4B	0
PYGL	0
COX8C	0
LDHAL6B	0
CA12	0
ALDH1A3	0
ACSM5	0
ACSM2A	0
ACSM2B	0
COX6A2	0
CA7	0
CA5A	0
ALDH3A1	0
G6PC	0
CA4	0
HAO1	0
PLCB4	0
COX4I2	0
PCK1	0
ATP4A	0
COX7A1	0
PYGM	-0.00150903681796758
ISPD	-0.00788979805278979
ATP6V1C2	-0.00882291819674052
ACSL6	-0.00974150423011144
INPP5A	-0.0114563424909165
GNE	-0.0142308655382376
THEM5	-0.0146774076986647
GAPDHS	-0.0146779439772089
CA9	-0.0146780886318192
INPP5J	-0.0146782551213742
CA14	-0.0146783895056487
ENPP1	-0.0146790593119835
GCK	-0.0146792110773718
ELOVL7	-0.0146795565880829
ACSBG2	-0.0146796281381761
ATP6V1G3	-0.0146797350134276
CPS1	-0.0146799592363981
PGAM2	-0.0146805617025847
ATP6V0A4	-0.014680829636452
KL	-0.0146811222657902
CA5B	-0.0156444301414998
CPT1B	-0.0158148053500688
ACACB	-0.0185914058013056
ACSM3	-0.0188995129242741
HK3	-0.0207607913569462
GBE1	-0.0207608461347857
MTMR7	-0.0207610264650969
GAD1	-0.0207616412408448
GLUD2	-0.0207619102422554
ADH1C	-0.0207624693543381
LCT	-0.020762814852364
PLCD3	-0.0211095958755836
PLCH2	-0.0215509067124883
PLCB3	-0.021811231508513
OLAH	-0.0233391102319382
FUK	-0.024900288754179
ATP12A	-0.025427215431897
NDUFA4L2	-0.0254291074385884
ACOT1	-0.0254293713074233
PLCD4	-0.0254304368371854
PAPSS2	-0.025430916139789
CPT1C	-0.0254318826955923
AMY2B	-0.0254840026940022
FBP1	-0.0254840396494221
PLCG2	-0.0259974087591841
CYB5RL	-0.0260453700668131
CA13	-0.0271490720017538
ACSS2	-0.0288441558793833
CA1	-0.0293656833364054
ENPP3	-0.0293668984450784
ALDH2	-0.0293677886261051
MIOX	-0.0293688698765903
ENO2	-0.030457407772133
ACO1	-0.0320577663538893
ME1	-0.0328361128375819
PFKFB1	-0.0328384416589937
CA6	-0.0328398049928332
ITPKC	-0.0331759399516075
INPP5E	-0.0343836137803073
CYB5R2	-0.0352855814289521
MTMR4	-0.0354893975140099
PIK3C2B	-0.0355211839729981
NPL	-0.0358866526827092
ACSM1	-0.0359754703299568
KHK	-0.0374702269980306
PIP4K2B	-0.0396072746696018
ALDH1B1	-0.042383323354573
OXCT2	-0.0440751997949734
PIP5KL1	-0.0440752433241448
PIP5K1B	-0.0444673986853191
MTMR1	-0.0450337289821014
MGAM	-0.0458358157349526
ITPKB	-0.0458859479915274
PIKFYVE	-0.0461061208571771
PLCE1	-0.0464636679280572
GANC	-0.0478121148913752
NANP	-0.0479356296584352
CA8	-0.0490470659680478
BDH2	-0.0491140187091685
ATP6V0A1	-0.0507050643791649
ACSBG1	-0.0509075466632757
OGDHL	-0.0509093424581552
AMT	-0.0509103758655055
PFKFB4	-0.0524131049499079
ITPKA	-0.0529941469294787
PGM3	-0.0534904716313859
ALDH6A1	-0.0537452655629474
PIP4K2C	-0.0539223907218327
DHDH	-0.0550008320631629
TKTL1	-0.0552686808024125
IPMK	-0.0557493190068581
UQCRHL	-0.0559827064423904
PLCB2	-0.056463841376444
PFKM	-0.058641900804886
GFPT2	-0.0590898395447899
PLCD1	-0.0596322386345428
B4GALT1	-0.059791962878047
BCKDHB	-0.0608660434255829
IMPA1	-0.0610250400276078
SYNJ1	-0.0612427305361491
PFKFB2	-0.0618691252052372
AACS	-0.0626687652893802
ATP6V1E2	-0.0628125017041311
PPT2	-0.0645764467034285
PGM1	-0.0646836285764217
PGM2L1	-0.0649306318552394
GAA	-0.0651068257115789
ABHD17B	-0.0653012641118909
MINPP1	-0.0658168452746016
ACSL1	-0.0667609125047338
B4GALT2	-0.0674120919436434
ACSL3	-0.0679078224044059
PI4K2B	-0.0680151745531949
INPP5B	-0.0686741210537094
DBT	-0.0701122797814041
IPPK	-0.0724334075680225
L2HGDH	-0.0725606421134258
PIK3CG	-0.0728662495617038
PCCA	-0.0730392512017573
ENOSF1	-0.0732274656163426
ALDH5A1	-0.0737032361292665
INPPL1	-0.0746848326817947
MTMR8	-0.0749292297911659
CPT1A	-0.0761245144963213
H6PD	-0.0768778936141396
GLDC	-0.0770273618053351
CA2	-0.077218406283182
ISYNA1	-0.0772353198163857
UGDH	-0.0773816647483575
RBKS	-0.0774560779178
UAP1	-0.0781734595986929
DLAT	-0.0788177116762648
ACADSB	-0.0791514073121775
INPP4A	-0.0797063293055684
ACSS1	-0.0799385189734891
HACD3	-0.0803304070558917
FPGT	-0.0804278080891858
OXSM	-0.0809756336829106
IMPAD1	-0.0811618394416977
MPI	-0.0815008149880186
GYS1	-0.0838096960370395
MTMR3	-0.0839272226312625
PC	-0.0842052507551719
ENO3	-0.0843510234540226
BPNT1	-0.0855698049718271
AFMID	-0.0857914072571528
UAP1L1	-0.0861461006331683
IMPA2	-0.0862650714294659
ABAT	-0.0864178666808559
PIK3C2A	-0.0866534045347811
INPP4B	-0.0888072953789994
SUOX	-0.0889912685641354
MECR	-0.090549010787091
RPE	-0.0907808865333932
ELOVL6	-0.0914388694078299
NDUFB8	-0.0915545834121847
CYB5R1	-0.0931978303374015
ACACA	-0.0953789496332191
CPT2	-0.0966103499949449
GFPT1	-0.0971402950910568
SORD	-0.0973711338150624
ALDOC	-0.0973739260974076
PIK3CA	-0.098702945748077
HACD2	-0.0993597748983586
PI4KB	-0.0997661979780825
ACOX3	-0.10071524125486
PYGB	-0.102644514210046
GNPNAT1	-0.103421326934935
MCEE	-0.104073559150125
SUCLG2	-0.105605643195656
ITPK1	-0.105605960882056
IDH1	-0.107007090185054
HACD1	-0.107779540627695
AGL	-0.108124569672445
AMDHD2	-0.109499173244257
GNPDA1	-0.109676259636882
PI4KA	-0.110180108168987
BDH1	-0.111549663003505
GALE	-0.111902883763504
COX15	-0.111911376768371
MUT	-0.112516932708228
ATP6V0E2	-0.114902718664979
NDUFS1	-0.11528523682724
PCCB	-0.115633572958102
MCAT	-0.117452344620053
ATP6V1B2	-0.117728718024216
HK2	-0.117755017509482
SHMT1	-0.118953356463274
HSD17B12	-0.119119892980193
GCSH	-0.120407371386232
ECI1	-0.120918154713622
GLA	-0.122326402177757
ACOX1	-0.122798984554163
ALDH3A2	-0.127445332536417
GNPDA2	-0.127489536230543
NDUFV3	-0.129529956911933
NANS	-0.130127823295754
ATP6V1H	-0.130279172663752
PIK3C3	-0.131308465126746
PIP5K1A	-0.131457511463708
ATP6V0A2	-0.131769199046264
RENBP	-0.131942707880585
GLB1	-0.133244607107154
NAGK	-0.133432218280177
HACD4	-0.13367811436582
GALT	-0.134591118595552
ACADS	-0.135382877214662
COX11	-0.13575883536503
IDNK	-0.135926804364673
HMGCL	-0.139502189158079
TIGAR	-0.14022637256175
LHPP	-0.141292247640699
ABHD17A	-0.141586695073373
PGP	-0.141864017873752
CRYL1	-0.142064268933916
PIP5K1C	-0.14271648966541
PLCG1	-0.143269342855432
FASN	-0.143515509636332
PPA2	-0.14393933177845
ACYP1	-0.146585328632701
INPP1	-0.14668735151941
ADPGK	-0.146805342242267
GLUD1	-0.14898590788544
PMM2	-0.149138028202456
ACSL4	-0.150751463148418
MTMR14	-0.15168526672879
PTEN	-0.152779341469365
ACOT4	-0.153141458152151
HEXB	-0.155028109647716
GMDS	-0.155165748853182
ATP6AP1	-0.156747618177092
XYLB	-0.157407862191847
HEXA	-0.157939485754005
MLYCD	-0.158006348998314
TECR	-0.160180490263725
HYI	-0.160499334224089
INPP5K	-0.161299817399279
TKFC	-0.161900880310486
ECI2	-0.163595361911717
PRPS1	-0.16418729455295
IDH3A	-0.165036167083425
ACYP2	-0.167004615534557
MTMR6	-0.167801598376981
DERA	-0.168765086025522
HIBCH	-0.168981590468935
GLYCTK	-0.169293343855242
ATP6V1E1	-0.169775423853643
CDIPT	-0.170201079656788
ACOT2	-0.170893404316502
PMM1	-0.171958783639754
NDUFS4	-0.172830880958762
G6PC3	-0.172983330441919
GCDH	-0.175689944871634
COX10	-0.176554306591906
INPP5F	-0.177268175075751
FH	-0.17811865764029
HAGH	-0.178444891387359
GALK1	-0.179190757705824
HMGCS1	-0.179845508965193
CMAS	-0.180049354091014
TST	-0.180133769796815
ACSL5	-0.180471637419831
ACAT1	-0.181334005147744
GMPPA	-0.181353450630054
ATP6V1C1	-0.18262997434274
PAPSS1	-0.183738972022814
ATP5PO	-0.186491674847854
PDHA1	-0.187381323380607
MTM1	-0.189331401019399
ME2	-0.191493956593367
ATP6V1A	-0.191497542649376
SACM1L	-0.19164807422991
UXS1	-0.193656893264174
ACO2	-0.196894866604693
HADH	-0.197174942001911
UGP2	-0.198705569479062
CAT	-0.199466436023639
BCKDHA	-0.200052514886861
