Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Apoptosis	23/142	1.37221570208498e-14	3.3619284701082e-12	0	0	9.80177696078431	312.870412933412	JUN;GADD45B;BCL2A1;PRF1;GZMB;FASLG;FOS;TNF;ACTB;TUBA4A;ACTG1;ERN1;NFKBIA;TUBA1B;BCL2L11;CTSL;LMNA;CYCS;CTSH;BAX;CTSD;CTSC;BIRC3
Antigen processing and presentation	16/78	3.50862504320315e-12	4.29806567792386e-10	0	0	12.8906855869978	340.002104696631	KLRC2;KLRC3;KLRC4;IFI30;TNF;KIR2DL4;IFNG;CD8B;CTSL;CD8A;PSME2;KLRD1;KLRC1;CALR;HLA-DQB1;HSPA1A
Salmonella infection	26/249	9.64280408549016e-12	7.87495666981696e-10	0	0	5.92752139166461	150.350448946907	AHNAK;ARPC1B;TCF7;LEF1;LY96;TNF;ACTB;ACTG1;TUBA1B;MYC;SNX9;S100A10;JUN;RIPK2;TUBB;FOS;DYNLL1;TUBA4A;RHOB;NFKBIA;TUBB2A;CYCS;BAX;PFN1;GAPDH;BIRC3
Epstein-Barr virus infection	20/202	6.25400500515936e-09	3.29082821010096e-07	0	0	5.51182667461737	104.118647178053	ENTPD1;JUN;CDKN1A;GADD45B;STAT1;ISG15;RBPJ;RUNX3;TNF;NFKBIA;CCND2;BCL2L11;OAS1;MYC;IRF7;CYCS;BAX;CALR;VIM;HLA-DQB1
Osteoclast differentiation	16/127	6.71597593898156e-09	3.29082821010096e-07	0	0	7.18213866039953	135.159063537573	JUN;SPI1;IFNGR1;STAT1;SIRPG;FOS;TNF;NFKBIA;SOCS3;FCGR3A;TYROBP;IFNG;ACP5;FOSB;JUNB;SQSTM1
Cytokine-cytokine receptor interaction	24/295	9.68505136298966e-09	3.95472930655411e-07	0	0	4.46781574865357	82.4431843022377	IL32;IFNGR1;CCL20;CD70;TNFRSF9;CXCR4;FASLG;CXCR6;CXCL13;TNFRSF1B;TNF;CD40LG;IFNG;CCL5;CCL4;IL2RB;CCL3;CD27;TNFSF8;CCR7;CCR6;LTB;IL6ST;IL7R
Influenza A	18/172	1.51626092812667e-08	5.05227182619657e-07	0	0	5.84085066604347	105.161206555413	IFNGR1;STAT1;MX1;FASLG;TNF;ACTB;ACTG1;NFKBIA;SOCS3;DNAJB1;OAS1;IFNG;CCL5;IRF7;CYCS;BAX;VDAC1;HLA-DQB1
Kaposi sarcoma-associated herpesvirus infection	19/193	1.64972141263561e-08	5.05227182619657e-07	0	0	5.46511731247778	97.9353083586012	GABARAPL1;JUN;CDKN1A;IFNGR1;STAT1;TCF7;LEF1;FOS;NFKBIA;ZFP36;CLEC2B;MYC;UBC;IRF7;CYCS;BAX;CALM3;IL6ST;CALM2
Leishmaniasis	12/77	4.7837866565189e-08	1.30225303427459e-06	0	0	9.12701071080818	153.839857384128	EEF1A1;NFKBIA;FCGR3A;JUN;IFNG;IFNGR1;STAT1;CYBB;PTPN6;FOS;TNF;HLA-DQB1
Natural killer cell mediated cytotoxicity	15/131	7.32703379891316e-08	1.79512328073372e-06	0	0	6.42494282195637	105.556092210524	FCER1G;KLRC2;KLRC3;IFNGR1;PRF1;ICAM2;GZMB;FASLG;TNF;FCGR3A;TYROBP;IFNG;KLRD1;PTPN6;KLRC1
Lipid and atherosclerosis	19/215	9.38607120516914e-08	2.09053404115131e-06	0	0	4.84618924889543	78.4183881169405	XBP1;JUN;CYBB;LY96;FASLG;FOS;SOD2;TNF;ERN1;NFKBIA;CD40LG;CCL5;IRF7;CCL3;CYCS;BAX;CALM3;CALM2;HSPA1A
Chagas disease	13/102	1.54004599889123e-07	3.14426058106959e-06	0	0	7.23070780813323	113.42293161201	C1QB;C1QA;JUN;IFNGR1;FASLG;FOS;TNF;NFKBIA;IFNG;CCL5;CCL3;CALR;C1QC
Rheumatoid arthritis	12/93	4.04584265344113e-07	7.62485730840828e-06	0	0	7.31814345991561	107.726041449994	JUN;IFNG;CTSL;CCL20;CCL5;CCL3;ACP5;CTLA4;FOS;LTB;TNF;HLA-DQB1
Pathways in cancer	30/531	5.25703059386e-07	9.199803539255e-06	0	0	3.03244968948046	43.8447627149239	CDKN1A;SPI1;GSTP1;PTGER2;TCF7;LEF1;CXCR4;FASLG;BCL2L11;CCND2;MYC;GSTM2;JUN;GADD45B;IFNGR1;STAT1;DAPK2;FLT3LG;FOS;NFKBIA;IFNG;IL2RB;CKS2;CYCS;BAX;CALM3;IL6ST;IL7R;CALM2;BIRC3
