Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Natural killer cell mediated cytotoxicity	35/131	3.01899079252841e-16	8.75507329833238e-14	6.93774151545699	247.930175681113	KLRC3;TYROBP;KLRD1;PTPN6;SH2D1B;PRKCA;PIK3R1;PRF1;FASLG;ICAM1;KLRK1;KLRC2;PLCG2;VAV3;NCR2;NCR3;NCR1;HCST;LCP2;CD247;CD244;SOS1;PIK3R3;KIR2DL3;KLRC4-KLRK1;PPP3CA;FCER1G;KIR3DL1;KIR3DL2;KIR3DL3;LCK;PIK3CD;PTK2B;MAPK1;FYN	1	KEGG_2021_Human
Leukocyte transendothelial migration	24/114	2.85107201991363e-09	4.13405442887477e-07	5.02040545031572	98.7793427119672	ACTN4;MAPK12;ROCK1;MYL12B;CYBA;PRKCA;VASP;PIK3R1;TXK;ICAM1;PLCG2;CD99;MSN;RHOH;VAV3;PECAM1;PIK3R3;CDC42;CLDN7;SIPA1;CTNNB1;PIK3CD;PTK2B;CTNNA1	2	KEGG_2021_Human
Antigen processing and presentation	19/78	1.00715638778332e-08	9.73584508190544e-07	6.04260828625235	111.265868852144	HSP90AA1;HSPA6;KLRC3;HSPA5;KLRC4;HSPA4;HSPA1A;KLRD1;CALR;HSPA1B;KIR2DL3;KIR2DL4;PDIA3;KIR3DL1;KIR3DL2;KIR3DL3;CANX;HSP90AB1;KLRC2	3	KEGG_2021_Human
Osteoclast differentiation	23/127	1.17652150710011e-07	8.47266523468568e-06	4.15632661661048	66.3164083245517	TYROBP;MAPK12;SQSTM1;RELA;CYBA;FOSL2;PIK3R1;SIRPG;PLCG2;LILRB1;TGFBR1;TNFRSF1A;CAMK4;LCP2;PIK3R3;PPP3CA;SOCS1;ACP5;LCK;PIK3CD;MAPK1;FYN;JAK1	4	KEGG_2021_Human
Human cytomegalovirus infection	32/225	1.70962923456134e-07	8.47266523468568e-06	3.12942953107506	48.7622049202957	MAPK12;BAX;ADCY9;GNG2;PRKCA;PIK3R1;PRKACB;CALR;GNGT2;PPP3CA;PTGER1;PTGER2;CTNNB1;AKAP13;JAK1;RELA;ROCK1;PDIA3;GNB5;GNAS;CCL4L2;FASLG;TNFRSF1A;SOS1;CCL3L1;PIK3R3;SRC;PIK3CD;CCL5;CCL4;PTK2B;MAPK1	5	KEGG_2021_Human
Chemokine signaling pathway	29/192	1.75296522096945e-07	8.47266523468568e-06	3.35327095909611	52.1661216781058	RELA;ROCK1;ADCY9;GNG2;PREX1;PIK3R1;GNB5;CCL4L2;PLCG2;PRKACB;LYN;XCL1;VAV3;XCL2;SOS1;CCL3L1;PIK3R3;PIK3R6;GNGT2;GRK5;CCR9;CDC42;SRC;PIK3CD;ARRB1;CCL5;CCL4;PTK2B;MAPK1	6	KEGG_2021_Human
Regulation of actin cytoskeleton	31/218	2.66304272392007e-07	1.1032605570526e-05	3.12676373944978	47.3349077821887	ACTN4;CYFIP2;MYL12B;PIK3R1;PDGFD;VAV3;ARHGEF7;IQGAP1;TMSB4X;PDGFRB;PPP1CA;ROCK1;SSH3;SSH1;ARPC2;ITGA1;ACTR3;PPP1R12A;LIMK1;MSN;BAIAP2;ITGAE;MYH9;SOS1;PIK3R3;WASF1;CDC42;SRC;PIK3CD;MAPK1;ITGB7	7	KEGG_2021_Human
Platelet activation	22/124	3.2010807534107e-07	1.16039177311138e-05	4.04996585698956	60.5656484137544	PPP1CA;MAPK12;TLN1;ROCK1;ADCY9;MYL12B;VASP;PIK3R1;GNAS;PLCG2;PRKACB;LYN;PPP1R12A;APBB1IP;LCP2;PIK3R3;PIK3R6;FCER1G;SRC;PIK3CD;MAPK1;FYN	8	KEGG_2021_Human
Shigellosis	32/246	1.29660904423171e-06	3.94664738884007e-05	2.81918001221059	38.2161223673147	ACTN4;MAPK12;BAX;TLN1;MYL12B;GABARAPL1;PIK3R1;C3;PLCG2;RIPK2;HCLS1;ARF6;SQSTM1;PPID;RELA;ROCK1;CAST;ARPC2;UBC;UBB;ACTR3;WIPI1;TNFRSF1A;ILK;PIK3R3;WASF1;CDC42;SRC;PIK3CD;CYTH4;CCL5;MAPK1	9	KEGG_2021_Human
Pathways in cancer	54/531	1.36091289270347e-06	3.94664738884007e-05	2.15199053695049	29.0676997922554	BAX;ADCY9;DLL1;GNG2;JAG2;PRKCA;HMOX1;PLCG2;PRKACB;GSTM4;CDKN2B;STAT4;CKS2;GSTP1;APPL1;JAK1;TPM3;ZBTB16;MSH3;ROCK1;HSP90B1;IL12RB2;FASLG;PIM1;HSP90AA1;SOS1;RALGDS;CDC42;IL2RB;HSP90AB1;PIK3CD;EPAS1;GADD45B;PIK3R1;MGST2;RASSF1;IL15;GNGT2;PTGER1;PTGER2;CTNNB1;CTNNA1;PDGFRB;IL4R;RELA;RXRA;CCND2;GNB5;GNAS;TGFBR1;PIK3R3;DAPK2;CBL;MAPK1	10	KEGG_2021_Human
