Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
E2F Targets	49/200	5.68680538176267e-32	2.72966658324608e-30	12.0792912117415	869.03946443287	CDC20;ANP32E;ASF1B;CHEK1;RACGAP1;MYC;PLK4;PLK1;CDCA3;CDCA8;MYBL2;TCF19;TUBB;CENPE;RAD51C;CDKN3;TOP2A;BRCA1;RAD51AP1;TK1;DLGAP5;SPC24;TRIP13;TIMELESS;SPC25;CDKN1B;MKI67;CDC25B;MELK;KIF4A;AURKA;AURKB;DIAPH3;KIF18B;BIRC5;KIF2C;RNASEH2A;MXD3;CCNB2;NAP1L1;MCM4;CDK1;HMGB3;HMMR;PSIP1;ORC6;RRM2;SPAG5;DCK	1	MSigDB_Hallmark_2020
G2-M Checkpoint	48/200	6.82840801624428e-31	1.63881792389863e-29	11.7316702160024	814.870624983405	CASP8AP2;KNL1;CDC20;HNRNPU;CHEK1;RACGAP1;RAD54L;MYC;E2F2;PLK4;PLK1;MYBL2;CENPE;CENPF;CDKN3;DTYMK;KIF11;TOP2A;KIF15;PBK;CDKN1B;MKI67;CENPA;NUSAP1;GINS2;UBE2C;CDC25B;KIF4A;AURKA;AURKB;NSD2;STIL;NDC80;CCNA2;BIRC5;TROAP;KIF2C;CCNB2;G3BP1;HSPA8;NUP50;SFPQ;CDK1;HMGB3;HMMR;ORC6;TTK;CDC45	2	MSigDB_Hallmark_2020
Myc Targets V1	33/200	2.53025037709539e-16	4.04840060335262e-15	7.12931440489807	256.035376400431	RPL22;CNBP;CDC20;HNRNPC;HNRNPU;MYC;RPL14;RPL18;RPL6;RPL34;RPS10;PABPC4;PABPC1;C1QBP;HNRNPA2B1;RPLP0;RACK1;RPS6;PPIA;TYMS;RPS5;RPS2;RPS3;CCNA2;EEF1B2;G3BP1;NAP1L1;MCM4;YWHAQ;RRM1;IMPDH2;CDC45;SNRPB2	3	MSigDB_Hallmark_2020
IL-2/STAT5 Signaling	27/199	1.61427290973354e-11	1.93712749168025e-10	5.59912790697674	139.13581659824	AHNAK;PNP;FLT3LG;MYC;RABGAP1L;RNH1;LIF;IL18R1;CCR4;ICOS;IFNGR1;ADAM19;CD48;PLIN2;CD44;CD83;AHR;NDRG1;SLC2A3;RORA;TNFRSF4;ARL4A;PHTF2;TIAM1;KLF6;LTB;LRRC8C	4	MSigDB_Hallmark_2020
Mitotic Spindle	26/199	9.05229083362369e-11	8.69019920027874e-10	5.35040013676236	123.730240520556	RACGAP1;PLK1;NET1;EZR;ANLN;CENPE;CENPF;KIF11;TOP2A;KIF15;SPTBN1;DLGAP5;NUSAP1;KIF4A;AURKA;NDC80;BIRC5;KIF2C;VCL;PXN;ARHGAP5;CCNB2;CDK1;ECT2;TIAM1;TTK	5	MSigDB_Hallmark_2020
TNF-alpha Signaling via NF-kB	24/200	2.7519917688902e-09	2.20159341511216e-08	4.8360120542441	95.322347830785	MYC;EIF1;GPR183;JUNB;DUSP1;CCL20;LIF;BTG1;SOCS3;IFNGR2;FOS;CD44;IL6ST;CD83;PPP1R15A;NFKB1;NFKB2;IL7R;SLC2A3;NFKBIA;TNFAIP8;ATP2B1;KLF2;KLF6	6	MSigDB_Hallmark_2020
Inflammatory Response	21/200	2.71890679894818e-07	1.63134407936891e-06	4.13708637730984	62.5439165045477	SLAMF1;MYC;GPR183;CCL20;LIF;EMP3;IL18R1;TIMP1;CCR7;IFNGR2;CD48;KCNA3;CD82;AHR;NFKB1;IL7R;NFKBIA;PIK3R5;ATP2B1;KLF6;GNA15	7	MSigDB_Hallmark_2020
Allograft Rejection	21/200	2.71890679894818e-07	1.63134407936891e-06	4.13708637730984	62.5439165045477	CD2;CD4;FYB1;RPL9;RPL39;CCR2;LIF;CD28;BRCA1;TIMP1;IFNGR1;IFNGR2;CD40LG;CD47;RPS9;FAS;EIF5A;RPS3A;LTB;ITGB2;TRAT1	7	MSigDB_Hallmark_2020
p53 Pathway	19/200	4.48332803046733e-06	2.39110828291591e-05	3.68782514013792	45.416101052885	APP;RPL18;PLK3;RPL36;RPS12;LIF;RAD51C;BTG1;HINT1;LDHB;FOS;RACK1;FAS;S100A4;CD82;DGKA;PPP1R15A;NDRG1;SESN1	9	MSigDB_Hallmark_2020
Apoptosis	15/161	5.60762626766439e-05	0.000257237860436085	3.58974836212031	35.1393214446536	CDC25B;CD2;FAS;APP;LEF1;SATB1;ANXA1;CYLD;TOP2A;BRCA1;TIMP1;IFNGR1;CD44;CDKN1B;GNA15	10	MSigDB_Hallmark_2020
