1	8	4	2	0	3	6	7	5	11	9	10
Glycolysis / Gluconeogenesis	0.915100009617911	1.07882892834056	0.882328158894764	1.02022796338107	0.835310869737286	0.920720382675392	0.62163987573597	1.15082050210688	1.12403363649416	0.785187623347023	1.13024624139133	1.53555580827766
Citrate cycle (TCA cycle)	0.914236278992058	1.07903491639037	0.882781627674665	1.06754231752855	0.781961522776575	0.8631030331352	0.587115612100968	1.13239407614619	1.09659047448715	0.760515328829969	1.16226202452704	1.67246278741127
Pentose phosphate pathway	0.90597531700408	1.12875491715237	0.835561759808779	NA	0.798933432158612	0.846046669014572	0.574244875577292	1.09443470675193	1.14248979552608	0.758900825979221	1.23279436279528	1.67537752466452
Pentose and glucuronate interconversions	0.843267412066215	1.13840410431305	0.830188260054803	NA	0.798278369287841	0.816117308669123	0.652772698716232	NA	NA	0.778287964130095	1.14865040064963	1.97042392377597
Fructose and mannose metabolism	0.92198694603083	1.05127959239698	0.923075870611946	1.04749147456279	0.857088410258985	0.927777966184131	0.671795135217087	1.04080871728211	1.08020518551475	0.827508819540907	1.12071614504616	1.53026573735332
Galactose metabolism	0.90710039712957	1.03455944569561	0.858465435806047	NA	0.86901024190965	0.888029563037782	0.654286598286118	1.10053583703323	1.19586690643091	0.840596921865114	1.08458810007271	1.57216263956253
Ascorbate and aldarate metabolism	0.929077693206021	1.09085464873151	0.917261762405846	1.12647477663838	0.834934917640124	0.830485507383985	0.608340285599304	1.07684107475975	1.0727348477215	0.784527956787277	1.17119849137652	1.55726803774979
Starch and sucrose metabolism	0.944271140758706	1.06933979539329	0.892714679969306	1.0167087703191	0.81761908320132	0.881715735596608	0.687659369925196	1.08944560178368	1.22772036699963	0.823411784443489	1.13619698344038	1.4131966881693
Amino sugar and nucleotide sugar metabolism	0.940165254267011	1.07108954357352	0.92573754801881	1.03667273116899	0.852570190310572	0.889124227610091	0.638300857765589	1.02963458955523	1.11372841281024	0.814863444273089	1.15849827642472	1.52961492422214
Pyruvate metabolism	0.88102955772767	1.02431432669156	0.872258380076717	1.01502364089998	0.859935529311626	0.902548517434082	0.627776454993321	1.14463690612339	1.12373563114184	0.81624130250454	1.07125199355059	1.66124775954469
Glyoxylate and dicarboxylate metabolism	0.901644233819752	1.08467531880086	0.874701802635691	NA	0.886472029578574	0.906609274384277	0.669817621832173	1.05178018270617	1.05227958405092	0.831699753639739	1.11488819283041	1.63652097233426
