0	6	10	2	1	14	4	7	5	13	9	16	3	12	11	8	17	15
Glycolysis / Gluconeogenesis	0.881826048877773	0.953823580647832	1.03278428316299	0.847459740025915	0.847481104029288	0.864271366719932	0.624489385678611	1.02847104046668	0.975420984489477	1.06382169551634	0.811933162031507	1.51333806300418	0.739666058137539	1.17018677517604	0.968129339815654	1.0168058900333	0.995468026254933	1.66462345593201
Citrate cycle (TCA cycle)	0.88123865571187	0.978996276249536	1.04211685668107	0.86825648252264	0.810608044578972	0.830866821008087	0.617455624540437	1.05772969436002	0.951222246493029	1.10709226069745	0.787437803093919	1.38734149511599	0.715488074740571	1.15559318131961	0.965583621015925	0.9922695076627	1.06694495960013	1.78375839460805
Pentose phosphate pathway	0.87471426034545	0.962556819167998	1.08893842342251	0.800953233243986	0.79570671639244	0.804348898503987	0.593065000364937	0.979459926339292	0.920763950719081	1.15656846923752	0.767160993153182	1.57424244068269	0.710350509847464	1.14705103954093	0.934809152558363	0.970595891788512	1.12878636205485	1.7899279126368
Pentose and glucuronate interconversions	0.835954891817869	0.931395129698381	1.04998721342355	0.796541817630869	0.771520050059433	0.781423415971429	0.627096327826746	0.975050499106516	0.87645583058766	1.05145701967834	0.768133323537728	1.13657231858215	0.72479285536671	1.03467536273931	0.967456135382216	0.928154011861746	1.6262488498224	2.11708494690695
Fructose and mannose metabolism	0.92893308085601	0.977059034458514	0.96210318462859	0.904606105777429	0.878219346082699	0.926715586305857	0.679659738315652	1.13444646985115	0.949338344238411	0.986121139913709	0.833702235161549	1.27281553549187	0.73860101243748	1.13921907104847	1.04488122690233	0.989348163924765	1.09228977313012	1.5619409514754
Galactose metabolism	0.896121308041005	0.959507418938273	1.00921668384734	0.836386024535952	0.865827332621526	0.854389867325022	0.675271733471046	0.994939446420602	0.940056488619432	1.04740424865104	0.839135934816937	1.52173349698291	0.790168659728028	1.15229420319486	0.921820233517077	1.05012066695535	0.97823339811538	1.66737285421822
Ascorbate and aldarate metabolism	0.914818037690794	1.05421096191688	1.03467094215851	0.876522208458441	0.838811616062349	0.779416384570078	0.632918373810394	1.06892770668163	0.905863877809449	1.12927779882222	0.776390786567911	1.3339703742486	0.735716296334915	1.05164915446397	0.947405102460225	0.937126790426215	1.35381481166762	1.62848877584978
Starch and sucrose metabolism	0.91369025607385	0.953280270730899	1.05229981615257	0.870248757202631	0.831284718023513	0.860710710155874	0.701801003277552	1.01572688948791	0.944473433272268	1.11573976965803	0.825542670316679	1.59503117173456	0.749427389803077	1.12487497209362	0.907689457298331	1.04375290561923	1.01232341621371	1.4821023928857
Amino sugar and nucleotide sugar metabolism	0.938665900000351	0.99147071000644	1.05042157220197	0.880885647761674	0.86728190988179	0.870511068390413	0.675741651745679	1.02476625887254	0.910978735696764	1.11094094989505	0.832270018812434	1.2931002392495	0.776866464772925	1.07139807591504	0.932866173039649	0.987414354149739	1.13319114378291	1.65122912582513
Pyruvate metabolism	0.84138265231951	0.913209163923169	0.984565567008508	0.848156261603494	0.876750083005132	0.873350630979648	0.647676284222158	0.987447821017535	0.96258192985909	1.02063972340719	0.849781770009022	1.34316496373176	0.806596156460967	1.18128175017407	0.922165640445769	1.02864050619977	1.13891062092699	1.77369847470622
Glyoxylate and dicarboxylate metabolism	0.879946590328908	0.962890935328078	1.06241760298641	0.854290216343988	0.91602267835162	0.882216764800424	0.665852890615844	0.988324861245602	0.925181602969299	1.07247673164128	0.850898571832273	1.1628829809158	0.7860157913944	1.09468585767609	0.910781342636101	0.983274044472754	1.20973320014707	1.79210733631406
Propanoate metabolism	0.909646700720733	0.982832905259088	1.07594069016021	0.883647186397051	0.853871128122389	0.835948954690673	0.695814390343952	1.0073180297984	0.917968682323672	1.15479967699183	0.836886015232385	1.37140400801237	0.795429290054253	1.12092086675245	0.9093754453251	1.03237399306762	1.09102237915838	1.52479965758945
