Gene	Rank
RBKS	0.40712494831982
PLCB1	0.362182825325095
CA2	0.251131071576045
PFKFB3	0.241357143543194
GFPT2	0.223664019427231
THEM4	0.170127844835258
HYI	0.142161973884152
ELOVL6	0.136500636926332
PFKFB2	0.11286846771442
ME1	0.108592998107882
GNPDA1	0.0793501664675078
INPP4B	0.0749298601019377
INPP5J	0.0741242629705535
HK2	0.0633464113037764
PLCB3	0.0579337239651073
ITPKA	0.0573123543508096
ACSS2	0.0522428905107038
GLA	0.0507961870268669
ISPD	0.0493070661268418
ENPP3	0.0492462028762875
ACSM3	0.0449798191702343
ACO1	0.0431679095856313
ENO2	0.0378665615814656
PIK3CB	0.0375039322051016
PGM3	0.0366826919969127
ITPKC	0.030903479557208
GLUL	0.0288226305647865
PLCH2	0.024793645865288
ATP6V1E2	0.0245864033158884
PC	0.0240137355385856
ALDH6A1	0.0209913916747885
CYB5R1	0.0192406284107693
PFKM	0.0181477643187134
ATP6V1C2	0.0154465284938507
AACS	0.0141587601971548
INPP5A	0.0131897002288174
GAA	0.0130918918333405
GALE	0.00686143636550503
MTMR8	0.00638773329008122
PGM1	0.00528377049412026
PLCD3	0.00375500789171708
ELOVL4	0.00230229083045248
NPL	0.00122697047224436
PYGM	0.00087818952202877
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
CHIA	0
HAO2	0
HMGCS2	0
PKLR	0
CHIT1	0
ATP6V1B1	0
G6PC2	0
ACADL	0
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
UGT1A1	0
AGXT	0
PLCH1	0
SI	0
COX7B2	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B28	0
UGT2B4	0
UGT2A1	0
UGT2A2	0
PDHA2	0
ADH4	0
ADH6	0
ADH1A	0
ADH1B	0
ADH7	0
TKTL2	0
ACOT12	0
ALDH7A1	0
ELOVL2	0
PGK2	0
HMGCLL1	0
PRPS1L1	0
AKR1B10	0
MGAM2	0
GYG2	0
RGN	0
PGAM4	0
CA3	0
ATP6V0D2	0
FBP2	0
ALDOB	0
LDHC	0
ALDH3B2	0
ALDH3B1	0
NDUFC2-KCTD14	0
TREH	0
GAD2	0
ACSM6	0
HOGA1	0
RPEL1	0
ENO4	0
ACSM4	0
PIK3C2G	0
PLCZ1	0
