Gene	Rank
PLCG2	0.417534575891855
ISYNA1	0.374121261976105
TPI1	0.351984163706755
ABHD17A	0.348942896453146
GPI	0.330141475526024
PGK1	0.326245244550461
GYG1	0.324563460881826
IDH2	0.306111393482976
PIK3CD	0.289239061637205
ITPK1	0.281462575392202
MPST	0.281452758557238
ATP6V0A2	0.279333780757904
GAPDH	0.253188659517892
DLD	0.239939161310843
ATP5F1B	0.230593437339866
GRHPR	0.228429555829467
ECI2	0.225910247407849
ADH5	0.223532469495373
INPP5D	0.209814001033926
PKM	0.20937301208378
ACADM	0.202319206588083
NDUFB10	0.199246299666125
INPP4A	0.199099957879438
GALE	0.18813358407326
UGP2	0.185229878821129
HAGH	0.180831950432585
INPP5B	0.178496866684393
TSTA3	0.171000975816671
ATP6AP1	0.169201113653396
GNPDA2	0.168439231250843
PFKFB3	0.168260112078058
MTMR2	0.167862798789577
ATP5F1E	0.164390949338711
DCXR	0.154265325187944
ACOT4	0.153258352878167
PLCG1	0.152267772874366
PDHA1	0.149611304972567
AFMID	0.148331191545607
ATP5F1D	0.146545141247641
ECHDC1	0.14429619809466
HACD4	0.14361754502129
ACADVL	0.140832093741553
ATP5MC3	0.140173470680772
GMDS	0.13771201347605
RBKS	0.135975505734281
MTMR14	0.13276282288877
PRPS2	0.132738050170109
NDUFA3	0.131341970990014
BPNT1	0.130926182456685
UAP1L1	0.127366120927819
SACM1L	0.125830488710631
UQCRFS1	0.124193997855975
SDHA	0.124027800239508
RPE	0.123018663778729
GUSB	0.122925088796609
PIK3CG	0.12195235908311
NDUFB7	0.121661179383534
ATP6V1H	0.120357879356134
DERA	0.119872384343779
ACOT7	0.119354117930009
SUCLG1	0.116426550223217
ATP6V0B	0.114307620472366
GCSH	0.11412099689
ATP5F1C	0.113780168449437
AGL	0.111712070373688
NDUFA6	0.111680680484334
ALDH1B1	0.11065946091614
PGM2	0.110622744932264
ACSL5	0.11055675925081
TKT	0.110418029089197
NDUFA2	0.109962851579041
NPL	0.108891937652836
G6PD	0.108667126324563
ATP5MF	0.108071296760168
SHMT1	0.106829118393488
NDUFS1	0.106175490298038
MDH1	0.105477650995185
ACADS	0.105461105495345
AMDHD2	0.105164383593101
NDUFA1	0.104175149352251
ATP5PD	0.102675953635561
ACAA1	0.102460282331296
UQCRH	0.101552915415523
CYC1	0.10152047792678
PGAM1	0.101236899267585
DLST	0.100901593874309
CYB5R3	0.100761310114072
HMGCS1	0.100072192103786
HSD17B12	0.0990748118288307
ENO1	0.0987678247457062
ABHD17B	0.0977212987820561
UQCRC2	0.0973065750030495
COX5B	0.0966870736777352
ATP6V1D	0.0953351467367751
HADHB	0.0942627803029281
PI4K2A	0.0941364925837744
NAGK	0.0939913609847449
PGM1	0.0938209573457803
TIGAR	0.0927674327611736
SYNJ1	0.0921606572808832
PCK2	0.0914936488498124
RPIA	0.0911809536404964
ACAA2	0.0906308333294512
ATP6V1F	0.0902871144386238
NDUFS3	0.0900850496845654
PI4K2B	0.0891567870665953
ACYP1	0.088690428606828
ATP5MC1	0.0884454200418897
B4GALT1	0.0880762910795549
CYB5R4	0.0873055878254067
COX6A1	0.0854587818954518
IDH3B	0.0847293632840059
COX5A	0.0844117783654095
GLYCTK	0.0835400394898525
NDUFS7	0.0830614273261805
NANS	0.0819359292112499
AKR1A1	0.0812248838940915
ECI1	0.0800374572276495
ACSL4	0.079554948706544
UAP1	0.0792019546392148
AACS	0.0787396364142646
PYGB	0.0786418810199349
INPP5F	0.0784198809799785
ACO2	0.0782925349977772
PIK3C2A	0.0774015455224206
INPP5A	0.0768415459808611
ABHD17C	0.0768413537519208
PMM2	0.076583710312813
ELOVL1	0.0754001550986573
PLCB3	0.0753196421945802
HIBCH	0.0753076058053681
NDUFA7	0.0752593173579602
PGD	0.0750340668482142
GLUD1	0.0742838538992805
ADPGK	0.0733385677524689
XYLB	0.0729353047200315
PDHB	0.0722959515789553
COX15	0.0720634392581148
COX17	0.0717391401233267
ACSL3	0.0707021752818866
IDH3A	0.0700249026408722
MTMR4	0.0692161592975793
NDUFA13	0.0686678137503777
NDUFB6	0.0684911605786867
PCCA	0.0676954409289652
ACSS1	0.0669774301987205
ATP6V1A	0.0655266365335004
UQCRHL	0.0653436049056525
GYS1	0.0651597813689939
ALDH3A2	0.0649617624406896
TCIRG1	0.0645703294043138
