TCR_Cluster	n	Sample
S_509	1	LN1
S_510	1	LN1
S_511	1	LN1
S_512	1	LN1
S_513	1	LN1
S_514	1	LN1
S_515	1	LN1
S_516	1	LN1
S_517	1	LN1
S_518	1	LN1
S_519	1	LN1
S_522	1	LN1
S_523	1	LN1
S_525	1	LN1
S_526	1	LN1
S_527	1	LN1
S_528	1	LN1
S_529	1	LN1
S_530	1	LN1
S_531	1	LN1
S_532	1	LN1
S_533	1	LN1
S_534	1	LN1
S_535	1	LN1
S_536	1	LN1
S_537	1	LN1
S_538	1	LN1
S_539	1	LN1
S_540	1	LN1
S_541	1	LN1
S_542	1	LN1
S_543	1	LN1
S_544	1	LN1
S_545	1	LN1
S_547	1	LN1
S_548	1	LN1
S_549	1	LN1
S_550	1	LN1
S_551	1	LN1
S_552	1	LN1
S_554	1	LN1
S_555	1	LN1
S_556	1	LN1
S_557	1	LN1
S_558	1	LN1
S_559	1	LN1
S_560	1	LN1
S_562	1	LN1
S_563	1	LN1
S_566	1	LN1
S_567	1	LN1
S_568	1	LN1
S_569	1	LN1
S_570	1	LN1
S_571	1	LN1
S_572	1	LN1
S_573	1	LN1
S_574	1	LN1
S_575	1	LN1
S_576	1	LN1
S_577	1	LN1
S_578	1	LN1
S_579	1	LN1
S_580	1	LN1
S_581	1	LN1
S_582	1	LN1
S_584	1	LN1
S_585	1	LN1
S_586	1	LN1
S_588	1	LN1
S_589	1	LN1
S_590	1	LN1
S_591	1	LN1
S_592	1	LN1
S_593	1	LN1
S_594	1	LN1
S_595	1	LN1
S_596	1	LN1
S_597	1	LN1
S_598	1	LN1
S_599	1	LN1
S_600	1	LN1
S_601	1	LN1
S_602	1	LN1
S_603	1	LN1
S_604	1	LN1
S_605	1	LN1
S_606	1	LN1
S_607	1	LN1
S_608	1	LN1
S_609	1	LN1
S_610	1	LN1
S_611	1	LN1
S_612	1	LN1
S_613	1	LN1
S_614	1	LN1
S_615	1	LN1
S_616	1	LN1
S_617	1	LN1
S_618	1	LN1
S_620	1	LN1
S_621	1	LN1
S_622	1	LN1
S_623	1	LN1
S_624	1	LN1
S_625	1	LN1
S_626	1	LN1
S_627	1	LN1
S_628	1	LN1
S_629	1	LN1
S_630	1	LN1
S_631	1	LN1
S_632	1	LN1
S_633	1	LN1
S_634	1	LN1
S_635	1	LN1
S_636	1	LN1
S_637	1	LN1
S_638	1	LN1
S_639	1	LN1
S_640	1	LN1
S_641	1	LN1
S_642	1	LN1
S_643	1	LN1
S_644	1	LN1
S_645	1	LN1
S_646	1	LN1
S_647	1	LN1
S_648	1	LN1
S_649	1	LN1
S_650	1	LN1
S_652	1	LN1
S_653	1	LN1
S_654	1	LN1
S_655	1	LN1
S_656	1	LN1
S_657	1	LN1
S_658	1	LN1
S_659	1	LN1
S_660	1	LN1
S_661	1	LN1
S_662	1	LN1
S_663	1	LN1
S_664	1	LN1
S_665	1	LN1
S_666	1	LN1
S_667	1	LN1
S_668	1	LN1
S_669	1	LN1
S_670	1	LN1
S_671	1	LN1
S_672	1	LN1
S_673	1	LN1
S_674	1	LN1
S_675	1	LN1
S_676	1	LN1
S_677	1	LN1
S_678	1	LN1
S_679	1	LN1
S_680	1	LN1
S_681	1	LN1
S_682	1	LN1
S_683	1	LN1
S_684	1	LN1
S_685	1	LN1
S_686	1	LN1
S_687	1	LN1
S_688	1	LN1
S_689	1	LN1
S_690	1	LN1
S_691	1	LN1
S_692	1	LN1
S_693	1	LN1
S_694	1	LN1
S_696	1	LN1
S_698	1	LN1
S_699	1	LN1
S_700	1	LN1
S_701	1	LN1
S_702	1	LN1
S_703	1	LN1
S_704	1	LN1
S_705	1	LN1
S_706	1	LN1
S_707	1	LN1
S_708	1	LN1
S_709	1	LN1
S_710	1	LN1
S_711	1	LN1
S_712	1	LN1
S_713	1	LN1
S_715	1	LN1
S_717	1	LN1
S_718	1	LN1
S_719	1	LN1
S_720	1	LN1
S_721	1	LN1
S_722	1	LN1
S_723	1	LN1
S_724	1	LN1
S_725	1	LN1
S_727	1	LN1
S_728	1	LN1
S_729	1	LN1
S_730	1	LN1
S_732	1	LN1
S_733	1	LN1
S_734	1	LN1
S_735	1	LN1
S_736	1	LN1
S_737	1	LN1
S_738	1	LN1
S_739	1	LN1
S_740	1	LN1
S_741	1	LN1
S_742	1	LN1
S_743	1	LN1
S_744	1	LN1
S_745	1	LN1
S_746	1	LN1
S_747	1	LN1
S_748	1	LN1
S_749	1	LN1
S_750	1	LN1
S_751	1	LN1
S_752	1	LN1
S_753	1	LN1
S_754	1	LN1
S_756	1	LN1
S_757	1	LN1
S_759	1	LN1
S_760	1	LN1
S_761	1	LN1
S_763	1	LN1
S_764	1	LN1
S_765	1	LN1
S_766	1	LN1
S_767	1	LN1
S_768	1	LN1
S_769	1	LN1
S_772	1	LN1
S_773	1	LN1
S_774	1	LN1
S_775	1	LN1
S_776	1	LN1
S_777	1	LN1
S_778	1	LN1
S_779	1	LN1
S_780	1	LN1
S_781	1	LN1
S_782	1	LN1
S_783	1	LN1
S_784	1	LN1
S_785	1	LN1
S_786	1	LN1
S_787	1	LN1
S_788	1	LN1
S_789	1	LN1
S_790	1	LN1
S_791	1	LN1
S_792	1	LN1
S_793	1	LN1
S_794	1	LN1
S_795	1	LN1
S_799	1	LN1
S_800	1	LN1
S_801	1	LN1
S_802	1	LN1
S_803	1	LN1
S_804	1	LN1
S_805	1	LN1
S_806	1	LN1
S_807	1	LN1
S_808	1	LN1
S_809	1	LN1
S_810	1	LN1
S_811	1	LN1
S_812	1	LN1
S_813	1	LN1
S_814	1	LN1
S_815	1	LN1
S_816	1	LN1
S_817	1	LN1
S_818	1	LN1
S_819	1	LN1
S_821	1	LN1
S_822	1	LN1
S_823	1	LN1
S_825	1	LN1
S_826	1	LN1
S_827	1	LN1
S_828	1	LN1
S_830	1	LN1
S_831	1	LN1
S_832	1	LN1
S_833	1	LN1
S_834	1	LN1
S_835	1	LN1
S_836	1	LN1
S_837	1	LN1
S_838	1	LN1
S_839	1	LN1
S_840	1	LN1
S_841	1	LN1
S_842	1	LN1
S_844	1	LN1
S_845	1	LN1
S_846	1	LN1
S_847	1	LN1
S_848	1	LN1
S_849	1	LN1
S_850	1	LN1
S_852	1	LN1
S_853	1	LN1
S_854	1	LN1
S_855	1	LN1
S_856	1	LN1
S_857	1	LN1
S_858	1	LN1
S_859	1	LN1
S_860	1	LN1
S_861	1	LN1
S_862	1	LN1
S_863	1	LN1
S_864	1	LN1
S_865	1	LN1
S_866	1	LN1
S_867	1	LN1
S_868	1	LN1
S_869	1	LN1
S_870	1	LN1
S_871	1	LN1
S_872	1	LN1
S_873	1	LN1
S_874	1	LN1
S_875	1	LN1
S_876	1	LN1
S_877	1	LN1
S_878	1	LN1
S_879	1	LN1
S_881	1	LN1
S_882	1	LN1
S_883	1	LN1
S_884	1	LN1
S_885	1	LN1
S_886	1	LN1
S_887	1	LN1
S_888	1	LN1
S_889	1	LN1
S_890	1	LN1
S_891	1	LN1
S_892	1	LN1
S_893	1	LN1
S_894	1	LN1
S_895	1	LN1
S_896	1	LN1
S_897	1	LN1
S_898	1	LN1
S_899	1	LN1
S_900	1	LN1
S_901	1	LN1
S_902	1	LN1
S_903	1	LN1
S_904	1	LN1
S_905	1	LN1
S_906	1	LN1
S_907	1	LN1
S_908	1	LN1
S_909	1	LN1
S_910	1	LN1
S_911	1	LN1
S_912	1	LN1
S_913	1	LN1
S_914	1	LN1
S_915	1	LN1
S_917	1	LN1
S_918	1	LN1
S_920	1	LN1
S_921	1	LN1
S_922	1	LN1
S_923	1	LN1
S_924	1	LN1
S_925	1	LN1
S_926	1	LN1
S_927	1	LN1
S_928	1	LN1
S_929	1	LN1
S_930	1	LN1
S_931	1	LN1
S_932	1	LN1
S_935	1	LN1
S_936	1	LN1
S_937	1	LN1
S_938	1	LN1
S_939	1	LN1
S_940	1	LN1
S_941	1	LN1
S_942	1	LN1
S_943	1	LN1
S_944	1	LN1
S_945	1	LN1
S_950	1	LN1
S_951	1	LN1
S_952	1	LN1
S_953	1	LN1
S_954	1	LN1
S_955	1	LN1
S_956	1	LN1
S_958	1	LN1
S_959	1	LN1
S_960	1	LN1
S_961	1	LN1
S_962	1	LN1
S_964	1	LN1
S_965	1	LN1
S_966	1	LN1
S_967	1	LN1
S_968	1	LN1
S_970	1	LN1
S_971	1	LN1
S_972	1	LN1
S_973	1	LN1
S_974	1	LN1
S_975	1	LN1
S_977	1	LN1
S_978	1	LN1
S_979	1	LN1
S_981	1	LN1
S_982	1	LN1
S_983	1	LN1
S_984	1	LN1
S_985	1	LN1
S_986	1	LN1
S_987	1	LN1
S_988	1	LN1
S_989	1	LN1
S_990	1	LN1
S_991	1	LN1
S_992	1	LN1
S_995	1	LN1
S_996	1	LN1
S_997	1	LN1
S_998	1	LN1
S_999	1	LN1
S_1895	301	LN2
S_1771	261	LN2
S_1778	230	LN2
S_1774	219	LN2
S_1779	201	LN2
S_1773	152	LN2
S_1772	144	LN2
S_1781	137	LN2
S_1775	127	LN2
M_122	115	LN2
S_1984	114	LN2
S_1776	113	LN2
S_1777	106	LN2
S_1780	105	LN2
S_1785	103	LN2
S_2331	100	LN2
S_1821	96	LN2
S_2055	84	LN2
S_1783	73	LN2
S_1860	73	LN2
S_1784	68	LN2
S_1782	67	LN2
S_1788	67	LN2
S_2588	66	LN2
S_1787	63	LN2
S_2521	59	LN2
S_1816	55	LN2
S_1786	54	LN2
S_1789	54	LN2
S_1790	38	LN2
S_1793	37	LN2
S_1796	36	LN2
S_1802	36	LN2
S_1804	35	LN2
S_1794	34	LN2
S_1812	34	LN2
S_1809	33	LN2
S_2762	33	LN2
S_1791	32	LN2
S_1792	31	LN2
S_1807	31	LN2
S_1797	30	LN2
S_1795	29	LN2
S_1800	29	LN2
S_1805	29	LN2
S_1799	27	LN2
S_1801	27	LN2
S_1837	27	LN2
S_1803	26	LN2
S_3351	25	LN2
M_76	24	LN2
S_1808	24	LN2
S_1834	24	LN2
S_1844	24	LN2
S_3397	24	LN2
S_4081	24	LN2
S_1806	23	LN2
S_1826	23	LN2
S_1817	21	LN2
S_1827	19	LN2
S_3496	18	LN2
S_1810	17	LN2
S_1811	17	LN2
S_1813	17	LN2
S_1815	17	LN2
S_1848	17	LN2
S_3541	17	LN2
S_1814	16	LN2
S_1830	16	LN2
S_1857	16	LN2
S_1818	15	LN2
S_1820	15	LN2
S_1819	14	LN2
S_1822	14	LN2
S_1825	14	LN2
S_1831	14	LN2
S_1839	14	LN2
S_1842	14	LN2
S_1862	14	LN2
S_3123	14	LN2
S_1823	13	LN2
S_1840	13	LN2
S_1845	13	LN2
S_1824	12	LN2
S_1876	12	LN2
S_2170	12	LN2
S_1828	11	LN2
S_1829	11	LN2
S_1832	11	LN2
S_1838	11	LN2
S_1841	11	LN2
S_1854	11	LN2
S_1858	11	LN2
S_1870	11	LN2
S_1878	11	LN2
S_1898	11	LN2
S_1899	11	LN2
S_1901	11	LN2
S_2138	11	LN2
S_2144	11	LN2
S_2199	11	LN2
S_2761	11	LN2
M_136	10	LN2
S_1833	10	LN2
S_1849	10	LN2
S_1850	10	LN2
S_1865	10	LN2
S_1867	10	LN2
S_1871	10	LN2
S_1872	10	LN2
S_1877	10	LN2
S_1882	10	LN2
S_1906	10	LN2
S_1997	10	LN2
S_2226	10	LN2
S_1835	9	LN2
S_1836	9	LN2
S_1843	9	LN2
S_1846	9	LN2
S_1855	9	LN2
S_1863	9	LN2
S_1936	9	LN2
S_1940	9	LN2
S_1944	9	LN2
S_1951	9	LN2
S_1953	9	LN2
S_1956	9	LN2
S_1974	9	LN2
S_3563	9	LN2
S_3895	9	LN2
S_4182	9	LN2
M_35	8	LN2
S_1847	8	LN2
S_1851	8	LN2
S_1852	8	LN2
S_1866	8	LN2
S_1883	8	LN2
S_1886	8	LN2
S_1905	8	LN2
S_1910	8	LN2
S_1927	8	LN2
S_1928	8	LN2
S_1949	8	LN2
S_1978	8	LN2
S_1990	8	LN2
S_2027	8	LN2
S_3195	8	LN2
S_1853	7	LN2
S_1856	7	LN2
S_1861	7	LN2
S_1864	7	LN2
S_1868	7	LN2
S_1874	7	LN2
S_1879	7	LN2
S_1881	7	LN2
S_1884	7	LN2
S_1887	7	LN2
S_1893	7	LN2
S_1894	7	LN2
S_1914	7	LN2
S_1930	7	LN2
S_1937	7	LN2
S_1971	7	LN2
S_2001	7	LN2
S_2130	7	LN2
S_2461	7	LN2
S_1869	6	LN2
S_1873	6	LN2
S_1875	6	LN2
S_1880	6	LN2
S_1888	6	LN2
S_1890	6	LN2
S_1891	6	LN2
S_1902	6	LN2
S_1904	6	LN2
S_1915	6	LN2
S_1917	6	LN2
S_1925	6	LN2
S_1938	6	LN2
S_1959	6	LN2
S_1985	6	LN2
S_1999	6	LN2
S_2028	6	LN2
S_2044	6	LN2
S_2045	6	LN2
S_2057	6	LN2
S_2224	6	LN2
S_3161	6	LN2
S_3518	6	LN2
M_123	5	LN2
M_85	5	LN2
S_1885	5	LN2
S_1889	5	LN2
S_1892	5	LN2
S_1896	5	LN2
S_1897	5	LN2
S_1900	5	LN2
S_1903	5	LN2
S_1907	5	LN2
S_1908	5	LN2
S_1909	5	LN2
S_1911	5	LN2
S_1912	5	LN2
S_1918	5	LN2
S_1922	5	LN2
S_1926	5	LN2
S_1934	5	LN2
S_1941	5	LN2
S_1942	5	LN2
S_1943	5	LN2
S_1950	5	LN2
S_1967	5	LN2
S_1973	5	LN2
S_1983	5	LN2
S_1996	5	LN2
S_2011	5	LN2
S_2029	5	LN2
S_2073	5	LN2
S_2090	5	LN2
S_2121	5	LN2
S_2166	5	LN2
S_2248	5	LN2
S_2268	5	LN2
S_2736	5	LN2
S_3250	5	LN2
S_3263	5	LN2
S_3608	5	LN2
S_3866	5	LN2
M_113	4	LN2
M_127	4	LN2
M_39	4	LN2
M_78	4	LN2
S_1916	4	LN2
S_1919	4	LN2
S_1920	4	LN2
S_1921	4	LN2
S_1923	4	LN2
S_1924	4	LN2
S_1929	4	LN2
S_1931	4	LN2
S_1932	4	LN2
S_1933	4	LN2
S_1935	4	LN2
S_1939	4	LN2
S_1945	4	LN2
S_1946	4	LN2
S_1947	4	LN2
S_1948	4	LN2
S_1952	4	LN2
S_1954	4	LN2
S_1957	4	LN2
S_1958	4	LN2
S_1960	4	LN2
S_1961	4	LN2
S_1962	4	LN2
S_1966	4	LN2
S_1979	4	LN2
S_1982	4	LN2
S_1991	4	LN2
S_1992	4	LN2
S_1998	4	LN2
S_2005	4	LN2
S_2016	4	LN2
S_2019	4	LN2
S_2020	4	LN2
S_2022	4	LN2
S_2023	4	LN2
S_2025	4	LN2
S_2035	4	LN2
S_2036	4	LN2
S_2038	4	LN2
S_2040	4	LN2
S_2049	4	LN2
S_2065	4	LN2
S_2066	4	LN2
S_2086	4	LN2
S_2102	4	LN2
S_2115	4	LN2
S_2118	4	LN2
S_2164	4	LN2
S_2180	4	LN2
S_2186	4	LN2
S_2201	4	LN2
S_2222	4	LN2
S_2269	4	LN2
S_2382	4	LN2
S_2432	4	LN2
S_2863	4	LN2
S_2898	4	LN2
S_3438	4	LN2
S_3523	4	LN2
S_3894	4	LN2
S_3898	4	LN2
S_4141	4	LN2
S_4407	4	LN2
S_4419	4	LN2
M_44	3	LN2
S_1964	3	LN2
S_1965	3	LN2
S_1968	3	LN2
S_1969	3	LN2
S_1970	3	LN2
S_1972	3	LN2
S_1975	3	LN2
S_1976	3	LN2
S_1977	3	LN2
S_1980	3	LN2
S_1981	3	LN2
S_1987	3	LN2
S_1988	3	LN2
S_1989	3	LN2
S_1993	3	LN2
S_1994	3	LN2
S_1995	3	LN2
S_2000	3	LN2
S_2002	3	LN2
S_2003	3	LN2
S_2004	3	LN2
S_2006	3	LN2
S_2007	3	LN2
S_2008	3	LN2
S_2009	3	LN2
S_2010	3	LN2
S_2012	3	LN2
S_2013	3	LN2
S_2014	3	LN2
S_2015	3	LN2
S_2017	3	LN2
S_2018	3	LN2
S_2021	3	LN2
S_2024	3	LN2
S_2026	3	LN2
S_2030	3	LN2
S_2031	3	LN2
S_2032	3	LN2
S_2033	3	LN2
S_2034	3	LN2
S_2037	3	LN2
S_2039	3	LN2
S_2041	3	LN2
S_2042	3	LN2
S_2043	3	LN2
S_2046	3	LN2
S_2047	3	LN2
S_2048	3	LN2
S_2050	3	LN2
S_2051	3	LN2
S_2053	3	LN2
S_2075	3	LN2
S_2078	3	LN2
S_2080	3	LN2
S_2096	3	LN2
S_2100	3	LN2
S_2103	3	LN2
S_2112	3	LN2
S_2119	3	LN2
S_2127	3	LN2
S_2133	3	LN2
S_2135	3	LN2
S_2141	3	LN2
S_2147	3	LN2
S_2149	3	LN2
S_2153	3	LN2
S_2161	3	LN2
S_2163	3	LN2
S_2165	3	LN2
S_2167	3	LN2
S_2168	3	LN2
S_2173	3	LN2
S_2182	3	LN2
S_2185	3	LN2
S_2191	3	LN2
S_2200	3	LN2
S_2215	3	LN2
S_2218	3	LN2
S_2220	3	LN2
S_2230	3	LN2
S_2231	3	LN2
S_2235	3	LN2
S_2237	3	LN2
S_2239	3	LN2
S_2251	3	LN2
S_2252	3	LN2
S_2253	3	LN2
S_2255	3	LN2
S_2257	3	LN2
S_2262	3	LN2
S_2263	3	LN2
S_2265	3	LN2
S_2266	3	LN2
S_2275	3	LN2
S_2278	3	LN2
S_2279	3	LN2
S_2281	3	LN2
S_2287	3	LN2
S_2288	3	LN2
S_2290	3	LN2
S_2373	3	LN2
S_2426	3	LN2
S_2460	3	LN2
S_2601	3	LN2
S_2813	3	LN2
S_2846	3	LN2
S_2896	3	LN2
S_3003	3	LN2
S_3047	3	LN2
S_3079	3	LN2
S_3084	3	LN2
S_3108	3	LN2
S_3156	3	LN2
S_3159	3	LN2
S_3214	3	LN2
S_3235	3	LN2
S_3335	3	LN2
S_3336	3	LN2
S_3464	3	LN2
S_3611	3	LN2
S_3809	3	LN2
S_3880	3	LN2
S_3921	3	LN2
S_4072	3	LN2
S_4080	3	LN2
S_4094	3	LN2
S_4118	3	LN2
S_4237	3	LN2
S_4310	3	LN2
S_4458	3	LN2
S_4467	3	LN2
S_4492	3	LN2
M_27	2	LN2
M_38	2	LN2
M_5	2	LN2
M_74	2	LN2
M_98	2	LN2
S_2052	2	LN2
S_2054	2	LN2
S_2056	2	LN2
S_2058	2	LN2
S_2059	2	LN2
S_2060	2	LN2
S_2061	2	LN2
S_2062	2	LN2
S_2063	2	LN2
S_2064	2	LN2
S_2067	2	LN2
S_2068	2	LN2
S_2069	2	LN2
S_2070	2	LN2
S_2071	2	LN2
S_2072	2	LN2
S_2074	2	LN2
S_2076	2	LN2
S_2077	2	LN2
S_2079	2	LN2
S_2081	2	LN2
S_2082	2	LN2
S_2083	2	LN2
S_2084	2	LN2
S_2085	2	LN2
S_2087	2	LN2
S_2088	2	LN2
S_2089	2	LN2
S_2091	2	LN2
S_2092	2	LN2
S_2093	2	LN2
S_2094	2	LN2
S_2095	2	LN2
S_2097	2	LN2
S_2098	2	LN2
S_2099	2	LN2
S_2101	2	LN2
S_2104	2	LN2
S_2105	2	LN2
S_2106	2	LN2
S_2107	2	LN2
S_2108	2	LN2
S_2109	2	LN2
S_2110	2	LN2
S_2111	2	LN2
S_2113	2	LN2
S_2114	2	LN2
S_2116	2	LN2
S_2117	2	LN2
S_2120	2	LN2
S_2122	2	LN2
S_2123	2	LN2
S_2124	2	LN2
S_2125	2	LN2
S_2128	2	LN2
S_2129	2	LN2
S_2131	2	LN2
S_2132	2	LN2
S_2134	2	LN2
S_2136	2	LN2
S_2137	2	LN2
S_2139	2	LN2
S_2140	2	LN2
S_2142	2	LN2
S_2143	2	LN2
S_2145	2	LN2
S_2146	2	LN2
S_2148	2	LN2
S_2150	2	LN2
S_2151	2	LN2
S_2152	2	LN2
S_2154	2	LN2
S_2155	2	LN2
S_2156	2	LN2
S_2157	2	LN2
S_2158	2	LN2
S_2159	2	LN2
S_2160	2	LN2
S_2162	2	LN2
S_2169	2	LN2
S_2171	2	LN2
S_2172	2	LN2
S_2174	2	LN2
S_2175	2	LN2
S_2176	2	LN2
S_2177	2	LN2
S_2178	2	LN2
S_2179	2	LN2
S_2181	2	LN2
S_2183	2	LN2
S_2184	2	LN2
S_2187	2	LN2
S_2188	2	LN2
S_2189	2	LN2
S_2190	2	LN2
S_2192	2	LN2
S_2193	2	LN2
S_2194	2	LN2
S_2195	2	LN2
S_2196	2	LN2
S_2197	2	LN2
S_2198	2	LN2
S_2202	2	LN2
S_2203	2	LN2
S_2204	2	LN2
S_2205	2	LN2
S_2206	2	LN2
S_2207	2	LN2
S_2208	2	LN2
S_2210	2	LN2
S_2211	2	LN2
S_2213	2	LN2
S_2214	2	LN2
S_2216	2	LN2
S_2217	2	LN2
S_2219	2	LN2
S_2221	2	LN2
S_2223	2	LN2
S_2225	2	LN2
S_2227	2	LN2
S_2228	2	LN2
S_2229	2	LN2
S_2232	2	LN2
S_2233	2	LN2
S_2234	2	LN2
S_2236	2	LN2
S_2238	2	LN2
S_2240	2	LN2
S_2241	2	LN2
S_2242	2	LN2
S_2243	2	LN2
S_2244	2	LN2
S_2245	2	LN2
S_2246	2	LN2
S_2247	2	LN2
S_2249	2	LN2
S_2250	2	LN2
S_2254	2	LN2
S_2256	2	LN2
S_2258	2	LN2
S_2259	2	LN2
S_2260	2	LN2
S_2261	2	LN2
S_2264	2	LN2
S_2267	2	LN2
S_2270	2	LN2
S_2271	2	LN2
S_2272	2	LN2
S_2273	2	LN2
S_2274	2	LN2
S_2276	2	LN2
S_2277	2	LN2
S_2280	2	LN2
S_2282	2	LN2
S_2283	2	LN2
S_2286	2	LN2
S_2289	2	LN2
S_2305	2	LN2
S_2321	2	LN2
S_2344	2	LN2
S_2367	2	LN2
S_2370	2	LN2
S_2439	2	LN2
S_2455	2	LN2
S_2466	2	LN2
S_2538	2	LN2
S_2539	2	LN2
S_2565	2	LN2
S_2567	2	LN2
S_2568	2	LN2
S_2589	2	LN2
S_2624	2	LN2
S_2689	2	LN2
S_2718	2	LN2
S_2790	2	LN2
S_2819	2	LN2
S_2891	2	LN2
S_2902	2	LN2
S_2903	2	LN2
S_2920	2	LN2
S_2965	2	LN2
S_2973	2	LN2
S_2992	2	LN2
S_3018	2	LN2
S_3031	2	LN2
S_3044	2	LN2
S_3071	2	LN2
S_3083	2	LN2
S_3113	2	LN2
S_3134	2	LN2
S_3138	2	LN2
S_3158	2	LN2
S_3179	2	LN2
S_3219	2	LN2
S_3267	2	LN2
S_3299	2	LN2
S_3317	2	LN2
S_3354	2	LN2
S_3379	2	LN2
S_3382	2	LN2
S_3398	2	LN2
S_3401	2	LN2
S_3439	2	LN2
S_3447	2	LN2
S_3468	2	LN2
S_3472	2	LN2
S_3475	2	LN2
S_3478	2	LN2
S_3489	2	LN2
S_3499	2	LN2
S_3516	2	LN2
S_3525	2	LN2
S_3540	2	LN2
S_3552	2	LN2
S_3577	2	LN2
S_3592	2	LN2
S_3596	2	LN2
S_3603	2	LN2
S_3610	2	LN2
S_3647	2	LN2
S_3658	2	LN2
S_3662	2	LN2
S_3670	2	LN2
S_3680	2	LN2
S_3681	2	LN2
S_3692	2	LN2
S_3693	2	LN2
S_3712	2	LN2
S_3731	2	LN2
S_3741	2	LN2
S_3775	2	LN2
S_3779	2	LN2
S_3783	2	LN2
S_3823	2	LN2
S_3830	2	LN2
S_3879	2	LN2
S_3882	2	LN2
S_3910	2	LN2
S_3913	2	LN2
S_3930	2	LN2
S_3935	2	LN2
S_3945	2	LN2
S_3949	2	LN2
S_3950	2	LN2
S_3967	2	LN2
S_3983	2	LN2
S_4021	2	LN2
S_4087	2	LN2
S_4095	2	LN2
S_4100	2	LN2
S_4105	2	LN2
S_4106	2	LN2
S_4116	2	LN2
S_4121	2	LN2
S_4133	2	LN2
S_4151	2	LN2
S_4170	2	LN2
S_4192	2	LN2
S_4193	2	LN2
S_4196	2	LN2
S_4204	2	LN2
S_4207	2	LN2
S_4228	2	LN2
S_4257	2	LN2
S_4264	2	LN2
S_4271	2	LN2
S_4289	2	LN2
S_4291	2	LN2
S_4299	2	LN2
S_4311	2	LN2
S_4313	2	LN2
S_4320	2	LN2
S_4331	2	LN2
S_4380	2	LN2
S_4390	2	LN2
S_4399	2	LN2
S_4418	2	LN2
S_4421	2	LN2
S_4437	2	LN2
S_4439	2	LN2
S_4440	2	LN2
S_4445	2	LN2
S_4456	2	LN2
S_4462	2	LN2
S_4465	2	LN2
S_4466	2	LN2
S_4476	2	LN2
S_4477	2	LN2
S_4480	2	LN2
S_4512	2	LN2
S_4526	2	LN2
S_4557	2	LN2
M_106	1	LN2
M_11	1	LN2
M_131	1	LN2
M_132	1	LN2
M_134	1	LN2
M_137	1	LN2
M_19	1	LN2
M_25	1	LN2
M_3	1	LN2
M_4	1	LN2
M_41	1	LN2
M_43	1	LN2
M_47	1	LN2
M_51	1	LN2
M_52	1	LN2
M_53	1	LN2
M_63	1	LN2
M_7	1	LN2
M_82	1	LN2
S_2291	1	LN2
S_2292	1	LN2
S_2293	1	LN2
S_2294	1	LN2
S_2295	1	LN2
S_2296	1	LN2
S_2297	1	LN2
S_2298	1	LN2
S_2299	1	LN2
S_2300	1	LN2
S_2301	1	LN2
S_2302	1	LN2
S_2303	1	LN2
S_2304	1	LN2
S_2306	1	LN2
S_2307	1	LN2
S_2308	1	LN2
S_2309	1	LN2
S_2310	1	LN2
S_2311	1	LN2
S_2312	1	LN2
S_2313	1	LN2
S_2314	1	LN2
S_2315	1	LN2
S_2316	1	LN2
S_2317	1	LN2
S_2318	1	LN2
S_2319	1	LN2
S_2320	1	LN2
S_2322	1	LN2
S_2323	1	LN2
S_2324	1	LN2
S_2325	1	LN2
S_2326	1	LN2
S_2327	1	LN2
S_2328	1	LN2
S_2329	1	LN2
S_2330	1	LN2
S_2332	1	LN2
S_2333	1	LN2
S_2334	1	LN2
S_2335	1	LN2
S_2336	1	LN2
S_2337	1	LN2
S_2338	1	LN2
S_2339	1	LN2
S_2340	1	LN2
S_2341	1	LN2
S_2342	1	LN2
S_2343	1	LN2
S_2345	1	LN2
S_2346	1	LN2
S_2347	1	LN2
S_2348	1	LN2
S_2349	1	LN2
S_2350	1	LN2
S_2351	1	LN2
S_2352	1	LN2
S_2353	1	LN2
S_2354	1	LN2
S_2355	1	LN2
S_2356	1	LN2
S_2357	1	LN2
S_2358	1	LN2
S_2359	1	LN2
S_2360	1	LN2
S_2361	1	LN2
S_2362	1	LN2
S_2363	1	LN2
S_2364	1	LN2
S_2365	1	LN2
S_2366	1	LN2
S_2368	1	LN2
S_2369	1	LN2
S_2371	1	LN2
S_2372	1	LN2
S_2374	1	LN2
S_2375	1	LN2
S_2376	1	LN2
S_2377	1	LN2
S_2378	1	LN2
S_2379	1	LN2
S_2380	1	LN2
S_2381	1	LN2
S_2383	1	LN2
S_2384	1	LN2
S_2385	1	LN2
S_2386	1	LN2
S_2387	1	LN2
S_2388	1	LN2
S_2389	1	LN2
S_2390	1	LN2
S_2391	1	LN2
S_2392	1	LN2
S_2393	1	LN2
S_2394	1	LN2
S_2395	1	LN2
S_2396	1	LN2
S_2397	1	LN2
S_2398	1	LN2
S_2399	1	LN2
S_2400	1	LN2
S_2401	1	LN2
S_2402	1	LN2
S_2403	1	LN2
S_2404	1	LN2
S_2405	1	LN2
S_2406	1	LN2
S_2407	1	LN2
S_2408	1	LN2
S_2409	1	LN2
S_2410	1	LN2
S_2411	1	LN2
S_2412	1	LN2
S_2413	1	LN2
S_2414	1	LN2
S_2415	1	LN2
S_2416	1	LN2
S_2417	1	LN2
S_2418	1	LN2
S_2419	1	LN2
S_2420	1	LN2
S_2421	1	LN2
S_2422	1	LN2
S_2423	1	LN2
