.	TRBV10-1	TRBV10-2	TRBV10-3	TRBV11-1	TRBV11-2	TRBV11-3	TRBV12-3	TRBV12-4	TRBV12-5	TRBV13	TRBV14	TRBV15	TRBV16	TRBV18	TRBV19	TRBV2	TRBV20-1	TRBV21-1	TRBV23-1	TRBV24-1	TRBV25-1	TRBV27	TRBV28	TRBV29-1	TRBV3-1	TRBV30	TRBV4-1	TRBV4-2	TRBV4-3	TRBV5-1	TRBV5-3	TRBV5-4	TRBV5-5	TRBV5-6	TRBV5-8	TRBV6-1	TRBV6-3	TRBV6-4	TRBV6-5	TRBV6-6	TRBV6-8	TRBV6-9	TRBV7-2	TRBV7-3	TRBV7-4	TRBV7-6	TRBV7-7	TRBV7-8	TRBV7-9	TRBV9
None	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.589825119236878E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.769475357710634E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRBJ1-1	1.589825119236878E-4	7.949125596184389E-4	0.0015898251192368775	0.0	0.007949125596184391	6.359300476947512E-4	0.0012718600953895022	0.0017488076311605654	0.0011128775834658145	6.359300476947512E-4	0.0046104928457869464	0.0011128775834658145	3.179650238473756E-4	9.538950715421267E-4	0.005405405405405386	0.006200317965023824	0.0039745627980921966	3.179650238473756E-4	0.0	0.0014308426073131898	4.769475357710634E-4	0.008108108108108077	0.005405405405405387	0.0235294117647058	0.002702702702702693	0.003497615262321133	0.0055643879173290734	4.769475357710634E-4	3.179650238473756E-4	0.0039745627980921966	0.0	0.04133545310015882	0.0011128775834658145	7.949125596184389E-4	9.538950715421269E-4	0.0034976152623211326	0.011605723370429205	1.589825119236878E-4	0.012400635930047641	0.0046104928457869464	0.0	0.0	0.003815580286168509	0.0	1.589825119236878E-4	3.179650238473756E-4	0.0	0.0014308426073131898	0.029252782193958566	0.0012718600953895024
TRBJ1-2	1.589825119236878E-4	0.0	1.589825119236878E-4	1.589825119236878E-4	7.949125596184389E-4	0.0	4.769475357710634E-4	0.0019077901430842533	0.0	6.359300476947512E-4	6.359300476947512E-4	3.179650238473756E-4	0.0	0.0014308426073131898	0.004610492845786947	0.003020667726550069	0.025914149443561137	3.179650238473756E-4	0.0	0.006677265500794887	1.589825119236878E-4	0.006041335453100138	0.0023847376788553166	0.008108108108108076	0.0014308426073131898	0.00508744038155801	9.538950715421267E-4	4.769475357710634E-4	0.0020667726550079413	7.949125596184389E-4	0.0	0.017488076311605663	7.949125596184389E-4	0.0019077901430842531	6.359300476947512E-4	9.538950715421267E-4	9.538950715421267E-4	1.589825119236878E-4	0.0017488076311605654	4.769475357710634E-4	0.0	0.0	0.013354531001589766	0.0	6.359300476947512E-4	1.589825119236878E-4	0.0	0.00143084260731319	0.0020667726550079413	9.538950715421267E-4
TRBJ1-3	0.0	0.0	1.589825119236878E-4	1.589825119236878E-4	6.359300476947512E-4	4.769475357710634E-4	0.0	0.0012718600953895022	4.769475357710634E-4	0.0	0.0	1.589825119236878E-4	0.0	1.589825119236878E-4	9.538950715421267E-4	4.769475357710634E-4	1.589825119236878E-4	1.589825119236878E-4	0.0	0.0	1.589825119236878E-4	7.949125596184389E-4	1.589825119236878E-4	4.769475357710634E-4	0.0	3.179650238473756E-4	0.0012718600953895024	0.0	0.0	0.0015898251192368775	0.0	3.179650238473756E-4	1.589825119236878E-4	1.589825119236878E-4	0.0	6.359300476947512E-4	0.0	0.0	3.179650238473756E-4	3.179650238473756E-4	0.0	0.0	3.179650238473756E-4	0.0	0.0	0.0	0.0	0.0	0.0034976152623211326	6.359300476947512E-4
TRBJ1-4	0.0	1.589825119236878E-4	0.0	0.0	6.359300476947512E-4	0.0	7.949125596184389E-4	3.179650238473756E-4	0.0	0.0	3.179650238473756E-4	0.0	0.0	0.0	0.003497615262321132	9.538950715421267E-4	4.769475357710634E-4	3.179650238473756E-4	0.0	4.769475357710634E-4	0.0	0.0011128775834658145	4.769475357710634E-4	0.01732909379968197	3.179650238473756E-4	4.769475357710634E-4	0.0	0.0	0.0	7.949125596184389E-4	0.0	3.179650238473756E-4	1.589825119236878E-4	1.589825119236878E-4	0.0	0.0012718600953895022	3.179650238473756E-4	0.0	3.179650238473756E-4	0.0	0.0	0.0	1.589825119236878E-4	1.589825119236878E-4	0.0	1.589825119236878E-4	0.0	3.179650238473756E-4	0.0020667726550079413	1.589825119236878E-4
TRBJ1-5	0.0	1.589825119236878E-4	3.179650238473756E-4	0.0	4.769475357710634E-4	1.589825119236878E-4	7.949125596184389E-4	0.027186009538950617	1.589825119236878E-4	0.0	0.0	7.94912559618439E-4	0.0	9.538950715421267E-4	0.003815580286168509	9.538950715421267E-4	0.002225755166931629	0.0	0.0	9.538950715421268E-4	1.589825119236878E-4	7.949125596184389E-4	9.538950715421267E-4	0.0	6.359300476947512E-4	1.589825119236878E-4	3.179650238473756E-4	6.359300476947512E-4	3.179650238473756E-4	9.538950715421267E-4	0.0	6.359300476947512E-4	0.0	0.00143084260731319	0.0	0.0019077901430842533	0.002543720190779005	1.589825119236878E-4	1.589825119236878E-4	3.179650238473756E-4	0.0019077901430842536	0.0	9.538950715421267E-4	0.0	0.0	3.179650238473756E-4	0.0	0.00222575516693163	9.538950715421267E-4	4.769475357710634E-4
TRBJ1-6	0.0	0.0	3.179650238473756E-4	1.589825119236878E-4	3.179650238473756E-4	0.0	6.359300476947512E-4	0.0	0.0	0.0	1.589825119236878E-4	0.0	0.0	0.0	0.04785373608903002	1.589825119236878E-4	0.0011128775834658145	0.0	0.0	0.0	1.589825119236878E-4	0.0020667726550079413	3.179650238473756E-4	0.0	0.0011128775834658145	1.589825119236878E-4	1.589825119236878E-4	1.589825119236878E-4	1.589825119236878E-4	7.949125596184389E-4	0.0	0.00143084260731319	0.0	4.769475357710634E-4	1.589825119236878E-4	4.769475357710634E-4	6.359300476947512E-4	0.0	0.0019077901430842536	0.0	0.0	0.0	3.179650238473756E-4	0.0	0.0	1.589825119236878E-4	1.589825119236878E-4	0.0	0.0	6.359300476947512E-4
TRBJ2-1	7.949125596184389E-4	3.179650238473756E-4	7.949125596184389E-4	1.589825119236878E-4	0.0015898251192368775	9.538950715421267E-4	0.0019077901430842531	0.002702702702702693	0.0	6.359300476947512E-4	6.359300476947512E-4	0.0011128775834658145	1.589825119236878E-4	9.538950715421267E-4	0.006836248012718577	0.003497615262321133	0.005723370429252764	0.0015898251192368775	0.0	0.002066772655007941	7.949125596184389E-4	0.0031796502384737564	0.0011128775834658145	0.0015898251192368775	0.003497615262321133	4.769475357710634E-4	0.0012718600953895022	6.359300476947512E-4	0.0015898251192368778	0.0027027027027026924	1.589825119236878E-4	0.0011128775834658145	4.769475357710634E-4	0.0020667726550079413	0.0	0.0019077901430842531	0.0020667726550079413	0.0019077901430842533	0.003497615262321133	0.005723370429252761	0.0	4.769475357710634E-4	0.004610492845786948	4.769475357710634E-4	0.0	7.949125596184389E-4	4.769475357710634E-4	0.0012718600953895022	0.035453100158982356	0.0015898251192368775
TRBJ2-2	3.179650238473756E-4	0.00429252782193957	9.538950715421267E-4	4.769475357710634E-4	1.589825119236878E-4	9.538950715421267E-4	6.359300476947512E-4	0.0019077901430842531	1.589825119236878E-4	0.0011128775834658147	0.0	0.0	0.0	6.359300476947512E-4	0.0014308426073131898	0.0014308426073131898	0.0015898251192368775	4.769475357710634E-4	0.0	7.949125596184389E-4	4.769475357710634E-4	0.002702702702702693	0.0017488076311605654	0.002543720190779005	0.0015898251192368778	1.589825119236878E-4	0.0011128775834658145	9.538950715421267E-4	0.0	0.0015898251192368775	0.0	4.769475357710634E-4	1.589825119236878E-4	1.589825119236878E-4	0.0	0.0015898251192368778	0.0017488076311605654	9.538950715421267E-4	6.359300476947512E-4	0.0	0.0	0.0	0.0	1.589825119236878E-4	0.0	0.00143084260731319	0.0	3.179650238473756E-4	0.0025437201907790048	0.015580286168521402
TRBJ2-3	6.359300476947512E-4	0.0	7.949125596184389E-4	3.179650238473756E-4	0.0038155802861685084	0.0028616852146263806	0.002384737678855317	4.769475357710634E-4	0.0	0.0030206677265500683	3.179650238473756E-4	4.769475357710634E-4	0.0	6.359300476947512E-4	0.004769475357710635	0.0015898251192368775	0.002066772655007941	0.0011128775834658145	0.0	0.003020667726550069	3.179650238473756E-4	0.002861685214626381	0.002066772655007941	6.359300476947512E-4	0.0049284578696343236	1.589825119236878E-4	0.002384737678855317	4.769475357710634E-4	4.769475357710634E-4	0.009379968203497575	0.0	0.0011128775834658145	7.949125596184389E-4	6.359300476947512E-4	1.589825119236878E-4	0.0023847376788553166	0.0019077901430842533	0.002702702702702693	0.002543720190779005	4.769475357710634E-4	0.0	0.0	9.538950715421267E-4	0.0022257551669316294	0.0	6.359300476947512E-4	0.0	1.589825119236878E-4	0.0019077901430842531	0.005723370429252763
