Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Cytokine-cytokine receptor interaction	39/295	1.2712041549896e-19	3.31784284452286e-17	0	0	7.42829663825758	323.198888739127	CCL4L1;EBI3;CXCR4;FASLG;CXCR6;CXCL13;TNF;CXCR3;CCL5;CCL4;CCL3;IL21R;CCR8;TNFRSF8;CCR7;TNFRSF4;IL12RB2;IL32;CCL22;IL1R1;CD70;IL1R2;TNFRSF9;TNFRSF18;TNFRSF1B;CD4;CD40LG;IFNG;IL2RA;IL2RB;LTA;XCL2;CD27;XCL1;TNFSF8;TNFRSF25;LTB;IL7R;IL18R1
Antigen processing and presentation	17/78	7.43331891607266e-13	9.70048118547482e-11	0	0	13.0036865636521	363.162195862191	CD74;HSPA8;KLRC2;KLRC3;KLRC4;TNF;KIR2DL4;HLA-DMA;CD4;CD8B;IFNG;CD8A;KLRD1;KLRC1;CALR;CTSB;HSPA1A
Apoptosis	21/142	4.38627349956096e-12	3.25866848984937e-10	0	0	8.15115582704516	213.173437864694	JUN;BCL2A1;GADD45A;GZMB;CTSW;FASLG;PIK3R1;FOS;TRAF1;TNF;ACTB;TUBA4A;ACTG1;ERN1;NFKBIA;TUBA1A;PMAIP1;CTSC;BCL2L1;CTSB;BIRC3
Viral protein interaction with cytokine and cytokine receptor	18/100	4.99412795379213e-12	3.25866848984937e-10	0	0	10.2560098262853	266.889664861538	CCL22;CCL4L1;CXCR4;CXCL13;TNFRSF1B;TNF;CCL5;CXCR3;IL2RA;CCL4;IL2RB;LTA;XCL2;CCL3;CCR8;XCL1;CCR7;IL18R1
Human T-cell leukemia virus 1 infection	23/219	5.0942487249747e-10	2.65919783443679e-08	0	0	5.51673023578363	118.045552215556	RANBP1;JUN;IL1R1;IL1R2;PIK3R1;FOS;TNF;RELB;NFKB2;NFKBIA;HLA-DMA;ZFP36;CD4;CCND2;PTTG1;MYC;IL2RA;CREB3L2;IL2RB;LTA;VDAC1;CALR;BCL2L1
Salmonella infection	24/249	1.23353088617695e-09	5.17816705031025e-08	0	0	5.01930251419302	102.962885611878	JUN;ANXA2;AHNAK;RIPK2;ARPC1B;TUBB;TCF7;TXN;FOS;DYNLL1;TUBB4B;TNF;ACTB;TUBA4A;ACTG1;MAPK13;NFKBIA;TUBA1A;MYC;SNX9;PFN1;GAPDH;S100A10;BIRC3
Fluid shear stress and atherosclerosis	18/139	1.38878043494911e-09	5.17816705031025e-08	0	0	6.93644092990071	141.467601962703	JUN;SDC4;IL1R1;IL1R2;MGST2;PIK3R1;TXN;FOS;TNF;ACTB;KLF2;ACTG1;MAPK13;IFNG;PECAM1;HMOX1;CALM3;SQSTM1
Hematopoietic cell lineage	15/99	3.68461739685192e-09	1.20210642572294e-07	0	0	8.28273809523809	160.84331225416	TFRC;IL1R1;IL1R2;FLT3LG;TNF;HLA-DMA;CD4;CD8B;CD8A;IL2RA;CD7;CD38;CD59;IL7R;CD55
NF-kappa B signaling pathway	15/104	7.39301084132065e-09	1.8995908202743e-07	0	0	7.81540930979133	146.325804317229	BCL2A1;CCL4L1;IL1R1;GADD45A;TRAF1;TNF;NFKB2;RELB;NFKBIA;CD40LG;CCL4;LTA;LTB;BCL2L1;BIRC3
T cell receptor signaling pathway	15/104	7.39301084132065e-09	1.8995908202743e-07	0	0	7.81540930979133	146.325804317229	JUN;PIK3R1;FOS;TNF;MAPK13;NFKBIA;CD4;CD40LG;CD8B;IFNG;CD8A;CD28;CTLA4;PTPN6;ICOS
