Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Amyotrophic lateral sclerosis	192/364	6.68785255634738e-22	2.12673711291847e-19	0	0	2.80137165658707	136.58529908877	NDUFA13;NUP107;NDUFA11;NUP188;NDUFA12;COX6A1;ACTB;ACTG1;GLE1;PSMD8;PSMD6;PSMD7;TBK1;PSMD4;PSMD2;KIF5B;PSMD3;PSMD1;MAP3K5;NUP214;MAP2K3;GABARAPL2;DAXX;ANXA11;SDHC;SDHD;SDHA;ATG13;SDHB;TUBA4A;COX6B1;ATXN2L;COX7A2L;DDIT3;UQCRC1;SRSF3;VDAC1;MATR3;ND1;NUP98;UQCRC2;PFN1;ND3;ATF6;ND2;SQSTM1;SRSF7;OPTN;ND5;ATF4;ND4;ND6;PSMD12;VCP;PSMD11;UQCRB;ATP8;NDUFB11;PSMD13;ATP6;PIK3R4;COX7A2;ITPR3;KLC1;GABARAP;NUP160;UQCRH;PPP3R1;ATXN2;POM121C;TPR;COX3;COX2;COX1;NUP88;NRBF2;CYC1;NDUFV3;NDUFV2;MAP2K6;XBP1;HSPA5;FUS;EIF2S1;SETX;CHMP2B;CYCS;CYTB;HNRNPA1L2;RAB5A;BCL2L1;COX7B;WDR41;COX7C;TUBA1C;TUBA1B;ACTR1B;PPP3CC;TUBA1A;CASP3;RB1CC1;NUP62;ANXA7;UQCRFS1;RAC1;SPG11;RAB8A;SEC13;GPX1;NCBP1;NUP133;TUBB;SIGMAR1;GPX7;NDUFC2;NDUFC1;WIPI2;TNFRSF1B;TOMM40L;TNFRSF1A;PSMA5;PSMA6;PSMA3;NDUFS8;PSMA1;NDUFS7;PSMA2;NDUFS6;NUP50;CAT;NDUFS4;NDUFS3;NDUFS2;NDUFS1;DCTN6;BECN1;NDUFB9;RAB1A;NDUFB8;TOMM40;NDUFB7;DCTN2;DCTN1;DNAH8;NDUFB5;DCTN3;NDUFB3;DERL1;NDUFB2;NDUFB1;UQCR11;UQCR10;AMBRA1;COX5B;COX5A;TANK;PSMA7;PSMB6;NXF1;TUBA3D;PSMB2;PSMB1;UBQLN1;NUP43;BID;HNRNPA1;RAE1;RANBP2;NDUFA9;HNRNPA3;NDUFA7;NDUFA6;NDUFA5;BAD;NDUFA4;NDUFA3;ADRM1;NDUFA1;ND4L;COX6C;TUBB4B;MTOR;UQCRHL;MAPK13;PSMC5;PSMC6;PSMC4;PSMC1;HNRNPA2B1;NDUFAB1;PSMC2;ACTR10
Parkinson disease	142/249	1.36937847464522e-20	2.1773117746859e-18	0	0	3.31622890160013	151.67550501039	NDUFA13;NDUFA11;NDUFA12;UBE2L6;PARK7;COX6A1;UBE2L3;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;KIF5B;PSMD3;PSMD1;PRKACB;MAP3K5;DAXX;SDHC;SDHD;SDHA;SDHB;TUBA4A;COX6B1;COX7A2L;DDIT3;UQCRC1;VDAC3;PPIF;VDAC2;VDAC1;ND1;UQCRC2;ND3;ATF6;ND2;ND5;ATF4;ND4;ND6;PSMD12;PSMD11;UBA7;UQCRB;ATP8;NDUFB11;PSMD13;ATP6;ITPR2;COX7A2;ITPR3;TXN;KLC1;UQCRH;UBE2J1;UBB;UBC;COX3;COX2;COX1;PLCG1;CYC1;NDUFV3;NDUFV2;TRAP1;XBP1;HSPA5;EIF2S1;GNAS;CYCS;CALM3;UBA1;CYTB;CALM1;BCL2L1;NFE2L2;COX7B;COX7C;TUBA1C;TUBA1B;TUBA1A;CASP3;UQCRFS1;DUSP1;TUBB;NDUFC2;NDUFC1;PSMA5;PSMA6;PSMA3;NDUFS8;PSMA1;NDUFS7;PSMA2;NDUFS6;NDUFS4;NDUFS3;NDUFS2;NDUFS1;SLC25A5;SLC25A6;NDUFB9;CAMK2D;NDUFB8;NDUFB7;NDUFB5;NDUFB3;GNAI3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX5B;COX5A;PSMA7;PSMB6;TUBA3D;PSMB2;PSMB1;MFN2;RPS27A;CAMK2G;NDUFA9;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;ADRM1;NDUFA1;ND4L;UBE2G1;UBE2G2;COX6C;TUBB4B;UQCRHL;PSMC5;PSMC6;PSMC4;PSMC1;NDUFAB1;PSMC2
Non-alcoholic fatty liver disease	95/155	4.71457842536688e-17	4.99745313088889e-15	0	0	3.93691438275943	148.001552601188	GSK3B;NDUFA13;COX7B;NDUFA11;NDUFA12;PIK3CD;PRKAG2;IRS2;FASLG;COX6A1;COX7C;IKBKB;CASP7;CASP8;AKT2;CASP3;MLX;UQCRFS1;RAC1;IL6R;MAP3K5;SREBF1;NDUFC2;SDHC;NDUFC1;SDHD;FOS;SDHA;SDHB;COX6B1;TNFRSF1A;COX7A2L;NDUFS8;NDUFS7;NDUFS6;DDIT3;NDUFS4;UQCRC1;NDUFS3;NDUFS2;NDUFS1;PPARG;UQCRC2;ATF4;NDUFB9;NDUFB8;NDUFB7;UQCRB;NDUFB11;NDUFB5;NDUFB3;NDUFB2;NDUFB1;COX7A2;UQCR11;PIK3R1;UQCR10;ADIPOR1;COX5B;ADIPOR2;COX5A;UQCRH;RELA;CDC42;SOCS3;BCL2L11;RXRA;COX3;COX2;COX1;CYC1;NDUFV3;NDUFV2;BID;MLXIP;NDUFA9;XBP1;NDUFA7;TGFB1;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;COX6C;EIF2S1;NFKB1;UQCRHL;MAPK13;ITCH;NDUFAB1;CYCS;FAS;CYTB;MAP3K11
Pathways of neurodegeneration	221/475	1.74054105808061e-16	1.38373014117408e-14	0	0	2.18207494320127	79.181314532091	APP;ARAF;UBE2L6;UBE2L3;PSMD8;PSMD6;PSMD7;TBK1;PSMD4;PSMD2;PSMD3;PSMD1;GABARAPL2;DAXX;ATG13;COX7A2L;DDIT3;CSNK2B;UQCRC1;VDAC3;VDAC2;VDAC1;UQCRC2;ATF6;OPTN;STX1A;ATF4;PIK3R4;GABARAP;UBE2J1;PPP3R1;COX3;COX2;COX1;NRBF2;PLCG1;FADD;TRAP1;FZD3;XBP1;FZD6;BRAF;CALM3;CALM1;RYR2;COX7B;WDR41;COX7C;TUBA1C;TUBA1B;TUBA1A;ACTR1B;PPP3CC;RAC1;RAB8A;TUBB;TOMM40L;PSMA5;PSMA6;PSMA3;PSMA1;PSMA2;PLCB2;TOMM40;DERL1;UQCR11;UQCR10;COX5B;TANK;COX5A;PSMA7;RELA;PSMB6;NRAS;TUBA3D;PSMB2;PSMB1;MFN2;BID;RPS27A;CSNK1A1;ND4L;UBE2G1;UBE2G2;TUBB4B;COX6C;PSMC5;PSMC6;PSMC4;PSMC1;PSMC2;NDUFAB1;CTNNB1;FAS;ACTR10;NDUFA13;CSF1;NDUFA11;NDUFA12;PARK7;COX6A1;KIF5B;CAPN2;CAPN1;MAP3K5;MAP2K3;MAP2K1;SDHC;SDHD;SDHA;SDHB;TUBA4A;COX6B1;ATXN2L;PPIF;ND1;ND3;RAF1;ND2;SQSTM1;ND5;PPID;ND4;ND6;PSMD12;VCP;PSMD11;UQCRB;UBA7;ATP8;NDUFB11;PSMD13;ATP6;ITPR2;ITPR3;COX7A2;PSEN1;KLC1;UQCRH;ATXN3;ATXN2;ATXN1;UBB;UBC;DVL2;CYC1;NDUFV3;MAP2K7;NDUFV2;MAP2K6;PRNP;HSPA5;FUS;EIF2S1;NFKB1;CHMP2B;CYCS;UBA1;CYTB;RAB5A;BCL2L1;GSK3B;ATP2A3;FASLG;CASP7;CASP8;CASP3;RB1CC1;UQCRFS1;IFT57;SPG11;GPX1;SIGMAR1;GPX7;NDUFC2;NDUFC1;WIPI2;TNFRSF1B;TNFRSF1A;NDUFS8;NDUFS7;NDUFS6;CAT;NDUFS4;NDUFS3;NDUFS2;NDUFS1;SLC25A5;SLC25A6;DCTN6;BECN1;NDUFB9;RAB1A;NDUFB8;CAMK2D;NDUFB7;DCTN2;NDUFB5;DCTN1;DNAH8;NDUFB3;DCTN3;NDUFB2;NDUFB1;AMBRA1;MAPK1;CAMK2G;NDUFA9;NDUFA7;NDUFA6;NDUFA5;NDUFA4;BAD;NDUFA3;ADRM1;NDUFA1;MTOR;UQCRHL;MAPK13;APC;KRAS
Spliceosome	91/150	5.38343823628187e-16	3.42386671827527e-14	0	0	3.83264497238621	134.748263170751	TCERG1;RBM25;DDX46;EIF4A3;DDX42;HNRNPU;USP39;PQBP1;EFTUD2;SART1;SNRPD1;SNRNP70;MAGOH;DHX15;BCAS2;RBM17;NCBP1;NCBP2;BUD31;THOC3;PRPF40A;THOC2;PLRG1;WBP11;CRNKL1;CDC40;PRPF4;PRPF6;RBMXL1;PRPF18;SYF2;PRPF3;SNRPG;SRSF2;SRSF3;SNRPE;SRSF4;SNRPA1;SNRPF;SRSF5;SNRNP200;SNRPC;SRSF6;SRSF7;SLU7;SRSF8;SNRPB;SRSF9;RBM22;SF3B4;DDX5;SF3B2;SF3B3;DHX8;SF3B6;DDX23;U2AF1;PRPF8;ZMAT2;PUF60;PCBP1;TRA2B;TRA2A;HNRNPA1;SF3B1;SF3A3;HSPA8;PRPF38B;HNRNPA3;SF3A1;PRPF38A;SF3A2;CCDC12;FUS;HSPA6;CDC5L;LSM4;LSM3;U2SURP;CHERP;LSM8;HNRNPK;SNW1;RNU5A-1;ACIN1;PRPF31;HNRNPC;HNRNPA1L2;HSPA1B;HSPA1A;RNU4-2
Oxidative phosphorylation	83/133	9.73952219746071e-16	4.77873384811986e-14	0	0	4.12177068723703	142.469702144232	NDUFA13;COX7B;NDUFA11;NDUFA12;TCIRG1;COX6A1;COX7C;UQCRFS1;ATP6V1G1;ATP6V0E1;ATP6AP1;NDUFC2;SDHC;NDUFC1;SDHD;SDHA;SDHB;COX6B1;COX7A2L;NDUFS8;PPA2;NDUFS7;PPA1;NDUFS6;NDUFS4;UQCRC1;ATP6V1B2;NDUFS3;NDUFS2;ND1;NDUFS1;UQCRC2;ATP6V0D1;ND3;ND2;ATP6V0C;ND5;ND4;ND6;NDUFB9;NDUFB8;NDUFB7;UQCRB;ATP8;NDUFB11;NDUFB5;ATP6;COX17;NDUFB3;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX5B;COX5A;UQCRH;ATP6V0A2;COX3;ATP6V1H;COX11;COX2;COX1;CYC1;NDUFV3;NDUFV2;ATP6V0E2;ATP6V1D;ATP6V1C1;COX10;ATP6V1F;NDUFA9;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA1;ND4L;COX6C;UQCRHL;NDUFAB1;CYTB
Ribosome	94/158	1.05192254518362e-15	4.77873384811986e-14	0	0	3.65033264535394	125.893245045045	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;MRPS10;RPL10A;RPL8;MRPL34;RPL9;MRPL35;RPL6;MRPL32;RPL7;RPS15;RPS14;MRPL3;RPL7A;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPLP2;RPL38;RPL37;MRPL9;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;MRPS2;RPSA;RPS3A;MRPS7;MRPS5;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL10;MRPL18;RPL12;RPL11;RPL36A;RPS27L;MRPL15;MRPL13;MRPL10;MRPL20;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;MRPL27;RPL35A;RPL23A;MRPL23;MRPL30;RPS26;RPS25;RPS27;RPS29;RPL27A;RNR2;RPS20;RPL22L1;FAU;RNR1;RPS21;RSL24D1;RPS24;RPS23
Prion disease	141/273	1.89642785260516e-15	7.53830071410551e-14	0	0	2.6640219946543	90.3071603965438	NDUFA13;NDUFA11;NDUFA12;NCF4;COX6A1;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;KIF5B;PSMD3;PSMD1;PRKACB;PRKCD;CYBA;SDHC;SDHD;SDHA;SDHB;TUBA4A;COX6B1;COX7A2L;DDIT3;CSNK2B;UQCRC1;VDAC3;PPIF;VDAC2;VDAC1;ND1;UQCRC2;ND3;ND2;ND5;ATF4;ND4;ND6;PSMD12;NOTCH1;PSMD11;UQCRB;ATP8;NDUFB11;PSMD13;ATP6;ITPR2;COX7A2;ITPR3;PIK3R1;KLC1;UQCRH;STIP1;PPP3R1;COX3;COX2;COX1;CYC1;NDUFV3;NDUFV2;EGR1;HSPA8;PRNP;HSPA5;HSPA6;EIF2S1;CYCS;CYTB;RYR2;GSK3B;COX7B;PIK3CD;COX7C;TUBA1C;TUBA1B;PPP3CC;TUBA1A;CASP3;RAC2;UQCRFS1;RAC1;TUBB;NDUFC2;NDUFC1;PSMA5;PSMA6;PSMA3;NDUFS8;PSMA1;NDUFS7;PSMA2;NDUFS6;NDUFS4;NDUFS3;NDUFS2;NDUFS1;SLC25A5;SLC25A6;C1QB;NDUFB9;NDUFB8;NDUFB7;ATF6B;NDUFB5;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX5B;COX5A;PSMA7;PSMB6;TUBA3D;PSMB2;CCL5;PSMB1;MAPK1;FYN;NDUFA9;NDUFA7;NDUFA6;NDUFA5;BAD;NDUFA4;NDUFA3;ADRM1;NDUFA1;ND4L;COX6C;TUBB4B;UQCRHL;MAPK13;PSMC5;PSMC6;PSMC4;PSMC1;NDUFAB1;PSMC2;HSPA1B;HSPA1A
Endocytosis	132/252	3.57398475331456e-15	1.26280794617115e-13	0	0	2.74134394341291	91.1910673746945	VPS29;TFRC;WIPF1;WIPF2;ARPC5L;CBLB;ZFYVE27;KIF5B;VPS35;VPS36;AP2M1;SH3GLB1;USP8;PRKCI;IST1;HLA-C;HLA-A;HLA-G;RNF41;ACAP2;ACAP1;BIN1;HGS;RAB35;CHMP4B;CHMP4A;STAMBP;STAM2;RAB5B;RAB5C;TSG101;AGAP2;VPS26A;VPS26B;PRKCZ;SNX3;ACTR3C;SNX1;RAB11FIP1;SNX2;GRK6;RAB11FIP4;SNX5;SNX6;SMAD2;HSPA8;RAB4A;SMAD3;SMURF2;VTA1;HSPA6;ARPC4;STAM;ARPC5;IGF2R;EHD1;EHD3;EHD4;ARPC2;ARPC3;CHMP2B;CHMP2A;MDM2;RAB5A;ARF3;ARF1;SH3KBP1;ARPC1B;ARPC1A;CLTB;SNX12;CLTA;AP2A1;ARRB1;ARRB2;AP2A2;RAB22A;EEA1;CAPZB;CHMP1B;PSD4;CHMP1A;CCR5;RAB8A;ACTR3;ACTR2;PDCD6IP;ARAP2;VPS37A;EPS15L1;VPS37B;ARFGAP3;RHOA;EPN1;ARFGAP2;DNM2;TGFBR2;RABEP1;CHMP7;RAB7A;CHMP5;VPS4B;VPS4A;CXCR4;IL2RG;CDC42;CYTH2;CYTH4;MVB12B;AP2S1;EPS15;LDLR;CYTH1;ARFGEF1;GIT2;GBF1;WWP1;AP2B1;RAB11A;PML;RAB11B;RAB10;ITCH;CAPZA1;NEDD4;IL2RA;IL2RB;SMAP2;SMAP1;HSPA1B;SPG21;HSPA1A
Huntington disease	153/306	4.72455404050578e-15	1.50240818488084e-13	0	0	2.49556265530706	82.3186377871171	NDUFA13;NDUFA11;NDUFA12;COX6A1;PSMD8;PSMD6;PSMD7;PSMD4;PSMD2;KIF5B;PSMD3;PSMD1;EP300;AP2M1;MAP3K5;SDHC;SDHD;SDHA;ATG13;SDHB;TUBA4A;COX6B1;COX7A2L;UQCRC1;VDAC3;PPIF;TFAM;VDAC2;VDAC1;ND1;UQCRC2;ND3;ND2;STX1A;ND5;ND4;ND6;PSMD12;PSMD11;UQCRB;ATP8;NDUFB11;PSMD13;ATP6;PIK3R4;COX7A2;KLC1;UQCRH;COX3;COX2;COX1;NRBF2;CYC1;NDUFV3;MAP2K7;NDUFV2;CREBBP;CYCS;CYTB;COX7B;CLTB;CLTA;AP2A1;AP2A2;COX7C;TUBA1C;TUBA1B;ACTR1B;TUBA1A;CASP8;CASP3;RB1CC1;UQCRFS1;IFT57;GPX1;TBP;TUBB;GPX7;NDUFC2;NDUFC1;WIPI2;PSMA5;PSMA6;PSMA3;NDUFS8;PSMA1;NDUFS7;PSMA2;NDUFS6;NDUFS4;NDUFS3;NDUFS2;PPARG;NDUFS1;SLC25A5;PLCB2;SLC25A6;DCTN6;BECN1;NDUFB9;HDAC2;NDUFB8;NDUFB7;DCTN2;DCTN1;DNAH8;HDAC1;NDUFB5;DCTN3;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;AMBRA1;COX5B;COX5A;PSMA7;PSMB6;TUBA3D;PSMB2;POLR2A;POLR2C;PSMB1;POLR2D;AP2S1;POLR2E;POLR2K;POLR2L;NDUFA9;NDUFA7;NDUFA6;POLR2J2;NDUFA5;NDUFA4;NDUFA3;ADRM1;NDUFA1;ND4L;AP2B1;COX6C;TUBB4B;SOD2;MTOR;UQCRHL;PSMC5;REST;PSMC6;PSMC4;PSMC1;NDUFAB1;PSMC2;ACTR10
