Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Antigen processing and presentation	21/78	3.13388785922886e-16	7.70936413370301e-14	0	0	14.6719154443486	523.773987761992	PDIA3;CD74;HSP90AA1;HSPA5;KLRC3;KLRC4;HLA-C;HLA-A;HLA-G;KIR2DL4;TAPBP;CD8B;IFNG;CD8A;PSME2;KLRC1;HLA-DRB3;B2M;HLA-DRB1;HSPA1B;HLA-DQB1
Diabetic cardiomyopathy	25/203	7.79949026500226e-11	6.01790314612385e-09	0	0	5.60433884297521	130.437498665219	ND6;UQCRB;ATP8;NCF4;ATP6;COX7A2;COX3;RAC2;COX2;COX1;PDHA1;NDUFA4;ND4L;SDHC;PPP1CA;TGFBR2;MAPK11;COX7A2L;NDUFS5;ND1;CYTB;ND3;ND2;ND5;ND4
Prion disease	29/273	9.04767021565861e-11	6.01790314612385e-09	0	0	4.76573599726776	110.212071033576	ND6;UQCRB;ATP8;NCF4;ATP6;COX7A2;KIF5B;CCL5;COX3;RAC2;COX2;COX1;PRNP;HSPA5;NDUFA4;TUBB;ND4L;SDHC;MAPK11;COX7A2L;PSMA3;NDUFS5;ND1;CYTB;ND3;ND2;HSPA1B;ND5;ND4
Ribosome	22/158	9.78520836768106e-11	6.01790314612385e-09	0	0	6.42906752023191	148.17434595393	RPL30;RPL21;RPL10;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPL13A;RPS26;RPS14;RPS27;RPS15A;RPS29;RPL38;RNR2;RPL18;RPL39;RNR1;RPL17;RPS12;RPS23
Oxidative phosphorylation	19/133	1.20209896918793e-09	5.9143269284046e-08	0	0	6.59081632653061	135.370072727531	ND6;UQCRB;ATP8;NDUFA4;ATP6;SDHC;COX7A2;ND4L;COX7A2L;NDUFS5;COX3;COX2;ND1;COX1;CYTB;ND3;ND2;ND5;ND4
Amyotrophic lateral sclerosis	31/364	4.83739210144858e-09	1.98333076159392e-07	0	0	3.7311244298692	71.4394293463783	ND6;UQCRB;ATP8;ATP6;COX7A2;ACTG1;KIF5B;TPR;COX3;COX2;COX1;HNRNPA1;MAP2K3;HSPA5;NDUFA4;TUBB;CHCHD10;ND4L;SDHC;TNFRSF1B;MAPK11;COX7A2L;PSMA3;NDUFS5;HNRNPA2B1;ND1;CYTB;ND3;ND2;ND5;ND4
Parkinson disease	25/249	5.83776174516619e-09	2.05155627044412e-07	0	0	4.44284054014168	84.231451159837	ND6;UQCRB;ATP8;ATP6;COX7A2;KIF5B;COX3;COX2;COX1;HSPA5;NDUFA4;TUBB;ND4L;SDHC;COX7A2L;PSMA3;NDUFS5;CALM3;ND1;CYTB;CALM1;ND3;ND2;ND5;ND4
Coronavirus disease	23/232	3.01918051421157e-08	9.28398008120058e-07	0	0	4.3661370035639	75.6026980018032	RPL30;RPL21;RPL10;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPL13A;TYK2;RPS26;RPS14;MAPK11;RPS27;RPS15A;RPS29;RPL38;RPL18;RPL39;RPL17;RPS12;RPS23;JAK1
Thermogenesis	22/232	1.32741991543788e-07	3.62828110219688e-06	0	0	4.14766793781167	65.6777349251119	MAP2K3;ND6;UQCRB;ATP8;NDUFA4;ATP6;ND4L;SDHC;COX7A2;ACTG1;MAPK11;COX7A2L;NDUFS5;COX3;COX2;COX1;ND1;CYTB;ND3;ND2;ND5;ND4
Th17 cell differentiation	14/107	5.58012379568445e-07	1.37271045373837e-05	0	0	5.89925057021831	84.9426287132983	HSP90AA1;AHR;TYK2;IL27RA;TGFBR2;ZAP70;MAPK11;IFNG;IL2RB;HLA-DRB3;HLA-DRB1;LAT;JAK1;HLA-DQB1
Pathways of neurodegeneration	31/475	1.8459046304262e-06	4.12811399168041e-05	0	0	2.78212993328056	36.7311847508455	ND6;UQCRB;ATP8;ATP6;COX7A2;KIF5B;COX3;CAPN2;COX2;COX1;CAPN1;MAP2K3;PRNP;HSPA5;NDUFA4;TUBB;ND4L;SDHC;TNFRSF1B;MAPK11;PSMA3;COX7A2L;NDUFS5;ND1;CALM3;CYTB;ND3;CALM1;ND2;ND5;ND4
Alzheimer disease	26/369	3.19199954921863e-06	6.54359907589818e-05	0	0	3.0050763872541	38.028830044132	ND6;UQCRB;ATP8;ATP6;COX7A2;KIF5B;COX3;CAPN2;COX2;COX1;CAPN1;NDUFA4;TUBB;ND4L;SDHC;COX7A2L;PSMA3;NDUFS5;CALM3;ND1;CYTB;CALM1;ND3;ND2;ND5;ND4
Huntington disease	23/306	4.07174003014378e-06	7.70498498011823e-05	0	0	3.21208684145473	39.866623505929	ND6;UQCRB;ATP8;NDUFA4;TUBB;ATP6;ND4L;SDHC;COX7A2;COX7A2L;PSMA3;KIF5B;NDUFS5;COX3;COX2;COX1;ND1;CYTB;ND3;ND2;ND5;ND4;POLR2L
Leukocyte transendothelial migration	13/114	6.71807212061475e-06	0.000118046124405088	0	0	5.03173906100287	59.9315813870688	NCF4;ITGB2;MSN;RHOH;MYL12A;RHOA;ACTG1;CDC42;MAPK11;RAP1A;RASSF5;RAC2;CD99
