Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	75/158	8.02677620202963e-103	1.54114103078969e-100	101.550774526678	23872.909634936	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPS7;RPSA;FAU;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	78/232	1.84282607209918e-92	1.76911302921521e-90	57.7049229839928	12188.8105450376	RPL22;RPL21;RPL24;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;JUN;RPS15A;RPS27A;FOS;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;RPS5;RPS2;RPS3;RPL13A;RPS3A;NFKBIA;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Antigen processing and presentation	12/78	2.33957806284991e-10	1.49732996022394e-08	15.0374331550802	333.468318145267	CD74;HSP90AA1;HSPA8;HSPA1A;HSPA1B;B2M;HLA-C;HLA-A;HLA-B;HLA-E;PSME1;HSP90AB1	3	KEGG_2021_Human
Salmonella infection	18/249	2.60644670516773e-09	1.25109441848051e-07	6.55586654724586	129.578524567274	PFN1;MYL12B;ACTB;S100A10;MYL12A;RHOA;JUN;PTPRC;ARPC1B;FOS;RPS3;ARPC3;ARPC2;ACTG1;HSP90AA1;NFKBIA;GAPDH;HSP90AB1	4	KEGG_2021_Human
Fluid shear stress and atherosclerosis	13/139	2.14753349693968e-08	8.24652862824838e-07	8.54303127720849	150.838842309086	CALM1;ACTB;CYBA;ACTG1;RHOA;HSP90AA1;JUN;DUSP1;FOS;KLF2;HSP90AB1;SUMO2;RAC2	5	KEGG_2021_Human
Shigellosis	16/246	8.92598558491423e-08	2.85631538717255e-06	5.80304719435154	94.193402344862	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;ARPC1B;RPS27A;ARPC3;ARPC2;ACTG1;UBC;UBB;NFKBIA;UBA52;CCL5	6	KEGG_2021_Human
Yersinia infection	12/137	1.56242846445741e-07	4.28551807394032e-06	7.91596638655462	124.057872108084	ACTB;FYB1;ARPC3;ARPC2;ACTG1;RHOA;JUN;NFKBIA;ARPC1B;FOS;LCK;RAC2	7	KEGG_2021_Human
Human immunodeficiency virus 1 infection	14/212	4.82250118168985e-07	1.15740028360556e-05	5.85790104434172	85.2020163326959	CALM1;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3E;CD3D;FOS;CXCR4;RAC2;CFL1;NFKBIA	8	KEGG_2021_Human
Kaposi sarcoma-associated herpesvirus infection	13/193	9.95310255654469e-07	2.1233285453962e-05	5.96366619784341	82.4191271776234	CALM1;HLA-C;HLA-A;HLA-B;HLA-E;JUN;RPS27A;FOS;ZFP36;UBC;UBB;NFKBIA;UBA52	9	KEGG_2021_Human
Regulation of actin cytoskeleton	13/218	3.8625815956911e-06	7.08883274899612e-05	5.22970052485335	65.1839014456533	PFN1;MYL12B;ACTB;MYL12A;RHOA;ARPC1B;TMSB4X;CXCR4;RAC2;CFL1;ARPC3;ARPC2;ACTG1	10	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	13/219	4.06131042911236e-06	7.08883274899612e-05	5.2040473557003	64.6030692206895	B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3E;CD3D;FOS;ZFP36;NFKBIA;LCK;SLC25A6	11	KEGG_2021_Human
Viral myocarditis	7/60	9.62928424787255e-06	0.000149277929645009	10.7057224939825	123.658606584492	ACTB;HLA-C;HLA-A;HLA-B;HLA-E;ACTG1;RAC2	12	KEGG_2021_Human
Measles	10/139	1.01073598197141e-05	0.000149277929645009	6.3375322997416	72.8958600091444	HSPA1A;HSPA1B;JUN;HSPA8;NFKBIA;TNFAIP3;CD3E;CD3D;FOS;RACK1	13	KEGG_2021_Human
Leukocyte transendothelial migration	9/114	1.33607358903388e-05	0.000183232949353217	6.98695909899229	78.4159716545035	MYL12B;ACTB;CYBA;MYL12A;ACTG1;CD99;RHOA;CXCR4;RAC2	14	KEGG_2021_Human
Lipid and atherosclerosis	12/215	1.77582880490548e-05	0.000220475220007261	4.85499027197086	53.1070792401089	HSPA1A;CALM1;HSPA1B;RHOA;JUN;FOS;CYBA;HSP90AA1;HSPA8;NFKBIA;HSP90AB1;CCL5	15	KEGG_2021_Human
Endocytosis	13/252	1.83729350006051e-05	0.000220475220007261	4.47792313260244	48.8301034379724	HSPA1A;HSPA1B;HLA-C;HLA-A;HLA-B;HLA-E;RHOA;ARPC1B;CXCR4;ARPC3;ARPC2;HSPA8;CAPZB	16	KEGG_2021_Human
Human cytomegalovirus infection	12/225	2.78478262612116e-05	0.000314516626008978	4.62468931234466	48.5072361372347	CALM1;B2M;HLA-C;HLA-A;HLA-B;HLA-E;RHOA;CXCR4;RAC2;NFKBIA;CCL5;CCL4	17	KEGG_2021_Human
Pathogenic Escherichia coli infection	11/197	3.96160257185541e-05	0.00042257094099791	4.8410491744275	49.0702145879	ACTB;RHOA;JUN;ARPC1B;FOS;RPS3;ARPC3;ARPC2;ACTG1;NFKBIA;GAPDH	18	KEGG_2021_Human
T cell receptor signaling pathway	8/104	4.88395815710961e-05	0.000477816863064636	6.76790633608815	67.1847996154431	RHOA;JUN;NFKBIA;PTPRC;CD3E;CD3D;FOS;LCK	19	KEGG_2021_Human
Epstein-Barr virus infection	11/202	4.97725899025662e-05	0.000477816863064636	4.7131152927775	46.697763732249	VIM;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3E;CD3D;NFKBIA;TNFAIP3	20	KEGG_2021_Human
Tight junction	10/169	5.46549080463103e-05	0.000499702016423409	5.13390985324948	50.3866121367561	MYL6;MYL12B;ACTB;MYL12A;ARPC3;ARPC2;ACTG1;RHOA;JUN;ARPC1B	21	KEGG_2021_Human
Th17 cell differentiation	8/107	5.98503691551769e-05	0.000522330494445181	6.56181651222974	63.804892156984	HSP90AA1;JUN;NFKBIA;CD3E;CD3D;FOS;LCK;HSP90AB1	22	KEGG_2021_Human
Parkinson disease	12/249	7.43617721962499e-05	0.000611738677569115	4.15126050420168	39.4642426049867	CALM1;DUSP1;ATP5F1E;COX7C;RPS27A;UQCRB;ATP5MC2;UBC;UBB;COX4I1;SLC25A6;UBA52	23	KEGG_2021_Human
Legionellosis	6/57	7.64673346961393e-05	0.000611738677569115	9.49807135969142	90.0288647042005	HSPA8;EEF1A1;NFKBIA;EEF1G;HSPA1A;HSPA1B	24	KEGG_2021_Human
Primary immunodeficiency	5/38	0.000105066595953481	0.000806911456922733	12.1935683364255	111.704257241715	LCK;PTPRC;IL7R;CD3E;CD3D	25	KEGG_2021_Human
