gene	avg_expr
EEF1A1	125.085545722714
MALAT1	84.0943952802359
RPLP1	78.787610619469
ACTB	74.8141592920354
B2M	73.1297935103244
RPL10	71.6194690265486
RPS12	67.1887905604719
TMSB4X	65.7699115044247
RPL13	58.1917404129793
RPL32	49.3598820058997
MT-CO1	47.0088495575221
TPT1	46.1681415929203
RPS3	44.7964601769911
RPS15A	44.2920353982301
RPL28	43.905604719764
RPS27	43.7610619469026
RPL30	43.6666666666667
RPS3A	43.5103244837758
MT-CO2	42.5722713864307
RPS18	42.3510324483775
RPS8	41.5870206489675
RPL19	41.3834808259587
RPS27A	40.5486725663717
RPL11	37.8790560471976
RPS14	36.9941002949852
RPS19	36.8849557522124
RPL18A	35.8879056047197
RPS2	35.5958702064896
RPS4X	34.5634218289085
RPS23	33.9911504424779
RPS6	32.2802359882006
RPL34	32.1238938053097
RPL39	31.9498525073746
RPLP0	30.5693215339232
MT-CO3	29.9616519174041
RPS13	29.8967551622419
RPS28	28.5309734513275
RPL3	28.5014749262537
TMSB10	28.3362831858407
RPL26	28.2094395280236
HLA-B	28.1769911504425
RPS15	27.23598820059
RPL7A	26.6430678466077
RPL29	26.2477876106195
RPL18	26.2477876106195
FOS	26.188790560472
RPL37	25.9498525073746
RPL12	24.76401179941
RPS25	24.5221238938053
MT-ND4L	24.2212389380531
RPLP2	24.1917404129794
ACTG1	24.0206489675516
JUNB	23.9911504424779
PTMA	23.9085545722714
RPL8	23.8731563421829
GAPDH	23.7994100294985
RPL35A	23.7315634218289
RPS7	23.2625368731563
RPSA	23.0884955752212
MT-ATP6	22.6401179941003
RPS24	22.4837758112094
RPL6	22.4100294985251
RPL14	22.3923303834808
FTH1	21.2772861356932
MT-CYB	21.0825958702065
PFN1	20.9262536873156
RPL23A	20.8672566371681
RPL5	20.2713864306785
RPL15	19.4395280235988
RPS5	19.2772861356932
RPL17	19.2094395280236
RPS16	19.0914454277286
FAU	18.3097345132743
RPS9	17.1209439528023
RPS21	16.7905604719764
RPL21	16.6430678466077
RPS26	16.6371681415929
RPL10A	16.6312684365782
RACK1	16.4454277286136
MT-ATP8	16.259587020649
RPL36	16.188790560472
RPL9	15.6873156342183
HLA-A	15.23598820059
NACA	14.5840707964602
RPL13A	14.2035398230088
EEF1B2	13.9233038348083
RPL22	13.7463126843658
EIF1	13.5575221238938
RPL24	13.4867256637168
HSPA8	13.165191740413
FTL	12.8761061946902
RPL35	12.8643067846608
ZFP36L2	12.7610619469026
DUSP1	12.5870206489675
BTG1	12.5604719764012
RPL4	12.3215339233038
RPL37A	12.1917404129793
HLA-C	12.0294985250737
PPIA	11.8879056047198
RPL41	11.7728613569322
MT-ND3	11.7138643067847
VIM	11.7109144542773
PABPC1	11.7020648967552
UBA52	11.3746312684366
CFL1	11.3215339233038
IL32	11.2890855457227
H3F3B	11.1858407079646
RPS29	10.9174041297935
EEF1G	10.0825958702065
EEF2	10.0678466076696
HSP90AA1	9.88200589970502
MT-ND1	9.83480825958703
RPL27	9.6519174041298
ARHGDIB	9.62831858407079
MT-ND5	9.60176991150442
RPL7	9.21828908554573
SARAF	9.20648967551622
NPM1	9.07669616519173
SH3BGRL3	9.05014749262538
EEF1D	8.99705014749263
CORO1A	8.94395280235987
HNRNPA1	8.65781710914454
ZFP36	8.18289085545723
CD52	8.13569321533923
CD69	8.02064896755162
BTF3	7.97050147492625
IFITM1	7.90855457227139
TUBA1B	7.90265486725667
CD3E	7.86725663716814
JUN	7.78761061946903
HMGB1	7.68731563421831
RPL31	7.4188790560472
IL7R	7.33628318584071
HLA-E	7.28318584070796
MYL6	7.20353982300884
S100A4	7.1504424778761
UBC	7.12389380530974
COTL1	7.09734513274338
CD74	6.97640117994102
HSP90AB1	6.92035398230089
SERF2	6.90265486725663
SRGN	6.84660766961653
HMGN2	6.83185840707967
TSC22D3	6.75516224188791
RPL38	6.73451327433629
MYL12A	6.73156342182891
RPL27A	6.5575221238938
TNFAIP3	6.55457227138643
HIST1H4C	6.52212389380533
CALM1	6.49557522123893
HNRNPA2B1	6.46312684365782
PFDN5	6.39233038348082
KLF2	6.32448377581121
RAC2	6.25073746312684
YBX1	6.18584070796461
PTPRCAP	6.17994100294985
COX4I1	6.07669616519174
H3F3A	6.04719764011799
RPS11	6.023598820059
ATP5F1E	5.93805309734513
LDHB	5.92035398230089
CXCR4	5.78171091445428
DNAJB1	5.61061946902655
KLF6	5.44542772861357
PTPRC	5.40707964601769
DDX5	5.38053097345132
CCL5	5.37463126843658
LTB	5.3716814159292
MIF	5.34513274336283
MT-ND4	5.30973451327433
TUBB	5.28318584070799
HINT1	5.21533923303835
CRIP1	5.21238938053097
CD7	5.13569321533923
CCL4	5.10619469026549
FXYD5	5.10619469026548
PNRC1	5.10619469026548
MT-ND2	5.05014749262536
ARPC2	5.01474926253687
ATP5MC2	4.99410029498524
RPL36AL	4.98230088495575
ANXA1	4.97345132743363
OAZ1	4.952802359882
CHCHD2	4.93215339233038
