Gene	Rank
HACD1	0.235105531426203
UGP2	0.23123181683522
INPP1	0.17075991660803
UXS1	0.149484948254024
PGM2L1	0.123629888551709
INPP5F	0.112598056154599
PKM	0.111764441943552
SUOX	0.106844593746633
ALDH3A2	0.106146847897189
CA8	0.102932348644178
NDUFV2	0.10177618379328
ATP6V0A1	0.0975137538453928
MTMR6	0.0930340743050199
OGDH	0.0819891915103318
PAPSS1	0.0732425461079652
THEM4	0.0686188944795272
AMY2B	0.0647793026840183
GNPDA1	0.0643900307764919
TKFC	0.0581421870551677
CPT1C	0.0558013107721035
PIK3CB	0.0509727729371843
GAPDHS	0.0498125682772471
HACD2	0.0435660778742019
AMT	0.0422489468784624
ALDH5A1	0.040649431792657
CRYL1	0.0388330770666219
PC	0.0382384815720215
PIKFYVE	0.0371292106758269
GLUD2	0.0351095493743313
MUT	0.0332223244346971
ITPKB	0.0300379779609618
PLCD4	0.0290195914635321
ACOT1	0.0290191537106739
NPL	0.0280806299438594
BCKDHB	0.0277113961806783
PFKM	0.0247334407111454
FASN	0.0246193782934682
ME3	0.02397570833268
B4GALT2	0.0239475717180845
ACADVL	0.0232150206941224
INPP5B	0.0223744320480434
MTMR3	0.0223300499170984
FUK	0.0221717978372653
ACOX3	0.0208973921089263
MTMR4	0.0207645609669316
HIBCH	0.0200662896683002
CDIPT	0.0181081286992547
COX10	0.0180600650074662
ELOVL5	0.015278972615895
CYB5R2	0.0145878783666423
PLCB2	0.0139685233945509
ACSS2	0.013916464124463
HADHB	0.0135563039228894
ISPD	0.0135161462552343
PIP5K1B	0.0132904335678107
PIK3C2A	0.0127016313297859
INPP4B	0.010939338744671
OCRL	0.0109129434751464
ATP6V0E1	0.0108659791145805
PIK3C2B	0.0100128521171678
RENBP	0.00922532675771337
GBE1	0.0086253119591211
GLB1	0.00814044343620245
MTMR8	0.00801470259743498
ECHS1	0.00776105435816777
ATP6AP1	0.00612967434936755
ALDH6A1	0.00601459447560741
PCK2	0.00593426026716415
AGL	0.00588248339456071
RBKS	0.00575582153816747
PLCE1	0.00570297371764546
MTMR1	0.00547430505117082
ACADSB	0.00507919312215444
PLCH2	0.00459598368853948
PIK3CA	0.00423341406882805
FPGT	0.00365755515288986
ATP6V1C2	0.00343893927530899
RPIA	0.00300598590527045
ABAT	0.00285563397150815
MECR	0.00269329030720366
PIP5K1A	0.00242525479929017
CPT2	0.000203696693097976
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
CHIA	0
HAO2	0
HMGCS2	0
PKLR	0
CHIT1	0
ATP6V1B1	0
G6PC2	0
ACADL	0
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
UGT1A1	0
AGXT	0
PLCH1	0
SI	0
COX7B2	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B28	0
UGT2B4	0
UGT2A1	0
UGT2A2	0
PDHA2	0
ADH4	0
ADH6	0
ADH1A	0
ADH1B	0
ADH7	0
TKTL2	0
ACOT12	0
ALDH7A1	0
ELOVL2	0
PGK2	0
HMGCLL1	0
PRPS1L1	0
AKR1B10	0
MGAM2	0
GYG2	0
RGN	0
PGAM4	0
CA3	0
ATP6V0D2	0
FBP2	0
ALDOB	0
LDHC	0
ALDH3B2	0
ALDH3B1	0
NDUFC2-KCTD14	0
TREH	0
GAD2	0
ACSM6	0
HOGA1	0
RPEL1	0
ENO4	0
ACSM4	0
PIK3C2G	0
PLCZ1	0
GYS2	0
LALBA	0
ACSS3	0
ATP4B	0
PYGL	0
COX8C	0
LDHAL6B	0
CA12	0
ALDH1A3	0
ACSM5	0
ACSM2A	0
ACSM2B	0
COX6A2	0
CA7	0
CA5A	0
ALDH3A1	0
G6PC	0
CA4	0
HAO1	0
PLCB4	0
COX4I2	0
PCK1	0
ATP4A	0
COX7A1	0
ITPKA	-0.00112429115067799
PPT2	-0.00115913079140102
OXSM	-0.0019589420423139
PIP5K1C	-0.0021229833738857
NDUFC1	-0.00223163112806257
PYGM	-0.00308041270070446
CPT1B	-0.00331784513227803
AACS	-0.00335483928000955
PI4KA	-0.00339269569392882
ACSL1	-0.00350644348065517
IDNK	-0.00413095773167641
PMM2	-0.00487343857592298
ALDH1B1	-0.00487590418442513
