Gene	Expression
1	RNR2	250.898455115768
2	MALAT1	169.652465648231
3	EEF1A1	146.284085163206
4	B2M	145.371921635729
5	RPL41	137.738429779575
6	RPS27	132.522301985717
7	RPL10	104.838344523854
8	RPS12	88.6771560062499
9	RPLP1	84.3686057250731
10	RPL39	83.0396840673612
11	RPL13	82.1173809534948
12	COX2	80.1434102883203
13	RPL28	78.9313036415734
14	COX1	78.7216768247757
15	RPL30	71.8264402521957
16	TMSB4X	71.3541951304844
17	RPS15A	68.5413126386384
18	RPL32	68.0248709592242
19	HLA-C	67.1075634220702
20	RPS3	64.3873498463768
21	ND3	63.5528302258641
22	RPS18	62.7014659554742
23	RPS19	62.1923957782251
24	RPL34	61.1901159938591
25	RPL19	57.9698253006288
26	ACTB	57.8714747374322
27	JUNB	57.3286796300895
28	FOS	56.5546506614634
29	RPL11	55.9074360151717
30	RPS27A	54.9439570418375
31	RNR1	53.3338988090846
32	RPS4X	52.8782448805834
33	RPL18A	50.7017961322241
34	FTH1	47.0248354829873
35	RPS23	46.5845045745642
36	RPS14	46.5595465161024
37	JUN	45.9374241305881
38	RPS26	45.6525117330316
39	RPS3A	45.6455650384686
40	DUSP1	45.6449339077433
41	RPS21	45.6437270194675
42	HLA-A	44.3039826325569
43	ATP6	43.9113655910448
44	TPT1	43.5669024051896
45	RPS8	43.0604799601095
46	RPL3	42.7261271732642
47	RPS15	41.8249682757536
48	RPL26	39.33606852333
49	RPL12	38.3640362232228
50	RPL35A	37.3474846468794
51	RPS13	37.2491582985021
52	RPS24	36.4270092947215
53	ND4L	36.2791809028758
54	RPL36	36.1123918709562
55	CYTB	35.2909192227741
56	RPL37	35.1026435758832
57	TMSB10	35.0288657064632
58	ATP8	34.8310452915707
59	RPS7	34.7222260226696
60	RPS25	34.5053300139047
61	RPL7A	34.4331966662255
62	ND4	34.2928420529052
63	RPL29	34.0620476287696
64	RPS29	33.6066536239067
65	RPL18	32.8769118120111
66	RPL14	32.5463861689684
67	FAU	32.1932961692047
68	RPL6	32.1802522730232
69	RPLP0	31.5582246602308
70	RPL8	31.4349745966463
71	RPS6	30.7916632417083
72	ZFP36	30.7794718094063
73	COX3	30.4389723805089
74	PTMA	29.7463259032881
75	EIF1	29.3148472198689
76	ZFP36L2	28.8288704465733
77	RPL5	27.7901417555004
78	DNAJB1	26.8386784794599
79	H3F3B	26.7971282541249
80	TSC22D3	26.0537770664621
81	RPLP2	24.9018683908603
82	RPS9	24.8174295993254
83	DUSP2	24.5710341298901
84	IL7R	24.1551260023876
85	FTL	23.9216686409211
86	CCL5	23.7954518590445
87	RPS5	23.4796318550517
88	BTG1	23.0651832446874
89	RPL35	22.8363658650198
90	RPL15	22.6960796916902
91	HSPA1A	22.6888552347045
92	CD69	22.5452750775594
93	RPS2	22.2529101146982
94	RPL23A	20.1326090883157
95	RPL24	19.8622212689163
96	RPL9	19.7188784526922
97	GNLY	19.3869972858036
98	FXYD5	19.3729546380842
99	NACA	18.261599486543
100	RPSA	18.1436354610573
101	GNB2L1	17.7479945815881
102	S100A4	17.487732801431
103	RPL10A	16.8679344374909
104	RPL22	16.1952761104805
105	ND1	16.0384786825727
106	PFN1	15.5731566772532
107	ACTG1	15.559473354288
108	SH3BGRL3	15.410288048639
109	HSPA8	15.0293092701049
110	EEF1B2	15.0130593693418
111	RPS16	14.9131897330277
112	NKG7	14.8706786865271
113	HSPA1B	14.79653102402
114	IL32	14.3008413339071
115	IER2	13.9932448972163
116	HLA-H	13.7767824676888
117	EEF1D	13.5445286349279
118	ND2	13.327673566555
119	CCL4	13.2842755253365
120	UBC	12.9674346214445
121	RPL36A	12.9394571648796
122	SARAF	12.915835113508
123	RPL37A	12.9143779091415
124	RPL27	12.7894818226997
125	UBA52	12.7109105797255
126	IFITM1	12.4485606534707
127	PABPC1	11.8862843493268
128	CXCR4	11.7850240714149
129	RPL4	11.7788531378969
130	NFKBIA	11.7058312702798
131	RPL21	11.6072037675005
132	RPL38	11.5996372387854
133	VIM	11.447135798907
134	GAPDH	11.4348651782997
135	KLRB1	11.3955821124373
136	PNRC1	11.3116348667157
137	CD3E	11.2704979282169
138	CFL1	11.126329276915
139	HNRNPA1	11.0262441955953
140	PFDN5	10.9877488002589
141	KLF6	10.878098129632
142	TXNIP	10.553808220084
143	S100A6	10.5290854467626
144	SERF2	10.3951678632585
145	TNFAIP3	10.3649669713054
