Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	77/158	7.34374822395196e-107	1.44671840011854e-104	108.079140797831	26412.6782489859	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPL23;RPS7;RPSA;FAU;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPS4Y1;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPS21;RPS20;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	81/232	8.55328491780063e-98	8.42498564403362e-96	62.2092950350719	13904.214379972	RPL22;RPL21;RPL24;RPL23;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPS4Y1;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPS21;RPS20;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;JUN;RPS15A;RPS27A;FOS;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;TNF;RPS5;RPS2;RPS3;RPL13A;RPS3A;NFKBIA;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Antigen processing and presentation	13/78	1.42785454695966e-11	9.37624485836843e-10	16.6118143459916	414.834597122003	CD74;HSP90AA1;HSPA8;HSPA1A;HSPA1B;TNF;B2M;HLA-C;HLA-A;HLA-B;HLA-E;PSME1;HSP90AB1	3	KEGG_2021_Human
Salmonella infection	19/249	3.73058207431464e-10	1.83731167159996e-08	6.98061358930924	151.544141447628	PFN1;MYL12B;ACTB;S100A10;MYL12A;RHOA;JUN;TUBB;PTPRC;ARPC1B;FOS;TNF;RPS3;ARPC2;ACTG1;HSP90AA1;NFKBIA;GAPDH;HSP90AB1	4	KEGG_2021_Human
Lipid and atherosclerosis	16/215	1.35517253409165e-08	5.3393797843211e-07	6.71769101919856	121.702741981019	HSPA1A;CALM2;CALM1;HSPA1B;XBP1;RHOA;JUN;FOS;CD40LG;TNF;CYBA;HSP90AA1;HSPA8;NFKBIA;HSP90AB1;CCL5	5	KEGG_2021_Human
Fluid shear stress and atherosclerosis	13/139	2.14753349693968e-08	7.05106831495196e-07	8.54303127720849	150.838842309086	CALM2;CALM1;TNF;ACTB;CYBA;ACTG1;RHOA;HSP90AA1;JUN;DUSP1;FOS;HSP90AB1;RAC2	6	KEGG_2021_Human
Viral myocarditis	9/60	5.473556780981e-08	1.54041526550465e-06	14.4244569196973	241.187768398407	ACTB;HLA-C;HLA-A;HLA-B;HLA-E;CD40LG;ITGB2;ACTG1;RAC2	7	KEGG_2021_Human
T cell receptor signaling pathway	11/104	7.48677966193514e-08	1.66017251961314e-06	9.72812345345751	159.614594051922	TNF;RHOA;JUN;NFKBIA;PTPRC;LCP2;CD3E;CD3D;FOS;LCK;CD40LG	8	KEGG_2021_Human
Human immunodeficiency virus 1 infection	15/212	7.58454450584683e-08	1.66017251961314e-06	6.33534938978291	103.865317546087	CALM2;CALM1;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3E;CD3D;FOS;RAC2;TNF;CFL1;NFKBIA	9	KEGG_2021_Human
Shigellosis	16/246	8.92598558491423e-08	1.7584191602281e-06	5.80304719435154	94.193402344862	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;ARPC1B;RPS27A;TNF;ARPC2;ACTG1;UBC;UBB;NFKBIA;UBA52;CCL5	10	KEGG_2021_Human
