gene	avg_expr
MALAT1	82
B2M	77
TMSB4X	69
EEF1A1	66
ACTB	58
RPL10	37
FOS	35
RPL13	35
CD69	31
MT-CO1	29
MT-CO2	28
RPS12	27
HLA-B	23
RPS15A	23
RPL19	23
RPL11	21
RPL32	21
RPS13	21
ZFP36	21
RPL28	21
DUSP1	20
HLA-C	20
CITED2	20
JUNB	20
ZFP36L2	19
IFITM1	19
CD7	19
RPS3A	18
RPS3	18
RPL18A	18
RPS18	17
RPS4X	17
RPS24	17
RPS19	17
RPL30	16
RPS28	16
RPS27A	15
PTMA	15
RPLP1	15
RPS8	14
BTG1	14
TPT1	14
MT-ND4L	14
RPS2	13
RPL26	13
HLA-A	12
TRDV1	12
MT-ATP6	12
REL	11
RPL37	11
RPL8	11
RPS25	11
RPL6	11
RPL5	10
RPS27	10
RPS7	10
TMSB10	10
RPL29	10
RPL39	10
RPL12	10
RPLP2	10
DDX5	10
ACTG1	10
RPS5	10
RPL15	9
RPS14	9
TNFAIP3	9
EEF1D	9
RPS6	9
MYL6	9
EIF1	9
H3F3B	9
RPS15	9
RPS16	9
FOSB	9
RPL3	9
MT-CYB	9
SH3BGRL3	8
HLA-E	8
RPL10A	8
GEM	8
RPL7A	8
IFITM2	8
NR4A1	8
RPL21	8
CCL5	8
RAC2	8
MT-CO3	8
CD48	7
XCL1	7
PTPRC	7
STK17B	7
RPSA	7
RPL35A	7
RPL9	7
RPL34	7
RPS23	7
TRGV4	7
FAM3C	7
FAU	7
PTPRCAP	7
KLF6	7
RPL4	7
HCST	7
RPL18	7
RPL13A	7
MT-ATP8	7
MT-ND5	7
CDC42	6
H3F3A	6
DUSP2	6
RACK1	6
PNRC1	6
HNRNPA2B1	6
PPIA	6
SARAF	6
YWHAZ	6
RPL35	6
FTH1	6
GAPDH	6
RPLP0	6
EVL	6
PFN1	6
RPL23A	6
RPL36	6
CALR	6
MT-ND1	6
MT-ND2	6
RPL22	5
CD52	5
MCL1	5
RPL37A	5
MBNL1	5
LCP2	5
NPM1	5
HSPA1A	5
TSC22D3	5
EIF3E	5
LSP1	5
CD3E	5
CD3D	5
RTKN2	5
DDIT4	5
ARHGDIB	5
HNRNPA1	5
NACA	5
RGCC	5
NFKBIA	5
IL32	5
ALDOA	5
FUS	5
RPL38	5
RPL17	5
RPS21	5
UBA52	5
NFKBID	5
RPS9	5
ITGB2	5
PARK7	4
LCK	4
SRSF11	4
TPM3	4
TAGLN2	4
CALM2	4
PCBP1	4
CD8A	4
HSPE1	4
EEF1B2	4
ARPC2	4
LRRFIP1	4
RPL24	4
PPP1R2	4
CCNI	4
UBE2D3	4
IL7R	4
CAMK4	4
CLIC1	4
HSP90AB1	4
EZR	4
PGK1	4
RPL7	4
PABPC1	4
HNRNPK	4
ANP32B	4
CFL1	4
SRGN	4
IFNG	4
RAP1B	4
UBC	4
ELF1	4
HSP90AA1	4
SRP14	4
UBB	4
EVI2A	4
RPL27	4
ATP5F1E	4
PPP1R15A	4
FTL	4
XBP1	4
MT-ND4	4
RSRP1	3
ZNF683	3
YBX1	3
S100A4	3
MAL	3
GYPC	3
CYTIP	3
NCL	3
RPL14	3
CISH	3
PBRM1	3
TRAT1	3
SSR3	3
TBL1XR1	3
EIF4G1	3
QDPR	3
FYB1	3
TCF7	3
ATP6V0E1	3
HNRNPH1	3
PSMB9	3
CDC5L	3
ABRACL	3
TAGAP	3
WTAP	3
STK17A	3
ARPC1B	3
TRBC1	3
EIF1AX	3
SH3BGRL	3
RPS20	3
SDCBP	3
UQCRB	3
NR4A3	3
TUBB4B	3
EEF1G	3
RARRES3	3
PRDX5	3
CTSW	3
BANF1	3
GDI2	3
VIM	3
ARID5B	3
VSIR	3
ANXA11	3
PGAM1	3
CD27	3
PFDN5	3
PCBP2	3
ATP5F1B	3
