Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	75/158	8.02677620202963e-103	1.45284649256736e-100	101.550774526678	23872.909634936	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPS7;RPSA;FAU;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPS15A;RPS27A;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	77/232	1.05089731434632e-90	9.51062069483417e-89	56.2675741189633	11657.6855955998	RPL22;RPL21;RPL24;RPL26;RPL28;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;RPS27;RPS26;RPS29;RPS28;RPL27A;RPS21;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS19;RPL37;RPL36;RPL39;RPL38;RPS12;RPS11;RPS14;RPS13;JUN;RPS15A;RPS27A;FOS;RPLP0;RPLP2;RPLP1;RPL18A;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;RPS5;RPS2;RPS3;RPL13A;RPS3A;RPL37A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;RPL7A	2	KEGG_2021_Human
Yersinia infection	14/137	1.91057108788792e-09	1.15271122302571e-07	9.46596389692711	190.037400422355	ACTB;FYB1;ARPC3;CD8B;CD8A;ARPC2;ACTG1;RHOA;JUN;LAT;ARPC1B;FOS;LCK;RAC2	3	KEGG_2021_Human
Antigen processing and presentation	11/78	3.4744498339302e-09	1.57218854985341e-07	13.521076625242	263.36122775401	CD74;HSP90AA1;HSPA8;B2M;HLA-C;HLA-A;HLA-B;HLA-E;CD8B;CD8A;PSME1	4	KEGG_2021_Human
T cell receptor signaling pathway	11/104	7.48677966193514e-08	2.69267231811579e-06	9.72812345345751	159.614594051922	CD8B;CD8A;RHOA;JUN;PTPRC;LAT;CD3G;CD3E;CD3D;FOS;LCK	5	KEGG_2021_Human
Shigellosis	16/246	8.92598558491423e-08	2.69267231811579e-06	5.80304719435154	94.193402344862	PFN1;MYL12B;ACTB;MYL12A;GABARAP;RHOA;JUN;ARPC1B;RPS27A;ARPC3;ARPC2;ACTG1;UBC;UBB;UBA52;CCL5	6	KEGG_2021_Human
Kaposi sarcoma-associated herpesvirus infection	14/193	1.52907847153088e-07	3.95376004781557e-06	6.48598617555156	101.78737264215	CALM1;HLA-C;HLA-A;HLA-B;HLA-E;GABARAP;JUN;RPS27A;FOS;ZFP36;UBC;UBB;CLEC2B;UBA52	7	KEGG_2021_Human
Salmonella infection	15/249	6.07126854032877e-07	1.37362450724938e-05	5.32351336606656	76.2035815760926	PFN1;MYL12B;ACTB;MYL12A;RHOA;JUN;PTPRC;ARPC1B;FOS;RPS3;ARPC3;ARPC2;ACTG1;HSP90AA1;GAPDH	8	KEGG_2021_Human
Viral myocarditis	8/60	7.78121947555139e-07	1.56488969452756e-05	12.5225683407502	176.147237166712	ACTB;HLA-C;HLA-A;HLA-B;HLA-E;ACTG1;PRF1;RAC2	9	KEGG_2021_Human
Fluid shear stress and atherosclerosis	11/139	1.42814306693607e-06	2.58493895115429e-05	7.05550470711297	94.9609939595415	CALM1;ACTB;CYBA;ACTG1;RHOA;HSP90AA1;JUN;DUSP1;FOS;SUMO2;RAC2	10	KEGG_2021_Human
Human immunodeficiency virus 1 infection	13/212	2.84097069067701e-06	4.67468813647762e-05	5.38903377647732	68.8253161263878	CALM1;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3G;CD3E;CD3D;FOS;RAC2;CFL1	11	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	13/219	4.06131042911236e-06	6.12580989724448e-05	5.2040473557003	64.6030692206895	B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3G;CD3E;CD3D;FOS;ZFP36;LCK;SLC25A6	12	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	10/131	5.97102302317916e-06	8.31350128611867e-05	6.75929752066116	81.3048340061636	HLA-C;HLA-A;HLA-B;HLA-E;PRF1;HCST;LAT;GZMB;LCK;RAC2	13	KEGG_2021_Human
Allograft rejection	6/38	7.09296158487612e-06	8.55884031241718e-05	15.1521516393443	179.650085727	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;PRF1	14	KEGG_2021_Human
Primary immunodeficiency	6/38	7.09296158487612e-06	8.55884031241718e-05	15.1521516393443	179.650085727	LCK;PTPRC;CD8B;CD8A;CD3E;CD3D	14	KEGG_2021_Human
Graft-versus-host disease	6/42	1.29261253685773e-05	0.000146226793232031	13.4658469945355	151.575075863274	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;PRF1	16	KEGG_2021_Human
Type I diabetes mellitus	6/43	1.48661639308545e-05	0.000158280921852039	13.1012405848471	145.638929604484	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;PRF1	17	KEGG_2021_Human
Regulation of actin cytoskeleton	12/218	2.03804546324117e-05	0.000204936793803695	4.7835522558538	51.6668332660649	PFN1;MYL12B;ACTB;MYL12A;RHOA;ARPC1B;TMSB4X;RAC2;CFL1;ARPC3;ARPC2;ACTG1	18	KEGG_2021_Human
Mitophagy	7/68	2.22042873853715e-05	0.000211525053513276	9.29791540174054	99.6292570693432	JUN;TOMM7;RPS27A;UBA52;GABARAP;UBC;UBB	19	KEGG_2021_Human
Hematopoietic cell lineage	8/99	3.42480797196809e-05	0.000309945121463112	7.14158568704023	73.4289274824049	CD2;CD7;CD8B;CD8A;CD3G;CD3E;CD3D;CD37	20	KEGG_2021_Human
Epstein-Barr virus infection	11/202	4.97725899025662e-05	0.000414943931188272	4.7131152927775	46.697763732249	VIM;B2M;HLA-C;HLA-A;HLA-B;HLA-E;JUN;CD3G;CD3E;CD3D;TNFAIP3	21	KEGG_2021_Human
Autoimmune thyroid disease	6/53	5.04351739565856e-05	0.000414943931188272	10.3085106382979	102.000875071261	GZMB;HLA-C;HLA-A;HLA-B;HLA-E;PRF1	22	KEGG_2021_Human
Tight junction	10/169	5.46549080463103e-05	0.000430110363320964	5.13390985324948	50.3866121367561	MYL6;MYL12B;ACTB;MYL12A;ARPC3;ARPC2;ACTG1;RHOA;JUN;ARPC1B	23	KEGG_2021_Human
Th17 cell differentiation	8/107	5.98503691551769e-05	0.000451371534045293	6.56181651222974	63.804892156984	HSP90AA1;JUN;LAT;CD3G;CD3E;CD3D;FOS;LCK	24	KEGG_2021_Human
Parkinson disease	12/249	7.43617721962499e-05	0.000538379230700849	4.15126050420168	39.4642426049867	CALM1;DUSP1;ATP5F1E;COX7C;RPS27A;UQCRB;ATP5MC2;UBC;UBB;COX4I1;SLC25A6;UBA52	25	KEGG_2021_Human
Leukocyte transendothelial migration	8/114	9.37592754405011e-05	0.000652708802105027	6.12630594105723	56.8201395707982	MYL12B;ACTB;CYBA;MYL12A;ACTG1;CD99;RHOA;RAC2	26	KEGG_2021_Human
Cell adhesion molecules	9/148	0.000104586044746699	0.000701113855524167	5.26878414281023	48.2910433299692	CD2;HLA-C;HLA-A;HLA-B;HLA-E;CD8B;CD8A;CD99;PTPRC	27	KEGG_2021_Human
PD-L1 expression and PD-1 checkpoint pathway in cancer	7/89	0.000126359277605346	0.000816822473091701	6.90936464920205	62.021091625093	JUN;LAT;CD3G;CD3E;CD3D;FOS;LCK	28	KEGG_2021_Human
Th1 and Th2 cell differentiation	7/92	0.000155645540408225	0.000971442855651335	6.66448801742919	58.4337598434608	JUN;LAT;CD3G;CD3E;CD3D;FOS;LCK	29	KEGG_2021_Human
