Gene	Rank
GYG1	0.347641215944155
GAPDH	0.258335334644707
TPI1	0.201768598378617
PGK1	0.19419119094937
GPI	0.18743007326556
PGAM1	0.184047212662709
IDH2	0.173116743169849
ABHD17A	0.172018936981805
GLO1	0.153886625278552
GFPT2	0.15310033214773
NDUFB10	0.152163852655724
PFKFB3	0.149154144822504
PLCG2	0.144819422766509
ALDOA	0.143921373842535
ATP5F1B	0.130076524773789
ATP5F1C	0.125946783777079
SACM1L	0.119929617424088
COX7A2L	0.118499733668942
COX6C	0.115473764039329
NDUFS8	0.108091209929974
COX5A	0.107425028176872
CYB5R3	0.106574677419921
ATP5MC3	0.106431490244725
ATP5MG	0.105197942253262
NDUFA9	0.105140751180605
COX7B	0.102702521558614
ECHS1	0.101769289838359
COX6A1	0.101529052997179
MPST	0.0996250195040774
COX8A	0.0984279932899894
SHMT1	0.0976120210568957
HACD4	0.0975382116004971
PIP4K2A	0.0973313707766994
ENO1	0.0963387467342819
GRHPR	0.0944859814099488
ITPK1	0.0941494927809933
ACLY	0.0913683910852255
ACADM	0.0911857278205516
ATP5F1E	0.0910676628175894
COX7A2	0.0909072555989369
ATP6V0C	0.0906974824393231
ACSL5	0.0905506641366841
TIGAR	0.0903510343519727
ATP6V0A2	0.0901884320325649
ISYNA1	0.0894720139370278
NDUFB2	0.0878754121562917
UQCR11	0.0869604980194637
INPP4A	0.085681391075815
ENO2	0.0841270719500113
ACOT4	0.0827142489614696
NDUFS7	0.0815440483720751
UAP1	0.0806549683202514
DLST	0.0803735283775361
UQCRH	0.0802585878972084
ACSL6	0.0794471928296363
BCKDHA	0.0770543290008461
ATP6V0E1	0.0767099512828949
MDH2	0.0765053775602049
TCIRG1	0.0757123975170338
PGM2	0.0753227052298341
ATP5F1D	0.0752380584485318
ATP6V0B	0.0744976477670397
UAP1L1	0.0741413737889318
SDHC	0.0738219769731157
NDUFA12	0.0738017421477622
NDUFB7	0.0732835201011669
ATP5ME	0.0728189620112276
ECHDC1	0.0722329198977407
COX10	0.0715006201377559
ATP6V0D1	0.0707270322895176
UQCRB	0.0699512721240839
AKR1B1	0.0699263088459698
PIK3CD	0.0696341098058599
NDUFA8	0.0675495395012455
RPE	0.0659313404136652
CYC1	0.0655652731554167
UGDH	0.0655309268879731
RBKS	0.0655028150855297
ETHE1	0.0654297803058898
G6PD	0.0649501710296665
NDUFA1	0.0646325442307397
GLUD1	0.0638273613140741
PDHA1	0.063529690784848
FPGT	0.0631805586433165
NDUFA6	0.0628576907237261
NDUFA5	0.0625645962877347
HK1	0.0619727646775627
NDUFB3	0.0616242759690681
ATP6V1C1	0.0616020742388894
IDH3A	0.0611484876669459
HEXA	0.0604774565918112
ACAA2	0.0604042269181997
RPIA	0.0600226099877217
PFKP	0.0600160426353581
NDUFS5	0.0591308603161705
GMPPA	0.059076615598655
OXCT1	0.0590250108452776
NDUFB9	0.0589582382162077
BDH2	0.0584885565604136
DLAT	0.0580842544462723
ATP6V1E1	0.0577312581937814
INPP5K	0.0575395820112722
TSTA3	0.0574577698856417
IDH3G	0.0572405668620509
NPL	0.0570462635697911
ELOVL1	0.0565340886235073
GLA	0.0551058905960823
NDUFC2	0.054602984308171
SDHD	0.0543836351079096
ATP6V1F	0.0538817467126648
PGLS	0.053334101245303
AFMID	0.0532939953703806
ACYP1	0.0530466160185202
MDH1	0.0530058606326792
CYB5R4	0.0525415156257487
KHK	0.0520242263257652
PCCB	0.0518310674212505
PDHB	0.0509694011050746
PIP4K2B	0.0503775444485482
GNPDA2	0.0501700322677798
COX4I1	0.049963434256914
NDUFB4	0.0497775618995862
COX5B	0.0493497609204141
