Gene	Expression
1	B2M	161.171910659563
2	TMSB4X	139.650388581323
3	MALAT1	117.301333577754
4	RPS27	115.003305857894
5	ACTB	110.355514989409
6	RPL41	107.769974923584
7	RNR2	99.7232112336736
8	RPLP1	95.0575579358163
9	GNLY	87.7776309665923
10	CCL5	84.2991594489978
11	HSPA1A	77.4983060323906
12	HLA-C	75.7877258530803
13	RPL10	72.3257510979816
14	RPL28	69.3213275431223
15	RPS12	69.2939898273668
16	EEF1A1	65.9106600876761
17	RPS15A	63.5929105493536
18	RPL39	63.4352169732246
19	RPS19	61.6554315083026
20	DNAJB1	56.9467347843449
21	RPL13	55.5581192195181
22	JUN	50.0208993775059
23	COX1	49.3235309863163
24	FOS	47.6522036032585
25	DUSP1	46.4167787030312
26	RPL30	45.6550547793729
27	COX2	44.517295380248
28	TMSB10	44.3189063031211
29	RPL32	44.0844386611776
30	RPS18	43.5397727892184
31	HLA-A	43.5291604633064
32	RPL19	42.1754969985065
33	RPS3	42.167370677545
34	RPL11	41.744306212795
35	RPL18A	41.204550857399
36	RPS4X	40.445443706182
37	HSPA1B	38.2492117625886
38	RPS15	37.0815378360593
39	RPL34	36.3715965787821
40	RPS27A	35.3199648630589
41	UBC	35.1478216827329
42	PTMA	33.7235315220411
43	GZMA	33.4622628922498
44	NKG7	33.3298437841148
45	RPL12	32.2724551632137
46	ND3	31.8721601348625
47	RPS21	31.6973204454049
48	RPL26	31.3155319101003
49	CCL4	30.8540280768149
50	RNR1	30.7920477409253
51	RPS24	30.0680716825845
52	FTL	29.950307998558
53	FAU	29.0682020620594
54	RPS29	28.8424770814704
55	SH3BGRL3	28.7319528773647
56	JUNB	28.6296121568393
57	RPS14	28.3214472004242
58	RPS23	28.1342748242254
59	RPS7	27.6802598334286
60	RPL29	27.6213130481726
61	RPS8	27.1354546031368
62	ACTG1	26.9979686464192
63	GAPDH	26.9540012986388
64	PFN1	25.9685779312837
65	RPL37	25.8168106296031
66	RPL7A	25.7696044914792
67	RPL36	25.6618993990763
68	RPS3A	25.5664732268107
69	RPL35A	25.4485119216612
70	RPL18	25.3095080959933
71	TPT1	25.2458146996485
72	CD69	25.1913037211392
73	RPS25	23.7024103552535
74	GZMB	23.3745036235801
75	H3F3B	22.8371255580434
76	IFITM1	22.6956618875409
77	RPS13	22.6269734755768
78	RPL8	22.5854038571141
79	CD74	22.5480427475749
80	EIF1	21.8838116701952
81	ATP5E	21.8818874466754
82	CD7	21.2639756312137
83	RPS26	21.0018942208146
84	RPL3	20.9485891462746
85	ZFP36	20.6880056388487
86	RPL14	20.299828415089
87	BTG1	20.2398874082374
88	RPL6	20.2376998279648
89	HSPA8	19.9580820573902
90	RPS9	19.9577577752655
91	RPS6	19.5092888762889
92	CFL1	19.5041487836682
93	IL32	19.0183950923771
94	ATP6	18.8402491789629
95	HSP90AA1	18.8097531136064
96	RPLP0	18.7303437573539
97	IFITM2	18.5153142392859
98	RPL35	18.2344347743316
99	RPLP2	18.2163874485638
100	DUSP2	18.1574322180283
101	RPL15	18.0724718420702
102	RPS5	17.7361213034156
103	CRIP1	17.6391891972223
104	FTH1	17.4434526427159
105	UBB	16.9863174935502
106	RPL5	16.6804887377881
107	IFITM3	16.3605320512994
108	FXYD5	15.966128658388
109	RPL24	15.9324902664467
110	S100A4	15.896976863182
111	ATP8	15.4103228411579
112	RPS2	15.3568805967936
113	EEF1D	15.2354379836198
114	TSC22D3	15.2051269618857
115	ND4L	15.1861109258045
116	NACA	14.2595915866622
117	COX3	14.2219384947657
118	GNB2L1	14.105285774602
119	PTPRCAP	14.0526905050462
120	ND4	13.991549184026
121	CD3E	13.9458904740725
122	SERF2	13.879735106432
123	CD3D	13.6761731062763
124	RPL23A	13.4821250822502
125	HCST	13.3223053246838
126	CST7	12.9422370846628
127	CYTB	12.8736839222907
128	MYL6	12.7950902582988
129	PPP1R15A	12.1881006042248
130	LOC101060038	12.046676727163
131	RPSA	11.9702604068208
132	RPL9	11.9448246115217
133	RPL22	11.6921908178731
134	CD52	11.6058387615143
135	UBA52	11.5483111737603
136	SRGN	11.5464768378537
137	RPL10A	11.467465148777
138	MIF	11.3572996288324
139	COTL1	11.3036826527479
140	RPS16	11.2631717254364
141	MYL12A	11.2288287435105
142	HSP90AB1	11.1721197358402
143	PFDN5	11.0875178459689
144	VIM	11.0759259293045
145	RPL37A	10.8758638376101
146	LOC101929531	10.7999009274327
147	TMA7	10.7883768543014
148	KLF6	10.773329493872
149	ALOX5AP	10.7596278658885
150	CYBA	10.6380485925595
151	PPDPF	10.5098686266263
152	ZFP36L2	10.4987794950576
153	RARRES3	10.4349418381492
154	RAC2	10.410667910398
155	HSPB1	10.3159320697179
156	GZMH	10.3110567905491
157	CORO1A	10.2283249581446
158	ARHGDIB	10.0007739450413
159	CCL4L1	9.89430247486223
160	IER2	9.86839052122598
161	RPL27	9.86371963705331
162	PPIA	9.83045836379584
163	SRP14	9.63301506239262
164	CD99	9.46652888320996
165	RPL21	9.32140097239813
166	IFNG	9.23755455528579
167	RPL17	9.16333188654196
168	PSME1	9.16165267150549
169	CCL3	9.0918416341411
170	EVL	9.03935163258772
171	S100A6	8.73286994150364
172	HNRNPA1	8.70956200706524
173	ATP5L	8.64133880668065
174	PCBP2	8.481181247064
175	CLIC1	8.29030068528875
176	HLA-H	8.27819153426351
177	RPL38	8.07347478417481
178	ZNF683	7.954743306517
179	HSPE1	7.94367583044553
180	RGS1	7.84166469645178
181	BTF3	7.76420602467416
182	CD8A	7.67950831047945
183	LSP1	7.67328358001717
184	HSPA6	7.6492376969457
185	COX4I1	7.637509849877
186	PSMB9	7.56768931530282
187	CXCR4	7.5249115412484
188	ATP5G2	7.49939601440658
189	SRSF7	7.48901843773498
190	RPL36AL	7.4825184037176
191	RPL4	7.46621393087688
192	COX7C	7.44442368080037
193	OST4	7.39530352782326
194	YWHAZ	7.35282694124122
195	RHOA	7.3434772580787
196	PNRC1	7.33616948745378
197	EEF1B2	7.18970776423498
198	ARPC2	7.16289598770936
199	SARAF	7.12266981756158
200	DDX5	7.04649969279716
201	LOC100996809	6.92816450327517
202	ARPC3	6.84216800478451
203	HMGB1	6.80528585662267
204	RPL36A	6.76106906356585
205	RPS11	6.70936075472897
206	TOMM7	6.68369567851782
207	LY6E	6.5468507738011
208	CD8B	6.41293025632471
209	CTSW	6.30037480855249
210	KLRD1	6.25095800868282
211	ITM2B	6.23530558005691
212	SUB1	6.19890514600925
213	CIRBP	6.15371056948393
214	SAMSN1	6.1267104972193
215	PTPRC	6.12088224343701
216	UQCR11	6.05627563571217
217	SUMO2	6.05616539834596
218	CHCHD2	5.98654565378837
219	ND1	5.96572825655089
220	LAG3	5.94476606112507
221	ISG20	5.93879245672182
222	UBL5	5.91484367414066
223	IL2RG	5.89293312513844
224	ALDOA	5.85293733413747
225	TPI1	5.84342819437625
226	ARPC1B	5.83063742611784
227	MYL12B	5.8115483427051
228	PABPC1	5.79910555354718
229	ATF3	5.7532261637116
230	LAPTM5	5.73641574677535
231	ISG15	5.72543063869944
232	ATP5I	5.69774088180097
233	HINT1	5.67021518812088
234	CALM1	5.6417729221789
235	HLA-J	5.61433958756317
236	HOPX	5.611037722916
237	CKLF	5.59072070103781
238	HNRNPA2B1	5.57715081538853
239	CD2	5.56320894675225
240	PSME2	5.5173302690889
241	LINC00152	5.51128814459618
242	PCBP1	5.49718904232723
243	GUK1	5.49228865907446
244	HNRNPDL	5.4608575015675
245	PRF1	5.44763826942697
246	TCEB2	5.35477090522885
247	PPIB	5.35183760767078
248	EEF1G	5.33705386671865
249	CALM2	5.31524302394366
250	COMMD6	5.30755962270018
