p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
2.09364603747375e-26	1.18170825779602	0.481	0.229	7.02167008047945e-22	CCR7	ILC
1.3011514168462e-19	4.89812436288352	0.016	0	4.36380162181877e-15	GALNT18	ILC
3.71521247964529e-19	1.14576382202772	0.551	0.342	1.24600796142344e-14	KLF2	ILC
2.38683976374578e-18	0.84963013562675	0.551	0.322	8.00498319965061e-14	TCF7	ILC
3.43984051480404e-17	0.403219392036591	0.991	0.999	1.15365371185498e-12	RPS3A	ILC
3.90998757535667e-17	0.395926041593687	0.994	1	1.31133163302312e-12	RPL32	ILC
3.93205890092014e-17	0.521208226435167	0.978	0.984	1.3187339141906e-12	EEF1B2	ILC
8.68683724185926e-16	0.29812148449698	0.997	1	2.91339147417476e-11	RPL30	ILC
3.28754249285741e-15	0.416313786456086	1	1	1.10257600125452e-10	RPS12	ILC
1.52923490187023e-14	1.33172119165803	0.209	0.085	5.12874801389236e-10	ACTN1	ILC
2.49445903534597e-14	0.380754818477019	0.997	0.999	8.36591671274331e-10	RPS13	ILC
2.80070681550639e-13	0.375693226741268	0.984	0.996	9.39301051784532e-09	RPL9	ILC
4.14078598752871e-13	1.1814661341843	0.247	0.114	1.38873680449738e-08	C1orf162	ILC
5.28162314964491e-13	0.921132182303996	0.437	0.268	1.77135077192791e-08	LEF1	ILC
7.7015449490309e-13	0.318764532926382	1	1	2.58294414500598e-08	RPL10	ILC
2.48432134422062e-12	0.830497937287354	0.392	0.223	8.33191692424711e-08	PLAC8	ILC
5.24508694738658e-12	0.312917233242545	1	1	1.75909726041451e-07	RPS27A	ILC
5.38289971057356e-12	1.17262321448608	0.206	0.091	1.80531690493216e-07	IFNGR2	ILC
7.98348850106728e-12	1.55066117588902	0.142	0.053	2.67750237348795e-07	SCML1	ILC
8.8493496864438e-12	1.21567401726031	0.218	0.101	2.96789489783952e-07	TRABD2A	ILC
1.33003759512159e-11	1.20012575368506	0.206	0.092	4.4606800865188e-07	ITGA6	ILC
2.545073728017e-11	1.56252133109909	0.139	0.053	8.53566826902342e-07	LINC01891	ILC
2.69372373184862e-11	0.992184643336258	0.386	0.237	9.03421065187391e-07	SELL	ILC
4.60422088220485e-11	0.320942260079552	0.997	1	1.54416359947386e-06	RPL19	ILC
1.07785874157137e-10	0.90381202317862	0.253	0.127	3.61492264748207e-06	S1PR1	ILC
1.25225386785129e-10	0.383496609706047	1	1	4.19980902199964e-06	RPS8	ILC
1.35761482300941e-10	0.26223590704473	0.731	0.838	4.55316859340897e-06	TPI1	ILC
2.11877261734219e-10	0.390484352056168	0.994	0.999	7.10593960404223e-06	RPL5	ILC
2.63432547465431e-10	0.366169235805048	0.997	0.997	8.83500077689563e-06	RPL22	ILC
2.69687778583912e-10	0.301008067539635	0.997	1	9.04478871814723e-06	RPS14	ILC
5.13364328244344e-10	0.293927141375051	0.997	1	1.72172128406588e-05	RPL13	ILC
5.19410021049074e-10	0.169236808342794	0.902	0.939	1.74199732859438e-05	HMGB1	ILC
1.1627284419208e-09	0.348398219751239	1	1	3.89955864851397e-05	RPL18A	ILC
1.19626299146014e-09	1.54780282922034	0.142	0.06	4.01202682075902e-05	LYPD3	ILC
1.61120361492563e-09	0.305293027909188	0.997	1	5.40365468373757e-05	RPL11	ILC
1.74880031828294e-09	0.30705132765304	0.997	1	5.86512650745734e-05	RPS3	ILC
4.75842687778651e-09	0.395459554219412	0.991	0.997	0.000159588120627204	RPS5	ILC
