Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Antigen processing and presentation	20/78	8.23487435655557e-19	1.91049085072089e-16	0	0	22.1050259184133	920.469607354937	CD74;HSPA8;HSP90AA1;HLA-DRB4;HSPA5;KLRC2;KLRC3;KLRC4;KIR2DL4;HLA-DMA;IFNG;CD8B;CD8A;PSME2;KLRD1;KLRC1;CALR;HLA-DRB3;HLA-DRB1;HLA-DQB1
Graft-versus-host disease	12/42	2.05135822579717e-12	2.37957554192471e-10	0	0	25.0242038216561	673.464360634964	HLA-DMA;HLA-DRB4;IFNG;PRF1;CD28;GZMB;FASLG;KLRD1;KLRC1;HLA-DRB3;HLA-DRB1;HLA-DQB1
Allograft rejection	11/38	1.482339554566e-11	1.14634258886437e-09	0	0	25.410582010582	633.608146310241	HLA-DMA;HLA-DRB4;CD40LG;IFNG;PRF1;CD28;GZMB;FASLG;HLA-DRB3;HLA-DRB1;HLA-DQB1
Type I diabetes mellitus	11/43	6.58958427193381e-11	3.82195887772161e-09	0	0	21.4347222222222	502.493030459668	HLA-DMA;HLA-DRB4;IFNG;PRF1;ICA1;CD28;GZMB;FASLG;HLA-DRB3;HLA-DRB1;HLA-DQB1
Cytokine-cytokine receptor interaction	24/295	1.15143182482387e-10	5.34264366718274e-09	0	0	5.68989027638621	130.212255317795	IFNGR1;CCL4L2;FASLG;CXCR6;CXCL13;TNFRSF1B;CD40LG;IFNG;CXCR3;CCL5;CCL4;IL2RB;XCL2;CCL3;CD27;XCL1;TNFSF8;CCR7;TNFRSF25;CCR6;LTB;IL6ST;IL7R;CCR4
Viral protein interaction with cytokine and cytokine receptor	14/100	8.8553774838186e-10	3.42407929374319e-08	0	0	10.2203339296363	213.041082733408	CCL4L2;CXCL13;TNFRSF1B;CXCR3;CCL5;CCL4;IL2RB;XCL2;CCL3;XCL1;CCR7;CCR6;IL6ST;CCR4
Influenza A	17/172	3.41654183387084e-09	1.13233957922576e-07	0	0	6.92813446079967	135.061466103441	HLA-DRB4;IFNGR1;FASLG;ACTB;PYCARD;NFKBIA;SOCS3;DNAJB1;HLA-DMA;CDK6;IFNG;CCL5;CYCS;VDAC1;HLA-DRB3;HLA-DRB1;HLA-DQB1
Apoptosis	15/142	1.17055713975511e-08	3.11630853910075e-07	0	0	7.42347520064815	135.576419118968	JUN;GADD45B;GADD45A;PRF1;GZMB;FASLG;CTSW;ACTB;NFKBIA;PMAIP1;CYCS;CTSH;CTSD;CTSC;BIRC3
Autoimmune thyroid disease	10/53	1.20891279534081e-08	3.11630853910075e-07	0	0	14.4473064468649	263.388255892415	HLA-DMA;HLA-DRB4;CD40LG;PRF1;CD28;GZMB;FASLG;HLA-DRB3;HLA-DRB1;HLA-DQB1
Cell adhesion molecules	15/148	2.05944471738356e-08	4.36373338659034e-07	0	0	7.08640572492324	125.416940098205	HLA-DRB4;ICAM2;HLA-DMA;CD40LG;CD8B;SELL;CD8A;CD28;PECAM1;PDCD1;ICOS;HLA-DRB3;TIGIT;HLA-DRB1;HLA-DQB1
