gene	avg_expr
EEF1A1	126.670886075949
MALAT1	96.3164556962025
RPS12	78.9493670886076
RPL10	74.0126582278481
RPLP1	66.5316455696203
RPL13	62.7848101265823
RPL32	54.9746835443038
RPS27	53.3291139240506
B2M	53.2151898734177
RPL30	51.0379746835443
RPS3A	47.5189873417722
RPS15A	46.8354430379747
RPS8	46.6329113924051
TPT1	46.253164556962
RPL19	45.6835443037975
RPS3	43.5949367088607
RPS27A	43.3417721518987
RPS18	43.0506329113924
RPS14	42.5569620253165
RPL28	42.0632911392405
RPL11	40.2911392405063
RPS23	40.2405063291139
TMSB4X	39.3417721518987
RPL34	38.9873417721519
ACTB	38.9493670886076
RPL18A	37.2911392405063
RPL39	36.8481012658228
RPS19	35.1645569620253
RPS13	34.379746835443
MT-CO2	33.9873417721519
RPS6	33.9240506329114
MT-CO1	33.8101265822785
RPS28	32.9367088607595
RPS4X	32.3037974683544
RPS2	29.3924050632912
RPL3	28.7341772151899
RPL26	28.5822784810127
RPL37	28.4556962025316
RPL18	27.5949367088608
JUNB	27.4430379746835
RPS15	27.1012658227848
RPL29	27.0759493670886
RPS25	26.9367088607595
RPL35A	25.9873417721519
RPL12	25.873417721519
RPLP2	24.6202531645569
RPL7A	24.4303797468355
TMSB10	22.6329113924051
MT-CO3	22.4556962025317
RPL14	22.2658227848101
RPS7	22.2278481012658
RPS24	22.0253164556962
RPLP0	21.2911392405063
MT-ND4L	21.253164556962
RPL5	21.2151898734177
RPL23A	20.9113924050633
RPL6	20.8987341772152
RPL8	20.8101265822785
HLA-B	20.2278481012658
FAU	20.0379746835443
RPS5	20.0126582278481
MT-ATP6	19.873417721519
RPS16	19.5443037974684
RPL21	19.2658227848101
RPS26	18.9493670886076
RPSA	18.8860759493671
RPS9	18.506329113924
RPS21	17.8354430379747
RPL17	17.7721518987342
RPL36	17.6835443037975
RPL15	17.493670886076
RPL10A	17.1012658227848
MT-CYB	16.4303797468354
RPL9	16.0379746835443
RACK1	14.9113924050633
EEF1B2	14.5696202531646
RPL22	14.5316455696203
NACA	14.379746835443
RPL24	13.7848101265823
PTMA	13.6708860759494
ACTG1	13.6075949367089
RPL13A	13.0632911392405
FTH1	12.7341772151899
FOS	12.5949367088608
RPL37A	12.5822784810127
MT-ND3	12.4556962025317
BTG1	12.1392405063291
MT-ATP8	11.7974683544304
RPL4	11.5063291139241
HLA-A	11.4303797468354
PABPC1	11.253164556962
RPL41	10.8987341772152
UBA52	10.8354430379747
RPL35	10.7215189873418
EIF1	10.5822784810127
PFN1	10.3670886075949
RPS29	10.126582278481
EEF1G	10.0886075949367
RPL27	9.62025316455697
EEF2	9.50632911392406
