Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Ribosome	72/158	7.10333885895689e-97	1.37094439977868e-94	0	0	92.4881107917429	20475.9603363066	RPL4;RPL5;RPL30;RPL3;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL39;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;RNR2;FAU;RNR1;RPS21;RPS24;RPS23
Coronavirus disease	72/232	4.26642912432311e-82	4.1171041049718e-80	0	0	49.5252808988764	9279.1160802913	RPL4;RPL5;RPL30;RPL3;RPL32;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL39;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RPSA;RPS3A;FOS;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;JUN;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;FAU;RPS21;RPS24;RPS23
Parkinson disease	27/249	9.31222605377135e-18	5.99086542792624e-16	0	0	10.6503454126773	417.65546278506	ATP8;COX4I1;ATP6;COX6A1;COX7C;TUBA1B;UBB;UBC;COX3;COX2;COX1;RPS27A;COX8A;DUSP1;TUBB;ND4L;COX6C;COX6B1;CALM3;ND1;CYTB;CALM1;ND3;SLC25A5;UBA52;CALM2;ND4
Prion disease	25/273	8.58627701631839e-15	4.14287866037362e-13	0	0	8.73745519713262	282.994038924509	ATP8;COX4I1;ATP6;COX6A1;COX7C;TUBA1B;CCL5;COX3;RAC2;COX2;COX1;COX8A;HSPA8;TUBB;ND4L;CYBA;COX6C;COX6B1;ND1;CYTB;ND3;SLC25A5;HSPA1B;HSPA1A;ND4
Diabetic cardiomyopathy	20/203	1.17218634184518e-12	4.5246392795224e-11	0	0	9.29769541458779	255.427687199619	COX8A;ATP8;COX4I1;ATP6;ND4L;CYBA;COX6C;COX6A1;COX7C;COX6B1;COX3;RAC2;COX2;COX1;ND1;CYTB;ND3;SLC25A5;GAPDH;ND4
Oxidative phosphorylation	16/133	1.07103195840007e-11	3.44515279952024e-10	0	0	11.4737380378406	289.82448174613	COX8A;ATP8;COX4I1;ATP6;ND4L;COX6A1;COX6C;COX7C;COX6B1;COX3;COX2;ND1;COX1;CYTB;ND3;ND4
Amyotrophic lateral sclerosis	24/364	3.57420619897727e-11	9.85459709146589e-10	0	0	6.06246746486205	145.830793166479	COX8A;ATP8;TUBB;COX4I1;ATP6;ND4L;COX6C;COX6A1;COX7C;ACTB;ACTG1;COX6B1;TUBA1B;HNRNPA2B1;COX3;COX2;COX1;ND1;CYTB;PFN1;ND3;HNRNPA1;SRSF7;ND4
Thermogenesis	19/232	1.11411302983247e-10	2.68779768447084e-09	0	0	7.54431640347133	172.89907661062	COX8A;ATP8;COX4I1;RPS6;ATP6;ND4L;COX6C;COX6A1;COX7C;ACTB;ACTG1;COX6B1;COX3;COX2;COX1;ND1;CYTB;ND3;ND4
Antigen processing and presentation	12/78	2.33901679013964e-10	5.01589156107722e-09	0	0	15.0374331550802	333.471926109268	CD74;HSPA8;HSP90AA1;HSP90AB1;CD8A;PSME1;HLA-C;PSME2;HLA-A;B2M;HSPA1B;HSPA1A
Alzheimer disease	23/369	2.83897451328635e-10	5.47922081064267e-09	0	0	5.68220824527005	124.908620158081	COX8A;ATP8;TUBB;COX4I1;ATP6;ND4L;COX6C;COX6A1;COX7C;COX6B1;TUBA1B;COX3;COX2;COX1;CALM3;ND1;CYTB;CALM1;ND3;SLC25A5;CALM2;GAPDH;ND4
