p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
4.93961168748259e-295	0.974708916383904	0.999	0.953	1.65664696774791e-290	CD69	Platelet
2.00277150690254e-177	0.962349697553925	0.974	0.823	6.71689507984972e-173	FOS	Platelet
2.75812789929483e-147	2.38564190316645	0.238	0.053	9.25020934865501e-143	CD9	Platelet
8.85823652238272e-140	1.09079868468898	0.834	0.607	2.97087536487672e-135	FOSB	Platelet
1.9979450883722e-99	1.10902085611929	0.71	0.482	6.70070823738267e-95	NR4A1	Platelet
3.34181828740719e-78	0.569471369754899	0.983	0.928	1.12077901723062e-73	DUSP1	Platelet
1.4761456464251e-69	0.867236871504016	0.892	0.795	4.9506972689805e-65	JUN	Platelet
1.03809139282092e-58	0.53439945386796	0.837	0.642	3.48155091324278e-54	IL7R	Platelet
4.75634677490012e-55	1.13072960785084	0.402	0.232	1.595183581366e-50	EGR1	Platelet
2.01941459309806e-54	0.768790079887442	0.665	0.49	6.77271266233228e-50	MYADM	Platelet
6.42467778277233e-51	0.552476266300058	0.855	0.764	2.15470843478618e-46	PPP1R15A	Platelet
1.30356399277076e-46	1.95090541940717	0.119	0.037	4.37189291895457e-42	KIR2DL4	Platelet
6.66687497459601e-46	1.73617984586977	0.11	0.032	2.23593652898001e-41	TRDC	Platelet
7.44692231573356e-45	0.458622620286018	0.976	0.96	2.49754880625072e-40	JUNB	Platelet
1.8650096499878e-44	0.610295990169182	0.892	0.827	6.25486936412908e-40	BTG2	Platelet
5.0553883028671e-43	0.745156167179858	0.574	0.416	1.69547612901557e-38	AC020916.1	Platelet
1.39407140093757e-39	0.758933404367234	0.427	0.272	4.67543666446443e-35	CAPG	Platelet
4.32152951521524e-38	0.552419407029644	0.89	0.827	1.44935456881289e-33	NR4A2	Platelet
5.49924871965398e-38	1.11050494673514	0.338	0.201	1.84433803559755e-33	AREG	Platelet
5.10418890993649e-36	1.69248981921686	0.136	0.055	1.7118428766145e-31	KLRC2	Platelet
8.9123545165931e-34	0.894107368527321	0.298	0.173	2.98902545777499e-29	AC020571.1	Platelet
2.20518853520895e-33	0.2049361961803	0.996	0.982	7.39576130938376e-29	EEF1B2	Platelet
4.35081504133346e-33	0.483814314047981	0.737	0.616	1.45917634856242e-28	CSRNP1	Platelet
8.91142876670065e-33	0.663417581371296	0.464	0.32	2.98871497977606e-28	PTGER2	Platelet
3.81344525437264e-31	0.875372920107468	0.357	0.226	1.2789532694115e-26	TNF	Platelet
8.56986711329061e-31	1.17306678238009	0.183	0.09	2.8741620324554e-26	CD160	Platelet
2.14099462979869e-30	1.59978661223326	0.096	0.034	7.18046778941885e-26	AC068775.1	Platelet
1.69099342905872e-29	0.797020429229128	0.401	0.275	5.67125376237712e-25	NR4A3	Platelet
7.31415375724194e-29	1.2916405445911	0.199	0.105	2.4530208871038e-24	XCL2	Platelet
7.67926431616433e-29	1.26452326123877	0.191	0.099	2.57547166635519e-24	XCL1	Platelet
