pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Ascorbate and aldarate metabolism	9.21128086390469e-05	0.00184225617278094	0.538434096309916	0.704135262687194	1.98611996442566	27	ALDH9A1,UGDH,ALDH1B1
Oxidative phosphorylation	0.0105075603861507	0.105075603861507	0.380730400722792	0.38603384275606	1.41387768960884	120	SDHA,ATP5F1E,ATP5MC3,NDUFA9,COX6A1,NDUFA2,NDUFA3,COX7A2,NDUFS6,UQCRQ,ATP6V1D,ATP6V0E1,UQCRFS1,NDUFA6,NDUFB6,LHPP,UQCR11,COX6B1,NDUFB2,COX5A,ATP6V0C,ATP6V1H,NDUFA1,ATP6V0E2,UQCR10,ATP6V1G2,NDUFAB1,ATP5ME,ATP5F1C,NDUFA11,NDUFB4,NDUFS1,NDUFA13,ATP6V0D1,ATP5MF,ATP6V0B
Glyoxylate and dicarboxylate metabolism	0.105545617173524	0.586762075134168	0.183023938384487	-0.487438250551984	-1.31284202518407	28	HYI,MUT,CS,SHMT1
Propanoate metabolism	0.123161764705882	0.586762075134168	0.170932335370056	-0.464724023562416	-1.28245581234287	32	LDHB,MUT,DBT,ACSS2,LDHA,ACACB,BCKDHA,ACACA,ACSS1
Pyruvate metabolism	0.146690518783542	0.586762075134168	0.153158808683073	-0.427622401191043	-1.24411308639391	39	LDHB,DLAT,ACSS2,LDHA,ACACB,HAGH,ACACA,PC,ACSS1
Pentose and glucuronate interconversions	0.22463768115942	0.600162206001622	0.121543282035469	-0.417630018697282	-1.17403231815051	34	DCXR,UGP2,RPE,DHDH,AKR1A1,ISPD
Nitrogen metabolism	0.24235807860262	0.600162206001622	0.129442887745046	0.471541445346408	1.18275160457863	17	GLUD1,CA13,GLUL
Amino sugar and nucleotide sugar metabolism	0.261180679785331	0.600162206001622	0.110564716336619	-0.369711170554914	-1.12010866036097	48	UXS1,GFPT2,NPL,NAGK,UGP2,UAP1,AMDHD2,GFPT1,GNPDA2,HK2,NANS,GNE,GALK1,CYB5RL,GNPDA1,HKDC1
Pentose phosphate pathway	0.27007299270073	0.600162206001622	0.109684061970549	-0.418615233158339	-1.14289160779608	30	FBP1,RBKS,TKT,PFKM,PGD,PGLS
Starch and sucrose metabolism	0.31685393258427	0.613593455003147	0.112843355675562	0.36120391602417	1.08562165779993	35	GPI,GYG1,G6PC3
Butanoate metabolism	0.355992844364937	0.613593455003147	0.0916795246008379	-0.400696260287906	-1.07921544779128	28	ALDH5A1,HADH,ACADS,BDH1
Fatty acid degradation	0.406320541760722	0.613593455003147	0.09754492162472	0.325872245141016	1.01725257768059	44	ACSL4,ALDH9A1,HADHA,ECHS1,CPT1C,ACAA2,ALDH1B1,GCDH,CPT1A
Glycolysis / Gluconeogenesis	0.416234887737478	0.613593455003147	0.0810802057550866	-0.31752498720326	-1.02607238563492	68	LDHB,DLAT,FBP1,ACSS2,ENO2,PFKM,LDHA
Citrate cycle (TCA cycle)	0.429515418502203	0.613593455003147	0.0928481214159878	0.346255370916745	1.00460430765855	30	IDH2,SDHA,SUCLA2
Fatty acid biosynthesis	0.514018691588785	0.685358255451713	0.0741758965588009	-0.427962937490137	-0.94859477852839	13	ACACB,ACSL6,ACACA,MCAT,ACSL1,ACSL5,ACSBG1,ACSL3
Sulfur metabolism	0.665952890792291	0.832441113490364	0.0679922591544058	0.40253681740308	0.844609881112278	9	TST,IMPAD1,PAPSS1,SUOX,SQOR,ETHE1
Fatty acid elongation	0.70985401459854	0.83512237011593	0.0572461135202884	-0.310625594833935	-0.848061315934213	30	THEM4,HADH,HACD1,ABHD17B,ELOVL4,ACOT4,HACD4
Inositol phosphate metabolism	0.775656324582339	0.861840360647043	0.0658311958368866	0.255168984314304	0.868522190700057	73	IPPK,INPP5D,INPP5E,PIP4K2A,PIP4K2B,PIP4K2C,ITPK1,PIK3CG,MTMR2,IMPA1,PLCG2,PIK3C2A,PIP5KL1,SYNJ1,IMPAD1,PLCG1,PIK3C3,ITPKC
Fructose and mannose metabolism	0.943738656987296	0.950639853747715	0.0438879842863647	-0.248637936436375	-0.695393667315483	33	FBP1,PFKFB3,PFKM,HK2,PFKFB4,HKDC1,PFKFB2,ENOSF1,FPGT
Galactose metabolism	0.950639853747715	0.950639853747715	0.0438879842863647	-0.249262933682222	-0.685776664024944	31	PFKM,UGP2,GLB1,HK2,GALK1,HKDC1,GANC,GALT,GCK,B4GALT2
