Gene	Rank
LDHB	0.33264515755549
DCXR	0.158748814062006
INPP4B	0.095709034030994
ITPKB	0.0728751311806694
ACSS2	0.0717616520788473
ME3	0.0665808500766524
TKTL1	0.0623081474489873
ENOSF1	0.0599637474529298
ALDH5A1	0.0554108838598978
ALDH7A1	0.0514993368236828
BDH1	0.0503190178036057
CA6	0.049090682339282
GLUL	0.0471046655754187
PIKFYVE	0.0419517969725237
PYGM	0.0408705227789209
ATP6V0E2	0.0406622542169268
PIK3CB	0.0383850870253032
AMY1C	0.0346936813084698
PLCD4	0.0346899293279655
ABHD17C	0.0311183787594718
LDHD	0.0311170042444698
THEM4	0.0267735115561265
ATP6V1G2	0.0254848263062878
ALDH6A1	0.0254241030197458
HKDC1	0.0237503110317182
OCRL	0.0202870593485196
CPT1C	0.0199560880197544
ACSBG1	0.0199553163448869
CA5B	0.0185880679597973
PLCE1	0.0179688240471837
NANP	0.0168013747186096
PFKFB1	0.0167352616902205
OXCT2	0.016735008549803
CHIT1	0.0167348086723128
ACO1	0.0164057643428985
AMY2B	0.0163576702785174
PIK3CA	0.0162008815715342
AMT	0.0161210530003172
TECR	0.0131073129871446
ATP6V1E2	0.0119589731983734
PLCD3	0.01124220835562
MTMR3	0.0107571085507797
ISPD	0.00931154410162911
PGAM2	0.00929866700925294
ATP6V1G3	0.0092985390753864
ACSM1	0.00929844577843171
UXS1	0.00806876910312011
PPT2	0.00719530935716903
DHDH	0.0071951027455375
PFKFB2	0.00622761239023902
L2HGDH	0.00613485762653565
MTMR4	0.00591897471481458
ATP6V0A1	0.00520317222408759
UQCRB	0.00515486195822432
EHHADH	0.00465115619052582
ENPP3	0.00359161831439747
IPMK	0.00344288625466376
PC	0.00270133194137612
NANS	0.00242119333063668
MECR	0.0022553887180625
ACACB	0.00225375668773818
MTMR1	0.0017587693480202
OXSM	0.00147829958407599
FBP1	0.00128815287300955
CYP4A11	0
CYP4A22	0
AMY2A	0
AMY1A	0
AMY1B	0
CHIA	0
HAO2	0
CA14	0
PKLR	0
ATP6V1B1	0
G6PC2	0
GAD1	0
ACADL	0
CPS1	0
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
UGT1A1	0
AGXT	0
SI	0
COX7B2	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B28	0
UGT2B4	0
UGT2A1	0
UGT2A2	0
PDHA2	0
ADH4	0
ADH1A	0
ADH1B	0
ADH7	0
TKTL2	0
ELOVL7	0
HK3	0
PGK2	0
HMGCLL1	0
PRPS1L1	0
AKR1B10	0
ATP6V0A4	0
MGAM	0
MGAM2	0
GYG2	0
RGN	0
PGAM4	0
GLUD2	0
MTMR7	0
CA1	0
CA3	0
