statistic	p.value	sumsq	meansq	gene	method	p_adjust
914.584446783727	5.18888073806231e-193	495.047065698104	247.523532849052	HLA-H	anova	7.18763759836392e-189
895.978426232434	8.16370052431377e-191	492.288487441648	246.144243720824	IFITM3	anova	5.65417898313971e-187
546.507474268194	6.14802013551416e-142	418.913438646065	209.456719323033	RNR2	anova	2.83874583057141e-138
491.890013969375	1.39605519439357e-132	401.862203252808	200.931101626404	RPS26	anova	4.83453913818495e-129
468.902474419492	1.85494364376378e-128	393.995417953245	196.997708976623	CYTB	anova	5.13893587068319e-125
420.082497523998	2.68953925764742e-119	375.705723653453	187.852861826726	HLA-J	anova	6.20924963282201e-116
397.377697990134	7.82187705022667e-115	366.37238248273	183.186191241365	ND4	anova	1.54783772713914e-111
336.544465893647	3.70055990596747e-102	338.268504765805	169.134252382903	ND4L	anova	6.40751947718267e-99
287.581197110404	4.26538812211945e-91	311.678248229771	155.839124114886	RPL21	anova	6.5649062519554e-88
285.004219314555	1.72143555856092e-90	310.163004847492	155.081502423746	ATP6	anova	2.38453253571858e-87
255.582827044865	2.1734811262755e-83	291.930879468184	145.965439734092	ATP5E	anova	2.73700550556075e-80
228.600069107653	1.46671612794924e-76	273.545407608379	136.77270380419	ND1	anova	1.6930793170294e-73
218.469184529858	6.52749127842348e-74	266.182047863777	133.091023931889	IFITM2	anova	6.95529301451708e-71
193.212243937463	4.29768736708903e-67	246.601811017409	123.300905508704	RPL17	anova	4.25225467206552e-64
190.122025816312	3.08786196935795e-66	244.077556326525	122.038778163263	HLA-G	anova	2.85153759996976e-63
177.886587051385	8.52143574816575e-63	233.786086027521	116.89304301376	HLA-A	anova	7.3774329989745e-60
177.776516146327	9.15874440937907e-63	233.691287164021	116.845643582011	RNR1	anova	7.46276044463052e-60
174.807655644534	6.44501100825419e-62	231.118996025966	115.559498012983	ATP8	anova	4.95979402701872e-59
173.08446836303	2.01056350318367e-61	229.612279015253	114.806139507627	ZFP36L2	anova	1.46580661295264e-58
170.086711679983	1.46843895766065e-60	226.966751674588	113.483375837294	RPL39	anova	9.79766762384721e-58
170.069496888971	1.48535244080849e-60	226.951469428444	113.475734714222	LOC100996809	anova	9.79766762384721e-58
167.162000727355	1.03341953783675e-59	224.355427229207	112.177713614603	CTSW	anova	6.50678519914303e-57
165.082706940161	4.16611439596489e-59	222.480466454877	111.240233227439	KRT86	anova	2.50908767882198e-56
150.612820831769	8.01166115081032e-55	208.990612137658	104.495306068829	GNLY	anova	4.62406376087602e-52
147.350253952076	7.71198913214311e-54	205.837889989797	102.918944994898	TMSB10	anova	4.27305893833785e-51
138.332112708713	4.36829156352382e-51	196.898697178247	98.4493485891234	LOC101929876	anova	2.3272913360743e-48
136.611995837252	1.48374897906612e-50	195.155061376532	97.5775306882658	CD2	anova	7.6121817992681e-48
129.000780810729	3.50343150772186e-48	187.285617034379	93.6428085171897	CD8A	anova	1.73319761589154e-45
122.641957612312	3.60565358204923e-46	180.511666136869	90.2558330684344	RPL28	anova	1.72225908339814e-43
122.3309650638	4.53023391999884e-46	180.175570639184	90.0877853195922	CXCR6	anova	2.0917600086608e-43
121.619805481153	7.63963125324038e-46	179.405297885065	89.7026489425325	EEF1A1	anova	3.41368297160922e-43
118.968347357668	5.39928768517427e-45	176.512312012207	88.2561560061033	H3F3A	anova	2.33721665671981e-42
116.72350708846	2.852472967566e-44	174.036610318852	87.0183051594259	RPS12	anova	1.19734713777952e-41
116.061329482293	4.66807843243796e-44	173.301658343629	86.6508291718147	LOC101060038	anova	1.90183007194502e-41
114.470992044397	1.52817810714607e-43	171.527753095133	85.7638765475663	COX2	anova	6.04809232576782e-41
114.29506333646	1.74285080797889e-43	171.330751148336	85.6653755741678	IL2RB	anova	6.7061026089232e-41
113.939313719399	2.27385899101781e-43	170.931920186338	85.4659600931688	ND2	anova	8.51283641718345e-41
113.534037446611	3.07934107979128e-43	170.476799100453	85.2383995502264	ND5	anova	1.1225008588755e-40
