Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Myogenesis	3/200	0.116942293101809	0.698670240265154	2.58410642394539	5.54568538548621	MYL2;TNNC2;MEF2C	1	MSigDB_Hallmark_2020
TGF-beta Signaling	1/54	0.275800747916226	0.698670240265154	3.17045091141669	4.08378363621517	LTBP2	2	MSigDB_Hallmark_2020
Estrogen Response Early	2/200	0.334294247902116	0.698670240265154	1.6993006993007	1.86198102923155	PDZK1;SLC1A1	3	MSigDB_Hallmark_2020
Pperoxisome	1/104	0.463268216349773	0.698670240265154	1.62728319894685	1.25211157929429	ABCB4	4	MSigDB_Hallmark_2020
Spermatogenesis	1/135	0.554415519358215	0.698670240265154	1.24886162408297	0.736629587429491	SLC2A5	5	MSigDB_Hallmark_2020
UV Response Dn	1/144	0.577875672871186	0.698670240265154	1.16972857650824	0.641475095072502	LTBP1	6	MSigDB_Hallmark_2020
Hypoxia	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	SLC2A5	7	MSigDB_Hallmark_2020
Estrogen Response Late	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	PDZK1	7	MSigDB_Hallmark_2020
Apical Junction	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	NRTN	7	MSigDB_Hallmark_2020
Inflammatory Response	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	CYBB	7	MSigDB_Hallmark_2020
p53 Pathway	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	OSGIN1	7	MSigDB_Hallmark_2020
KRAS Signaling Up	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	ETV5	7	MSigDB_Hallmark_2020
KRAS Signaling Dn	1/200	0.698670240265154	0.698670240265154	0.838173920449706	0.300549393120153	TCL1A	7	MSigDB_Hallmark_2020
