gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
SNORD56	0.000129129381240968	0.0033787655925874	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
PROKR2	0.000129129381240968	0.00357618341248638	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
CST3	3.91768643970792e-06	0.0358915695570489	3.1413612565445	1.02393142040719	5.20444233605298e-05	Trm cytotoxic T cells.2
CST7	7.77425329525541e-36	0.538876252740562	80.2792321116928	73.0325038695083	1.03860643914484e-32	Trm cytotoxic T cells.2
LOC102723352	0.000129129381240968	0.00237829644626474	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
ATP5E	0.000164498086518451	0.0533234609193851	91.7975567190227	96.2257411596619	0.00132808198509769	Trm cytotoxic T cells.2
RPS21	7.71763562519827e-10	0.0794572830467897	97.9057591623037	99.2618168829623	2.9385351902784e-08	Trm cytotoxic T cells.2
PPDPF	8.93297506620826e-14	0.170467859529313	87.434554973822	90.8917728300988	8.74151353055354e-12	Trm cytotoxic T cells.2
CD99	6.2610324343793e-06	0.0906108046264555	79.4066317626527	84.4743421835933	7.83317359980345e-05	Trm cytotoxic T cells.2
TMSB4X	0.00899393767697203	0.0453162315988465	99.825479930192	99.9642814620788	0.0426739844040024	Trm cytotoxic T cells.2
CXorf67	0.000129129381240968	0.00255637085186069	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
RPS4X	7.37260255440099e-06	0.0470427607111015	98.6038394415358	99.5118466484105	9.06151834756317e-05	Trm cytotoxic T cells.2
RPL39	1.43054812518408e-13	0.141820992708013	99.825479930192	99.7618764138588	1.34859440669009e-11	Trm cytotoxic T cells.2
RPL10	8.07477466226784e-10	0.0974980626182012	99.825479930192	99.9404691034647	3.05935389700991e-08	Trm cytotoxic T cells.2
RPL21	0.000396829973443758	0.157807391766062	68.586387434555	70.4845814977974	0.0028832808214723	Trm cytotoxic T cells.2
LOC102723697	0.000129129381240968	0.00272687824279195	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
SPRY2	6.03012199941125e-22	0.142334591145869	10.1221640488656	2.82176449577331	1.8345302839199e-19	Trm cytotoxic T cells.2
FGF14-IT1	0.000129129381240968	0.00188062125991772	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
SEC14L3	0.000129129381240968	0.00212622188113467	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
RBFOX2	0.000129129381240968	0.00310392537083988	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
CARD10	0.00690963634968338	0.00524144992770592	0.349040139616056	0.0476247172282415	0.034009792930129	Trm cytotoxic T cells.2
SCUBE1	0.00030457812606221	0.0329849389619343	2.61780104712042	1.00011906179307	0.00228932780810018	Trm cytotoxic T cells.2
PRF1	3.20663454123652e-08	0.244893451507159	60.7329842931937	57.1734730325039	7.82607303801229e-07	Trm cytotoxic T cells.2
RPS24	5.56360796853984e-10	0.0604351182206915	97.7312390924956	99.2499107036552	2.21155216105205e-08	Trm cytotoxic T cells.2
BEND3P3	0.000129129381240968	0.00184758887004619	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
PDLIM1	5.37165009565686e-06	0.0385617112326536	3.31588132635253	1.13108703417073	6.84874242693976e-05	Trm cytotoxic T cells.2
PIK3AP1	0.000512518524466241	0.0865723381600595	9.94764397905759	6.4888677223479	0.00360122494883928	Trm cytotoxic T cells.2
SERPINB6	0.00113073146708702	0.0870293386240265	9.42408376963351	6.31027503274199	0.00714455804836166	Trm cytotoxic T cells.2
HLA-C	0.0104908487440617	0.0279146999640778	100	99.9880938206929	0.048863469661783	Trm cytotoxic T cells.2
RPS18	1.17210496466872e-08	0.108600223821383	99.6509598603839	99.5594713656388	3.2681732531194e-07	Trm cytotoxic T cells.2
SCML4	3.18708660907039e-06	0.208234237533047	34.9040139616056	30.3607572330039	4.35436239381529e-05	Trm cytotoxic T cells.2
SAMD3	3.08889342792007e-05	0.122202736367124	16.5794066317627	11.6204310036909	0.000315743274649701	Trm cytotoxic T cells.2
RPS12	3.3400672979042e-39	0.300954217092961	99.6509598603839	99.7261578759376	5.40159199277381e-36	Trm cytotoxic T cells.2
RPS15	1.85449391436973e-06	0.0848315122667356	99.3019197207679	99.6428146207882	2.71865622647132e-05	Trm cytotoxic T cells.2
MATK	6.29476524406241e-08	0.218351871818095	30.0174520069808	23.074175497083	1.4087345349913e-06	Trm cytotoxic T cells.2
RPL36	5.7199826924823e-07	0.0631440654329207	97.5567190226876	98.8927253244434	9.64113594031288e-06	Trm cytotoxic T cells.2
TGFBR3L	0.00431969125511448	0.0505470564921815	4.71204188481675	2.73842124062388	0.0227474127156645	Trm cytotoxic T cells.2
ZNF559-ZNF177	0.00223211758585556	0.00790686364010923	0.523560209424084	0.0833432551494226	0.0129115732418268	Trm cytotoxic T cells.2
S1PR5	0.00162994882111936	0.0237780025184659	2.09424083769634	0.821526372187165	0.00983184872919798	Trm cytotoxic T cells.2
RPL18A	1.11999251664227e-11	0.125347184779316	99.6509598603839	99.6428146207882	6.88174158282079e-10	Trm cytotoxic T cells.2
HPN-AS1	0.000129129381240968	0.00294293400130011	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
HCST	4.43760815461881e-23	0.315760579346664	88.4816753926702	88.3914751756161	1.54948165644287e-20	Trm cytotoxic T cells.2
TYROBP	5.39192038721214e-83	0.397888603516791	18.673647469459	2.82176449577331	8.28387688689338e-79	Trm cytotoxic T cells.2
LOC284412	0.00063986377884252	0.0133817172790311	0.87260034904014	0.178592689605905	0.00435751204177617	Trm cytotoxic T cells.2
RPS19	0.000100543956505175	0.0714087062646316	99.6509598603839	99.8214073103941	0.000881430571051217	Trm cytotoxic T cells.2
MEIS3	0.000936220317928256	0.00614380554964514	0.523560209424084	0.0714370758423622	0.00605492421644676	Trm cytotoxic T cells.2
RPL18	0.000907664226176931	0.0358453920603687	98.0802792321117	99.0236932968211	0.00589138121625234	Trm cytotoxic T cells.2
FTL	2.4347930160352e-17	0.254233817950244	94.2408376963351	95.4399333253959	4.56182225632401e-15	Trm cytotoxic T cells.2
SIGLEC17P	2.05660874738136e-15	0.0694404747389391	4.53752181500873	0.916775806643648	2.72441874051357e-13	Trm cytotoxic T cells.2
NKG7	1.24584297477201e-49	0.963896084421139	88.4816753926702	66.3650434575545	3.48009246234723e-46	Trm cytotoxic T cells.2
PRKCG	0.000129129381240968	0.00281719941393219	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
LILRB2	0.00210617820435826	0.00521727213721232	0.349040139616056	0.0357185379211811	0.0122801779289025	Trm cytotoxic T cells.2
KIR2DS5	1.20698930078755e-75	0.221708406066304	12.739965095986	1.381116799619	1.2362386748433e-71	Trm cytotoxic T cells.2
KIR3DL3	2.2806030498902e-07	0.0332100758963231	2.26876090750436	0.511965710203596	4.32835638752169e-06	Trm cytotoxic T cells.2
KIR2DL5B	0.000101358335388873	0.011753718154011	0.87260034904014	0.142874151684724	0.000887810026081504	Trm cytotoxic T cells.2
KIR2DL1	2.64372889758215e-06	0.0275162269219394	1.91972076788831	0.440528634361234	3.72479529467199e-05	Trm cytotoxic T cells.2
KIR2DL4	0.00623557321356624	0.116070947774118	24.78184991274	21.1810929872604	0.0311697507944119	Trm cytotoxic T cells.2
KIR3DS1	0.00455839567919179	0.0075109217678799	0.523560209424084	0.0952494344564829	0.0237762390145181	Trm cytotoxic T cells.2
KIR2DL5A	0.00455839567919179	0.00822745793416512	0.523560209424084	0.0952494344564829	0.0237762390145181	Trm cytotoxic T cells.2
KIR3DL2	2.77273544973986e-27	0.23377029086109	16.9284467713787	5.7387784260031	1.41996403606928e-24	Trm cytotoxic T cells.2
RPL28	7.90444552094223e-08	0.0768194707836116	99.825479930192	99.9404691034647	1.71889524077843e-06	Trm cytotoxic T cells.2
RPS5	6.74669584710231e-08	0.0612560422915669	92.8446771378709	96.6067388974878	1.49463390983354e-06	Trm cytotoxic T cells.2
GZMH	4.99038435521229e-38	0.675081427656517	64.9214659685864	43.5766162638409	6.96997909466401e-35	Trm cytotoxic T cells.2
GZMB	7.7234123318427e-09	0.379375173980306	74.869109947644	61.3287296106679	2.26447796489056e-07	Trm cytotoxic T cells.2
IGBP1P1	0.000129129381240968	0.00330557507963289	0.174520069808028	0	0.00107760958647236	Trm cytotoxic T cells.2
RPS29	6.59332384524483e-09	0.0865582602918806	96.5095986038394	98.821288248601	1.95553148448685e-07	Trm cytotoxic T cells.2
