p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
9.09973545181829e-119	10.0724835588767	0.333	0.001	3.05186927583082e-114	AC079447.1	CD4 Naive
9.9989167836012e-93	9.70991347949195	0.333	0.001	3.35343671088417e-88	LINC00881	CD4 Naive
1.07681091623809e-92	9.42040686229696	0.333	0.001	3.6114084508793e-88	NOS1AP	CD4 Naive
1.3123279192765e-83	9.5579103860469	0.333	0.001	4.40128537566954e-79	AC010245.2	CD4 Naive
6.31579793795712e-70	9.2948759802131	0.333	0.001	2.11819231243206e-65	AL096855.1	CD4 Naive
6.31579793795712e-70	9.2948759802131	0.333	0.001	2.11819231243206e-65	CDH20	CD4 Naive
3.17157747414951e-56	8.79237563968392	0.333	0.001	1.06368365328026e-51	SORCS3	CD4 Naive
8.24764019180233e-53	8.87983848093426	0.333	0.001	2.76609356752667e-48	ZNF883	CD4 Naive
8.8595114214758e-50	8.70991347949195	0.333	0.001	2.97130294053456e-45	THRIL	CD4 Naive
1.07533245266476e-44	8.63191096749068	0.333	0.002	3.60644997974707e-40	AC024267.4	CD4 Naive
2.69622165338742e-34	8.23598229115954	0.333	0.002	9.04258818113072e-30	FAM19A1	CD4 Naive
9.52982629728746e-30	8.02185748580669	0.333	0.002	3.19611314358427e-25	AL035701.1	CD4 Naive
4.47777444493479e-27	7.83544436157581	0.333	0.003	1.50175599334223e-22	C5	CD4 Naive
2.70849583568872e-26	7.79237563968392	0.333	0.003	9.08375333373282e-22	FAM167A	CD4 Naive
5.5661197119203e-23	7.38798538460459	0.333	0.003	1.86676522898383e-18	GTSCR1	CD4 Naive
1.90817004817448e-22	7.59443626207201	0.333	0.003	6.39962070756758e-18	MORN4	CD4 Naive
6.46846097817521e-22	7.5579103860469	0.333	0.003	2.1693924428604e-17	ADGRG6	CD4 Naive
2.06658255920569e-21	7.52228647631618	0.333	0.004	6.93090458706406e-17	PIPOX	CD4 Naive
6.2977233343147e-21	7.45357372623216	0.333	0.004	2.11213045186246e-16	AP000866.1	CD4 Naive
1.29757312078794e-19	7.35627652487725	0.333	0.004	4.35180073249858e-15	RGS12	CD4 Naive
1.95440526335391e-18	6.79237563968392	0.333	0.004	6.55468437223633e-14	HEYL	CD4 Naive
4.10454472435472e-18	7.26512863681905	0.333	0.004	1.37658220965409e-13	RGPD1	CD4 Naive
4.10454472435472e-18	7.26512863681905	0.333	0.004	1.37658220965409e-13	AC091965.1	CD4 Naive
4.13174922968098e-18	7.23598229115954	0.333	0.004	1.38570605665041e-13	STK33	CD4 Naive
