statistic	p.value	sumsq	meansq	gene	method	p_adjust
282.653141946191	6.98571835128763e-75	223.009786970872	111.504893485436	RPS26	anova	9.20787535883223e-71
251.092866147022	2.58812447346932e-69	212.52905449028	106.26452724514	HLA-J	anova	1.70570343423995e-65
235.904535163435	1.73433746436432e-66	206.921668215576	103.460834107788	RPL21	anova	7.62010070592872e-63
235.223078304428	2.33522011108521e-66	206.660522775358	103.330261387679	HLA-H	anova	7.69513407105353e-63
211.001422082848	1.26698849853916e-61	196.790958199133	98.3954790995666	RNR2	anova	3.34003507984893e-58
202.431672013285	7.0462514322493e-60	193.001587113652	96.5007935568258	IFITM3	anova	1.5479440021413e-56
180.246164717899	3.57237624762967e-55	182.359867272237	91.1799336361184	ND4	anova	6.72678447428668e-52
166.072538112508	5.15193365342374e-52	174.852046054237	87.4260230271183	CYTB	anova	8.48845468572229e-49
139.060149080952	1.27384961643119e-45	158.710819293287	79.3554096466434	ATP6	anova	1.86562353268661e-42
119.886797126352	9.50075226907294e-41	145.503887615128	72.751943807564	ND4L	anova	1.2522941565865e-37
114.412377812172	2.66568146080503e-39	141.419980421395	70.7099902106975	IFITM2	anova	3.19421339407919e-36
99.6730336471929	2.89330003568438e-35	129.636779516843	64.8183897584214	LOC101929876	anova	3.17804898086298e-32
97.9941288905062	8.59774491557702e-35	128.216035911592	64.1080179557958	GNLY	anova	8.71745197940159e-32
92.6051957355258	2.96444833170821e-33	123.538585827404	61.7692929137019	CD8A	anova	2.79102810430328e-30
92.4642368652243	3.25510515680203e-33	123.413776702061	61.7068883510304	LOC101060038	anova	2.86036940478717e-30
90.7224201379015	1.03810819479427e-32	121.860893311043	60.9304466555217	EEF1A1	anova	8.55206507223953e-30
88.1848326033629	5.69912116685916e-32	119.562789145475	59.7813945727377	ATP8	anova	4.41883035884533e-29
84.8969377680216	5.30182254104496e-31	116.52031777527	58.2601588876349	LOC100996809	anova	3.88240682852854e-28
80.5331545558628	1.06796862485207e-29	112.36479968431	56.1823998421549	ZFP36L2	anova	7.40889181272379e-27
77.6947905617892	7.73534290754941e-29	109.58708310267	54.793541551335	NKG7	anova	5.09797774322044e-26
72.8939006596245	2.3150130167341e-27	104.74823976997	52.3741198849849	ZNF683	anova	1.45305650350344e-24
72.4323841625671	3.22039891891421e-27	104.273472650343	52.1367363251714	SRGN	anova	1.92945809773673e-24
70.7457340910213	1.08151685265431e-26	102.523679242206	51.2618396211029	FKBP5	anova	6.19803201514626e-24
68.5765126031402	5.19831433516857e-26	100.238687659061	50.1193438295305	RPL17	anova	2.85495755216071e-23
67.7238264148437	9.67147954713462e-26	99.3296467820829	49.6648233910414	ND1	anova	5.09919087643126e-23
66.3670135545297	2.60876340937532e-25	97.8703188768549	48.9351594384275	CTSW	anova	1.32254271149908e-22
65.4204263589295	5.22970221423198e-25	96.8427524360877	48.4213762180439	RNR1	anova	2.55306314391821e-22
