Gene	p_val	p_val_adj
SND1	0.0267220917707336	0.0754723827771632
GUSBP4	0.0267411781131754	0.0755162324133454
INTS5	0.0267791195770295	0.07561330954462
TXNRD1	0.0267877714367602	0.0756276699455286
C10orf35	0.0268116247716502	0.0756849378619935
URM1	0.0268360150605654	0.0757437060692669
PEX14	0.0268486864538415	0.0757693868680068
TUBGCP4	0.0268554257924989	0.0757783222734589
ZNF518A	0.0268897944119337	0.0758652068495795
WDTC1	0.0268979946137443	0.0758782481734887
LOC339975	0.0269033403227063	0.075879346061273
NUDC	0.0269055395313454	0.075879346061273
SEPHS1	0.0269097412299434	0.0758811051728015
LOC101928399	0.0269970186417163	0.0761170927085242
GTF3C2	0.0270169717775445	0.0761632244394741
NR6A1	0.0270379607449765	0.0762122636203432
ARFGEF2	0.0270969763826765	0.0763684618104723
IL17A	0.0271035642051101	0.076376878775176
C6orf201	0.0271154793130495	0.0764003036098251
TLE1	0.0271450154071237	0.0764632071661945
SYT8	0.0271443241326406	0.0764632071661945
TSNARE1	0.0271733306386678	0.0765328016181762
SDC3	0.0271786597682994	0.076537646576297
ALOX12	0.0272416222473545	0.0767047695992956
MRPL4	0.0272508419580151	0.0767205437734747
SYNJ1	0.027267774111729	0.0767580240724116
TBXAS1	0.0273027165859604	0.0768461862448637
S100PBP	0.0273243021530663	0.0768967356770475
EZR-AS1	0.0273577332157442	0.0769601811963791
PBK	0.0273547370622126	0.0769601811963791
HDGF	0.0273560453787721	0.0769601811963791
TMEM167B	0.0273724721466499	0.0769914309398078
ZKSCAN4	0.0273778033760053	0.0769962145601804
ZNF563	0.0274378036198659	0.077154725426958
SORL1	0.0274525173464208	0.0771858660854956
YAF2	0.0274858973000185	0.0772694737458634
MTRNR2L3	0.0275627707189828	0.0774753136392561
INPP5J	0.0275760059225437	0.077502244050531
TAF6L	0.0275910862320056	0.0775343523000364
THBS2	0.0276274774860126	0.0776263304879909
SNAP29	0.0277105058516333	0.0778470541742053
ANKRD44	0.0277133750950231	0.0778470541742053
RAB11FIP2	0.0277229063476679	0.0778635144777302
GIT1	0.0277568549913856	0.0779485408709355
CSRP2BP	0.027927285914037	0.0784096342809473
TPRKB	0.0279321382022141	0.0784096342809473
HPS5	0.0279301258102227	0.0784096342809473
ZBTB14	0.0279378079543004	0.0784151708701432
CKS1B	0.0279476193234666	0.0784323290475162
AP3B2	0.0279834280389487	0.0785120441658982
CLEC18B	0.0279805629769648	0.0785120441658982
WDR55	0.0280485418919904	0.0786843222811285
UFL1	0.0280667970962395	0.0787251200657384
NFKB2	0.0280956723331929	0.0787956914628873
LOC101927166	0.0281079338288359	0.078819656305957
DHX30	0.028114395774482	0.0788273539906418
RAN	0.028120877609806	0.0788351053997047
LINC00630	0.0281392164125585	0.0788760906261618
PKD1L1	0.0282305328025662	0.0791215990057914
KMT2C	0.0282711579071076	0.079224989018755
ANKRD11	0.0282878662504781	0.0792613380156083
BIK	0.028298570104517	0.0792808553205543
AKR7A2P1	0.0283247781108356	0.0793437979361513
ALKBH6	0.0283315506798743	0.0793522882750625
FANCM	0.0283601474295057	0.0794114083291466
HIST2H3D	0.0283599920696725	0.0794114083291466
TCOF1	0.0283785091726806	0.0794523330078165
FKTN	0.0283881922524895	0.0794689521239172
APOC4-APOC2	0.0284025690070602	0.0794987044347014
CACUL1	0.0284291430833498	0.0795625846544844
MTRNR2L9	0.0284795921287113	0.0796932563485566
SRGAP2C	0.0285039277043515	0.0797508309701696
LYL1	0.0285777444474316	0.079946814963874
DUSP6	0.0286392162858106	0.0801082166960528
LOC728752	0.028645295143407	0.0801146537519948
ASTE1	0.0286504727684679	0.08011856889157
GLYCTK	0.0287393469248158	0.0803565022520096
CXorf57	0.0287866892210171	0.0804782632480005
LOC100507670	0.02882675231569	0.0805796445381775
FAM95B1	0.0288539786547128	0.0806339280269325
PMF1	0.028851871791778	0.0806339280269325
CPNE7	0.0288575779764437	0.0806339280269325
LOC102725022	0.0289290207482229	0.0808229050228311
SMARCD2	0.0289407942391315	0.0808451480800185
PFAS	0.0289544099357687	0.0808725307411804
EXOC6B	0.0289841929462318	0.0809450571508669
DCAF13	0.0289888740613126	0.0809474708482313
TAF1	0.0290722779651281	0.0811696776045861
KRTAP5-2	0.0291439272448986	0.0813590113215493
LOC101927486	0.0291824963838222	0.0814559598984075
HAUS3	0.0292336829262288	0.0815666290618945
ASAP1	0.0292314603901754	0.0815666290618945
KRT1	0.0292297215986402	0.0815666290618945
BNC2	0.0292642825069537	0.0816412659046926
FAM98B	0.0292970596438993	0.0817219572442215
AGPAT2	0.0293584758756096	0.0818825034679021
TMEM191B	0.0293698801389236	0.0819035395116755
GEN1	0.0293867600870555	0.081931467568592
FAM96B	0.0293876213595945	0.081931467568592
CPLX1	0.0294296976400288	0.0820321993991037
VWA5A	0.0294362578803198	0.0820321993991037
SRCIN1	0.0294392243316946	0.0820321993991037
ZNF501	0.0294356115214082	0.0820321993991037
PUSL1	0.0294460536064151	0.0820404499323242
FBXO3	0.0296186292411665	0.0825104280765347
NLK	0.0296772630435676	0.0826629097226139
ZSWIM6	0.0297552248383995	0.0828691803509883
ARMCX2	0.0298056202924937	0.0829986338186983
SMARCC2	0.0299057332649276	0.0832664816965452
FAM43A	0.0299292512485518	0.0833210239536999
ZKSCAN3	0.0299564529739164	0.0833858058368315
CHTOP	0.0299665355533299	0.0834029246738872
MRPS24	0.0299877840492933	0.0834401632271597
TXNDC12	0.029986385233443	0.0834401632271597
PIGBOS1	0.0300121725077769	0.0834970686796449
POLR1B	0.0300722736660872	0.0836533027164712
LOC101928736	0.0301507571037391	0.0838606238237507
CCBL2	0.0301853635585974	0.0839458681288661
CLEC4E	0.0302653130987704	0.0841571732265272
LOC100506100	0.030286394853477	0.0842047538086706
MUT	0.0302912860346118	0.0842073134384647
TUBA1B	0.0303256634595679	0.0842918310157949
CHRM3	0.030334132012338	0.0843043207597514
FLVCR2	0.0303456678649794	0.0843253307233336
LOC101927759	0.0303612534870256	0.0843465370648205
MSMO1	0.0303580042851778	0.0843465370648205
AK9	0.0303707916253722	0.0843619841245439
STXBP5	0.0304131943642443	0.0844687043055124
EMP2	0.0304358786658229	0.0845206383062423
NLRP2	0.0304402643238854	0.0845217499058603
JARID2	0.030492871153682	0.0846567366706751
CCDC94	0.0305366259830555	0.0847671156869949
DDX26B	0.030629058316794	0.0850125728023253
RABEP1	0.030638576024656	0.0850278618595793
ZSCAN16-AS1	0.0306610883758249	0.0850792047984424
IMMP1L	0.0306755774872228	0.0851082741168264
MOV10	0.0306851297920967	0.0851236406318883
NEBL	0.0306947587605485	0.0851392157721308
BABAM1	0.030721321047199	0.0852017492832479
USE1	0.0307671555090711	0.0853111060597345
TMEM68	0.030768797163849	0.0853111060597345
PDS5B	0.0307762133543446	0.0853205140939791
EHD3	0.0308286035770686	0.0854545843239407
MCM6	0.0308448652125104	0.0854884868566284
LOC389247	0.030852185667288	0.0854976027220494
RFX7	0.0308979001130179	0.0856130997644217
B4GALNT4	0.0309348329346151	0.0856930429568073
TMEM218	0.0309320101411216	0.0856930429568073
LINC00597	0.0309557586033442	0.0857398104296362
TP53	0.0310732474920328	0.0860539870476668
PRDX4	0.0310947367040326	0.0861022556494482
YIF1A	0.031182382013785	0.0863336759462601
TMEM41A	0.031190654671257	0.0863453079582324
PHOSPHO2	0.0312043060870153	0.0863718250448213
GSTK1	0.0312116690361783	0.0863809313479407
NECAB3	0.0312274235592709	0.0864035863230409
RPP25	0.0312280030727135	0.0864035863230409
MFAP3	0.0312342992893496	0.0864097338023125
SYP-AS1	0.031252745664438	0.086449488724586
LRP3	0.0313371738998426	0.0866717245784902
STAM2	0.0314411557449663	0.0869479764036049
LOC100126582	0.03145751779	0.0869818823064303
NCKAP1L	0.0314825922919861	0.0870398666834104
OCEL1	0.0315072355209162	0.0870966437601135
HIST1H2AJ	0.0315190152256948	0.0871178515452282
SPERT	0.0315289612996078	0.0871226333865905
ZNF785	0.0315286092537842	0.0871226333865905
SOD2	0.0315498053423058	0.0871688733324156
STRADA	0.0316023867871202	0.0873027769937796
ZNF763	0.0316245915024896	0.0873413643162912
TBC1D24	0.0316232093201169	0.0873413643162912
GAB2	0.0316498172025471	0.0873996514624503
RPS2P32	0.0316588887306202	0.0874133201665139
C12orf79	0.0316964654296874	0.0875056806603502
C11orf73	0.0317552902861649	0.0876566701013906
CEBPD	0.0317756474679026	0.0877014486594584
LOC100132741	0.0317912480834785	0.0877330890506716
CHORDC1	0.0318831893165505	0.0879753680751241
NUP214	0.0318898878732451	0.0879824043210331
FBXO5	0.0319109635101103	0.0880290991314281
PDPR	0.0319569201853818	0.0881444093239142
YARS2	0.0319675630083379	0.0881617874712513
H2AFY	0.0319715346775459	0.0881617874712513
CYP4F35P	0.0320184907815211	0.0882797910159255
ELOF1	0.032052783584175	0.0883313612739521
SLC5A2	0.0320538549775715	0.0883313612739521
ZNF620	0.0320502739504035	0.0883313612739521
RYK	0.0320462077949966	0.0883313612739521
LOC100505942	0.0321013437370584	0.088450733789208
SNRNP48	0.0321134098948603	0.0884724859769027
LINC00944	0.0321536568359757	0.0885718605244022
SKA3	0.0321947206772202	0.0886475354528449
BMP8B	0.0321931214213944	0.0886475354528449
SLC39A1	0.0321942415558891	0.0886475354528449
FNIP1	0.0321978482456273	0.0886475354528449
TMEM14E	0.0322195898575223	0.0886958802827534
LOC102724583	0.0322677397205115	0.0888169012320062
UEVLD	0.0322983079597345	0.0888895036607903
SP110	0.0323068842550776	0.088901570167599
AVPI1	0.032317571802164	0.0889194424987407
MAP2K1	0.0323244914869078	0.0889269445394139
ZNF616	0.032343469425373	0.0889587378579391
PAN2	0.0323444373643233	0.0889587378579391
VASN	0.0323524911647869	0.0889693507031639
SLC37A4	0.032370352484574	0.0890069279778096
RPEL1	0.0323903603555652	0.0890503969951811
PRKCE	0.0323956084833429	0.0890532812332776
MRPL9	0.0324064518615086	0.0890715436857017
CHCHD1	0.0324163082978553	0.0890870890735927
JMJD8	0.0324259862131718	0.0891021398819574
HERC2P10	0.0324452198081174	0.089134438764549
MIR4458HG	0.032446146136473	0.089134438764549
LOC100147773	0.0324607144280702	0.0891629104507853
KIAA0247	0.0325234781184202	0.0893192689759056
CERS6	0.0325291708924804	0.0893192689759056
INVS	0.0325302731785126	0.0893192689759056
ERO1LB	0.0325377857208688	0.0893283313356874
LOC101928740	0.0325489076797479	0.0893472992586194
TLK2	0.0326096570306968	0.0895024726681787
SLC6A16	0.0327039976546645	0.0897497906651299
ZC3H7B	0.0327084765656049	0.0897504684957109
ZNF667-AS1	0.032719832862543	0.0897700149222267
RAB18	0.0327373305594104	0.0897947887356409
DHX16	0.0327333208388279	0.0897947887356409
TLE4	0.0327882343948714	0.0899227822379972
ALG13	0.0328084095675259	0.0899664791968049
PDCD4	0.0328175026027979	0.0899797795992422
CEP131	0.0328515712835634	0.0900615465074731
RSL1D1	0.0328672803047115	0.0900929663567689
LETM2	0.0328723071430607	0.0900951007870292
ALAS1	0.0328858907036445	0.0901206835563887
GIPC1	0.0329677071358474	0.0903332213096965
UQCRBP1	0.0329958898103734	0.0903754140641094
GPR35	0.0329875870097607	0.0903754140641094
HMHB1	0.0329938314024668	0.0903754140641094
LOC102723602	0.033034665972341	0.0904699374924339
GCLC	0.0330886267680754	0.0906014560151824
COX20	0.0330912334163336	0.0906014560151824
MIPEP	0.0331003166613282	0.0906072907803439
EMC9	0.0331019091364629	0.0906072907803439
KCNK12	0.0331174353244629	0.0906380911551437
SLC6A13	0.0331270631297798	0.0906527425621123
LOC101928576	0.0331426350947443	0.0906836543787044
CARD11	0.0331984639289517	0.0908164587591795
MTOR	0.0331997361731384	0.0908164587591795
ALG5	0.0332189091581756	0.0908378730285256
JAK3	0.0332204141460413	0.0908378730285256
SLC10A7	0.0332157599880468	0.0908378730285256
EPB41	0.0332885883605712	0.0910125540738681
H2AFJ	0.0333317853825045	0.0911189100789064
TNIP2	0.0333986852974477	0.0912900267802902
DIP2A-IT1	0.0334134282505757	0.0913185549404909
LOC389765	0.0334454153443039	0.0913941977350853
EXOSC3	0.0334738984563161	0.0914602471607256
MMAA	0.033593112415152	0.0917741502126168
BBS4	0.0336012252710973	0.0917844906683965
SC5D	0.0336153290093318	0.0918111909375285
LOC100132831	0.0336199145525067	0.0918118912991967
LINC00926	0.0336557440264704	0.0918979038642183
TPX2	0.0336941952711336	0.0919910521769054
ZBTB45	0.0337200585337156	0.0920498135388133
LOC100507460	0.0337345877870827	0.0920776239109973
BRI3	0.0337484747942427	0.0920923462467852
PARP8	0.0337486663065831	0.0920923462467852
SNHG15	0.0337807189293937	0.0921679515057998
RPSA	0.0338783033057549	0.0924223123885321
ZNF195	0.0339411641673447	0.0925818919178195
LRP5L	0.0339575233620202	0.092614603325839
BAG4	0.0339843729424277	0.0926759137666204
LYPLAL1-AS1	0.0340726028227301	0.0929045719548033
LOC102725504	0.0341016788809962	0.0929718994354246
RTN4IP1	0.0341382198177515	0.0930595585983128
TRAF6	0.0341517739750841	0.0930845421492846
DCAF16	0.0341919445686894	0.0931820560797694
LOC101927898	0.034206381255426	0.0932094222876879
TRRAP	0.0342153416944156	0.0932218610810849
ALCAM	0.0342514008453548	0.0933081193485272
RWDD3	0.0342935440232827	0.0934109275167967
DENR	0.0343082623712967	0.0934390173841608
PRPF4B	0.0343416545271568	0.0935179518762123
CASC4	0.0343987722785038	0.0936614664889598
HCN3	0.0344752494984898	0.0938576497257987
TTLL11	0.0345277222774022	0.093988439745751
PAGE5	0.0345695557474518	0.0940902384871609
SGPP1	0.03463254973582	0.0942495976898845
CBWD6	0.0346776730461577	0.0943602886788444
PRCC	0.0347395897738353	0.0945166414270043
DLAT	0.0347518263765188	0.09453780577132
GUSBP11	0.0347908466307756	0.0946318167686916
ZNF805	0.0347959190461945	0.0946334766775704
GRAMD1B	0.0348031708587642	0.0946410626455533
BCKDHB	0.0348458195897319	0.0947255122583091
TCL1A	0.034852092236495	0.0947255122583091
PRDM12	0.0348510379369467	0.0947255122583091
PTGDR2	0.0348410489719707	0.0947255122583091
PPME1	0.0348891782572561	0.0948141584418103
ZDBF2	0.0349113800228126	0.0948623379274579
TSNAXIP1	0.0350493128914809	0.0952249331030651
ARMC6	0.0350670507402494	0.0952609212372499
DNAAF1	0.035133255307588	0.095428544897967
KIAA1468	0.0351644067964372	0.0955009270506904
DDX42	0.0351709354089099	0.0955064274202512
PLAUR	0.0351820687989124	0.0955244290215509
TRNL1	0.0352797819475903	0.0957774725479384
HDAC6	0.0353154727487349	0.0958620947209997
GTF2H3	0.0353639005003747	0.0959812646291203
MAGED1	0.0356572078102784	0.0967551157422111
ROBO3	0.0356583611949285	0.0967551157422111
JHDM1D-AS1	0.035662709343496	0.0967551157422111
PHLDB1	0.0356744962333395	0.0967747142640912
NSUN5P2	0.0356909427111846	0.0968069462870958
NAA30	0.0356967515779563	0.0968103206477361
PRKRA	0.0357098794511726	0.0968249605422801
TYRO3P	0.0357112807130194	0.0968249605422801
C11orf48	0.035748414955792	0.0969008671245445
LOC101929066	0.035745889293666	0.0969008671245445
LOC102724229	0.0358503646109855	0.0971647965073202
ZNF836	0.0358732675642744	0.097214446524806
SNAPIN	0.0359217213054883	0.0973333161424296
LEF1-AS1	0.035975786294103	0.0974673576552551
COA1	0.0359839914271687	0.0974771350347929
LOC101927511	0.0360105408680159	0.0975365965170986
NANS	0.0360246134340534	0.0975622528041634
CCDC120	0.0360367130102912	0.0975825599492156
GLTSCR2	0.0360857426233566	0.0977028507029422
GNL3	0.0360910340716034	0.0977047039303759
FAT2	0.0361167625243114	0.0977618761474917
ATAT1	0.0361631813633783	0.097875031949276
TRMT5	0.0362284142564809	0.0980390722918777
LOC101930584	0.0362563254875466	0.0981020861112386
HDGFRP2	0.0362833680528538	0.0981627337243174
ZXDC	0.0362995983457327	0.0981941175658545
ACADM	0.0363208380427484	0.0982390426234673
GRAP	0.0363429570076732	0.0982863341263369
LOC100289455	0.0364332566366593	0.0985179786752863
RHNO1	0.0364712163215322	0.0986080514720876
LOC100996419	0.0365139151609386	0.0987109130316361
PYGO2	0.0365407133688116	0.0987707684330559
ITIH4	0.0366121028375423	0.0989511248857648
INTS12	0.0367585284037218	0.0993342087647977
CMAHP	0.0367885443836032	0.0994026562985674
IDE	0.0368125571105354	0.0994295353031374
HNRNPUL2-BSCL2	0.0368114498382004	0.0994295353031374
ATAD3A	0.036805275301933	0.0994295353031374
MTDH	0.0368317160281848	0.0994686149911808
LPCAT3	0.0368374071967315	0.0994713180326306
RIT1	0.0369135729008496	0.0996516107537191
LOC102723773	0.0369105359347513	0.0996516107537191
MTRNR2L10	0.0369252112330538	0.0996703423483014
NABP2	0.0369691982515719	0.0997763752251637
DDX3X	0.0370195175908346	0.0998994692793512
TSR1	0.0370286718322748	0.0999114595698326
COX7C	0.0370419811722992	0.0999346567487751
CUEDC1	0.0370879176657703	0.100045860831297
VPS13A	0.0370973670631655	0.1000459003911
MYOM2	0.0370928175948251	0.1000459003911
HEATR5B	0.0371159972210025	0.100083416282647
SMARCA5-AS1	0.0371299909188954	0.100108421994398
TPBGL	0.0371409670559091	0.100112560920402
PLK1	0.0371395664333053	0.100112560920402
SMC2	0.0371492413018121	0.100122138712521
MED4-AS1	0.0371741075366182	0.100176426002109
NS3BP	0.0371881899993323	0.100201643184581
MCM4	0.0372172445373289	0.100267190313475
LOC101928149	0.037236700847273	0.1003068654349
HIP1R	0.0372862559056844	0.100427599091663
AGPAT6	0.0374181281381751	0.100769988768815
CPOX	0.0374347043952693	0.100801829712401
BDH2	0.0374595764760322	0.100847859016359
AQR	0.0374613086255601	0.100847859016359
MKL1	0.0374852388837222	0.100899472806953
ERI1	0.0374921494217243	0.100905267123849
SEC23IP	0.0375170427911557	0.1009594522922
IQCB1	0.037593603358356	0.101152644002032
IL9R	0.0376199775314872	0.101204779160528
ZNF223	0.0376225235242174	0.101204779160528
ANAPC13	0.0377133756350373	0.101436305702964
HIVEP2	0.0377298866614554	0.101463046340096
INTS4L1	0.0377328860092577	0.101463046340096
PIGF	0.0377692363366281	0.101547916357405
MSANTD2	0.0377961368113474	0.101607360818235
CASP10	0.0378051213375343	0.101618632867735
B9D2	0.0378192961019453	0.101643851442156
NOMO1	0.0378282297881094	0.101654979390044
PAX8-AS1	0.0378490748886798	0.101698109747767
RNF219-AS1	0.03786852598396	0.101737484047102
OSGEP	0.0378826846753568	0.101762134696055
LINCR-0001	0.0378872979800098	0.101762134696055
ZNF33B	0.0379025878786365	0.101790310716743
CGREF1	0.0379739489489212	0.101969043974262
DISC1	0.0379892194828425	0.101997134674278
FKBPL	0.0380295989059151	0.102092624505905
NDUFB6	0.0380763535631955	0.102205202679186
ITPA	0.0381048999773876	0.10226888366495
BIN3	0.0381144459946343	0.102281560249804
THTPA	0.0381361485030962	0.102326851904563
VARS2	0.0381696467425398	0.102403778382768
CCDC142	0.0381833212279802	0.102427507791931
TMLHE	0.0381993210593343	0.102457468196075
DIS3L	0.0382213193067573	0.102503507822168
PGBD2	0.0382342196912909	0.102525139867606
ATP6V1E1	0.0382870393450549	0.102653796514529
SERPIND1	0.0383535047068174	0.102819002379242
WBP1L	0.0384491413800931	0.103062359755942
ST8SIA1	0.0385325935330335	0.103272999323717
SARS	0.0385430182602928	0.10328788618452
FBXW8	0.0385628015700184	0.103327845318629
UBL7	0.0385709684160277	0.103336672330358
ZNF324B	0.0386078899734563	0.103399240039597
ATP6V0A1	0.0386089485983389	0.103399240039597
SLC12A2	0.0386009148441935	0.103399240039597
SLC25A30	0.0386361061039294	0.103458906344966
REPS2	0.0386883241018025	0.103542345460378
HNRNPD	0.0386807999534318	0.103542345460378
KLHL8	0.0386739464652246	0.103542345460378
YIPF1	0.0386916770922999	0.103542345460378
NHLH1	0.0386823459749467	0.103542345460378
VAT1	0.038717379380691	0.103598054744599
LOC101928239	0.0387659480653089	0.103714927030285
RFC1	0.0387727566932183	0.103720058520405
LOC440434	0.0388702477783995	0.103954629871916
FBXL16	0.0388656424659255	0.103954629871916
FAM89A	0.0388812531165933	0.103970951468505
ALDH16A1	0.0388962151673157	0.103997848117553
GNN	0.0389076675199161	0.104015355195056
C18orf25	0.0389283339427103	0.104057487554449
WTAP	0.0389519532376745	0.104107501482621
CHTF18	0.0389807059360041	0.104171221205995
CEND1	0.039032322927113	0.104296019231222
LOC101060341	0.0390406045867717	0.104305006560375
ZFP90	0.0391383522114873	0.104552988248044
CLDN7	0.0391888530120406	0.10467470965735
FRYL	0.0392165527160841	0.10473550560417
LINC00528	0.0392487846143557	0.104808388831687
IPO4	0.0393396959731539	0.105037929270886
TNPO3	0.0393491406467188	0.105049921303577
FGFR1OP	0.0393626718227821	0.10505959527027
NBPF14	0.0393623901885427	0.10505959527027
FAM131A	0.0394340241794175	0.105236791845613
CDC27	0.0394626863728122	0.105300031780901
ASF1B	0.0394762052417237	0.105322853285505
MRPL53	0.0395019212750885	0.105362335429804
KIF18B	0.0394986289177693	0.105362335429804
SELP	0.0395059077394286	0.105362335429804
ABCF1	0.039583405187526	0.105542476391382
SNHG16	0.0395790322339016	0.105542476391382
APBB1	0.0395955329691698	0.105561541572615
LOC102724907	0.0396229284997335	0.105621300606127
CREBBP	0.0396289204772374	0.105623997169945
LSG1	0.0396826828374265	0.105754000705723
HIST2H2AA4	0.0397346397336071	0.105879160632031
MEFV	0.0397618063626397	0.105938239866691
HDGFRP3	0.0398082739302131	0.106048721707318
MAN2C1	0.0398522945606104	0.106152658005705
ST6GALNAC3	0.0399094695648968	0.106291602478002
CD72	0.0399512760070361	0.106389585830892
HIST1H3C	0.0400330176560439	0.106582999589555
LOC101927973	0.0400339576919273	0.106582999589555
DUT	0.0400850870634159	0.106705726928696
ANKRD39	0.0401452238336096	0.106852397974798
SOCS3	0.0401537970428136	0.106861805456643
LOC101927646	0.0401800572869945	0.106904861992545
RPLP0P2	0.0401760824968171	0.106904861992545
ZNF192P1	0.0401947746075901	0.106917193011134
AZIN2	0.0401919502383211	0.106917193011134
SCGB1A1	0.0402255923567467	0.106985749022057
FLJ10038	0.040267954513151	0.107084988001869
SLC4A10	0.0402902842975794	0.107117506504082
UBXN1	0.0402878824178439	0.107117506504082
FBXL3	0.0403534637422783	0.107272030464557
GeneID:101929118	0.0403709548626761	0.107291630416997
C4orf29	0.040368463796516	0.107291630416997
LOC101930576	0.0403769213176748	0.107294041762341
FAM102B	0.0403859009741231	0.107304458514057
CDYL	0.0403979679889016	0.107323074672257
TAS2R13	0.0404284815695187	0.10739068601282
ZFYVE9	0.0404336177543273	0.107390878564029
C2orf76	0.0404580886679741	0.107442417289055
PHF3	0.0405376834794747	0.107626839162832
CIRBP	0.0405369684897215	0.107626839162832
HEXIM1	0.0405436697585323	0.107629258760665
LOC101927620	0.0405803076319705	0.107713036828389
LOC101927412	0.0405869132237795	0.107717088681006
NR3C2	0.0406699143208368	0.10792386673127
CCDC15	0.0407075172949742	0.107999373507012
RNU5E-1	0.0407085529901477	0.107999373507012
ELK4	0.0407556549396996	0.108110810501707
TMEM231	0.0408586988765009	0.108370596019614
FBXO21	0.0408649320565658	0.108373574972571
CRK	0.0408856102764165	0.108414856556919
B4GALT5	0.0408927354612233	0.108420194231982
RSAD2	0.040917399558994	0.108472026230893
IFIH1	0.0409450867429786	0.108531858473327
PLEKHO1	0.0410388574792098	0.108766819472517
RSPH9	0.0410492862207714	0.108767274134198
MTRNR2L6	0.0410444094858369	0.108767274134198
LAMTOR3	0.0411046686108601	0.10890041372881
NRIP1	0.0411129831501123	0.10890883670342
DNAJC24	0.0411232690594871	0.108922479107481
RAPGEF2	0.0411859526349872	0.109061266510527
GPRIN1	0.0411831457583186	0.109061266510527
UXT	0.0413499330005441	0.109481820109306
DNAJC15	0.0413825500285898	0.1095545026846
LOC102724113	0.0413881916904565	0.109555762527609
PACRG	0.0414979267283692	0.109827716764216
ABCD4	0.0415012882944373	0.109827716764216
CPSF7	0.0415485889692234	0.109939173407273
SNAP23	0.0415883146839256	0.110030561104877
LOC101927811	0.0416615549514383	0.11021058468381
HBG2	0.0417041527144603	0.110309512443037
LOC101929774	0.0417600015880936	0.110443460990184
TTC28-AS1	0.0417893746330937	0.110501000726397
APOLD1	0.0417921787451165	0.110501000726397
SREK1	0.0418274351600155	0.110580434414561
LOC101927502	0.0418466476192821	0.110617437705314
PIK3C2A	0.0418592554636757	0.1106231887693
NISCH	0.0418550397944418	0.1106231887693
PML	0.041890411080398	0.110691731646285
FAM217B	0.0418972881757178	0.110696111577255
TIMMDC1	0.0419184883389006	0.110738328436896
RRAGC	0.0419534611209019	0.110816914117834
PMM2	0.0419971601403717	0.110918527055667
NOP56	0.0420247005964947	0.110963626774211
EFCAB7	0.0420219549434541	0.110963626774211
CCL28	0.042133188716827	0.111236233823785
SPSB1	0.0421805293062137	0.111347356923846
LOC102724967	0.0422151889550688	0.111424981625277
ZBED1	0.0422860789002002	0.111598203249807
LOC100131047	0.042349003364532	0.111750362492845
TLE2	0.0423853643615235	0.111832397036475
SORT1	0.0424071038561484	0.11187583761428
PABPC1L	0.0424788425000117	0.112051155689086
DAP	0.0425782943699401	0.112299523317708
RINL	0.042680054220282	0.112553915680644
PAK3	0.0426959710736027	0.11258189164851
ITGA7	0.0428557287825968	0.112989096969333
WDR4	0.042882861613862	0.113046579130738
LOC101927543	0.0429152667591107	0.1131179440004
ACCS	0.0429647573569244	0.113234320122487
GINS1	0.0430513926736901	0.113448550673909
LMO7	0.0430705902291641	0.1134709413143
ERGIC2	0.0430666033931649	0.1134709413143
MAML1	0.0431036739921138	0.113543996773662
KIFC1	0.0431151043888263	0.113560001723575
TNPO1	0.0431712822262495	0.113693847442481
KLHL42	0.0431864546131488	0.113719683317067
NEIL2	0.0432732850475926	0.113934181165654
LOC101928123	0.0433619987497463	0.114153583600375
NCBP1	0.0433934673688053	0.114222248474323
ITGA2B	0.043412750758616	0.114245281282263
RELL2	0.0434129914114371	0.114245281282263
CCDC34	0.0434412323962663	0.114291236404915
ZMYM6	0.0434360747099624	0.114291236404915
DDX26B-AS1	0.0434505333784077	0.114301527150741
RAB6B	0.043474474601617	0.11435032337233
AKAP7	0.0435025061637251	0.114407077765082
PDCL	0.0435068409173606	0.114407077765082
TRPC3	0.0435595797428439	0.114531560523957
PI4K2A	0.043606419174848	0.114628105013189
DRAM2	0.0436071082255003	0.114628105013189
ATL1	0.0436268938669732	0.114665902234573
LOC100506472	0.043632390928299	0.114666139629165
DUS2	0.0436956967366391	0.114818279815468
XPR1	0.0437289231729229	0.114891353153041
BRMS1L	0.04374881944049	0.114929389656127
RGL1	0.0437550303237375	0.114931469297229
TM4SF5	0.0437685354768252	0.114952705930961
ACIN1	0.0437796534751652	0.114967668511801
FBXO32	0.043793976978505	0.114991044169882
EID3	0.0439143457123285	0.115292825435388
SLC9A6	0.0439403994288883	0.115346947776688
PTK2	0.0439469404755482	0.115349840792751
EML3	0.0439602516975325	0.11537050092826
LOC101928005	0.0440128589055704	0.115494272663863
LOC102725417	0.0440220200738493	0.115504020997921
ZNF408	0.0440429937077117	0.115544756377183
POPDC2	0.0440863583342093	0.115644216147422
MOGS	0.0441873150048355	0.115868368678231
HOXA-AS3	0.0441936643831673	0.115868368678231
SPDYE2	0.0441926666286007	0.115868368678231
ERVK13-1	0.0441826981305238	0.115868368678231
ZNF689	0.0442340680545042	0.115959964808396
TCEAL4	0.0442620973255432	0.116019102716614
PLEKHN1	0.0442940347688115	0.116088468781136
SP1	0.0443241187497852	0.116152960638261
ALDH1A1	0.0443465167686459	0.116197297705639
C12orf5	0.0445100912759965	0.11661149052271
MAGOHB	0.0445386514644668	0.116671902205832
LINC01521	0.0445628679375547	0.116720921726523
MUTYH	0.0447220634218981	0.117123428136776
