pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Inositol phosphate metabolism	3.17431366546378e-05	0.000634862733092756	0.557332238758646	0.443822803662777	1.95875508725944	66	PIK3CA,SYNJ2,PIK3C2B,IMPAD1,MTMR8,IPMK,PIK3CB,PIP5K1B,ITPKB,SYNJ1,INPP5F,IPPK,MTMR1,PI4K2B,PIP5K1C,INPP5E,MTMR4,INPPL1,PIP4K2B,MTM1,MINPP1,PIK3CG,PIP4K2A,PIKFYVE,INPP5K,PLCG1,PIK3CD,MTMR2,INPP4B,INPP4A,PTEN,IMPA1,MTMR6,SACM1L,PI4KA,PIK3C2A,PLCD1,ISYNA1,MTMR3
Fatty acid biosynthesis	0.0148266982272471	0.148266982272471	0.380730400722792	0.558072765294239	1.75141456806064	13	MCAT,ACACA,FASN,OXSM
Sulfur metabolism	0.0546967895362663	0.30060120240481	0.208955027549354	0.538735694551542	1.46157713322401	8	IMPAD1,SUOX,MPST,BPNT1,PAPSS1,ETHE1,TST
Amino sugar and nucleotide sugar metabolism	0.0601202404809619	0.30060120240481	0.181383128498408	0.342197150412038	1.42223305904073	44	UAP1L1,UGDH,GNPNAT1,FUK,GALE,PGM3,GMPPB,MPI,PGM2,NPL,UGP2,NANS,NAGK,GNE,CYB5R1,PMM2,GNPDA1,RENBP
Ascorbate and aldarate metabolism	0.143507972665148	0.492819349962207	0.120433371642259	0.450586905153343	1.31427217769249	10	UGDH,ALDH3A2,ALDH9A1
Pentose and glucuronate interconversions	0.154525386313466	0.492819349962207	0.11331290842208	0.397884104790366	1.2947987575613	15	UGDH,SORD,RPE,UGP2
Starch and sucrose metabolism	0.172486772486772	0.492819349962207	0.103576326612592	0.364700265331454	1.27128709905577	19	PGM2,AMY2B,UGP2,GBE1,GAA,G6PC3,PGM2L1,PYGB,GYG1,GYS1
Fructose and mannose metabolism	0.219562955254943	0.548907388137357	0.0883594442500905	0.329036142127489	1.23137509983587	25	FUK,ENOSF1,GMPPB,SORD,MPI,PFKFB3,PMM2,PFKFB4,AKR1B1,GMPPA,PFKP,GMDS,ALDOC,ALDOA
Propanoate metabolism	0.281345565749235	0.623853211009174	0.0739901439101341	0.30388486661011	1.16874585513721	28	ACACA,ACSS2,DBT,PCCA,BCKDHB,MLYCD,LDHA,ACAT1,MCEE,HIBCH,ACSS1
Pyruvate metabolism	0.311926605504587	0.623853211009174	0.0687943095604775	0.291131562080422	1.13668969055515	31	ACACA,ACSS2,FH,ACYP2,GRHPR,ALDH3A2,LDHA,DLAT,ACAT1,ACSS1,PKM,HAGH,PCK2,ME3
Galactose metabolism	0.502645502645503	0.907039074622655	0.0480220415968251	0.274576431613055	0.979132666980694	21	GALE,PGM2,UGP2,GAA,G6PC3,GLB1,GLA
Pentose phosphate pathway	0.568158168574402	0.907039074622655	0.0416556773979467	0.248315663311541	0.929289173900496	25	RBKS,RPE,IDNK,PGM2,H6PD,GLYCTK,DERA,G6PD,PFKP,ALDOC,ALDOA,PRPS1L1,PRPS2,TKT
Oxidative phosphorylation	0.627372627372627	0.907039074622655	0.0351652290409302	0.202215006620992	0.931384437445441	104	ATP6V1C2,UQCRH,UQCRHL,ATP6V0C,ATP6V1G3,UQCRB,UQCRQ,ND4,ND6,COX4I1,ATP6V1H,PPA1,ATP6V1A,ND2,NDUFB10,ND5,SDHD,COX8A,NDUFA1,COX1,COX10,ATP6,ND4L,COX7A2,NDUFS1,TCIRG1,COX15,ATP8,CYTB,UQCR10,COX7B,NDUFA6,NDUFC2,COX5B,ND3,LHPP,NDUFB5,COX6B1,UQCR11,ATP6V0A1,COX7C,ATP6V0B,NDUFB7,NDUFA4,NDUFV1,SDHA,COX2,NDUFS5,ATP6AP1,ATP6V1D,NDUFB1,ATP6V1G1,NDUFB9,ATP6V0D1,ATP6V0A2,NDUFA10,UQCRFS1,ATP6V1E1,NDUFS6,NDUFS4,NDUFV3,NDUFA3,NDUFB11,NDUFA11,ATP6V1F,ATP6V0E1,COX6C,NDUFA2,NDUFA5,NDUFS8,NDUFB8,COX6A1,ND1,NDUFV2,COX3,PPA2,NDUFB4,ATP6V1B2,NDUFA9,NDUFB2,ATP6V1G2,COX7A2L,NDUFA7,NDUFA13,ATP6V0E2,COX11
Butanoate metabolism	0.685405405405405	0.907039074622655	0.0347156757446657	0.249121922095945	0.839827715865442	17	BDH2,AACS
Fatty acid degradation	0.73030303030303	0.907039074622655	0.0282923737721473	0.200540493005965	0.80948859998913	37	ECI1,CPT1B,ALDH3A2,CPT2,ECI2,CPT1A,ACAT1,ACOX1
Citrate cycle (TCA cycle)	0.735624268091836	0.907039074622655	0.143902565267782	-0.153995808181993	-0.921345883749904	27	PC,SUCLA2,SUCLG2,SDHB,ACO2,SDHC,MDH1,DLD,ACLY,OGDH,IDH3B,MDH2,PDHB,CS,IDH3G,DLST,SUCLG1,IDH3A,SDHA,PDHA1,ACO1,SDHD,PCK2,IDH1
Nitrogen metabolism	0.770983213429257	0.907039074622655	0.0340463727579649	0.293498780203134	0.768349870202483	7	CA5B,GLUD1
Fatty acid elongation	0.843881856540084	0.913827655310621	0.0228693972350018	0.197637426518001	0.695911501164705	20	MECR,ACOT7,ABHD17B,ACOT4,ACOT2,ELOVL5,PPT2
Glyoxylate and dicarboxylate metabolism	0.886102403343783	0.913827655310621	0.0193794652818346	0.17745533269336	0.656275512295525	24	AFMID,PCCA,GRHPR,ACAT1,MCEE,GLYCTK,PGP,MUT,GCSH,ACO1,PCCB,ACAT2,HYI
Glycolysis / Gluconeogenesis	0.913827655310621	0.913827655310621	0.0142522226913804	0.156463177659658	0.656401411972659	47	ACSS2,PGM2,ALDH3A2,LDHA,MINPP1,DLAT,ENO2,G6PC3,ACSS1,PKM,PGAM4,PCK2,PGK1,PFKP,ALDOC,ALDH9A1,ALDOA
