pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Inositol phosphate metabolism	7.99706064223306e-06	0.000143947091560195	0.593325476396405	0.469606918548387	2.10559953580502	67	PIK3C2B,MTMR1,INPPL1,PIK3CB,IPPK,IPMK,IMPAD1,ITPKB,INPP5E,ITPK1,PIP4K2A,PIP4K2B,PI4K2B,ISYNA1,PLCD1,PIK3CA,ALDH6A1,SYNJ1,PLCG1,PIK3C2A,SYNJ2,MTM1,INPP5F,INPP4B,INPP4A,MTMR8,PI4K2A,PLCD3,PTEN,PLCB3,PIP5K1C,PIP4K2C,PI4KA,MTMR6,MINPP1,IMPA1,INPP1,PIK3CG,PIK3CD,INPP5D,SACM1L,MTMR14,MTMR3,PIKFYVE,MTMR2
Nitrogen metabolism	0.0694117647058824	0.370353982300885	0.183023938384487	0.502835589223068	1.45286508988176	9	GLUL,CA5B,GLUD2,GLUD1
Propanoate metabolism	0.0991820040899796	0.370353982300885	0.139599673451922	0.343032340973251	1.35312613410313	29	ACACA,ABAT,PCCB,ALDH6A1,MCEE,ACACB,BCKDHB,LDHA,BCKDHA,MUT,DBT,LDHB,MLYCD,HIBCH,ACSS1
Sulfur metabolism	0.100484261501211	0.370353982300885	0.152144922367565	0.497273443812824	1.37334663714006	8	BPNT1,IMPAD1,MPST,ETHE1
Pentose and glucuronate interconversions	0.10287610619469	0.370353982300885	0.142901149386948	0.422165255744011	1.39156947542395	14	UGP2,UGDH,SORD,CRYL1,DCXR
Fatty acid biosynthesis	0.128062360801782	0.384187082405345	0.126875729929857	0.41115313488834	1.32605629707681	13	OXSM,ACACA,ACACB,MCAT,ACSL1,ACSL3,FASN
Amino sugar and nucleotide sugar metabolism	0.175050301810865	0.450129347513653	0.0995791200495904	0.293360745723662	1.24416627666428	44	UGP2,FUK,UGDH,GFPT1,GMPPB,NANS,GNPDA1,GNPNAT1,FPGT,PGM3,NPL,NAGK,RENBP,UAP1,GNE,PMM2,GNPDA2,GMDS,CYB5R1,HEXA
Citrate cycle (TCA cycle)	0.30990153753845	0.697278459461513	0.203508959461977	-0.181673595294096	-1.08464732489114	27	PC,MDH1,SDHB,PDHB,ACLY,IDH3B,SDHC,SUCLG2,CS,MDH2,SUCLA2,OGDH,ACO2,SDHD,DLD,IDH3G,SDHA,IDH2,DLAT,PDHA1,DLST,SUCLG1,FH
Ascorbate and aldarate metabolism	0.383270911360799	0.742857142857143	0.0686325631836726	0.403165478147955	1.07111110917719	7	UGDH,ALDH2,ALDH3A2,ALDH9A1,ALDH1B1
Fructose and mannose metabolism	0.474012474012474	0.742857142857143	0.0498907356726307	0.259729042644834	1.00005399590466	26	PFKFB3,FUK,SORD,GMPPB,ENOSF1,FPGT,ALDOA,FBP1,PMM2,GMDS,HK2,PFKP,AKR1B1,GMPPA,MPI,PMM1,ALDOC,TSTA3,TPI1
Fatty acid elongation	0.501041666666667	0.742857142857143	0.0474483193656297	0.261410561260089	0.989068169774505	24	ACOT7,MECR,ACOT4,ELOVL6,THEM4,ABHD17B
