Gene	Rank
COX8A	1.33975049699986
COX6A1	1.09981718925435
GAPDH	1.09839784411561
COX6C	0.991428615458026
IDH2	0.989352339060318
TALDO1	0.983446952903885
NDUFA2	0.966624904142963
ATP5MC3	0.941460835928805
ATP5MF	0.934160483743672
ATP5F1B	0.926461351099683
ATP5MG	0.924658316174809
DCXR	0.919608527626474
UQCRQ	0.905611909299086
LDHA	0.903117493540726
TPI1	0.892433852089265
COX5A	0.890740235046134
NDUFA4	0.889295110747567
COX6B1	0.883511480952376
ATP5PF	0.882905881233215
COX7A2	0.871225100623859
MDH1	0.865619475644564
UQCR10	0.858864344985709
COX4I1	0.858850613263212
ATP5F1C	0.854692109558698
ATP5PB	0.852217347089452
COX17	0.849031234762588
ATP5F1E	0.848330461661326
ENO1	0.842694005751689
NDUFB11	0.84077333908016
COX5B	0.837198372320979
NDUFB10	0.830174166501412
ATP5MC2	0.826238560417044
PGAM1	0.823832450520191
PKM	0.823380017901307
COX7B	0.818481744989424
NDUFB3	0.81286243051593
NDUFA1	0.794578416036938
NDUFV2	0.793733963971407
NDUFB9	0.790989088705692
NDUFS6	0.783354732013682
ALDOA	0.779690188773141
PGK1	0.774720884473655
NDUFA6	0.770634915151972
NDUFA12	0.770280959722739
UQCRFS1	0.76683341587658
UQCRC1	0.765631766696052
NDUFB2	0.757952660329679
NDUFB6	0.756356971219322
ACAT2	0.756279345786547
ATP5F1A	0.754741351158671
ATP5F1D	0.749632628242532
CYC1	0.746000937879056
UQCRH	0.738257172948705
NDUFB7	0.738099223668891
NDUFS5	0.735797784630225
NDUFAB1	0.725589848078784
NDUFB4	0.714550275502511
HADH	0.704579919503248
LDHB	0.703610112895153
ATP5PD	0.692383384794182
NDUFS7	0.691072048749894
ACAA2	0.690192110075801
MDH2	0.688949259141655
SUCLG1	0.681643610335633
NDUFC1	0.672178443125702
COX7C	0.664210810060142
AKR1B1	0.663708551397078
TECR	0.660998128023846
ACOT7	0.651454255245733
NDUFS8	0.646696177064319
HADHA	0.644419712523672
ELOVL1	0.641496244662455
SDHD	0.639878208012301
NDUFS3	0.637614537002669
NDUFB1	0.63639398267518
NDUFA13	0.636253094610883
SHMT2	0.634482918504665
ADH5	0.630438889884844
SDHB	0.62916555201148
NDUFA11	0.624563164973577
NDUFV1	0.623433722894784
ATP6V0C	0.616434607119439
UQCR11	0.612813278663708
ATP6V1F	0.611458282638068
SDHC	0.593784393668415
ATP6V0B	0.59334652956235
AKR1A1	0.586388659229266
UQCRB	0.58589448155611
NDUFA9	0.579420554479456
CYB5R3	0.57763681440967
PPA1	0.576554197226951
GMPPB	0.563435822754903
OXCT1	0.563340743515779
ATP5ME	0.560536079342137
ACYP1	0.559404905596304
GUSB	0.552131899815082
NDUFC2	0.548982076116076
COX7A2L	0.547281738803993
SDHA	0.544873824185699
ATP6V1G1	0.541399983098333
NDUFA10	0.539286802040067
NDUFS2	0.538221217356629
PGP	0.536846372476848
IDH3G	0.531093586217605
ELOVL5	0.531032468406876
SHMT1	0.530973454991819
SQOR	0.522892915119354
IDH3B	0.515934043348928
NDUFB5	0.514730801361772
TKT	0.508318230873513
GALM	0.507683926629219
NDUFA3	0.503168635770158
NDUFA7	0.494603739719068
PGLS	0.492643142870074
GPI	0.490454656449524
PFKL	0.488104476104858
PGD	0.484906926223162
PDHA1	0.482605584709644
ACO2	0.480712330233411
FH	0.478713281316489
GLO1	0.478596005276228
PRPS2	0.475396604191349
ATP6V1D	0.473478775253647
UQCRC2	0.472520153681738
ECHDC1	0.468104020574706
G6PD	0.467705765835367
ECHS1	0.467159008632641
PPT1	0.467110510284431
NDUFA5	0.463416086964409
ATP6V0D1	0.46218272298907
DLD	0.462123174640314
ATP5MC1	0.458518654864222
TSTA3	0.456414997337333
NDUFS4	0.453963731794969
CS	0.450161207082723
PRPS1	0.448102582986801
HACD4	0.446099966881567
NDUFA8	0.445111769640487
ACAT1	0.444395437328738
HAGH	0.440650721577701
PDHB	0.432186395283953
HADHB	0.43192127303903
DLST	0.429732121126075
NANS	0.428706128774229
SUCLA2	0.427064358544227
RPIA	0.426512815198914
ALDH9A1	0.422438389161757
MTMR14	0.420904614402332
MPST	0.419979609507899
ACADM	0.41804727225825
SACM1L	0.413667025554673
PFKP	0.407744502010947
ATP6V0E1	0.401189881741163
GYG1	0.398368723427904
GRHPR	0.394288931707739
ACSL5	0.392494915210097
GLA	0.392223515304231
OGDH	0.391741411680918
NAGK	0.390755792818112
PGM2	0.387768167650017
SYNJ2	0.386535502094012
HEXB	0.386231529195701
NDUFB8	0.383281616242552
PMM1	0.380816885087104
HACD3	0.378896485912071
DERA	0.3722050371696
ETHE1	0.367806154052172
ATP6V1B2	0.367721848639628
ACLY	0.365191241467649
CDIPT	0.363727136462327
HK1	0.363049906731315
PIK3CD	0.362760348738557
INPP5K	0.362614597180072
UXS1	0.360675449310136
ACAA1	0.357725490605942
GLUD1	0.357219865854116
ATP6V1E1	0.357122177395247
ABHD17A	0.355373402334796
ATP6V1H	0.355008042778848
ME2	0.352898631057231
ACADVL	0.351896978650964
PI4K2B	0.349862437419243
PCCB	0.344752582938185
ITPK1	0.343831039844311
CMAS	0.343424088916834
INPP5D	0.342874357025085
ATP6V1C1	0.339019944679431
CYB5R4	0.338146905225465
SUCLG2	0.33651012297298
GMDS	0.33596941111702
TCIRG1	0.335571484052724
UGP2	0.334986235075713
GCDH	0.332659382435395
NDUFS1	0.331951675388785
COX11	0.324938381024362
PPA2	0.324436640117883
PCK2	0.322186023936371
PTEN	0.315617749009819
AMDHD2	0.313821207792581
MTMR6	0.311954754089526
ECI1	0.311571585211227
IMPA1	0.307804177455956
GMPPA	0.304969254461114
HEXA	0.303589710201246
COX10	0.299383389525049
RPE	0.296326394136165
TST	0.294874507897563
ACSL4	0.29241139972296
IDH3A	0.292044970380578
TIGAR	0.292020163750972
ATP6V0E2	0.290512266964818
ATP5PO	0.286404395796294
GLYCTK	0.285842682303258
GNPNAT1	0.283998757680109
CAT	0.282273212251026
